iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,1280.0,-1100.0,-3976.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47659.15,3210196133.37,27361150.042,3204130655.41
1.0,accepted,1280.0,-1265.0,-3300.03929513,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3371835415.91,38214569.7059,3363423976.72
2.0,rejected,1280.0,-1150.97484266,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,49731.0412234,3295378099.63,10283483.7236,3291047345.84
3.0,rerun,1280.0,-1265.0,-3300.03929513,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3401665124.07,37915256.2716,3413292052.53
4.0,rejected,1280.0,-1265.0,-9068.08257409,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3140750816.51,17662998.554,3136852858.82
5.0,rerun,1280.0,-1265.0,-3300.03929513,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3386304740.71,24487659.8726,3378534355.88
6.0,rejected,1280.0,-1265.0,-4097.60368241,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3366271170.96,26047787.906,3352044498.16
7.0,rerun,1280.0,-1265.0,-3300.03929513,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3360008265.5,7571330.60795,3358484456.86
8.0,rejected,1280.0,-1237.82436776,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,45217.0994038,3359087587.75,12177024.3429,3361543760.57
9.0,rerun,1280.0,-1265.0,-3300.03929513,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3378842959.56,25103631.0578,3390779399.8
10.0,rejected,1280.0,-1227.38368585,-3026.57873654,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,48462.6781062,3339996124.84,12935221.9841,3335017189.16
11.0,rerun,1280.0,-1265.0,-3300.03929513,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3384310061.96,16396959.2128,3390206630.71
12.0,accepted,1280.0,-1265.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3403207396.18,22709214.6394,3397523288.41
13.0,rejected,1280.0,-1257.17853491,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,46977.3507978,3389534349.89,29664605.1713,3375756174.48
14.0,rerun,1280.0,-1265.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3389698989.68,22539744.3625,3400234069.79
15.0,rejected,1280.0,-1236.40034351,-2599.57015921,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,45357.7047793,3349521964.81,24732617.3032,3354014303.01
16.0,rerun,1280.0,-1265.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3393100373.52,19384537.1125,3384226227.74
17.0,accepted,1280.0,-1251.97910591,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3407371586.99,32455409.1803,3389585930.72
18.0,rejected,1280.0,-1265.0,-2745.33975111,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,44738.5613735,3376961997.03,16718749.5102,3375412034.59
19.0,rerun,1280.0,-1251.97910591,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3384632249.71,50464390.0046,3397843849.11
20.0,rejected,1280.0,-1255.13898156,-3229.24908279,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3380408917.68,13651260.3601,3381682585.98
21.0,rerun,1280.0,-1251.97910591,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3403097557.07,25123065.1026,3415558630.95
22.0,accepted,1280.0,-1257.02644268,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3403991782.13,40176551.284,3383661362.83
23.0,rejected,1280.0,-1265.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43523.2013243,3397636559.95,15779304.4064,3403691853.52
24.0,rerun,1280.0,-1257.02644268,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3409741159.45,23192732.1176,3398575710.51
25.0,rejected,1280.0,-1265.0,-2645.86455408,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43699.0663793,3377126238.72,18340531.4178,3375169430.05
26.0,rerun,1280.0,-1257.02644268,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3404041296.1,20088465.5853,3397020517.38
27.0,rejected,1280.0,-1254.85320429,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43932.2811918,3401006857.7,8425867.36514,3399022462.8
28.0,rerun,1280.0,-1257.02644268,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43475.0,3381156290.33,27107686.5118,3391349028.11
29.0,accepted,1280.0,-1257.1331305,-2562.4773941,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43892.6548036,3406327457.36,17344720.9455,3415525657.6
30.0,rejected,1280.0,-1246.16078827,-2602.29407689,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43707.2017712,3380505614.1,16018442.9306,3389325210.92
31.0,rerun,1280.0,-1257.1331305,-2562.4773941,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43892.6548036,3408854321.86,12693091.7985,3403622236.17
32.0,rejected,1280.0,-1255.56536017,-2716.60219094,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43592.0614343,3395204848.31,7764459.67229,3399442500.58
33.0,rerun,1280.0,-1257.1331305,-2562.4773941,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43892.6548036,3404894605.79,17710730.0753,3398037903.18
34.0,rejected,1280.0,-1255.95971838,-2634.39602891,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43605.0946001,3376492402.13,5804887.3399,3376231297.18
35.0,rerun,1280.0,-1257.1331305,-2562.4773941,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43892.6548036,3372160015.06,31979497.6409,3359216207.37
36.0,accepted,1280.0,-1254.01706808,-2535.68700089,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43840.4292213,3408134254.38,67248508.6375,3415316042.27
37.0,rejected,1280.0,-1256.37208025,-2518.58505928,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43623.4218771,3370172530.88,63160577.5231,3343496363.02
38.0,rerun,1280.0,-1254.01706808,-2535.68700089,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43840.4292213,3405407959.26,40180293.2528,3404990944.4
39.0,rejected,1280.0,-1254.42245554,-2592.68442778,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43925.9776272,3372652470.01,4694958.22311,3375170696.59
40.0,rerun,1280.0,-1254.01706808,-2535.68700089,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43840.4292213,3383034199.48,13250010.598,3380477545.79
41.0,rejected,1280.0,-1253.78972916,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43905.2487319,3398549295.06,26360099.5297,3393441863.53
42.0,rerun,1280.0,-1254.01706808,-2535.68700089,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43840.4292213,3383164936.85,13312474.0332,3384770165.47
43.0,accepted,1280.0,-1253.2737706,-2518.87548896,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43881.6170485,3402453605.58,36195690.7575,3420249450.52
44.0,accepted,1280.0,-1253.50642525,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43750.1021994,3423916268.64,16229035.5669,3423972666.04
45.0,rejected,1280.0,-1254.66054182,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43679.3130071,3402246650.08,22058763.1292,3408829409.51
46.0,rerun,1280.0,-1253.50642525,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43750.1021994,3416606319.47,31086228.0487,3431209316.89
47.0,rejected,1280.0,-1252.97997299,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43774.2366752,3394074474.65,23682779.8749,3385962651.51
48.0,rerun,1280.0,-1253.50642525,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43750.1021994,3386285381.33,16037071.0337,3390314213.39
49.0,rejected,1280.0,-1252.94963524,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43785.6131985,3374087891.31,9677280.70987,3375925189.4
50.0,rerun,1280.0,-1253.50642525,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43750.1021994,3369845888.98,23707542.3001,3369203485.74
51.0,accepted,1280.0,-1253.02079493,-2515.65901713,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43757.6201432,3405946136.85,53273151.5322,3430379219.63
52.0,rejected,1280.0,-1253.62537333,-2521.96784225,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43711.5296177,3373944717.25,20807011.0625,3373073001.73
53.0,rerun,1280.0,-1253.02079493,-2515.65901713,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43757.6201432,3395038258.74,17719812.7806,3387331012.38
54.0,rejected,1280.0,-1253.37000568,-2519.32642583,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43792.0842042,3397214524.9,7745438.53781,3395705944.44
55.0,rerun,1280.0,-1253.02079493,-2515.65901713,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43757.6201432,3393288032.14,32910660.7832,3378064681.58
56.0,accepted,1280.0,-1253.08582276,-2522.52002175,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43778.8323226,3403427153.73,32574742.2144,3392938091.17
57.0,rejected,1280.0,-1252.97870115,-2517.06866172,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43730.1664212,3393193990.24,15288715.8797,3394018718.33
58.0,rerun,1280.0,-1253.08582276,-2522.52002175,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43778.8323226,3406170771.21,17375159.0897,3396914074.06
59.0,accepted,1280.0,-1252.9078544,-2514.38083369,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43800.7901748,3406277432.65,29983122.1916,3391220438.22
60.0,rejected,1280.0,-1252.74833276,-2521.12203088,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43820.7213216,3392496974.83,17340205.9486,3387232466.57
61.0,rerun,1280.0,-1252.9078544,-2514.38083369,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43800.7901748,3392134565.02,43351856.5743,3381618322.38
62.0,accepted,1280.0,-1253.05213969,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43816.4369171,3400219285.28,15346585.0189,3406155223.19
