SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,prefix,ProbabilityWeight,ProbabilityWeight-TES_capacity,PointProbability
203.0,-203.0,-50.0,-203.0,1300.0,-203.0,-1e+200,43628904.8184,468812.034421,43651082.4157,44403736.1898,42722985.1815,42895334.5724,44319624.905,20.0,219784723618.0,0.2,0.00980392156863,224,6.69934640523e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,0.0,-203.0,700.0,-203.0,-1e+200,-1456331.35912,0.0,-1456331.35912,-1456331.35912,-1456331.35912,-1456331.35912,-1456331.35912,20.0,0.0,0.1,0.00980392156863,231,8.16993464052e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,100.0,-203.0,-1e+200,268554013.128,2300570.08475,268737751.161,271629590.644,265834551.629,265898125.699,271296089.55,6.0,5.29262271485e+12,0.02,0.0261437908497,239,2.17864923747e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,0.0,-203.0,900.0,-203.0,-1e+200,-5079980.42896,1.91103360073e-09,-5079980.42896,-5079980.42896,-5079980.42896,-5079980.42896,-5079980.42896,20.0,3.65204942311e-18,0.1,0.00980392156863,233,8.16993464052e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,0.0,-203.0,800.0,-203.0,-1e+200,-3292344.34761,4.77758400182e-10,-3292344.34761,-3292344.34761,-3292344.34761,-3292344.34761,-3292344.34761,20.0,2.28253088944e-19,0.1,0.00980392156863,232,8.16993464052e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,0.0,-203.0,1000.0,-203.0,-1e+200,-6825711.25952,0.0,-6825711.25952,-6825711.25952,-6825711.25952,-6825711.25952,-6825711.25952,20.0,0.0,0.1,0.00980392156863,234,8.16993464052e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,0.0,-203.0,1200.0,-203.0,-1e+200,-10210635.0588,1.91103360073e-09,-10210635.0588,-10210635.0588,-10210635.0588,-10210635.0588,-10210635.0588,20.0,3.65204942311e-18,0.1,0.00980392156863,236,4.82026143791e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,0.0,-203.0,1100.0,-203.0,-1e+200,-8534583.81724,0.0,-8534583.81724,-8534583.81724,-8534583.81724,-8534583.81724,-8534583.81724,20.0,0.0,0.1,0.00980392156863,235,8.16993464052e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,300.0,-203.0,-1e+200,274798134.702,1735529.00848,275274278.693,277826869.144,272505528.427,272623316.433,277109070.197,12.0,3.01206093928e+12,0.02,0.0261437908497,241,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,600.0,-203.0,-1e+200,280173556.279,1416520.0806,279816597.593,282985631.649,278260680.41,278564686.867,282451334.204,12.0,2.00652913873e+12,0.02,0.0261437908497,244,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,400.0,-203.0,-1e+200,276692487.671,1510408.88701,276292917.052,279327487.313,274898855.298,275145826.331,279223841.003,13.0,2.28133500596e+12,0.02,0.0261437908497,242,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,0.0,-203.0,1300.0,-203.0,-1e+200,-11857161.3238,1.91103360073e-09,-11857161.3238,-11857161.3238,-11857161.3238,-11857161.3238,-11857161.3238,20.0,3.65204942311e-18,0.1,0.00980392156863,238,3.34967320261e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,0.0,-203.0,1218.0,-203.0,-1e+200,-10509102.7299,1.91103360073e-09,-10509102.7299,-10509102.7299,-10509102.7299,-10509102.7299,-10509102.7299,20.0,3.65204942311e-18,0.1,0.00980392156863,237,4.08496732026e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,500.0,-203.0,-1e+200,278214180.464,2138481.63832,278268986.123,282850234.081,275170198.897,275534794.642,281899675.049,15.0,4.57310371741e+12,0.02,0.0261437908497,243,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,700.0,-203.0,-1e+200,282504761.233,1823622.4798,282874852.285,286275631.05,279458035.154,280067081.75,284931996.706,12.0,3.32559894883e+12,0.02,0.0261437908497,245,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,900.0,-203.0,-1e+200,285602702.517,1587373.25028,285457538.275,287285074.718,283360703.316,283486501.155,287215835.549,7.0,2.51975383571e+12,0.02,0.0261437908497,247,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,100.0,-203.0,-1e+200,266651279.518,1619765.26091,266422331.805,269443385.548,264086986.029,264435069.041,268970815.178,14.0,2.62363950046e+12,0.04,0.0261437908497,253,4.35729847495e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,200.0,-203.0,-1e+200,269628627.884,1462449.44087,269966099.077,271799911.775,267298115.247,267730297.117,271479320.174,13.0,2.13875836709e+12,0.04,0.0261437908497,254,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,300.0,-203.0,-1e+200,272393622.382,2112052.27512,272099240.94,275429096.57,268582400.885,269365612.527,275215075.157,9.0,4.46076481284e+12,0.04,0.0261437908497,255,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,800.0,-203.0,-1e+200,283257670.632,1569818.33278,283615990.591,286101706.382,279766547.697,280795701.99,285552339.729,18.0,2.46432959794e+12,0.02,0.0261437908497,246,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,400.0,-203.0,-1e+200,274196080.447,2905017.67728,274338752.895,279531318.877,270101354.299,270629450.901,278491134.2,9.0,8.43912770531e+12,0.04,0.0261437908497,256,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,1000.0,-203.0,-1e+200,288061531.988,2280641.56508,287769416.678,292805531.06,284599628.189,285461882.411,291662118.893,19.0,5.20132594838e+12,0.02,0.0261437908497,248,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,1100.0,-203.0,-1e+200,289285464.953,2056894.72612,288666418.435,294518870.828,285666491.355,286708725.133,292418628.753,19.0,4.23081591435e+12,0.02,0.0261437908497,249,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,600.0,-203.0,-1e+200,277914767.271,2922102.77392,278344237.522,281515887.465,274753657.467,274853913.014,281454497.707,7.0,8.53868462136e+12,0.04,0.0261437908497,258,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,500.0,-203.0,-1e+200,275334263.893,1882934.58842,275121761.186,279535795.242,272086252.841,273047797.654,278223872.967,15.0,3.54544266425e+12,0.04,0.0261437908497,257,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,1200.0,-203.0,-1e+200,290712406.309,2093408.55288,290667614.262,294057665.913,287309561.337,287941792.209,293695540.918,20.0,4.38235936925e+12,0.02,0.0261437908497,250,2.57080610022e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,1218.0,-203.0,-1e+200,289653163.906,2066934.31363,289872400.741,293712005.253,285798395.844,286341296.769,292378520.668,20.0,4.27221745686e+12,0.02,0.0261437908497,251,2.17864923747e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-250.0,-200.0,1300.0,-203.0,-1e+200,288538700.432,2143348.95944,288602054.654,293703482.065,284488520.768,285399431.559,291911473.977,20.0,4.59394476194e+12,0.02,0.0261437908497,252,1.78649237473e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,100.0,-203.0,-1e+200,265288357.58,2025300.50434,265051384.719,269061845.431,261807847.207,262608252.617,268605198.898,13.0,4.10184213287e+12,0.04,0.0261437908497,267,4.35729847495e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,200.0,-203.0,-1e+200,267850414.956,2146727.34314,268267044.166,270643682.349,264274190.217,264580949.063,270446351.308,12.0,4.60843828578e+12,0.04,0.0261437908497,268,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,800.0,-203.0,-1e+200,280258048.538,2025038.28229,280523469.106,283918661.834,277576692.781,277815653.52,283215340.633,17.0,4.10078004474e+12,0.04,0.0261437908497,260,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,700.0,-203.0,-1e+200,279097566.335,2560250.87504,279417267.701,283714888.919,275743087.884,276032221.942,283252653.405,19.0,6.55488454312e+12,0.04,0.0261437908497,259,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,300.0,-203.0,-1e+200,268798442.758,2123640.14626,268925758.161,272501177.907,265470901.314,265877809.473,272093969.385,11.0,4.50984747079e+12,0.04,0.0261437908497,269,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,900.0,-203.0,-1e+200,281303973.782,2305804.6422,280878235.652,285015511.199,276670531.722,277427157.305,284834095.21,20.0,5.31673504801e+12,0.04,0.0261437908497,261,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,1000.0,-203.0,-1e+200,280544818.328,2282542.52478,280770275.302,286027891.626,276403305.675,277955284.398,284095044.519,20.0,5.21000037741e+12,0.04,0.0261437908497,262,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,1100.0,-203.0,-1e+200,278912839.023,2305722.39135,278774843.388,282983526.307,274450612.552,275063263.302,282555999.792,20.0,5.31635574595e+12,0.04,0.0261437908497,263,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,400.0,-203.0,-1e+200,270199905.268,1950749.34986,270652436.576,273379275.006,267286293.937,267488935.663,272819255.38,15.0,3.80542302599e+12,0.04,0.0261437908497,270,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,1200.0,-203.0,-1e+200,277874800.007,2752278.17216,277909426.74,283436732.427,273755316.797,274722625.508,281792012.36,20.0,7.57503513697e+12,0.04,0.0261437908497,264,5.14161220044e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,1218.0,-203.0,-1e+200,277115544.258,2278331.41007,277163185.17,282908574.824,273395881.412,273795640.714,279862631.056,20.0,5.19079401411e+12,0.04,0.0261437908497,265,4.35729847495e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-240.0,-200.0,1300.0,-203.0,-1e+200,275601916.931,2024517.19771,275490948.546,278942614.879,271948807.862,272879248.378,278652086.596,20.0,4.09866988381e+12,0.04,0.0261437908497,266,3.57298474946e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,100.0,-203.0,-1e+200,262536353.449,1332742.22699,262117542.131,264784812.834,260912387.384,260988866.536,264556767.623,11.0,1.7762018436e+12,0.04,0.0261437908497,281,4.35729847495e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,600.0,-203.0,-1e+200,272869381.807,1446497.96681,273063442.736,275605505.232,270005899.919,270901176.536,275083402.914,17.0,2.09235636799e+12,0.04,0.0261437908497,272,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,500.0,-203.0,-1e+200,271587874.185,2465257.61419,270921372.143,276941414.416,268362847.472,268927305.996,276603704.516,16.0,6.07749510433e+12,0.04,0.0261437908497,271,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,200.0,-203.0,-1e+200,262979715.219,1810896.18766,262404324.388,265732448.775,261208030.893,261300968.574,265618034.933,10.0,3.27934500246e+12,0.04,0.0261437908497,282,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,700.0,-203.0,-1e+200,273842783.404,1650556.99594,273772115.549,276722659.333,270426305.175,271188316.707,276215368.393,20.0,2.72433839684e+12,0.04,0.0261437908497,273,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,300.0,-203.0,-1e+200,265258192.143,2164748.73298,265013603.776,268517878.116,262097996.956,262208358.751,268317292.203,12.0,4.68613707693e+12,0.04,0.0261437908497,283,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,800.0,-203.0,-1e+200,271348377.741,1730199.20389,271487685.629,274781320.885,268701773.397,269037533.134,274278658.774,20.0,2.99358928514e+12,0.04,0.0261437908497,274,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,900.0,-203.0,-1e+200,269348021.805,2055712.29992,269938817.612,272595378.431,264366553.958,266352684.087,272535834.17,20.0,4.22595306006e+12,0.04,0.0261437908497,275,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,1000.0,-203.0,-1e+200,268110737.679,2156448.91622,268068880.923,271187208.731,263296594.409,264967786.702,271184721.885,20.0,4.65027192826e+12,0.04,0.0261437908497,276,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,1100.0,-203.0,-1e+200,266189447.837,2538400.22577,265448763.418,272393964.408,262980802.122,263647103.888,270284220.205,20.0,6.4434757062e+12,0.04,0.0261437908497,277,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,1200.0,-203.0,-1e+200,264517236.726,2314547.60009,264796953.669,267930248.637,260254856.572,261057193.938,267474696.436,20.0,5.35713059307e+12,0.04,0.0261437908497,278,5.14161220044e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,1218.0,-203.0,-1e+200,265529211.938,2074440.15976,265315435.934,269259837.12,262287608.143,262791778.178,268751909.211,20.0,4.30330197644e+12,0.04,0.0261437908497,279,4.35729847495e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-230.0,-200.0,1300.0,-203.0,-1e+200,263122941.605,1797375.26374,263150209.026,266504888.784,260188879.804,260605118.946,266092753.125,20.0,3.23055783871e+12,0.04,0.0261437908497,280,3.57298474946e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,400.0,-203.0,-1e+200,266703146.432,1871167.4389,266793211.602,270538336.972,263240399.053,263970725.734,269161727.807,19.0,3.50126758442e+12,0.04,0.0261437908497,284,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,500.0,-203.0,-1e+200,265113069.327,2435628.50692,264887786.246,270350922.07,261571349.337,262003428.473,268930610.08,19.0,5.93228622372e+12,0.04,0.0261437908497,285,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,600.0,-203.0,-1e+200,263333227.34,2122056.66782,263232697.835,266432046.972,259994294.776,260637791.977,266164443.296,20.0,4.50312450144e+12,0.04,0.0261437908497,286,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,700.0,-203.0,-1e+200,260870706.456,1807739.79007,260708166.263,265994959.363,257671072.629,258593502.901,263037026.148,20.0,3.26792314861e+12,0.04,0.0261437908497,287,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,800.0,-203.0,-1e+200,259051531.565,2549234.75279,258753052.545,264231323.065,255250549.408,255976255.662,262823737.173,20.0,6.49859782485e+12,0.04,0.0261437908497,288,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,100.0,-203.0,-1e+200,259819846.359,1714411.45969,259693727.166,263672486.981,257378126.874,257392553.377,262431011.076,14.0,2.93920665312e+12,0.034,0.0261437908497,295,3.7037037037e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,900.0,-203.0,-1e+200,258329481.375,1817628.86213,258763133.091,261171940.725,255095088.687,255686431.85,260393073.503,20.0,3.30377468045e+12,0.04,0.0261437908497,289,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,1000.0,-203.0,-1e+200,255600681.176,2440088.91765,255415107.734,260806565.824,251701519.046,252128590.263,260220654.831,20.0,5.95403392602e+12,0.04,0.0261437908497,290,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,1100.0,-203.0,-1e+200,254756074.022,2318572.44333,254844518.246,259486391.79,249817632.881,251099768.823,258220745.865,20.0,5.37577817498e+12,0.04,0.0261437908497,291,8.71459694989e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,1200.0,-203.0,-1e+200,252012816.972,1681741.62918,252179884.752,254900825.052,248688847.891,249226909.943,254236117.155,20.0,2.82825490733e+12,0.04,0.0261437908497,292,5.14161220044e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,200.0,-203.0,-1e+200,259224513.184,2392105.83109,258911518.74,262126711.538,253893290.328,254990107.374,261897724.291,20.0,5.72217030713e+12,0.034,0.0261437908497,296,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,1218.0,-203.0,-1e+200,252672863.741,1722098.42796,252640601.286,254943610.084,248509914.399,249349226.542,254751541.174,20.0,2.96562299558e+12,0.04,0.0261437908497,293,4.35729847495e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-220.0,-200.0,1300.0,-203.0,-1e+200,250705453.519,2050139.19556,250514539.43,255427828.05,247569517.04,247687379.672,253879547.3,20.0,4.20307072117e+12,0.04,0.0261437908497,294,3.57298474946e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,300.0,-203.0,-1e+200,257256445.602,1638191.57093,257236797.453,260275537.107,254431484.599,255103545.904,259319854.349,20.0,2.68367162307e+12,0.034,0.0261437908497,297,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,400.0,-203.0,-1e+200,255104731.087,2182121.60472,254946402.474,259377258.424,251325066.281,251836894.101,257988402.846,20.0,4.76165469779e+12,0.034,0.0261437908497,298,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,500.0,-203.0,-1e+200,252903945.986,1871962.68951,252688084.01,256664905.177,249390737.389,249798337.884,256568974.971,20.0,3.50424431092e+12,0.034,0.0261437908497,299,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,600.0,-203.0,-1e+200,251459500.282,1979204.01712,252057482.923,254621793.49,247162751.939,247905650.5,253580787.029,20.0,3.91724854139e+12,0.034,0.0261437908497,300,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,700.0,-203.0,-1e+200,248853629.262,1691518.67239,249062439.232,252358538.462,245617378.143,245757748.374,250843829.633,20.0,2.86123541904e+12,0.034,0.0261437908497,301,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,800.0,-203.0,-1e+200,246810781.215,2084199.45926,246685396.474,253020044.119,243448113.286,244706675.637,249182261.795,20.0,4.343887386e+12,0.034,0.0261437908497,302,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,900.0,-203.0,-1e+200,245109237.465,1675522.91675,245176868.614,247842937.916,242215864.96,242239998.124,247340220.753,20.0,2.80737704456e+12,0.034,0.0261437908497,303,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,1000.0,-203.0,-1e+200,243202314.777,2611406.31688,243484301.027,247279504.497,238892475.074,239680630.833,247244747.494,20.0,6.81944295184e+12,0.034,0.0261437908497,304,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,1100.0,-203.0,-1e+200,242202043.453,2113274.81599,242486789.7,246304461.464,237969211.867,239341288.847,245223288.254,20.0,4.46593044792e+12,0.034,0.0261437908497,305,7.40740740741e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,1200.0,-203.0,-1e+200,240189075.662,1822884.91761,240164525.613,243759000.925,237200411.792,237825630.279,243646376.692,20.0,3.32290942285e+12,0.034,0.0261437908497,306,4.37037037037e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,1218.0,-203.0,-1e+200,240075344.827,1724316.47226,240243240.666,244640689.768,237338386.682,237455612.844,242521649.478,20.0,2.97326729651e+12,0.034,0.0261437908497,307,3.7037037037e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,100.0,-203.0,-1e+200,253268510.276,1390517.37302,253248440.914,256189393.138,250758109.741,251222092.748,255560029.288,20.0,1.93353856466e+12,0.02,0.0261437908497,309,2.17864923747e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-210.0,-200.0,1300.0,-203.0,-1e+200,238287614.588,2056978.81111,238656263.159,241466980.653,235198418.324,235388403.781,241152047.202,20.0,4.23116182935e+12,0.034,0.0261437908497,308,3.03703703704e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,200.0,-203.0,-1e+200,250845682.194,1594128.38137,250709931.307,253943066.572,247390134.274,248681492.947,253458238.485,20.0,2.54124529628e+12,0.02,0.0261437908497,310,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,300.0,-203.0,-1e+200,247820571.445,1837959.81066,248104673.209,250905629.832,245270910.136,245331983.927,250308326.729,20.0,3.3780962656e+12,0.02,0.0261437908497,311,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,400.0,-203.0,-1e+200,246199049.145,2087184.36489,246126366.237,249991317.872,241868476.994,242916354.597,249539776.174,20.0,4.35633857302e+12,0.02,0.0261437908497,312,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,500.0,-203.0,-1e+200,243661390.746,1717130.98519,243411127.877,247503377.964,241015427.662,241593277.079,246367197.973,20.0,2.94853882029e+12,0.02,0.0261437908497,313,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,600.0,-203.0,-1e+200,241594398.002,2097701.74872,241266825.458,246686121.929,238040837.047,239229928.396,245117691.337,20.0,4.40035262659e+12,0.02,0.0261437908497,314,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,700.0,-203.0,-1e+200,239872776.438,1541650.23962,239709675.346,243484364.544,237121789.936,237644646.478,241589603.732,20.0,2.37668546131e+12,0.02,0.0261437908497,315,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,800.0,-203.0,-1e+200,238337952.444,2037850.0206,238173145.49,242031435.577,234152040.9,235732700.427,241473984.022,20.0,4.15283270647e+12,0.02,0.0261437908497,316,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,900.0,-203.0,-1e+200,236475970.804,1660061.96595,236526720.431,240059742.285,234081598.327,234142586.041,238338739.784,20.0,2.75580573079e+12,0.02,0.0261437908497,317,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,1100.0,-203.0,-1e+200,233455180.812,1874920.24224,233637571.491,236619339.988,229177675.177,230512099.907,235678298.761,20.0,3.51532591475e+12,0.02,0.0261437908497,319,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,1000.0,-203.0,-1e+200,235470838.996,1944523.63286,235596009.907,238587890.644,231698476.48,232563657.037,238456261.967,20.0,3.78117215875e+12,0.02,0.0261437908497,318,4.35729847495e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,1200.0,-203.0,-1e+200,231619337.756,1986085.00681,231934066.738,235748124.687,228210212.176,228375728.667,234811119.075,20.0,3.94453365429e+12,0.02,0.0261437908497,320,2.57080610022e-05,0.0491666666667,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,1218.0,-203.0,-1e+200,231177303.701,1788570.02686,231197328.137,234937406.479,228266441.217,228352713.555,233939298.719,20.0,3.198982741e+12,0.02,0.0261437908497,321,2.17864923747e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,100.0,-203.0,-1e+200,249635956.01,1619329.2595,249330563.777,253186755.275,247032259.482,247336421.931,251588471.704,20.0,2.62222725069e+12,0.016,0.0261437908497,323,1.74291938998e-05,0.0416666666667,2.17864923747e-08
203.0,-203.0,-203.0,-200.0,1300.0,-203.0,-1e+200,229228199.754,2387079.57255,229448397.589,233825697.968,225370332.258,226063317.023,232939594.001,20.0,5.69814888569e+12,0.02,0.0261437908497,322,1.78649237473e-05,0.0341666666667,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,200.0,-203.0,-1e+200,246841690.868,1711641.19279,246862701.161,249297518.087,243930973.415,244046489.545,249180216.213,20.0,2.92971557287e+12,0.016,0.0261437908497,324,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,300.0,-203.0,-1e+200,245465730.249,1802816.17777,245430547.309,249009479.892,243034160.018,243041831.794,248755522.356,20.0,3.25014617083e+12,0.016,0.0261437908497,325,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,400.0,-203.0,-1e+200,242601515.319,2255053.05288,242372769.635,248111471.454,238575876.119,239190785.916,245590052.315,20.0,5.08526427132e+12,0.016,0.0261437908497,326,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,500.0,-203.0,-1e+200,240966996.324,2546718.79981,240865705.058,245981056.075,237029281.438,237741583.477,244697647.792,20.0,6.4857766453e+12,0.016,0.0261437908497,327,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,600.0,-203.0,-1e+200,239002206.049,2112184.72616,239542878.969,242830997.636,235485987.479,235652127.285,241632820.684,20.0,4.4613243174e+12,0.016,0.0261437908497,328,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,700.0,-203.0,-1e+200,235933962.846,1931623.79096,235443476.044,240162649.63,233458253.221,233757075.158,240021497.768,20.0,3.7311704698e+12,0.016,0.0261437908497,329,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,800.0,-203.0,-1e+200,235365175.921,1963675.06568,234992401.462,238446135.431,230452957.129,232975475.072,238233088.405,20.0,3.85601976358e+12,0.016,0.0261437908497,330,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,900.0,-203.0,-1e+200,233753846.769,1882992.27019,233452266.345,237707386.152,230771967.095,231615816.965,236942148.777,20.0,3.54565988961e+12,0.016,0.0261437908497,331,3.48583877996e-05,0.0833333333333,2.17864923747e-08
203.0,-203.0,-200.0,-200.0,1000.0,-203.0,-1e+200,230862585.45,1971810.89206,230414791.257,235404678.008,226669707.702,228562935.184,233280787.889,20.0,3.88803819406e+12,0.016,0.0261437908497,332,3.48583877996e-05,0.0833333333333,2.17864923747e-08
