SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-TES_capacity,ProbabilityWeight,ProbabilityWeight-Charger_capacity,PointProbability,prefix,ProbabilityWeight-NewBOP_capacity
203.0,-203.0,-400.0,-203.0,0.0,-203.0,-1e+200,244536468.085,1868935.59799,244178943.674,248381949.84,241030609.928,241720465.552,247253586.61,20.0,3.49292026945e+12,0.0384615384615,7.10496400152e-06,0.00738916256158,9.47328533535e-09,1,0.025
203.0,-203.0,-400.0,-203.0,100.0,-203.0,-1e+200,264740973.153,1797988.53658,264747184.352,269177956.251,261961148.306,262783165.663,268540469.427,18.0,3.23276277768e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,2,0.025
203.0,-203.0,-400.0,-203.0,200.0,-203.0,-1e+200,286387539.873,2057234.12283,285862469.209,291418324.066,284332608.592,284414803.802,290403802.928,14.0,4.23221223614e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,3,0.025
203.0,-203.0,-400.0,-203.0,300.0,-203.0,-1e+200,296086680.41,1911551.00028,295970859.708,299107769.26,292172941.242,293127460.904,298775095.053,14.0,3.65402722668e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,4,0.025
203.0,-203.0,-400.0,-203.0,400.0,-203.0,-1e+200,302789649.054,1539245.50719,302952872.416,305810734.78,300882726.856,300941856.521,305071692.568,11.0,2.36927673141e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,5,0.025
203.0,-203.0,-400.0,-203.0,600.0,-203.0,-1e+200,313171353.256,1896305.52917,313078977.965,316345845.869,309287905.339,310023590.56,315745598.299,14.0,3.59597465998e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,7,0.025
203.0,-203.0,-400.0,-203.0,500.0,-203.0,-1e+200,308722717.617,2051013.38452,308398113.895,312236161.907,305785241.838,306104366.664,311595379.734,16.0,4.20665590349e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,6,0.025
203.0,-203.0,-400.0,-203.0,700.0,-203.0,-1e+200,316533795.457,1054505.8274,316311004.564,318296192.024,315029992.874,315168511.413,318040282.935,9.0,1.11198254001e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,8,0.025
203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,320932522.888,2536850.13515,321493647.843,324125294.363,317104371.525,317550765.02,324057304.652,11.0,6.43560860823e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,9,0.025
203.0,-203.0,-400.0,-203.0,900.0,-203.0,-1e+200,325271962.396,1886422.45838,325745044.359,328384951.099,322926264.939,322976654.508,327984179.106,13.0,3.55858969148e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,10,0.025
203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,328339887.555,1666644.16513,328682541.688,330453705.479,324884225.333,325739517.268,330402170.294,14.0,2.77770277317e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,11,0.025
203.0,-203.0,-400.0,-203.0,1200.0,-203.0,-1e+200,334820669.812,1526335.11873,334731720.914,338030646.436,332120439.217,332457302.927,336964236.557,15.0,2.32969889466e+12,0.0453846153846,8.38385752179e-06,0.00738916256158,9.47328533535e-09,13,0.025
203.0,-203.0,-400.0,-203.0,1100.0,-203.0,-1e+200,331473944.187,2471509.02521,331944899.377,336502642.436,327538029.745,327835720.541,334835205.675,15.0,6.10835686169e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,12,0.025
203.0,-203.0,-380.0,-203.0,0.0,-203.0,-1e+200,245105658.352,1584763.94082,244800412.127,247798510.623,242877368.886,243072355.002,247447495.434,20.0,2.51147674812e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,16,0.05
203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,335631765.725,2828863.49633,335415056.134,340999834.691,330954410.673,331494318.217,340248255.957,13.0,8.00246868088e+12,0.0384615384615,7.10496400152e-06,0.00738916256158,9.47328533535e-09,14,0.025
203.0,-203.0,-400.0,-203.0,1300.0,-203.0,-1e+200,337852937.94,1701189.46084,338483753.655,340626703.847,335472105.792,335514616.931,340311052.403,16.0,2.89404558166e+12,0.0315384615385,5.82607048124e-06,0.00738916256158,9.47328533535e-09,15,0.025
203.0,-203.0,-380.0,-203.0,100.0,-203.0,-1e+200,267151210.854,2594888.41986,267893166.647,271128114.841,262250980.399,263574758.832,270428026.617,13.0,6.73344591152e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,17,0.05
203.0,-203.0,-380.0,-203.0,200.0,-203.0,-1e+200,286787127.802,2326108.40159,286464651.141,290412773.774,283540293.24,283882657.1,290248746.371,10.0,5.41078029597e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,18,0.05
203.0,-203.0,-380.0,-203.0,300.0,-203.0,-1e+200,294922739.104,1571853.99614,295104327.367,297535734.593,291989710.013,292726730.016,296882538.301,9.0,2.47072498519e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,19,0.05
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,307007868.966,1634173.17955,307574673.692,309278481.148,304455653.367,304687086.405,308951375.293,9.0,2.67052198077e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,21,0.05
203.0,-203.0,-380.0,-203.0,400.0,-203.0,-1e+200,303138662.92,1553668.65906,302907840.954,305350338.937,300918030.268,301150179.618,305230959.576,10.0,2.41388630216e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,20,0.05
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,309274108.796,2205440.00134,309171452.664,314361450.501,306718253.386,306743295.868,312521514.202,14.0,4.86396559952e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,22,0.05
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,314216327.288,2014079.87688,314032280.825,317498329.211,310195983.769,311588753.204,317401271.243,12.0,4.05651775045e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,23,0.05
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,318199064.248,1880005.45798,318172194.132,322213372.308,314806377.983,315668681.514,320735096.699,13.0,3.53442052203e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,24,0.05
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,320524350.268,1402071.5581,320454531.58,323952091.025,318442563.819,318883037.626,322804859.864,12.0,1.96580465402e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,25,0.05
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,323792857.891,1724018.59399,323495798.971,326644389.919,321440396.702,321679428.082,326298960.602,15.0,2.97224011242e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,26,0.05
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,327164739.926,1721839.95381,327827510.77,329651193.514,324276027.922,324535657.596,329141614.268,14.0,2.96473282655e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,27,0.05
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,331418036.758,2086856.22725,331608083.633,334716149.403,327911444.808,328175350.448,334524286.658,16.0,4.35496891321e+12,0.0453846153846,1.67677150436e-05,0.00738916256158,9.47328533535e-09,28,0.05
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,330986050.382,2677908.41463,331455308.414,334749969.118,325489741.314,326579896.687,333861791.8,14.0,7.17119347716e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,29,0.05
203.0,-203.0,-360.0,-203.0,0.0,-203.0,-1e+200,246665166.472,1829766.71655,246603324.329,251900836.625,244072367.424,244630917.052,249790033.731,20.0,3.348046237e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,31,0.05
203.0,-203.0,-380.0,-203.0,1300.0,-203.0,-1e+200,334202331.894,1699777.74025,333854145.142,337658630.448,331705703.808,332183397.889,337142561.452,19.0,2.88924436625e+12,0.0315384615385,1.16521409625e-05,0.00738916256158,9.47328533535e-09,30,0.05
