SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-TES_capacity,ProbabilityWeight,ProbabilityWeight-Charger_capacity,PointProbability,prefix,ProbabilityWeight-NewBOP_capacity
203.0,-203.0,-360.0,-203.0,100.0,-203.0,-1e+200,267090655.692,1717175.58126,266978254.632,270615861.302,264903429.406,264967477.552,270368703.977,13.0,2.94869197687e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,32,0.05
203.0,-203.0,-360.0,-203.0,200.0,-203.0,-1e+200,284993017.131,1319007.89815,284517443.756,287835867.008,283282432.997,283531138.084,287203215.286,11.0,1.73978183538e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,33,0.05
203.0,-203.0,-360.0,-203.0,300.0,-203.0,-1e+200,293433854.24,1837618.64296,293255539.5,296924759.923,290840754.549,290866813.31,296082529.235,13.0,3.37684227697e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,34,0.05
203.0,-203.0,-360.0,-203.0,400.0,-203.0,-1e+200,298030099.933,1551800.51639,297437363.341,300230161.3,295990881.014,296194992.906,299987377.204,10.0,2.40808484268e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,35,0.05
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,302320431.866,2282374.02642,302305893.723,305355796.659,298633983.388,298759912.008,305041936.699,11.0,5.20923119647e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,36,0.05
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,307169976.682,1227625.71581,307147516.359,309076562.097,305281589.652,305647455.153,309069513.977,13.0,1.50706489812e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,37,0.05
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,310368649.88,1778727.47928,310526811.405,312495149.045,307352748.976,307617577.931,312388641.678,14.0,3.16387144555e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,38,0.05
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,313870598.103,2034692.15391,313810811.37,317758370.179,311199660.468,311407991.098,317398010.641,15.0,4.13997216118e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,39,0.05
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,317169196.32,2204573.83454,317100269.42,321315103.322,313026296.18,313750587.09,320561048.87,17.0,4.86014579192e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,40,0.05
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,319363639.505,2112841.48668,319424397.445,323499557.353,315745096.726,316175488.515,322072436.395,16.0,4.46409914783e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,41,0.05
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,323130866.286,2200011.37154,323350625.555,326944059.905,319159578.189,319396825.995,326008209.299,19.0,4.8400500349e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,42,0.05
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,326272797.451,3098610.65769,325233117.675,333966844.958,322433741.654,322965217.111,331317551.273,15.0,9.60138800798e+12,0.0453846153846,1.67677150436e-05,0.00738916256158,9.47328533535e-09,43,0.05
203.0,-203.0,-340.0,-203.0,0.0,-203.0,-1e+200,248317829.841,2247631.16677,248120073.27,252805062.957,243860350.066,245297530.433,251508075.563,20.0,5.05184586184e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,46,0.05
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,326430827.265,2430338.26051,326343953.672,331792763.605,322867070.006,322886683.659,329721450.687,18.0,5.9065440605e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,44,0.05
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,328717383.443,2777085.01377,328950892.29,333093159.63,324444372.351,324496255.33,332937538.298,13.0,7.71220117373e+12,0.0315384615385,1.16521409625e-05,0.00738916256158,9.47328533535e-09,45,0.05
203.0,-203.0,-340.0,-203.0,100.0,-203.0,-1e+200,268691545.701,1622515.67051,269133922.886,270440517.277,265023943.166,265837219.35,270331940.339,16.0,2.63255710105e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,47,0.05
203.0,-203.0,-340.0,-203.0,300.0,-203.0,-1e+200,292632225.892,2020623.96829,292585040.155,295234690.841,289122233.257,290010093.559,295100784.875,12.0,4.08292122121e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,49,0.05
203.0,-203.0,-340.0,-203.0,200.0,-203.0,-1e+200,284514950.12,1911097.24272,284262078.078,288652706.512,282309003.996,282398512.0,287518240.26,9.0,3.65229267115e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,48,0.05
203.0,-203.0,-340.0,-203.0,400.0,-203.0,-1e+200,296553479.21,1899159.39989,296050713.517,299438845.842,292684356.683,294006017.348,299093072.68,11.0,3.60680642619e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,50,0.05
203.0,-203.0,-340.0,-203.0,500.0,-203.0,-1e+200,298630231.075,1619797.97093,298137367.458,300526180.277,296102436.873,296538682.664,300400008.615,7.0,2.62374546662e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,51,0.05
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,302904751.365,1212377.50411,303135628.226,304651836.705,301145154.519,301173562.309,304467813.461,13.0,1.46985921247e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,52,0.05
203.0,-203.0,-340.0,-203.0,700.0,-203.0,-1e+200,307671410.033,1946536.7513,307561597.029,310312980.797,304533853.654,304987561.996,310225519.196,13.0,3.78900532417e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,53,0.05
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,310055042.725,1880536.66841,309848629.221,313625310.819,307332269.606,307777594.951,312867532.083,14.0,3.53641816123e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,54,0.05
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,312624296.864,2273149.01365,313322328.018,315496170.364,307309915.175,308493477.319,315110993.535,16.0,5.16720643824e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,55,0.05
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,314163281.316,1933181.74531,314173042.904,317176971.231,311308238.327,311628658.274,316676044.476,14.0,3.73719166041e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,56,0.05
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,317023372.251,1373661.10373,316694198.865,319901477.546,315364271.785,315577552.877,319366033.276,16.0,1.8869448279e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,57,0.05
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,320668466.608,1818861.10648,320566754.692,323612135.257,316367234.288,318203010.789,323448345.589,16.0,3.30825572467e+12,0.0453846153846,1.67677150436e-05,0.00738916256158,9.47328533535e-09,58,0.05
203.0,-203.0,-320.0,-203.0,0.0,-203.0,-1e+200,248262756.075,1742049.60934,247925802.787,252524500.233,245233621.015,246098749.641,250608849.839,20.0,3.03473684141e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,61,0.05
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,321605879.222,2433440.88519,321778388.023,326212712.814,315999724.112,318244607.554,324406898.819,17.0,5.92163454173e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,59,0.05
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,324076117.122,1949806.15518,323986817.58,327122195.653,320685675.909,321382913.639,326729620.796,18.0,3.80174404277e+12,0.0315384615385,1.16521409625e-05,0.00738916256158,9.47328533535e-09,60,0.05
203.0,-203.0,-320.0,-203.0,100.0,-203.0,-1e+200,270084626.979,1717583.95776,270110385.65,273402075.521,266951956.576,267318414.837,272512047.379,14.0,2.95009465194e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,62,0.05
203.0,-203.0,-320.0,-203.0,200.0,-203.0,-1e+200,283219530.951,1402101.87119,282663722.99,284814324.369,282180545.494,282228863.244,284599264.231,3.0,1.96588965721e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,63,0.05
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,288161489.818,1067743.94967,288111372.322,289794525.573,286785638.675,286970874.705,289505755.985,6.0,1.14007714206e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,64,0.05
203.0,-203.0,-320.0,-203.0,400.0,-203.0,-1e+200,292359584.562,1342956.19702,293032280.643,294270515.838,290464951.945,290482915.926,293945503.582,9.0,1.80353134711e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,65,0.05
203.0,-203.0,-320.0,-203.0,500.0,-203.0,-1e+200,296898891.956,2257236.30384,297703047.831,299205906.587,292629789.61,293303316.276,299035556.916,8.0,5.09511573139e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,66,0.05
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,298849466.433,2060119.9849,298418199.035,303133406.207,295883675.201,296500002.235,302161219.178,9.0,4.24409435219e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,67,0.05
203.0,-203.0,-320.0,-203.0,700.0,-203.0,-1e+200,303086307.945,1526154.92546,303156287.454,305398744.85,300925462.525,301098082.195,305223085.445,12.0,2.3291488565e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,68,0.05
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,304685318.693,1701321.56971,305636718.834,306489618.211,302123311.098,302298955.367,306385249.487,9.0,2.89449508356e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,69,0.05
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,308057454.405,1744136.47935,307678233.693,311197850.104,305771041.777,305805774.139,310771496.729,13.0,3.04201205859e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,70,0.05
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,310373233.076,1964396.19476,310201184.276,313323168.716,307059068.4,307706035.906,313278597.114,16.0,3.85885241e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,71,0.05
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,312019039.625,2170544.65461,311785199.703,315304583.035,307714061.899,308953945.823,314837802.242,15.0,4.71126409764e+12,0.0769230769231,2.84198560061e-05,0.00738916256158,9.47328533535e-09,72,0.05
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,314712940.69,1948526.72637,314638967.111,318118723.489,311599148.918,311949377.433,317315540.368,15.0,3.79675640338e+12,0.0453846153846,1.67677150436e-05,0.00738916256158,9.47328533535e-09,73,0.05
203.0,-203.0,-300.0,-203.0,0.0,-203.0,-1e+200,249867609.907,2227588.29046,250133511.116,254962337.714,245932611.376,246442504.652,252849875.447,20.0,4.96214959181e+12,0.0384615384615,1.06574460023e-05,0.00738916256158,9.47328533535e-09,76,0.0375
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,315479115.451,2039812.64469,315190727.792,319707878.691,313116967.718,313291593.923,319504807.219,14.0,4.16083562543e+12,0.0384615384615,1.4209928003e-05,0.00738916256158,9.47328533535e-09,74,0.05
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,318160180.788,2628500.00973,318992186.424,322107837.707,313778196.813,314432330.031,322093797.858,18.0,6.90901230117e+12,0.0315384615385,1.16521409625e-05,0.00738916256158,9.47328533535e-09,75,0.05
203.0,-203.0,-300.0,-203.0,100.0,-203.0,-1e+200,271364973.854,2138310.93654,271048207.866,275484286.475,268411719.919,268555797.134,274426941.009,14.0,4.57237366131e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,77,0.0375
203.0,-203.0,-300.0,-203.0,200.0,-203.0,-1e+200,279016568.842,2203493.4133,278932050.846,281261105.242,276856550.439,277064100.479,281028199.802,3.0,4.85538322247e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,78,0.0375
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,285670989.64,1305973.48833,285352969.904,287480838.193,283823941.566,284051398.052,287365322.157,7.0,1.70556675222e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,79,0.0375
203.0,-203.0,-300.0,-203.0,400.0,-203.0,-1e+200,289345567.419,2003398.84482,290299939.771,290693343.433,287043419.054,287369071.126,290654003.067,3.0,4.01360693142e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,80,0.0375
203.0,-203.0,-300.0,-203.0,500.0,-203.0,-1e+200,292274765.911,2986138.44451,291963193.874,296042365.996,288894134.603,289003563.416,295895238.812,6.0,8.91702280979e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,81,0.0375
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,295765422.047,2316643.08728,295085353.093,299730369.296,292897837.748,293364341.74,299378089.107,8.0,5.36683519386e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,82,0.0375
203.0,-203.0,-300.0,-203.0,700.0,-203.0,-1e+200,297332935.516,1776809.30375,297603143.331,299343489.045,294458845.558,295053892.718,299039814.894,5.0,3.1570513019e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,83,0.0375
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,300841356.769,1325100.22203,300785062.543,302655713.165,299258326.034,299304185.804,302530664.831,8.0,1.75589059841e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,84,0.0375
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,303867327.396,2236089.02068,303683706.623,307710427.543,301270234.161,301375805.044,307161473.392,8.0,5.00009410839e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,85,0.0375
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,304781186.871,1864241.64925,304648601.191,308172288.457,301102448.833,302081129.492,307313565.716,10.0,3.4753969268e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,86,0.0375
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,307705123.409,2934555.71795,307982196.146,311765380.983,303251128.499,303440727.46,311486931.638,14.0,8.61161726178e+12,0.0769230769231,2.13148920045e-05,0.00738916256158,9.47328533535e-09,87,0.0375
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,310312634.992,2409512.03195,309681615.791,315767235.158,305916067.882,307363042.656,314323920.209,14.0,5.80574823209e+12,0.0453846153846,1.25757862827e-05,0.00738916256158,9.47328533535e-09,88,0.0375
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,309312646.348,2370896.15364,309076969.356,313463177.6,306196978.565,306328976.876,312954972.406,12.0,5.62114857134e+12,0.0384615384615,1.06574460023e-05,0.00738916256158,9.47328533535e-09,89,0.0375
203.0,-203.0,-290.0,-203.0,0.0,-203.0,-1e+200,250769246.266,1696574.99841,250751311.185,253519252.86,247247028.459,248181673.767,252987699.454,20.0,2.87836672523e+12,0.0384615384615,7.10496400152e-06,0.00738916256158,9.47328533535e-09,91,0.025
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,310706867.767,1351905.83372,310548807.78,313151557.567,309127280.28,309162570.017,312912334.309,10.0,1.82764938324e+12,0.0315384615385,8.73910572186e-06,0.00738916256158,9.47328533535e-09,90,0.0375
203.0,-203.0,-290.0,-203.0,100.0,-203.0,-1e+200,268814589.276,234534.071711,268814589.276,268980429.909,268648748.644,268665332.707,268963845.846,2.0,55006230793.2,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,92,0.025
203.0,-203.0,-290.0,-203.0,300.0,-203.0,-1e+200,283214894.564,1746705.099,283036300.121,285508263.104,281278714.911,281512200.593,285167620.755,4.0,3.05097870287e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,94,0.025
203.0,-203.0,-290.0,-203.0,200.0,-203.0,-1e+200,277889010.402,3314160.53826,277889010.402,280232475.793,275545545.012,275779891.551,279998129.254,2.0,1.09836600733e+13,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,93,0.025
203.0,-203.0,-290.0,-203.0,400.0,-203.0,-1e+200,286897151.397,2929968.86362,286430845.085,291043417.226,282923985.396,283599556.282,290391867.671,5.0,8.58471754178e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,95,0.025
203.0,-203.0,-290.0,-203.0,500.0,-203.0,-1e+200,287641234.762,2679280.80175,287641234.762,289535772.386,285746697.139,285936150.901,289346318.623,2.0,7.1785456146e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,96,0.025
203.0,-203.0,-290.0,-203.0,600.0,-203.0,-1e+200,292664348.947,1634921.15146,293152311.019,293978325.427,290374448.322,290710873.627,293934677.365,4.0,2.67296717149e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,97,0.025
203.0,-203.0,-290.0,-203.0,700.0,-203.0,-1e+200,295183096.6,1629427.15274,295854859.768,296831445.728,292183624.006,292664476.181,296662266.718,7.0,2.6550328461e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,98,0.025
203.0,-203.0,-290.0,-203.0,800.0,-203.0,-1e+200,296684067.169,2120262.63471,296806585.103,299011941.942,294111156.527,294389183.217,298807426.012,4.0,4.49551364015e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,99,0.025
203.0,-203.0,-290.0,-203.0,900.0,-203.0,-1e+200,298927852.732,2187846.2904,299662249.629,300971254.733,294682823.397,295736444.515,300970622.306,7.0,4.78667139042e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,100,0.025
203.0,-203.0,-290.0,-203.0,1000.0,-203.0,-1e+200,301783936.753,2453997.91771,302052287.98,305305329.384,298323057.168,298587909.044,304706541.487,8.0,6.0221057801e+12,0.0769230769231,1.4209928003e-05,0.00738916256158,9.47328533535e-09,101,0.025
