iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,309499417.57,2862409.62201,309063316.327
1.0,accepted,203.0,-203.0,-409.124735954,-198.174529525,1222.53859144,-203.0,-1e+200,311435039.772,3054057.91516,311185123.397
2.0,rejected,203.0,-203.0,-398.909405535,-199.899148267,1219.2576897,-203.0,-1e+200,310088251.016,2088493.91395,310074672.769
3.0,rerun,203.0,-203.0,-409.124735954,-198.174529525,1222.53859144,-203.0,-1e+200,312259248.743,2797679.76644,312244465.709
4.0,rejected,203.0,-203.0,-411.359924188,-198.211034225,1230.60371395,-203.0,-1e+200,311425815.955,2148032.96514,311232848.722
5.0,rerun,203.0,-203.0,-409.124735954,-198.174529525,1222.53859144,-203.0,-1e+200,309667455.906,3097773.42671,309510172.448
6.0,accepted,203.0,-203.0,-413.31571058,-198.836472092,1225.29903369,-203.0,-1e+200,311215477.921,1761801.45029,310630148.736
7.0,rejected,203.0,-203.0,-414.142484703,-197.078060609,1228.95466554,-203.0,-1e+200,310651614.118,2047310.87749,311075306.621
8.0,rerun,203.0,-203.0,-413.31571058,-198.836472092,1225.29903369,-203.0,-1e+200,310896334.668,2749635.16408,311017993.067
9.0,accepted,203.0,-203.0,-406.877940377,-198.815803163,1224.63981596,-203.0,-1e+200,312353605.229,2410883.67645,312207585.037
10.0,rejected,203.0,-203.0,-404.231560689,-198.030235618,1221.06802224,-203.0,-1e+200,311355884.472,2626926.0188,311364784.825
11.0,rerun,203.0,-203.0,-406.877940377,-198.815803163,1224.63981596,-203.0,-1e+200,311419416.73,2173383.76245,311200719.756
12.0,accepted,203.0,-203.0,-409.465080336,-199.405828312,1225.76859608,-203.0,-1e+200,311920924.488,2879948.64033,311916892.152
13.0,rejected,203.0,-203.0,-406.761803355,-199.479625709,1225.06839235,-203.0,-1e+200,311785905.196,2414294.76785,311648906.376
14.0,rerun,203.0,-203.0,-409.465080336,-199.405828312,1225.76859608,-203.0,-1e+200,311886199.998,2020904.1508,311884818.893
15.0,rejected,203.0,-203.0,-410.064489173,-199.615528526,1224.45856151,-203.0,-1e+200,311310710.58,2265918.24204,310784691.719
