iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,324250654.345,1944322.86048,324400193.115
1.0,rejected,203.0,-203.0,-396.570244165,-204.964392509,1220.65962821,-203.0,-1e+200,324045924.283,1883848.64034,324237262.875
2.0,rerun,203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,324453255.66,2053946.60345,324693027.773
3.0,rejected,203.0,-203.0,-392.338961797,-203.724782459,1216.36637403,-203.0,-1e+200,322247089.543,1835844.01428,322601013.025
4.0,rerun,203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,324135715.838,1860554.81214,324050957.289
5.0,accepted,203.0,-203.0,-404.806681668,-202.843649507,1221.33550147,-203.0,-1e+200,325242836.805,2474540.21167,324663528.654
6.0,rejected,203.0,-203.0,-400.548293698,-202.807902283,1220.53928158,-203.0,-1e+200,323969277.039,1716989.20087,324004553.074
7.0,rerun,203.0,-203.0,-404.806681668,-202.843649507,1221.33550147,-203.0,-1e+200,324476964.357,1911459.7464,324521347.054
8.0,rejected,203.0,-203.0,-403.046928706,-202.524825796,1222.1495661,-203.0,-1e+200,324474415.574,2268793.51428,324581546.59
9.0,rerun,203.0,-203.0,-404.806681668,-202.843649507,1221.33550147,-203.0,-1e+200,325289870.588,2362440.54183,325195228.581
10.0,rejected,203.0,-203.0,-404.743583313,-202.654621774,1220.01407215,-203.0,-1e+200,324419100.942,2518354.27188,324569989.052
11.0,rerun,203.0,-203.0,-404.806681668,-202.843649507,1221.33550147,-203.0,-1e+200,324212803.478,2184064.84638,324201135.66
12.0,accepted,203.0,-203.0,-404.031424098,-202.963779725,1221.92104365,-203.0,-1e+200,325224711.06,2511374.26867,325299253.816
13.0,rejected,203.0,-203.0,-403.315427252,-202.929685215,1221.40387857,-203.0,-1e+200,324328178.96,1614881.35995,324618497.214
14.0,rerun,203.0,-203.0,-404.031424098,-202.963779725,1221.92104365,-203.0,-1e+200,324948676.179,1749688.80828,324859819.229
15.0,rejected,203.0,-203.0,-404.35960845,-202.94048945,1222.38500026,-203.0,-1e+200,324767911.327,1945967.47412,324580418.717
16.0,rerun,203.0,-203.0,-404.031424098,-202.963779725,1221.92104365,-203.0,-1e+200,324590907.113,2098878.18641,324796030.318
17.0,rejected,203.0,-203.0,-403.913414024,-202.969568747,1222.28247853,-203.0,-1e+200,324091123.738,1731885.90942,324361275.492
18.0,rerun,203.0,-203.0,-404.031424098,-202.963779725,1221.92104365,-203.0,-1e+200,324760855.411,1806570.37857,324543393.573
19.0,accepted,203.0,-203.0,-403.9897971,-202.924698373,1221.83606409,-203.0,-1e+200,325440468.641,2354832.16131,325485486.15
20.0,rejected,203.0,-203.0,-403.872418002,-202.905894198,1221.98903931,-203.0,-1e+200,324693751.808,2015713.6774,324051016.614
21.0,rerun,203.0,-203.0,-403.9897971,-202.924698373,1221.83606409,-203.0,-1e+200,324242169.72,2271781.4302,324554970.216
22.0,accepted,203.0,-203.0,-403.885955302,-202.942303549,1221.80250872,-203.0,-1e+200,324896748.13,1852476.03716,324934272.36
23.0,rejected,203.0,-203.0,-403.814557587,-202.926711842,1221.7347291,-203.0,-1e+200,324390984.36,2403021.23857,325029415.028
24.0,rerun,203.0,-203.0,-403.885955302,-202.942303549,1221.80250872,-203.0,-1e+200,325541869.221,2169196.40775,325494230.31
25.0,rejected,203.0,-203.0,-403.952843949,-202.936317975,1221.74909718,-203.0,-1e+200,324049278.707,1943515.74658,324237142.018
26.0,rerun,203.0,-203.0,-403.885955302,-202.942303549,1221.80250872,-203.0,-1e+200,324132557.933,2051348.71319,323876448.221
27.0,rejected,203.0,-203.0,-403.833923005,-202.939407716,1221.77157392,-203.0,-1e+200,324500497.331,1982388.07984,324547496.493
