hours,price
1.0,28.327
2.0,33.4174
3.0,31.7392
4.0,33.0841
5.0,29.7601
6.0,33.4801
7.0,33.4381
8.0,35.88
9.0,35.7603
10.0,44.2628
11.0,44.0867
12.0,41.2169
13.0,47.3202
14.0,41.4789
15.0,36.0404
16.0,34.3382
17.0,32.1723
18.0,47.305
19.0,44.0126
20.0,48.4373
21.0,52.2508
22.0,50.7092
23.0,45.8924
24.0,35.0909
25.0,43.5803
26.0,42.1318
27.0,42.6918
28.0,41.6873
29.0,45.9481
30.0,44.8787
31.0,67.2227
32.0,72.682
33.0,59.8795
34.0,54.1759
35.0,51.6839
36.0,47.44
37.0,37.5315
38.0,37.6835
39.0,33.3382
40.0,32.7852
41.0,33.9728
42.0,43.8503
43.0,32.7376
44.0,22.8531
45.0,16.969
46.0,16.35
47.0,15.5334
48.0,14.0042
49.0,18.6103
50.0,18.424
51.0,19.0076
52.0,18.7536
53.0,23.146
54.0,26.6888
55.0,24.5123
56.0,24.9754
57.0,22.8562
58.0,33.101
59.0,44.5776
60.0,56.1698
61.0,46.6091
62.0,46.7022
63.0,46.469
64.0,49.5152
65.0,53.4236
66.0,70.2722
67.0,80.7658
68.0,69.7655
69.0,62.2846
70.0,61.9789
71.0,51.0183
72.0,53.3223
73.0,66.6123
74.0,61.3773
75.0,62.2515
76.0,62.4009
77.0,67.9635
78.0,53.4248
79.0,65.5501
80.0,74.2967
81.0,67.6224
82.0,66.6898
83.0,60.8539
84.0,66.36
85.0,68.7495
86.0,65.8266
87.0,62.9434
88.0,60.2822
89.0,58.5116
90.0,55.5932
91.0,69.5944
92.0,71.5261
93.0,73.3482
94.0,70.901
95.0,65.2915
96.0,51.1265
97.0,24.6385
98.0,21.4978
99.0,31.9993
100.0,27.3015
101.0,30.5689
102.0,40.2223
103.0,46.5651
104.0,48.7272
105.0,46.7071
106.0,38.5672
107.0,35.022
108.0,30.7514
109.0,28.2236
110.0,27.5607
111.0,26.5302
112.0,26.5175
113.0,28.9712
114.0,36.264
115.0,45.0155
116.0,39.3861
117.0,32.2651
118.0,30.4484
119.0,28.4039
120.0,25.8646
121.0,23.9932
122.0,22.6466
123.0,22.9843
124.0,23.0493
125.0,25.6112
126.0,27.9682
127.0,30.7297
128.0,34.74
129.0,32.3836
130.0,31.5209
131.0,25.6083
132.0,22.5596
133.0,18.6596
134.0,17.7442
135.0,16.7899
136.0,16.3057
137.0,16.2279
138.0,16.8387
139.0,14.9579
140.0,13.8259
141.0,11.7357
142.0,9.1834
143.0,9.6152
144.0,6.1776
145.0,8.0251
146.0,6.5307
147.0,7.4142
148.0,8.0633
149.0,12.3839
150.0,14.7216
151.0,15.5827
152.0,17.5183
153.0,18.8017
154.0,18.0209
155.0,17.665
156.0,16.9374
157.0,16.7496
158.0,15.9436
159.0,15.9185
160.0,15.9328
161.0,16.994
162.0,24.781
163.0,19.916
164.0,18.3548
165.0,18.0086
166.0,17.5018
167.0,17.5853
168.0,15.7557
169.0,15.9435
170.0,15.8809
171.0,16.0087
172.0,16.7226
173.0,18.2056
174.0,21.7551
175.0,27.6663
176.0,26.9561
177.0,29.437
178.0,33.2051
179.0,32.2845
180.0,28.9905
181.0,26.7189
182.0,27.5805
183.0,25.3696
184.0,22.9543
185.0,22.7876
186.0,29.4496
187.0,24.8512
188.0,21.0894
189.0,19.0015
190.0,15.0626
191.0,13.7414
192.0,11.5024
193.0,12.9089
194.0,12.5236
195.0,12.0357
196.0,11.7296
197.0,13.1311
198.0,14.4903
199.0,20.7482
200.0,20.9897
201.0,19.162
202.0,20.8378
203.0,20.227
204.0,17.7043
205.0,15.4648
206.0,14.7147
207.0,14.3006
208.0,14.1479
209.0,14.8605
210.0,21.7135
211.0,17.2096
212.0,12.4184
213.0,12.3098
214.0,10.9068
215.0,11.4109
216.0,4.8699
217.0,-0.5015
218.0,-1.1334
219.0,3.0073
220.0,1.9358
221.0,3.673
222.0,11.355
223.0,17.7893
224.0,17.5656
225.0,15.1923
226.0,15.9581
227.0,15.3164
228.0,14.0365
229.0,12.154
230.0,9.4391
231.0,8.9094
232.0,8.809
233.0,7.9086
234.0,15.1342
235.0,14.9239
236.0,11.2213
237.0,11.7099
238.0,8.0751
239.0,4.8454
240.0,-1.6455
241.0,3.2679
242.0,1.3095
243.0,0.3316
244.0,2.3642
245.0,6.512
246.0,10.6284
247.0,13.9128
248.0,14.1082
249.0,13.3015
250.0,14.803
251.0,14.1217
252.0,14.7029
253.0,13.8115
254.0,12.8161
255.0,15.25
256.0,15.1252
257.0,18.7582
258.0,29.1565
259.0,25.8491
260.0,19.0404
261.0,20.3011
262.0,20.5691
263.0,18.5352
264.0,17.1258
265.0,26.7019
266.0,27.323
267.0,29.8267
268.0,31.3784
269.0,33.4054
270.0,38.2306
271.0,48.3994
272.0,52.6803
273.0,45.0214
274.0,48.1981
275.0,46.7832
276.0,38.4397
277.0,34.328
278.0,31.9466
279.0,34.0282
280.0,33.7512
281.0,30.3587
282.0,45.2758
283.0,53.7073
284.0,45.6396
285.0,38.6436
286.0,31.1955
287.0,34.7037
288.0,28.8064
289.0,35.8003
290.0,32.5034
291.0,33.9613
292.0,35.7757
293.0,38.8211
294.0,40.8984
295.0,43.4735
296.0,50.0382
297.0,54.8673
298.0,55.5679
299.0,51.6356
300.0,49.9594
301.0,47.5932
302.0,43.1025
303.0,39.8689
304.0,35.5952
305.0,37.1174
306.0,51.2432
307.0,47.793
308.0,38.6641
309.0,38.7905
310.0,32.0007
311.0,31.1475
312.0,22.7746
313.0,22.3607
314.0,21.2128
315.0,21.2993
316.0,20.8009
317.0,23.2965
318.0,24.0392
319.0,24.6424
320.0,31.2267
321.0,32.0457
322.0,35.417
323.0,30.9798
324.0,30.6572
325.0,27.3696
326.0,25.8469
327.0,23.9441
328.0,22.4832
329.0,24.7867
330.0,37.1998
331.0,31.6865
332.0,22.4053
333.0,19.7146
334.0,17.0677
335.0,15.9966
336.0,14.5908
337.0,15.4935
338.0,15.0061
339.0,15.7597
340.0,15.25
341.0,16.7734
342.0,19.1572
343.0,20.0493
344.0,21.3522
345.0,6.6977
346.0,15.0299
347.0,16.2303
348.0,16.9458
349.0,17.2012
350.0,14.6094
351.0,13.3828
352.0,11.2824
353.0,21.2892
354.0,28.3235
355.0,27.4183
356.0,28.6988
357.0,28.7859
358.0,31.23
359.0,28.9245
360.0,25.8026
361.0,22.703
362.0,21.0662
363.0,22.6034
364.0,23.8282
365.0,26.992
366.0,31.429
367.0,45.1017
368.0,51.8181
369.0,46.4005
370.0,53.6408
371.0,48.8523
372.0,47.1064
373.0,31.2372
374.0,31.4777
375.0,38.7888
376.0,41.6127
377.0,46.1999
378.0,66.6192
379.0,67.4022
380.0,57.2291
381.0,51.3972
382.0,44.1401
383.0,39.6864
384.0,31.3334
385.0,27.8088
386.0,24.6824
387.0,23.6886
388.0,23.5686
389.0,23.9644
390.0,29.2721
391.0,38.505
392.0,37.0525
393.0,29.8456
394.0,29.1681
395.0,24.764
396.0,22.184
397.0,19.3876
398.0,18.2294
399.0,17.3264
400.0,17.9177
401.0,18.5223
402.0,21.253
403.0,19.2864
404.0,16.1443
405.0,12.9207
406.0,12.4846
407.0,10.0581
408.0,3.4956
409.0,19.6994
410.0,19.2422
411.0,19.5748
412.0,20.9288
413.0,22.5971
414.0,28.3697
415.0,36.3378
416.0,36.9645
417.0,32.5133
418.0,36.81
419.0,33.5602
420.0,28.2144
421.0,22.1941
422.0,21.9645
423.0,19.2747
424.0,17.2437
425.0,18.2946
426.0,24.1431
427.0,20.6424
428.0,18.8382
429.0,18.3421
430.0,17.5578
431.0,17.4766
432.0,14.6984
433.0,12.9477
434.0,13.967
435.0,14.1703
436.0,15.4792
437.0,16.0831
438.0,21.1791
439.0,23.0018
440.0,27.3879
441.0,23.5941
442.0,23.7164
443.0,21.1576
444.0,16.9066
445.0,15.447
446.0,15.1123
447.0,14.6517
448.0,13.6361
449.0,13.9518
450.0,16.756
451.0,14.877
452.0,13.4179
453.0,12.2558
454.0,11.5948
455.0,11.7892
456.0,10.3771
457.0,11.3429
458.0,11.004
459.0,12.1973
460.0,12.5452
461.0,13.3989
462.0,16.5745
463.0,17.7365
464.0,20.3074
465.0,21.809
466.0,26.2956
467.0,24.3079
468.0,22.8715
469.0,22.0924
470.0,20.27
471.0,19.4557
472.0,18.4069
473.0,18.9209
474.0,25.3455
475.0,23.7639
476.0,20.0105
477.0,17.2206
478.0,16.1553
479.0,16.0293
480.0,12.0934
481.0,13.122
482.0,12.7315
483.0,12.902
484.0,13.147
485.0,14.1712
486.0,15.7255
487.0,16.5264
488.0,17.2985
489.0,16.2693
490.0,16.97
491.0,16.438
492.0,15.8502
493.0,15.2182
494.0,15.186
495.0,14.2919
496.0,14.1185
497.0,14.2057
498.0,18.4917
499.0,16.1595
500.0,14.3367
501.0,13.3106
502.0,11.7114
503.0,8.7617
504.0,4.8319
505.0,4.4319
506.0,3.7516
507.0,3.4659
508.0,4.9271
509.0,9.943
510.0,12.1826
511.0,16.9766
512.0,17.7375
513.0,17.5785
514.0,16.983
515.0,14.7165
516.0,14.0469
517.0,12.9618
518.0,12.8387
519.0,12.9982
520.0,12.8662
521.0,13.5765
522.0,17.9694
523.0,17.8959
524.0,16.1677
525.0,15.804
526.0,14.0978
527.0,13.994
528.0,13.3071
529.0,12.2611
530.0,12.6417
531.0,11.5819
532.0,12.5268
533.0,14.126
534.0,15.8851
535.0,18.8813
536.0,22.9194
537.0,22.2509
538.0,25.082
539.0,25.079
540.0,24.6608
541.0,21.7104
542.0,19.6111
543.0,18.2195
544.0,17.9237
545.0,18.4474
546.0,25.3401
547.0,27.8364
548.0,25.3318
549.0,22.5787
550.0,21.3866
551.0,19.2435
552.0,17.2464
553.0,17.1817
554.0,16.6925
555.0,16.8298
556.0,18.2489
557.0,19.8636
558.0,24.7946
559.0,32.9748
560.0,38.8109
561.0,26.7049
562.0,25.133
563.0,18.2912
564.0,16.8893
565.0,14.7182
566.0,13.2297
567.0,12.5324
568.0,12.0298
569.0,12.883
570.0,18.1135
571.0,18.5686
572.0,17.786
573.0,9.4568
574.0,8.4542
575.0,9.5641
576.0,11.1569
577.0,17.2779
578.0,16.2457
579.0,14.0569
580.0,16.0286
581.0,16.9374
582.0,18.2116
583.0,24.0449
584.0,33.9663
585.0,30.4262
586.0,26.9954
587.0,21.1586
588.0,15.1571
589.0,12.851
590.0,12.8635
591.0,12.3587
592.0,11.049
593.0,12.254
594.0,15.763
595.0,18.729
596.0,13.0861
597.0,11.6562
598.0,10.2958
599.0,10.8716
600.0,1.9505
601.0,2.6302
602.0,1.9559
603.0,1.2749
604.0,1.1827
605.0,1.0997
606.0,11.3735
607.0,14.5619
608.0,15.2768
609.0,13.7371
610.0,13.7365
611.0,13.6067
612.0,11.8398
613.0,11.0176
614.0,10.5051
615.0,11.4258
616.0,13.0025
617.0,13.7335
618.0,19.3441
619.0,19.4473
620.0,15.0701
621.0,14.741
622.0,14.7068
623.0,15.0441
624.0,16.0712
625.0,13.8635
626.0,14.0991
627.0,14.5485
628.0,14.8202
629.0,16.5877
630.0,17.7365
631.0,20.5347
632.0,22.3757
633.0,24.4898
634.0,28.5562
635.0,26.1851
636.0,24.2821
637.0,20.3165
638.0,18.5057
639.0,17.6607
640.0,17.6894
641.0,18.7265
642.0,27.0934
643.0,32.1934
644.0,24.9745
645.0,22.2853
646.0,20.0655
647.0,18.4954
648.0,16.2974
649.0,18.5617
650.0,17.6057
651.0,17.6008
652.0,17.952
653.0,18.5497
654.0,19.9798
655.0,22.4368
656.0,23.8029
657.0,24.1824
658.0,27.6799
659.0,22.9428
660.0,20.5496
661.0,17.5358
662.0,16.3593
663.0,15.8144
664.0,15.5104
665.0,14.3411
666.0,17.5224
667.0,21.8533
668.0,13.7904
669.0,14.3589
670.0,14.0216
671.0,15.4446
672.0,15.441
673.0,17.4523
674.0,18.1082
675.0,18.6949
676.0,21.2054
677.0,22.6748
678.0,22.0412
679.0,26.3542
680.0,28.6626
681.0,25.8267
682.0,28.2174
683.0,26.9061
684.0,25.7623
685.0,24.1555
686.0,23.0819
687.0,21.201
688.0,20.8764
689.0,19.7522
690.0,24.2628
691.0,31.2386
692.0,21.9964
693.0,19.0683
694.0,17.0862
695.0,15.5228
696.0,14.9009
697.0,15.2516
698.0,14.2386
699.0,13.5657
700.0,13.4086
701.0,14.4532
702.0,18.1434
703.0,22.396
704.0,20.6731
705.0,17.2516
706.0,17.1939
707.0,14.0933
708.0,13.0442
709.0,11.1035
710.0,10.4424
711.0,9.2461
712.0,9.4764
713.0,9.418
714.0,14.6797
715.0,14.8674
716.0,10.5421
717.0,9.8069
718.0,9.3492
719.0,7.842
720.0,1.4812
721.0,1.2091
722.0,3.2011
723.0,2.896
724.0,4.9504
725.0,6.9287
726.0,10.8646
727.0,18.5365
728.0,22.3266
729.0,21.0764
730.0,24.5042
731.0,23.2457
732.0,22.695
733.0,20.612
734.0,19.762
735.0,18.7962
736.0,18.788
737.0,18.3154
738.0,20.3632
739.0,20.8226
740.0,16.7656
741.0,12.7044
742.0,9.9806
743.0,8.0784
744.0,7.2737
745.0,3.6338
746.0,1.1203
747.0,0.9711
748.0,1.8918
749.0,4.6402
750.0,13.8553
751.0,24.7463
752.0,20.5697
753.0,19.5494
754.0,21.7939
755.0,19.0522
756.0,19.5999
757.0,18.4115
758.0,18.8718
759.0,18.5753
760.0,19.9428
761.0,18.8243
762.0,21.1574
763.0,24.7266
764.0,21.4713
765.0,20.9183
766.0,19.2452
767.0,18.683
768.0,18.2072
769.0,20.2907
770.0,18.8377
771.0,18.6848
772.0,18.5297
773.0,19.5921
774.0,21.6155
775.0,27.1563
776.0,28.8882
777.0,22.0544
778.0,25.0137
779.0,21.2375
780.0,17.3964
781.0,16.4199
782.0,15.4267
783.0,14.7087
784.0,14.6104
785.0,14.62
786.0,18.0796
787.0,19.5487
788.0,15.2801
789.0,14.7366
790.0,12.7583
791.0,12.0101
792.0,9.1303
793.0,7.169
794.0,8.9504
795.0,8.7403
796.0,8.9174
797.0,11.9357
798.0,13.8188
799.0,16.9342
800.0,17.6441
801.0,18.1398
802.0,21.053
803.0,18.4749
804.0,17.1542
805.0,16.6459
806.0,16.4869
807.0,16.2241
808.0,16.3322
809.0,16.8238
810.0,19.56
811.0,26.6993
812.0,21.282
813.0,20.3673
814.0,18.7012
815.0,18.2141
816.0,16.2942
817.0,15.2789
818.0,14.4814
819.0,13.6473
820.0,13.2326
821.0,12.7732
822.0,12.4734
823.0,12.9875
824.0,12.4317
825.0,12.5744
826.0,15.2753
827.0,13.2316
828.0,12.8511
829.0,13.6587
830.0,14.9964
831.0,14.7596
832.0,17.1499
833.0,18.4056
834.0,24.1232
835.0,31.8803
836.0,26.3529
837.0,25.2693
838.0,22.6778
839.0,21.2204
840.0,18.3346
841.0,16.6721
842.0,15.5432
843.0,14.7364
844.0,14.6228
845.0,15.3778
846.0,19.2771
847.0,24.7401
848.0,22.5611
849.0,20.0355
850.0,20.7402
851.0,17.609
852.0,17.5191
853.0,16.3745
854.0,16.0907
