price,hour
23.24,1
22.41,2
21.83,3
21.5,4
21.61,5
21.69,6
21.86,7
22.59,8
23.78,9
24.97,10
25.67,11
25.97,12
25.54,13
25.22,14
24.7,15
24.47,16
25.46,17
30.78,18
33.18,19
30.8,20
29.75,21
26.09,22
24.61,23
23.18,24
0.86,25
0.95,26
0.85,27
0.77,28
0.64,29
0.65,30
0.88,31
0.98,32
1.01,33
0.73,34
1.4,35
1.12,36
0.71,37
0.53,38
0.4,39
0.21,40
0.21,41
0.15,42
-0.33,43
0.68,44
0.85,45
0.17,46
0.18,47
-0.2,48
0.63,49
0.64,50
0.43,51
0.26,52
0.19,53
0.19,54
0.5,55
0.15,56
0.27,57
0.45,58
0.12,59
0.12,60
0.12,61
0.1,62
0.09,63
0.38,64
0.42,65
0.33,66
0.23,67
0.27,68
0.51,69
0.28,70
0.37,71
0.67,72
19.53,73
18.93,74
19.58,75
19.47,76
19.81,77
18.42,78
18.19,79
19.56,80
20.34,81
21.78,82
22.45,83
23.5,84
23.67,85
23.08,86
23.13,87
23.18,88
22.58,89
27.48,90
29.87,91
28.25,92
26.44,93
23.94,94
21.35,95
20.49,96
-1.16,97
-0.81,98
0.07,99
-0.33,100
-0.21,101
-1.67,102
-1.4,103
-1.17,104
-1.05,105
-0.79,106
-1.88,107
-1.4,108
-1.22,109
-0.86,110
-0.43,111
-0.24,112
-0.96,113
-1.35,114
-1.01,115
-0.58,116
-0.89,117
-0.57,118
-1.21,119
-1.12,120
-1.06,121
-1.08,122
-1.04,123
-0.67,124
-0.76,125
-0.76,126
-0.89,127
-0.73,128
-1.11,129
-1.22,130
0.18,131
0.17,132
0.18,133
-0.65,134
-0.65,135
-0.46,136
-1.29,137
-1.47,138
-2.4,139
-1.02,140
-1.06,141
-1.13,142
-1.5,143
-1.1,144
14.02,145
13.6,146
13.92,147
16.3,148
16.09,149
16.65,150
17.17,151
19.4,152
19.64,153
20.37,154
21.71,155
23.4,156
24.28,157
24.31,158
24.39,159
23.05,160
22.86,161
26.79,162
28.65,163
24.82,164
23.02,165
21.0,166
19.53,167
17.16,168
-7.16,169
-6.84,170
-6.14,171
-4.61,172
-4.6,173
-4.11,174
-3.01,175
-3.02,176
-2.46,177
-2.71,178
-4.2,179
-3.13,180
-2.23,181
-1.5,182
-1.01,183
-0.71,184
-1.82,185
-3.11,186
-3.23,187
-5.79,188
-5.32,189
-4.51,190
-4.62,191
-4.95,192
-0.57,193
-0.38,194
-0.49,195
0.44,196
-0.09,197
-0.09,198
-0.3,199
0.96,200
-0.4,201
-0.71,202
1.76,203
1.8,204
1.8,205
1.22,206
1.19,207
-0.12,208
-0.15,209
-0.4,210
-1.4,211
0.76,212
-0.05,213
-0.13,214
0.09,215
