iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,460800464.758,9856357.6028,460063466.883
1.0,accepted,203.0,-203.0,-399.026034021,-201.95209086,940.366464367,-203.0,-1e+200,466157196.176,10188298.7912,468323504.318
2.0,rejected,203.0,-203.0,-385.279294227,-202.158909471,945.672312809,-203.0,-1e+200,459188787.904,12727027.2369,460508901.71
3.0,rerun,203.0,-203.0,-399.026034021,-201.95209086,940.366464367,-203.0,-1e+200,458471757.034,13998193.9013,457000854.103
4.0,rejected,203.0,-203.0,-395.209084356,-200.868442542,918.818031432,-203.0,-1e+200,459601010.846,10831257.2335,461707504.458
5.0,rerun,203.0,-203.0,-399.026034021,-201.95209086,940.366464367,-203.0,-1e+200,463419158.101,11854600.3897,465541117.625
6.0,accepted,203.0,-203.0,-402.09218245,-202.664779255,952.563007415,-203.0,-1e+200,468829535.427,10547921.3691,469702804.032
7.0,rejected,203.0,-203.0,-402.539080828,-203.273279038,949.900249503,-203.0,-1e+200,464687911.408,14191575.847,460061920.165
8.0,rerun,203.0,-203.0,-402.09218245,-202.664779255,952.563007415,-203.0,-1e+200,465107857.743,11460045.7684,463420344.041
9.0,accepted,203.0,-203.0,-404.069620658,-202.830864235,944.828991052,-203.0,-1e+200,467922592.182,11813665.0904,471334210.644
10.0,rejected,203.0,-203.0,-400.326287639,-202.703429084,938.955210188,-203.0,-1e+200,458971328.033,13408641.4501,455815983.409
11.0,rerun,203.0,-203.0,-404.069620658,-202.830864235,944.828991052,-203.0,-1e+200,467754480.098,10468783.2933,466997314.516
12.0,rejected,203.0,-203.0,-403.959267001,-203.226125644,942.558893414,-203.0,-1e+200,461052424.68,12676506.6907,457827349.083
13.0,rerun,203.0,-203.0,-404.069620658,-202.830864235,944.828991052,-203.0,-1e+200,469599978.3,18210028.9456,473938415.966
14.0,rejected,203.0,-203.0,-404.505951185,-202.636853623,950.573129129,-203.0,-1e+200,465599824.239,12734832.1112,465160982.455
