iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,1193.0,-1000.0,-11025.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43100.9,2748280429.79,3318674.2897,2748769139.9
1.0,accepted,1193.0,-1175.0,-10475.484685,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60154.829426,2944737010.26,3094238.53812,2943829295.94
2.0,rejected,1193.0,-1159.191525,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,79059.0060489,2927852205.06,2788621.77149,2927158888.4
3.0,rerun,1193.0,-1175.0,-10475.484685,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60154.829426,2943680018.81,2600856.15058,2943785058.2
4.0,rejected,1193.0,-1153.57009676,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,53597.917017,2931114819.04,2492512.35944,2931024549.15
5.0,rerun,1193.0,-1175.0,-10475.484685,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60154.829426,2950959055.83,2735036.90442,2950530957.78
6.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,54774.7180949,2953895575.22,4087999.52055,2952839433.44
7.0,rejected,1193.0,-1175.0,-11455.7855493,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2936985304.19,2376210.07974,2937432688.52
8.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,54774.7180949,2953347064.6,2660672.74578,2953757789.24
9.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,56786.4152529,2954602048.97,5465429.15871,2956256200.95
