hours,price
1.0,22.12
2.0,18.43
3.0,18.38
4.0,18.62
5.0,18.5
6.0,20.91
7.0,29.94
8.0,31.74
9.0,31.73
10.0,19.98
11.0,20.88
12.0,18.83
13.0,18.26
14.0,16.47
15.0,15.25
16.0,14.42
17.0,15.5
18.0,19.9
19.0,19.25
20.0,18.42
21.0,18.04
22.0,18.25
23.0,18.14
24.0,16.73
25.0,16.05
26.0,15.78
27.0,15.54
28.0,15.72
29.0,15.98
30.0,17.7
31.0,18.49
32.0,20.0
33.0,20.44
34.0,19.89
35.0,18.85
36.0,17.55
37.0,17.37
38.0,16.74
39.0,15.88
40.0,15.85
41.0,18.19
42.0,26.11
43.0,22.75
44.0,20.17
45.0,19.0
46.0,18.89
47.0,17.54
48.0,16.07
49.0,16.27
50.0,15.57
51.0,15.62
52.0,15.59
53.0,16.22
54.0,17.76
55.0,29.67
56.0,27.61
57.0,21.54
58.0,18.18
59.0,18.09
60.0,17.07
61.0,16.84
62.0,16.82
63.0,16.66
64.0,16.34
65.0,18.72
66.0,32.42
67.0,31.41
68.0,21.67
69.0,21.87
70.0,19.45
71.0,18.36
72.0,17.95
73.0,17.51
74.0,17.13
75.0,17.3
76.0,17.06
77.0,17.52
78.0,20.44
79.0,35.35
80.0,30.72
81.0,19.87
82.0,19.9
83.0,18.87
84.0,16.81
85.0,16.52
86.0,16.16
87.0,15.68
88.0,15.26
89.0,17.3
90.0,25.62
91.0,20.26
92.0,18.7
93.0,18.52
94.0,17.24
95.0,16.57
96.0,11.61
97.0,6.74
98.0,5.88
99.0,5.77
100.0,6.82
101.0,7.51
102.0,12.0
103.0,18.74
104.0,18.9
105.0,18.22
106.0,18.31
107.0,16.99
108.0,14.62
109.0,14.64
110.0,15.07
111.0,14.64
112.0,14.07
113.0,17.87
114.0,27.67
115.0,27.87
116.0,22.57
117.0,24.46
118.0,21.78
119.0,17.47
120.0,17.72
121.0,9.4
122.0,7.9
123.0,8.75
124.0,11.64
125.0,15.33
126.0,18.92
127.0,25.58
128.0,26.29
129.0,24.35
130.0,19.93
131.0,19.21
132.0,17.71
133.0,17.29
134.0,17.28
135.0,17.16
136.0,17.45
137.0,19.43
138.0,42.19
139.0,41.34
140.0,26.53
141.0,24.01
142.0,20.71
143.0,19.36
144.0,19.65
145.0,18.55
146.0,18.24
147.0,18.37
148.0,18.53
149.0,19.0
150.0,22.0
151.0,45.36
152.0,45.09
153.0,38.72
154.0,29.71
155.0,25.04
156.0,21.11
157.0,19.13
158.0,18.17
159.0,17.93
160.0,17.78
161.0,19.59
162.0,31.86
163.0,29.32
164.0,23.52
165.0,22.56
166.0,22.11
167.0,20.4
168.0,20.47
169.0,19.55
170.0,19.13
171.0,19.29
172.0,19.84
173.0,19.84
174.0,24.72
175.0,26.53
176.0,32.09
177.0,31.9
178.0,28.02
179.0,21.85
180.0,20.3
181.0,19.52
182.0,17.83
183.0,16.82
184.0,16.78
185.0,17.3
186.0,26.08
187.0,21.63
188.0,19.93
189.0,20.4
190.0,20.78
191.0,19.86
192.0,18.42
193.0,21.95
194.0,21.33
195.0,20.53
196.0,20.08
197.0,20.05
198.0,21.02
199.0,21.97
200.0,24.47
201.0,24.62
202.0,26.18
203.0,27.62
204.0,25.71
205.0,25.8
206.0,21.48
207.0,20.46
208.0,20.75
209.0,22.21
210.0,43.67
211.0,43.91
212.0,40.04
213.0,32.82
214.0,28.3
215.0,25.61
216.0,22.49
217.0,22.86
218.0,21.82
219.0,22.1
220.0,22.39
221.0,22.82
222.0,29.19
223.0,65.33
224.0,56.4
225.0,42.55
226.0,37.62
227.0,28.72
228.0,26.58
229.0,23.82
230.0,21.12
231.0,20.1
232.0,20.22
233.0,23.43
234.0,43.25
235.0,51.02
236.0,38.74
237.0,34.39
238.0,28.52
239.0,24.36
240.0,21.82
241.0,21.76
242.0,20.53
243.0,21.28
244.0,21.44
245.0,21.96
246.0,25.82
247.0,57.84
248.0,51.07
249.0,29.54
250.0,27.5
251.0,22.94
252.0,22.33
253.0,20.82
254.0,19.44
255.0,18.11
256.0,18.04
257.0,21.85
258.0,36.17
259.0,33.61
260.0,25.45
261.0,21.77
262.0,20.42
263.0,19.57
264.0,18.03
265.0,16.87
266.0,16.73
267.0,16.85
268.0,17.42
269.0,17.57
270.0,20.15
271.0,38.48
272.0,33.34
273.0,24.47
274.0,22.92
275.0,21.71
276.0,19.96
277.0,18.52
278.0,18.07
279.0,17.44
280.0,17.32
281.0,18.01
282.0,26.05
283.0,23.15
284.0,20.33
285.0,20.8
286.0,19.25
287.0,17.12
288.0,14.77
289.0,17.28
290.0,16.48
291.0,16.43
292.0,17.0
293.0,18.35
294.0,20.17
295.0,34.68
296.0,30.95
297.0,22.71
298.0,19.33
299.0,16.92
300.0,14.29
301.0,13.45
302.0,13.35
303.0,14.66
304.0,16.13
305.0,18.17
306.0,38.93
