SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-Charger_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-230.0,-203.0,1200.0,-203.0,-1e+200,319006031.593,24800226.9967,324605244.513,356158984.989,267265162.502,280306333.312,349513011.474,20.0,6.15051259088e+14,193,0.00738916256158,8.38385752179e-06,9.47328533535e-09,0.025,0.0453846153846
203.0,-203.0,-230.0,-203.0,1218.0,-203.0,-1e+200,330723174.287,22259666.4497,330600287.849,369510589.023,288852960.673,295917190.009,358955905.126,20.0,4.95492750453e+14,194,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.025,0.0384615384615
203.0,-203.0,-220.0,-203.0,0.0,-203.0,-1e+200,310906862.945,22010845.1387,305922168.402,358939927.922,271716748.82,279866766.479,356440451.43,20.0,4.84477303721e+14,196,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.025,0.0384615384615
203.0,-203.0,-230.0,-203.0,1300.0,-203.0,-1e+200,333421643.539,25527374.6946,333671014.124,374595988.777,284090583.093,297481683.954,370255142.773,18.0,6.51646858798e+14,195,0.00738916256158,5.82607048124e-06,9.47328533535e-09,0.025,0.0315384615385
203.0,-203.0,-220.0,-203.0,100.0,-203.0,-1e+200,320925970.999,15505423.0217,318298340.936,354551631.27,295857142.781,298942169.29,349960451.731,17.0,2.40418143082e+14,197,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,200.0,-203.0,-1e+200,332571376.218,21419877.7593,330219118.668,360799243.605,296624499.9,301429771.635,359029018.347,14.0,4.58811163222e+14,198,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,300.0,-203.0,-1e+200,326517598.484,18852948.4812,324505628.508,363276864.204,283959484.005,306095045.729,355787102.076,19.0,3.55433666434e+14,199,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,400.0,-203.0,-1e+200,329751924.238,16932635.368,324876903.715,361020028.744,305269019.282,306691290.356,356022549.086,18.0,2.86714140506e+14,200,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,500.0,-203.0,-1e+200,328762254.089,17484065.4041,329504700.572,358311809.182,297747950.924,300532384.986,356893244.749,20.0,3.05692543055e+14,201,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,328931347.001,20911920.3943,324203616.584,368004407.609,295501116.898,302291776.432,362067841.315,20.0,4.37308414576e+14,202,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,700.0,-203.0,-1e+200,317031988.036,16867190.0947,318975999.9,341309590.742,275709198.919,293392789.332,341263537.099,18.0,2.84502101691e+14,203,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,323012441.215,25755983.3125,318164691.04,385951379.572,287533853.247,297380648.825,360059264.788,20.0,6.63370676395e+14,204,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,313788426.925,20768580.0082,308429003.28,376831332.497,290073986.063,291731170.628,343674830.447,20.0,4.31333915555e+14,205,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,325664198.132,23640636.6816,322664862.224,380995443.786,271378825.128,287580943.798,354279961.407,20.0,5.58879702713e+14,206,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,305491502.584,20126241.6041,302312608.945,350541283.055,277267498.97,282661791.214,346220334.395,19.0,4.05065601107e+14,207,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,317984863.768,17573969.0018,315260021.663,349108311.932,289150575.059,291606873.327,346395620.99,20.0,3.08844386475e+14,208,0.00738916256158,8.38385752179e-06,9.47328533535e-09,0.025,0.0453846153846
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,307166585.821,24766682.3281,300550579.064,351366775.727,253816327.963,275975864.96,346167129.299,18.0,6.13388553541e+14,209,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.025,0.0384615384615
203.0,-203.0,-210.0,-203.0,0.0,-203.0,-1e+200,318874066.623,24400335.3873,314865197.738,379467943.113,287837927.955,290338209.548,364300890.613,20.0,5.95376367013e+14,211,0.00738916256158,6.03921940129e-06,9.47328533535e-09,0.02125,0.0384615384615
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,305780587.455,21089980.1137,305638768.651,350635251.985,262392795.748,278111821.073,333561039.189,20.0,4.44787261198e+14,210,0.00738916256158,5.82607048124e-06,9.47328533535e-09,0.025,0.0315384615385
203.0,-203.0,-210.0,-203.0,100.0,-203.0,-1e+200,318222121.946,19331645.7429,318144435.476,351536006.086,279012235.063,283058229.581,343684282.89,18.0,3.73712527128e+14,212,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,200.0,-203.0,-1e+200,311367620.315,21662061.3872,314002714.593,370498613.046,278602395.446,280766414.939,338906687.49,20.0,4.69244903544e+14,213,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,300.0,-203.0,-1e+200,306265760.469,19410946.571,306324692.889,340029796.078,274621154.637,275948166.064,333150570.657,19.0,3.76784846782e+14,214,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,400.0,-203.0,-1e+200,312881494.369,27790582.0572,313031371.247,357071308.935,247093312.236,278747122.039,354776745.151,20.0,7.72316451078e+14,215,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,500.0,-203.0,-1e+200,311333380.594,17699316.3373,308169788.662,345243317.636,283705394.193,283922382.98,341335743.973,19.0,3.13265798806e+14,216,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,600.0,-203.0,-1e+200,312559937.045,19979742.0213,311646761.728,357258183.539,284407266.022,284874894.885,343993778.647,20.0,3.99190091239e+14,217,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,700.0,-203.0,-1e+200,302443792.536,19140005.4673,307014988.39,327200691.339,265694243.495,265788372.142,324683725.375,19.0,3.66339809288e+14,218,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,800.0,-203.0,-1e+200,303732234.134,18542920.3166,302117797.853,333357174.914,277075428.281,277106453.507,328650196.014,19.0,3.43839893867e+14,219,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,900.0,-203.0,-1e+200,301991121.626,28229614.392,296576663.417,378714918.697,257384367.958,269183459.701,338854088.58,20.0,7.96911128723e+14,220,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,1000.0,-203.0,-1e+200,299974206.103,23901178.7677,296027967.165,345128022.408,273714178.417,275450420.47,342415084.081,20.0,5.71266346486e+14,221,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,1100.0,-203.0,-1e+200,291697453.606,17239658.1806,291752354.302,333701638.411,263518158.242,265707681.507,313372364.752,20.0,2.97205814182e+14,222,0.00738916256158,1.20784388026e-05,9.47328533535e-09,0.02125,0.0769230769231
203.0,-203.0,-210.0,-203.0,1200.0,-203.0,-1e+200,301587172.062,19681765.4929,298530982.992,337952908.136,264831846.647,275447282.578,333725395.584,19.0,3.87371892918e+14,223,0.00738916256158,7.12627889352e-06,9.47328533535e-09,0.02125,0.0453846153846
203.0,-203.0,-210.0,-203.0,1218.0,-203.0,-1e+200,297985329.811,24177019.9255,302671766.003,361397003.487,258174519.059,273051015.671,328540921.332,19.0,5.8452829248e+14,224,0.00738916256158,6.03921940129e-06,9.47328533535e-09,0.02125,0.0384615384615
203.0,-203.0,-203.0,-203.0,0.0,-203.0,-1e+200,319800285.28,20980433.1137,319634186.753,352982333.302,283524959.715,294516559.987,351046539.458,20.0,4.40178573636e+14,226,0.00738916256158,3.55248200076e-06,9.47328533535e-09,0.0125,0.0384615384615
203.0,-203.0,-210.0,-203.0,1300.0,-203.0,-1e+200,294771789.506,23627516.273,290749896.519,346161497.688,253896308.715,259925585.222,336169940.788,20.0,5.58259525233e+14,225,0.00738916256158,4.95215990906e-06,9.47328533535e-09,0.02125,0.0315384615385
203.0,-203.0,-203.0,-203.0,100.0,-203.0,-1e+200,306099222.688,22032583.0595,301667699.861,362810889.775,268417994.698,272988422.732,328795269.43,19.0,4.85434716274e+14,227,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,200.0,-203.0,-1e+200,304952955.745,11611192.9067,303999036.027,325101911.661,284834920.418,290848716.806,322387593.069,19.0,1.34819800716e+14,228,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,300.0,-203.0,-1e+200,301158319.234,20214611.0135,300440335.953,356159661.692,269136199.193,275198561.778,329493242.511,20.0,4.08630498426e+14,229,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,400.0,-203.0,-1e+200,296646136.154,18762771.802,289181827.212,333141538.138,273096169.029,274118853.626,324746222.647,18.0,3.52041605695e+14,230,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,500.0,-203.0,-1e+200,300095008.883,20181295.5229,302880759.727,338801335.116,266148378.472,270770941.662,331326260.508,19.0,4.07284688983e+14,231,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,600.0,-203.0,-1e+200,301110158.282,15516231.6861,305094091.797,325161461.438,267147878.963,279567076.545,319912051.024,17.0,2.40753445736e+14,232,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,700.0,-203.0,-1e+200,292454801.604,24508620.3186,294128850.862,354453661.27,256173415.443,258475121.513,324445001.882,20.0,6.0067246992e+14,233,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,800.0,-203.0,-1e+200,290682883.294,19800315.3804,292222076.418,326810198.813,260215337.388,262857193.66,321133897.761,20.0,3.92052489163e+14,234,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,900.0,-203.0,-1e+200,292610145.506,22942517.5264,284050016.213,351945179.46,264112237.348,265399930.346,327509814.733,20.0,5.26359110449e+14,235,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,1000.0,-203.0,-1e+200,291933310.668,24556524.776,291927386.713,366581738.8,252959889.257,256304297.489,316826655.535,20.0,6.03022909073e+14,236,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,1100.0,-203.0,-1e+200,282012885.741,19633271.457,280496523.48,322766017.421,238698132.823,260614838.132,319270683.387,20.0,3.85465348104e+14,237,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-203.0,-203.0,1200.0,-203.0,-1e+200,284967211.324,18915620.2369,285371233.889,315963950.218,253485417.43,253842891.957,310494809.132,20.0,3.57800688946e+14,238,0.00738916256158,4.19192876089e-06,9.47328533535e-09,0.0125,0.0453846153846
203.0,-203.0,-203.0,-203.0,1218.0,-203.0,-1e+200,284402602.468,19533013.1231,278458127.731,321126985.396,259793378.065,260551370.798,315697815.363,19.0,3.81538601668e+14,239,0.00738916256158,3.55248200076e-06,9.47328533535e-09,0.0125,0.0384615384615
203.0,-203.0,-200.0,-203.0,0.0,-203.0,-1e+200,303126050.071,18525813.4395,300916257.838,331397369.988,260896193.089,278554567.416,329674573.26,20.0,3.43205763594e+14,241,0.00738916256158,2.84198560061e-06,9.47328533535e-09,0.01,0.0384615384615
203.0,-203.0,-203.0,-203.0,1300.0,-203.0,-1e+200,289434191.266,18639397.8176,289382645.627,331426173.934,262868858.74,265634859.313,321135536.798,19.0,3.47427151001e+14,240,0.00738916256158,2.91303524062e-06,9.47328533535e-09,0.0125,0.0315384615385
203.0,-203.0,-200.0,-203.0,100.0,-203.0,-1e+200,301827566.26,25260983.7174,297745871.286,353439889.062,263727274.077,263912529.63,353212569.915,20.0,6.38117298372e+14,242,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,200.0,-203.0,-1e+200,301722112.847,18845849.8996,298366850.985,340985013.971,262788497.677,272859084.041,327025790.885,19.0,3.55166058437e+14,243,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,300.0,-203.0,-1e+200,302422446.687,18928363.5811,298323215.635,339349940.874,274522998.54,277268230.649,335183112.943,19.0,3.58282947859e+14,244,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,400.0,-203.0,-1e+200,292369914.539,18153470.1224,290006875.933,342090842.526,266895430.371,269063403.473,314076380.98,20.0,3.29548477487e+14,245,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,500.0,-203.0,-1e+200,301654708.306,21413135.398,303085300.329,341071853.478,257030709.972,271983107.956,327324008.431,20.0,4.58522367572e+14,246,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,291518227.417,17426865.7351,292775738.681,318562761.364,250213154.33,261122250.402,314750372.183,20.0,3.0369564935e+14,247,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,700.0,-203.0,-1e+200,283241563.043,23257216.6922,278923634.84,329420662.802,240689149.924,260282500.784,326302363.094,20.0,5.40898128269e+14,248,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,288403677.06,22064308.914,281638235.694,320180708.332,259286658.764,263131100.905,319435848.814,20.0,4.86833727851e+14,249,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,288980256.184,18319013.68,285411308.951,321606520.878,259933516.117,260494301.451,319453518.844,19.0,3.35586262208e+14,250,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,284612401.685,19727335.5855,285648350.791,320296517.889,254734625.303,256726621.152,311753907.405,19.0,3.89167769304e+14,251,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,287586038.262,22973838.0367,286527728.77,327588421.711,238593237.556,256268683.959,314548429.762,20.0,5.27797234135e+14,252,0.00738916256158,5.68397120121e-06,9.47328533535e-09,0.01,0.0769230769231
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,281672609.062,13861693.6716,283473488.342,310227035.71,256123814.161,258470769.119,298966836.817,20.0,1.92146551444e+14,253,0.00738916256158,3.35354300872e-06,9.47328533535e-09,0.01,0.0453846153846
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,279629052.868,23030393.2096,275273364.953,326316428.719,245557566.505,250732153.131,320242277.239,20.0,5.30399011388e+14,254,0.00738916256158,2.84198560061e-06,9.47328533535e-09,0.01,0.0384615384615
203.0,-203.0,-195.0,-203.0,0.0,-203.0,-1e+200,298983324.331,24620644.8035,303043708.54,349729066.571,259722358.447,265935274.863,335467426.498,18.0,6.06176150538e+14,256,0.00738916256158,3.55248200076e-06,9.47328533535e-09,0.0125,0.0384615384615
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,288915330.061,18745502.5568,286337531.872,320943610.643,256771608.1,261187330.672,316840494.689,20.0,3.51393866107e+14,255,0.00738916256158,2.3304281925e-06,9.47328533535e-09,0.01,0.0315384615385
203.0,-203.0,-195.0,-203.0,100.0,-203.0,-1e+200,297348943.116,16955550.9277,296211357.565,330444106.043,270214566.509,272805842.821,329309428.431,20.0,2.87490707262e+14,257,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,200.0,-203.0,-1e+200,289247355.378,16192960.1164,286402128.142,336452844.393,258600880.635,269737807.969,305799516.177,20.0,2.62211957333e+14,258,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,300.0,-203.0,-1e+200,294857735.675,23012624.9969,297439349.706,329859308.887,242900194.609,263754427.032,325874429.454,20.0,5.29580909249e+14,259,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,400.0,-203.0,-1e+200,286739826.775,20530633.0009,286339732.493,333822028.215,254948627.078,265100788.385,332945825.652,20.0,4.21506891419e+14,260,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,500.0,-203.0,-1e+200,292819387.044,20538413.5182,291697190.331,331872207.65,258501173.883,268852724.084,331073816.127,19.0,4.21826429846e+14,261,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,600.0,-203.0,-1e+200,283632846.868,21225343.2986,282609284.586,333863330.905,253489349.222,254789431.279,318690397.622,18.0,4.50515198143e+14,262,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,700.0,-203.0,-1e+200,280632154.182,23358137.081,280105021.917,345842171.514,243885510.065,253499269.745,320529109.644,20.0,5.45602567895e+14,263,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,800.0,-203.0,-1e+200,276610396.566,15621254.9193,275784503.057,304276876.615,248784350.65,251288496.482,302463665.9,20.0,2.44023605254e+14,264,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,900.0,-203.0,-1e+200,269926089.043,17955285.0455,271613383.157,306571985.063,234919887.105,240921056.334,294120383.378,20.0,3.22392261065e+14,265,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,1000.0,-203.0,-1e+200,276797543.462,16325813.0443,274195756.738,307869376.169,253532333.736,256719351.383,305308661.439,20.0,2.66532171557e+14,266,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,1100.0,-203.0,-1e+200,263560884.304,15733156.9236,258404633.905,294183191.044,242219360.788,244710047.549,288641626.005,18.0,2.47532226783e+14,267,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.0125,0.0769230769231
203.0,-203.0,-195.0,-203.0,1200.0,-203.0,-1e+200,270451301.212,19962463.3754,269538941.222,306352199.622,233595139.507,238746822.886,304088367.451,19.0,3.98499944016e+14,268,0.00738916256158,4.19192876089e-06,9.47328533535e-09,0.0125,0.0453846153846
203.0,-203.0,-190.0,-203.0,0.0,-203.0,-1e+200,288394757.306,23703796.1279,283811694.529,347825860.267,253650631.341,263836977.424,344363991.971,18.0,5.61869950873e+14,271,0.00738916256158,5.32872300114e-06,9.47328533535e-09,0.01875,0.0384615384615
203.0,-203.0,-195.0,-203.0,1218.0,-203.0,-1e+200,269418123.531,19836033.5549,271252283.549,308709098.018,239950921.127,240775791.33,296438950.486,20.0,3.93468227192e+14,269,0.00738916256158,3.55248200076e-06,9.47328533535e-09,0.0125,0.0384615384615
203.0,-203.0,-195.0,-203.0,1300.0,-203.0,-1e+200,272276729.989,20633677.2585,267740669.771,303369921.687,237350149.303,243362892.822,303087922.775,20.0,4.2574863721e+14,270,0.00738916256158,2.91303524062e-06,9.47328533535e-09,0.0125,0.0315384615385
203.0,-203.0,-190.0,-203.0,100.0,-203.0,-1e+200,285808875.269,19079313.0914,285160502.648,329421018.51,249645023.672,260796723.685,310486623.211,20.0,3.64020188039e+14,272,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,200.0,-203.0,-1e+200,291289713.447,20338237.2259,290115871.141,331193551.295,256685949.797,256839883.416,325048463.923,20.0,4.13643893457e+14,273,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,300.0,-203.0,-1e+200,281771997.221,22523232.1882,281568174.516,319267528.546,238952923.643,249966656.393,314591396.677,20.0,5.07295988206e+14,274,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,400.0,-203.0,-1e+200,273710305.35,21300639.0157,267685302.706,326334104.308,238334311.264,251230388.592,305954308.129,20.0,4.53717222478e+14,275,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,500.0,-203.0,-1e+200,282631429.568,18587738.0711,277549766.554,319623227.551,249333047.782,258454239.3,315266489.823,19.0,3.45504006602e+14,276,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,600.0,-203.0,-1e+200,279058592.846,18365356.4915,274991414.247,310426798.856,248688414.217,259259211.317,308036167.082,20.0,3.3728631906e+14,277,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,700.0,-203.0,-1e+200,276222110.892,17057647.0677,276612426.694,308771696.804,241435856.639,246709239.416,300338721.346,20.0,2.90963323487e+14,278,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,800.0,-203.0,-1e+200,270985125.195,14337060.3848,274403427.082,291300547.911,242578852.994,243599712.379,285887330.04,20.0,2.05551300478e+14,279,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,900.0,-203.0,-1e+200,268591280.311,18647350.5157,268262523.732,307910909.675,229969524.006,243461720.51,298790067.978,20.0,3.47723681256e+14,280,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,1000.0,-203.0,-1e+200,266768182.677,20741804.2286,261687899.388,307910426.292,230468510.259,241515211.056,300575371.166,20.0,4.30222442657e+14,281,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,1100.0,-203.0,-1e+200,271359493.716,20298502.2676,269044257.137,316976114.283,234542613.504,248701036.763,308669397.145,19.0,4.12029194306e+14,282,0.00738916256158,1.06574460023e-05,9.47328533535e-09,0.01875,0.0769230769231
203.0,-203.0,-190.0,-203.0,1200.0,-203.0,-1e+200,262574734.315,20468302.739,264246587.95,293794720.85,219652493.709,230033177.113,291567933.266,20.0,4.18951417014e+14,283,0.00738916256158,6.28789314134e-06,9.47328533535e-09,0.01875,0.0453846153846
203.0,-203.0,-180.0,-203.0,0.0,-203.0,-1e+200,276076380.585,17118183.1053,277992925.51,303099566.456,252955247.602,253512072.555,298070893.822,19.0,2.93032192828e+14,286,0.00738916256158,7.10496400152e-06,9.47328533535e-09,0.025,0.0384615384615
203.0,-203.0,-190.0,-203.0,1218.0,-203.0,-1e+200,270320043.547,13086412.6995,271512947.69,296096729.889,252104590.868,253895906.429,292266731.193,20.0,1.71254197342e+14,284,0.00738916256158,5.32872300114e-06,9.47328533535e-09,0.01875,0.0384615384615
203.0,-203.0,-190.0,-203.0,1300.0,-203.0,-1e+200,263687188.177,17851805.6221,267267086.269,302171677.325,239800042.387,243840284.928,291403956.584,19.0,3.1868696397e+14,285,0.00738916256158,4.36955286093e-06,9.47328533535e-09,0.01875,0.0315384615385
203.0,-203.0,-180.0,-203.0,100.0,-203.0,-1e+200,273547224.309,15879117.3919,271445563.316,309879002.265,245732265.455,253448639.684,298033888.783,20.0,2.52146369145e+14,287,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,200.0,-203.0,-1e+200,272511998.45,16564360.7742,274667817.341,311977705.571,244621191.541,250971882.151,296084117.409,20.0,2.74378047857e+14,288,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,300.0,-203.0,-1e+200,270374978.288,15352843.6093,270498803.149,294273192.815,248424781.124,248850338.266,293955655.52,19.0,2.35709806891e+14,289,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,400.0,-203.0,-1e+200,272765225.494,20434913.6787,268894391.057,322503573.029,245784268.324,248693224.265,303050338.786,20.0,4.17585697054e+14,290,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,500.0,-203.0,-1e+200,269203655.251,18365484.869,268436326.356,304551421.585,233953970.501,243981099.718,301977854.16,20.0,3.37291034475e+14,291,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,600.0,-203.0,-1e+200,257135613.898,18182091.1136,255143296.513,301792319.397,225678618.62,234992465.659,280500748.738,20.0,3.30588437265e+14,292,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,700.0,-203.0,-1e+200,259434686.792,15854447.7453,257334076.408,289050712.874,233586344.798,234455560.07,284655959.195,20.0,2.5136351331e+14,293,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,800.0,-203.0,-1e+200,256577418.359,16034715.1698,256826549.179,294472619.466,226871809.661,231925861.152,277643321.028,20.0,2.57112090576e+14,294,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
203.0,-203.0,-180.0,-203.0,900.0,-203.0,-1e+200,256955533.109,20561557.6745,253534082.913,297252402.452,225812081.456,227639906.832,292153133.249,20.0,4.22777654004e+14,295,0.00738916256158,1.4209928003e-05,9.47328533535e-09,0.025,0.0769230769231
