SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-Charger_capacity
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,309916833.984,1780056.91741,310211937.959,312989604.231,306080224.077,306898368.024,312385652.992,20.0,3.16860262921e+12,11,0.0357142857143,0.05,4.6992481203e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-400.0,-195.0,1300.0,-203.0,-1e+200,311709726.941,1563452.37731,311832711.847,314418054.106,308977161.303,309266535.268,314316719.798,20.0,2.44438333612e+12,12,0.0357142857143,0.041,3.85338345865e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,400.0,-203.0,-1e+200,293163004.725,1464823.033,293100954.512,296053554.495,290286369.77,290714539.201,295214609.842,20.0,2.14570651802e+12,14,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,300.0,-203.0,-1e+200,287539973.875,1537167.26906,287461019.669,290445457.004,285325004.038,285733979.119,290024185.473,20.0,2.36288321307e+12,13,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,295665504.251,1700226.94332,295527584.239,299046670.354,292446814.302,292492584.464,298186221.672,20.0,2.89077165878e+12,15,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,298765460.132,1499179.00234,298719421.689,302924658.619,296348496.131,296745045.121,301310051.147,20.0,2.24753768107e+12,16,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,300094343.551,2503542.16513,299848031.147,304668323.87,296486355.922,296660336.801,304242694.421,20.0,6.26772337257e+12,17,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,302271466.528,1885737.70624,302266011.706,305602034.51,299124617.457,299137452.007,305239606.892,20.0,3.55600669673e+12,18,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,303787313.932,2063511.78821,304326455.139,307526692.602,299252885.986,300409512.803,305602966.122,20.0,4.25808090007e+12,19,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,304170738.363,1780124.6543,303712010.649,307063554.762,300490833.113,302121278.743,306921483.584,20.0,3.16884378485e+12,20,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,305231955.571,1962296.5128,305615563.363,308133550.19,302268303.675,302277100.144,308004567.564,20.0,3.85060760413e+12,21,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,306888260.033,1631471.59534,307049219.655,309135362.304,303897358.092,303913827.386,309043980.297,20.0,2.6616995664e+12,22,0.0714285714286,0.059,0.000110902255639,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,306630381.744,2522178.41728,306718115.374,313585981.912,302829739.162,303309495.441,310182341.55,20.0,6.3613839686e+12,23,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-380.0,-195.0,1300.0,-203.0,-1e+200,307396712.881,2213274.30288,307138469.31,312293261.552,304683965.36,304693373.789,312063411.776,20.0,4.89858313977e+12,24,0.0714285714286,0.041,7.70676691729e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,300.0,-203.0,-1e+200,287087134.38,1846622.93366,287008811.222,290668495.187,283912803.953,283918691.872,290294812.992,20.0,3.41001625913e+12,25,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,290383304.415,1648943.53497,290348217.428,292749174.933,287392460.583,287925926.389,292682480.348,20.0,2.7190147815e+12,26,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,293600748.729,2334612.83415,293540862.212,300853722.829,289774901.11,290742236.285,296174569.247,20.0,5.45041708536e+12,27,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,294861624.057,1547982.085,295197797.632,298220803.702,291420464.084,292358205.009,296720636.755,20.0,2.39624853549e+12,28,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,297262145.398,1925612.63522,297236489.069,301513299.342,294362583.449,294475139.388,300644870.624,20.0,3.70798402091e+12,29,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,298231033.332,1872628.50704,298278431.047,301501198.787,294649900.869,295493821.225,301131777.352,20.0,3.50673752538e+12,30,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,299100824.135,1741193.96256,298938255.003,303003685.164,295879343.475,296838279.17,302636240.983,20.0,3.03175641527e+12,31,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,300088732.995,2083752.79982,299782287.098,304403777.421,295603582.146,297432421.127,304392259.356,20.0,4.34202573075e+12,32,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,301509989.476,2137532.71716,301408267.42,305480849.111,297884466.805,298101881.29,304420955.537,20.0,4.56904611695e+12,33,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,302114192.338,1908403.80305,301862361.281,305751693.362,298784894.096,299111139.175,305653747.588,20.0,3.6420050755e+12,34,0.0714285714286,0.059,0.000110902255639,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,302473943.653,1568547.72694,302506866.247,305749340.058,299497204.444,300492803.098,305744751.616,20.0,2.46034197168e+12,35,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,302782096.237,1595292.28143,302513829.601,306748096.803,300776431.055,301096040.697,304829936.759,20.0,2.5449574632e+12,36,0.0714285714286,0.041,7.70676691729e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,284815745.907,2281722.27151,284894283.884,288519813.302,280940451.949,281014309.635,288518692.945,20.0,5.20625652432e+12,37,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,288691022.352,1805234.17787,288409793.371,293311933.1,285514688.465,286205865.149,290805083.766,20.0,3.25887043693e+12,38,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,290481044.652,2364250.52985,289941068.537,296089428.951,287587199.435,287776844.45,293916949.451,20.0,5.58968056791e+12,39,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,291937278.68,1843440.81443,291757996.26,296807242.596,289680343.932,289838289.028,294634564.365,20.0,3.3982740363e+12,40,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,292625844.944,1745877.77461,292006319.077,296413196.5,290539225.526,290663014.489,295734521.567,20.0,3.04808920387e+12,41,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,294974976.075,2044620.56392,295138919.27,298261517.489,290166105.327,292006569.704,297334421.623,20.0,4.18047325041e+12,42,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,295069552.948,1968023.02743,295331231.087,298476810.085,291079596.854,291925599.536,297870529.977,20.0,3.87311463648e+12,43,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,296194162.614,2312704.03681,296272496.02,300755191.62,292950313.589,292999891.18,299978701.833,20.0,5.34859996189e+12,44,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,295799181.794,2004250.35992,295631376.174,300610604.851,291374584.982,293394568.173,298755879.58,20.0,4.01701950523e+12,45,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,297319231.031,2017658.20561,297298856.47,301214955.055,293660150.4,294358136.695,300327894.823,20.0,4.07094463466e+12,46,0.0714285714286,0.059,0.000110902255639,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,296924622.74,1624019.67567,296526319.308,300382861.664,294942900.323,295169716.154,299838159.976,20.0,2.63743990695e+12,47,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,298775142.867,1709066.94313,298642596.514,302735268.274,295888040.691,296219651.601,301022162.069,20.0,2.92090981611e+12,48,0.0714285714286,0.041,7.70676691729e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,282561029.744,1380902.09182,282451365.052,285256640.382,280671426.493,280695414.062,284992654.913,17.0,1.90689058721e+12,49,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,285120076.082,1795232.78146,284828177.518,289262045.348,282114698.39,282917788.865,287877730.264,17.0,3.22286073965e+12,50,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,286561301.105,2064781.95289,286206334.104,289606284.943,282320070.617,283225365.824,289441711.327,17.0,4.26332451297e+12,51,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,288741561.837,1848615.65209,288595833.441,291752596.196,285560357.497,286147449.208,291479829.938,18.0,3.41737982916e+12,52,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,288597934.054,1749873.93346,288581961.76,293145746.69,285920301.053,286364350.162,291452034.924,19.0,3.062058783e+12,53,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,289812783.878,1304815.11292,290173592.934,291613651.356,287136271.707,287417744.622,291262873.676,19.0,1.7025424789e+12,54,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,290789104.814,2249935.21184,291322237.232,294363191.803,287152455.111,287447172.923,293392452.546,20.0,5.06220845746e+12,55,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,291638704.913,1934311.75203,291780115.992,294646282.117,287562441.596,288305568.669,294231529.782,19.0,3.74156195406e+12,56,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,291996180.988,2461973.84926,292130996.475,295982557.918,287856429.706,288868967.692,295327110.747,20.0,6.06131523442e+12,57,0.0714285714286,0.1,0.000187969924812,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,293310779.25,2062002.41395,293444043.776,298035462.893,288786250.918,291390243.468,295770734.982,19.0,4.25185395513e+12,58,0.0714285714286,0.059,0.000110902255639,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,292626797.619,1916905.19991,292361859.94,296564494.936,289405207.853,289765050.545,295752663.461,19.0,3.67452554545e+12,59,0.0714285714286,0.05,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,293281929.75,1857511.36544,293629682.772,296865994.931,289966462.441,290400473.063,296138921.603,20.0,3.45034847274e+12,60,0.0714285714286,0.041,7.70676691729e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,279336552.23,2189299.70137,278929451.903,283064420.412,275093061.926,276607284.658,282325224.884,20.0,4.79303318243e+12,61,0.0535714285714,0.05,7.04887218045e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,281582682.538,1769156.37657,281610728.463,283830237.733,276982795.0,279059201.699,283827636.0,20.0,3.12991428477e+12,62,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,282939792.967,2055223.92471,282802297.279,287330368.289,279537456.074,280018199.109,287014135.261,20.0,4.22394538072e+12,63,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,284431232.4,2150278.09824,284336165.454,288725501.056,279461788.766,281281257.925,287796457.618,20.0,4.62369589975e+12,65,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,284560725.801,2206283.45774,284866865.584,290120783.425,280364834.731,281745692.354,288007702.302,20.0,4.86768669591e+12,64,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,284312308.36,1497848.37398,284213691.225,287089219.4,281789461.389,282080583.631,286917540.53,20.0,2.24354975144e+12,66,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,286099491.055,2298869.53341,286076208.892,290732328.159,282252966.458,282668407.962,289193278.001,20.0,5.28480113165e+12,67,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,286979319.885,2271317.60537,286674931.042,291435054.163,282985401.756,283661608.51,290900866.678,20.0,5.15888366445e+12,68,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,286630100.891,1594936.28036,286442194.836,289567710.409,284251057.479,284457248.338,289186856.991,20.0,2.54382173842e+12,69,0.0535714285714,0.1,0.000140977443609,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,287062198.656,2219779.7556,286715962.507,291710941.331,284066234.366,284107026.079,290759820.966,20.0,4.92742216338e+12,70,0.0535714285714,0.059,8.31766917293e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,286977149.577,2545928.51654,287374642.761,291928473.08,281868401.601,282977439.23,290241589.821,20.0,6.48175201132e+12,71,0.0535714285714,0.05,7.04887218045e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,277297756.68,1614090.67796,277505266.54,280464582.122,274181494.406,274610526.535,279353545.803,20.0,2.60528871669e+12,73,0.0357142857143,0.05,4.6992481203e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,287759275.702,1978024.00391,287755397.021,292015779.389,284737045.394,284774450.899,291856767.4,20.0,3.91257896006e+12,72,0.0535714285714,0.041,5.78007518797e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,279490071.35,2083002.45235,279703875.445,284155363.639,276111140.759,276537690.259,281744828.438,20.0,4.33889921648e+12,74,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,280794341.462,1800857.55841,280497193.794,284144097.579,277119344.419,277925303.273,284018625.754,20.0,3.24308794567e+12,75,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,282285097.152,1872941.37974,282040920.03,285687508.181,279168893.868,279814636.69,285310601.704,19.0,3.50790941195e+12,76,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,282189153.026,1774450.65946,281945421.841,286464017.05,279586449.14,279837164.649,286323544.084,20.0,3.14867514285e+12,77,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,284529821.156,2318873.52661,284096448.19,288226369.698,280436830.214,280778650.715,287936092.485,20.0,5.37717443242e+12,79,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,282729334.146,1863876.82916,282326090.441,286390401.696,279788023.681,279865930.244,285658466.254,20.0,3.47403683429e+12,78,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,284199726.186,2024645.95467,284143029.814,287835239.793,280915591.694,280997343.953,286958927.51,20.0,4.09919124174e+12,80,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,283189023.906,1422800.77775,283357859.857,285790512.52,279654723.198,280796846.668,285524316.865,20.0,2.02436205315e+12,81,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,283683995.849,1987250.70661,283769771.416,287103473.086,280685282.32,281303158.052,286679160.448,20.0,3.94916537092e+12,82,0.0357142857143,0.059,5.54511278195e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,284431919.966,1782805.23355,284921796.243,288286057.958,280701863.289,281755383.039,286505426.439,20.0,3.17839450076e+12,83,0.0357142857143,0.05,4.6992481203e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,284760287.086,1833467.39476,285041500.19,288491563.929,281097370.677,282260945.868,287640570.695,20.0,3.36160268765e+12,84,0.0357142857143,0.041,3.85338345865e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,300.0,-203.0,-1e+200,276340714.755,2067977.66896,276983112.268,280119464.838,272704449.471,273905001.073,279378875.034,19.0,4.2765316393e+12,85,0.0357142857143,0.05,4.6992481203e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,276951358.216,1923422.1774,276867360.809,279777897.367,274008645.919,274390769.609,279746089.451,20.0,3.69955287251e+12,86,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,278156558.121,1623166.4982,277920927.845,280979887.902,274230307.846,276048952.398,280897774.326,20.0,2.63466948089e+12,87,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,279180999.01,2364663.07182,279442548.497,282641669.492,274545535.238,275650401.979,282366295.693,20.0,5.59163144324e+12,88,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,279026440.131,1952725.3809,278741535.41,283591472.223,275857444.347,276455787.626,282429499.55,20.0,3.81313641321e+12,89,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,279612234.907,2032244.2924,279321139.958,283709724.417,275470940.735,277171375.68,283367199.744,20.0,4.13001686399e+12,90,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,280951775.949,1841459.91192,280682556.888,284814190.323,277566819.961,278459032.506,283226558.09,20.0,3.39097460722e+12,91,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,280949173.661,2244236.23252,281034207.7,284760027.932,277560255.838,277807397.296,283828533.188,20.0,5.03659626738e+12,92,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,280644652.307,1449513.67709,281116118.184,282519994.44,277565155.349,278044378.247,282483222.498,20.0,2.10108990007e+12,93,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,280914396.036,1762507.87713,280709659.471,284780336.013,277898350.146,278855345.476,282766892.193,20.0,3.10643401694e+12,94,0.0357142857143,0.059,5.54511278195e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,280626338.039,1648835.71354,280406886.151,284595283.236,278344071.945,278453317.524,283131372.759,20.0,2.71865921024e+12,95,0.0357142857143,0.05,4.6992481203e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,281372903.979,2326716.14849,281085939.391,286850428.43,277695955.368,277850162.973,283911969.326,20.0,5.41360803563e+12,96,0.0357142857143,0.041,3.85338345865e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-270.0,-195.0,300.0,-203.0,-1e+200,274476477.01,1542673.22114,274257894.214,278198752.64,271542708.489,272740547.403,277230992.201,20.0,2.37984066723e+12,97,0.0357142857143,0.05,4.6992481203e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,275447998.33,2218225.17364,275549197.811,278614929.771,272166777.344,272274874.173,278595753.881,20.0,4.92052292099e+12,98,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,275620698.891,2010242.8447,275835592.791,278390742.981,272506706.677,272618702.301,278388444.59,20.0,4.04107629467e+12,99,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,276633848.521,2010650.08726,276177833.789,280365881.523,273083772.125,273290500.092,279753061.711,20.0,4.04271377338e+12,100,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,276855562.302,1786113.96352,276542069.491,281885727.592,274661124.883,274917139.258,279332020.894,20.0,3.19020309068e+12,101,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,277080700.095,1987418.44457,276546390.376,281889979.438,274848211.257,275233980.794,280647906.252,20.0,3.94983207381e+12,102,0.0357142857143,0.1,9.3984962406e-05,3.75939849624e-08,0.0263157894737
