SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-Charger_capacity
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,296391604.296,2086756.45265,296469723.195,299408396.343,293033118.726,293155420.421,298901723.341,15.0,4.35455249266e+12,0.05,0.0769230769231,21,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,400.0,-203.0,-1e+200,293244850.355,2234227.18498,293070084.461,296852041.446,289325888.553,289868652.301,296279611.13,14.0,4.99177111409e+12,0.05,0.0769230769231,20,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,298962981.601,1962412.42924,298979979.201,301970065.967,296173029.228,296568456.19,301594304.061,17.0,3.85106254245e+12,0.05,0.0769230769231,22,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,300928161.709,2634955.93751,301832959.334,304887885.497,295241233.139,296822860.886,304074320.443,17.0,6.94299279264e+12,0.05,0.0769230769231,23,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,301084877.083,1698147.80306,301230599.865,304270552.807,297827816.648,298425688.463,303843105.737,17.0,2.88370596103e+12,0.05,0.0769230769231,24,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,303730644.696,1825880.8507,303599631.451,307671745.628,300719230.622,300800821.024,306694740.872,19.0,3.33384088096e+12,0.05,0.0769230769231,25,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,304094404.09,2037377.65431,304219316.443,307981573.961,300712915.763,300942576.694,307064402.776,19.0,4.15090770627e+12,0.05,0.0769230769231,26,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,305376536.182,1463142.8457,305253065.361,308364440.179,302328670.027,302983198.585,307369683.498,20.0,2.14078698691e+12,0.05,0.0769230769231,27,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,306905203.237,2208949.07104,306544255.094,310549323.021,303365994.245,303465306.181,310086998.336,19.0,4.87945599844e+12,0.05,0.0453846153846,28,1.67677150436e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,0.0,-203.0,-1e+200,246911706.209,1986252.28988,246617627.191,250553904.65,244281450.871,244316937.906,249952293.154,20.0,3.94519815906e+12,0.05,0.0384615384615,31,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,307530604.196,2324121.24328,307501794.105,311812339.317,302834672.051,304106290.931,311171911.156,20.0,5.40153955345e+12,0.05,0.0384615384615,29,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,1300.0,-203.0,-1e+200,307325847.756,1938829.65125,307596776.703,310901406.128,304472726.163,304677603.183,310901238.1,18.0,3.75906041657e+12,0.05,0.0315384615385,30,1.16521409625e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,100.0,-203.0,-1e+200,264994090.425,2050000.09293,264874353.909,269223321.776,261370484.832,262075006.903,267997517.851,20.0,4.20250038101e+12,0.05,0.0769230769231,32,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,200.0,-203.0,-1e+200,280852781.628,2388990.39507,280324864.906,285158646.886,277369148.81,277594239.13,284249203.11,13.0,5.70727510776e+12,0.05,0.0769230769231,33,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,300.0,-203.0,-1e+200,286516631.22,1576232.27745,286750507.521,289204510.754,283613479.405,284126704.383,289111986.793,18.0,2.48450819247e+12,0.05,0.0769230769231,34,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,400.0,-203.0,-1e+200,291113715.578,2524619.81236,290862682.257,296816386.379,287183679.682,287701269.82,294427768.788,16.0,6.37370519695e+12,0.05,0.0769230769231,35,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,293212396.374,1998002.16427,293128558.282,297120948.841,289266690.761,290613499.343,296052596.857,16.0,3.99201264843e+12,0.05,0.0769230769231,36,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,295920857.125,1758517.79142,295459276.397,299056642.478,292617436.087,293733199.995,299041725.745,19.0,3.09238482274e+12,0.05,0.0769230769231,37,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,297509209.105,1707251.76431,297724119.265,300633733.058,293699589.939,295050141.77,299669370.22,17.0,2.91470858673e+12,0.05,0.0769230769231,38,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,297822440.409,1902985.75029,298207116.4,301015507.643,294619984.496,294998655.916,300320746.789,19.0,3.62135476581e+12,0.05,0.0769230769231,39,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,300082942.259,2302375.49974,300064202.752,304328301.124,296303364.478,296545883.153,303595096.385,20.0,5.30093294181e+12,0.05,0.0769230769231,40,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,301195861.776,1868180.83852,300727066.484,305068734.661,298350358.849,298515949.69,304574394.792,20.0,3.49009964542e+12,0.05,0.0769230769231,41,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,301151872.08,1725245.66178,301123864.407,304278936.106,298698377.601,299046594.416,304209477.487,20.0,2.97647259351e+12,0.05,0.0769230769231,42,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,302879156.122,1690594.35229,302980833.823,306558166.211,299965225.683,300942332.127,305664895.256,19.0,2.85810926401e+12,0.05,0.0453846153846,43,1.67677150436e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,0.0,-203.0,-1e+200,247667918.874,2529493.22541,247132798.315,252213848.912,243676898.396,244419868.081,250939650.232,20.0,6.39833597739e+12,0.05,0.0384615384615,46,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,302907797.657,2518000.0391,302058896.023,307167564.054,299709769.204,299975773.357,306476342.026,19.0,6.34032419692e+12,0.05,0.0384615384615,44,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,304632128.047,2198063.27421,304519246.372,308244766.432,300214240.981,301455025.613,308062160.054,19.0,4.83148215741e+12,0.05,0.0315384615385,45,1.16521409625e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,100.0,-203.0,-1e+200,266517234.404,1277028.70271,266453051.003,269014404.851,263605499.364,264431335.717,267857214.013,20.0,1.63080230756e+12,0.05,0.0769230769231,47,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,200.0,-203.0,-1e+200,279010288.37,2371592.74032,278807900.327,282649613.589,274070321.503,275838259.21,282200942.269,15.0,5.62445212594e+12,0.05,0.0769230769231,48,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,300.0,-203.0,-1e+200,284415864.635,1506017.78179,284871797.115,285730406.064,280665085.593,281901859.219,285684402.92,10.0,2.26808955908e+12,0.05,0.0769230769231,49,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,400.0,-203.0,-1e+200,287638460.215,2470990.62495,287486543.026,292879051.959,284216911.401,284798569.7,291016203.155,12.0,6.10579466857e+12,0.05,0.0769230769231,50,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,500.0,-203.0,-1e+200,290652442.153,2635396.85218,290218679.564,294961940.375,286517160.227,286674930.039,294097477.665,16.0,6.94531656849e+12,0.05,0.0769230769231,51,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,291217323.762,1477832.05281,291309282.748,295112028.202,287575646.569,289378869.346,292895591.6,18.0,2.18398757633e+12,0.05,0.0769230769231,52,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,700.0,-203.0,-1e+200,294138919.115,1635197.20687,293751484.827,298536270.686,291567889.226,292366480.853,296669083.522,17.0,2.67386990537e+12,0.05,0.0769230769231,53,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,295097663.095,2351245.71508,294639419.752,299586449.746,289809447.771,291973987.436,298201225.496,18.0,5.52835641268e+12,0.05,0.0769230769231,54,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,295091765.79,2033161.79404,294965336.509,299252446.874,292441871.449,292532036.114,298653685.26,18.0,4.13374688076e+12,0.05,0.0769230769231,55,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,296897757.689,2036568.40309,296932674.01,300405529.748,293559940.763,294134741.7,300294463.05,19.0,4.14761086045e+12,0.05,0.0769230769231,56,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,297655113.307,2065685.15642,297680430.665,302002869.773,294861766.905,295073555.309,301999521.912,19.0,4.26705516545e+12,0.05,0.0769230769231,57,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,297845449.807,2168327.58772,297572360.119,302483898.725,294350869.415,294910409.877,301914300.041,20.0,4.70164452768e+12,0.05,0.0453846153846,58,1.67677150436e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,298109893.196,1948280.7369,297837403.073,302408568.052,295358813.104,295694449.202,300947093.017,19.0,3.79579782979e+12,0.05,0.0384615384615,59,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,0.0,-203.0,-1e+200,249276591.167,1729074.75997,249392862.905,252285989.001,246819799.701,247000169.629,251908556.68,20.0,2.98969952556e+12,0.05,0.0384615384615,61,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,297683577.442,1582761.58243,297964610.842,300367003.224,294409460.359,294816892.97,299933038.305,19.0,2.50513422681e+12,0.05,0.0315384615385,60,1.16521409625e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,100.0,-203.0,-1e+200,267973420.918,1834237.5465,267663978.669,272845037.006,265034598.51,265722422.257,270956371.45,19.0,3.36442737699e+12,0.05,0.0769230769231,62,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,282685125.386,2014913.14159,282533017.823,285626015.396,280277659.596,280437953.417,285275063.246,6.0,4.05987496815e+12,0.05,0.0769230769231,64,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,200.0,-203.0,-1e+200,277215427.551,1132516.63425,277519057.919,278250749.765,275126517.566,275559647.757,278192598.276,6.0,1.28259392686e+12,0.05,0.0769230769231,63,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,400.0,-203.0,-1e+200,285837916.775,2016255.46806,286085058.471,288366412.379,282839786.901,283043486.819,288352802.587,10.0,4.06528611247e+12,0.05,0.0769230769231,65,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,500.0,-203.0,-1e+200,286014541.775,1169680.37616,286131331.003,287534738.55,283620792.358,284383035.175,287448009.529,12.0,1.36815218238e+12,0.05,0.0769230769231,66,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,287928556.179,1381615.55209,287678684.46,290340459.992,285882381.912,286338864.578,290140097.516,14.0,1.90886153378e+12,0.05,0.0769230769231,67,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,700.0,-203.0,-1e+200,289237245.271,1702180.16957,289356932.466,292149359.777,284933094.135,286616396.387,291324912.459,16.0,2.89741732969e+12,0.05,0.0769230769231,68,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,291029058.643,1785200.41295,290401641.018,295161540.165,288818958.951,289522641.08,294694398.147,17.0,3.18694051439e+12,0.05,0.0769230769231,69,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,290288700.801,2044418.28295,290471395.217,294210482.893,286428489.799,287809267.151,293992123.571,16.0,4.17964611567e+12,0.05,0.0769230769231,70,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,291860263.027,2149912.87812,291554235.419,294824408.859,288515762.469,288749923.323,294482200.918,19.0,4.6221253835e+12,0.05,0.0769230769231,71,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,292762048.805,1887091.64845,293212094.451,296117536.195,290336714.565,290405851.018,295853702.915,13.0,3.56111488966e+12,0.05,0.0769230769231,72,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,292876178.58,2233648.86716,293069409.552,295786556.791,289217822.052,289528510.624,295782459.356,15.0,4.98918726175e+12,0.05,0.0453846153846,73,1.67677150436e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,292808910.812,1707590.24253,292781484.315,296825800.33,290017027.263,290286110.54,296478399.831,19.0,2.9158644364e+12,0.05,0.0384615384615,74,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,0.0,-203.0,-1e+200,250569146.611,1625894.25371,250948360.26,253972563.727,247770527.191,247927519.067,253336475.301,20.0,2.64353212423e+12,0.0375,0.0384615384615,76,1.06574460023e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,293765339.324,1922369.64261,293381422.051,296905324.537,288798216.949,291551669.766,296853928.586,17.0,3.69550504285e+12,0.05,0.0315384615385,75,1.16521409625e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,100.0,-203.0,-1e+200,268383414.161,1659296.74453,268096981.393,271431210.673,264628284.09,266283911.399,271315637.204,20.0,2.7532656864e+12,0.0375,0.0769230769231,77,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,200.0,-203.0,-1e+200,275788666.711,1830916.99318,275290477.782,277755168.895,273519585.161,273613115.562,277750729.591,7.0,3.3522570359e+12,0.0375,0.0769230769231,78,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,279904024.817,300993.469612,279805695.879,280241885.725,279664492.847,279678613.151,280198266.74,3.0,90597068749.2,0.0375,0.0769230769231,79,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,400.0,-203.0,-1e+200,281802998.568,1480510.65577,281016777.521,283713314.697,280438032.525,280568406.775,283703375.927,6.0,2.19191180185e+12,0.0375,0.0769230769231,80,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,500.0,-203.0,-1e+200,282283921.221,1909621.22115,282098235.922,285387352.758,279579428.297,279857509.029,284964170.527,10.0,3.64665320827e+12,0.0375,0.0769230769231,81,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,284026475.188,2026967.74418,283725607.249,288015567.284,281732194.127,281843575.538,287157062.668,8.0,4.10859823593e+12,0.0375,0.0769230769231,82,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,700.0,-203.0,-1e+200,285013210.098,2640909.08346,285258570.494,289173056.328,281487233.298,281745789.974,288430017.773,8.0,6.97440078711e+12,0.0375,0.0769230769231,83,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,286604656.11,1486542.67439,286490256.725,289455194.944,284495409.779,284911694.026,289142924.664,11.0,2.20980912279e+12,0.0375,0.0769230769231,84,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,286176900.102,1496231.99773,286276250.066,287626458.603,283595338.362,284134337.704,287603785.898,6.0,2.23871019103e+12,0.0375,0.0769230769231,85,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,287194395.046,2565066.0006,287761118.53,291054685.798,282362845.59,282872696.567,290145953.927,11.0,6.57956358744e+12,0.0375,0.0769230769231,86,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,287225056.111,2526348.21159,287403091.126,291881514.699,284234348.19,284304363.328,291194892.572,9.0,6.38243528619e+12,0.0375,0.0769230769231,87,2.13148920045e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,288425942.494,1796817.46676,288801372.811,290908578.309,285500413.817,285763477.816,290700897.878,10.0,3.22855300885e+12,0.0375,0.0453846153846,88,1.25757862827e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,288497390.851,1575049.14404,288693786.074,290900565.427,286391680.724,286576196.5,290628865.092,8.0,2.48077980613e+12,0.0375,0.0384615384615,89,1.06574460023e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,0.0,-203.0,-1e+200,250366241.921,2270520.33447,250523111.683,254358787.156,246496680.927,246508109.699,253332457.111,20.0,5.15526258924e+12,0.025,0.0384615384615,91,7.10496400152e-06,9.47328533535e-09,0.00738916256158
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,288657060.152,2365222.46009,288483042.602,291473053.877,285638432.841,285848411.861,291424015.256,7.0,5.59427728574e+12,0.0375,0.0315384615385,90,8.73910572186e-06,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,100.0,-203.0,-1e+200,268162520.746,1813900.69864,268042173.038,273005474.841,265616053.728,265746328.269,270534836.825,19.0,3.29023574454e+12,0.025,0.0769230769231,92,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,200.0,-203.0,-1e+200,275448159.174,1775679.47094,275975994.736,277764846.727,273465934.581,273545259.845,277446169.166,5.0,3.15303758351e+12,0.025,0.0769230769231,93,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,300.0,-203.0,-1e+200,277333091.086,763287.813286,277192500.905,278382980.631,276564381.903,276645561.053,278217447.372,4.0,582608285911.0,0.025,0.0769230769231,94,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,400.0,-203.0,-1e+200,281123667.122,1710643.6734,281465540.465,282678614.222,278884973.337,279160032.394,282608679.171,4.0,2.92630177736e+12,0.025,0.0769230769231,95,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,500.0,-203.0,-1e+200,281338641.481,2210080.0504,281098621.791,284261117.817,278596060.985,278790406.021,284240638.398,7.0,4.88445382919e+12,0.025,0.0769230769231,96,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,600.0,-203.0,-1e+200,282676946.623,1566304.75192,282884058.739,285020311.318,279760637.161,280463438.06,284449792.321,7.0,2.4533105759e+12,0.025,0.0769230769231,97,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,700.0,-203.0,-1e+200,282025253.218,2478968.06937,282596976.453,284338084.089,278568975.877,279099151.803,284150942.105,4.0,6.14528268896e+12,0.025,0.0769230769231,98,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,800.0,-203.0,-1e+200,283367126.457,1064902.71277,283427071.477,284630463.28,281753734.983,282029090.242,284483140.877,5.0,1.13401778767e+12,0.025,0.0769230769231,99,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,900.0,-203.0,-1e+200,283412926.55,2190689.23856,283982123.949,286108824.8,280808848.187,280848824.327,285894955.496,7.0,4.79911933993e+12,0.025,0.0769230769231,100,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-290.0,-203.0,1000.0,-203.0,-1e+200,285013104.491,1647644.74363,285306437.508,286928335.326,282883997.924,282990514.531,286817951.691,8.0,2.71473320121e+12,0.025,0.0769230769231,101,1.4209928003e-05,9.47328533535e-09,0.00738916256158
