SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-Charger_capacity
203.0,-203.0,-400.0,-203.0,0.0,-203.0,-1e+200,243747135.629,2317723.38488,243578046.455,247520816.549,239905045.987,240832334.165,247433122.532,20.0,5.3718416888e+12,0.025,0.0384615384615,1,7.10496400152e-06,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,100.0,-203.0,-1e+200,263337572.865,1864489.36972,263195563.23,266597002.04,259722870.43,260295839.001,265963071.851,20.0,3.4763206098e+12,0.025,0.0769230769231,2,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,200.0,-203.0,-1e+200,281366054.778,1680337.37256,281594237.684,283945506.916,277679088.372,278725407.946,283339442.508,15.0,2.82353368561e+12,0.025,0.0769230769231,3,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,300.0,-203.0,-1e+200,289197725.947,2533345.55052,288591327.646,294871407.184,286383357.024,286667889.891,293229379.879,10.0,6.41783967833e+12,0.025,0.0769230769231,4,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,400.0,-203.0,-1e+200,294887033.613,1853568.95829,295333015.954,296942907.435,290585740.693,291924844.5,296673556.395,13.0,3.43571788312e+12,0.025,0.0769230769231,5,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,600.0,-203.0,-1e+200,300940509.277,2105641.7058,301007946.102,305105522.336,296804708.442,298511318.17,304845877.665,17.0,4.4337269932e+12,0.025,0.0769230769231,7,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,500.0,-203.0,-1e+200,297943779.801,1817061.14875,297608755.627,301945828.919,294375064.561,295714672.152,301284648.352,17.0,3.3017112183e+12,0.025,0.0769230769231,6,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,700.0,-203.0,-1e+200,302782077.841,2207894.26847,302539418.553,307307134.6,298756359.532,299377310.359,306062289.85,19.0,4.87479710075e+12,0.025,0.0769230769231,8,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,305350708.467,1960382.47712,305267456.126,309596366.701,302157189.612,302593112.436,308034190.956,18.0,3.84309945661e+12,0.025,0.0769230769231,9,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,900.0,-203.0,-1e+200,307189223.049,1760558.22213,306957594.238,309701941.194,303812434.67,304274161.327,309206312.55,18.0,3.09956525351e+12,0.025,0.0769230769231,10,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,308792241.225,1649188.1976,308525102.449,312798297.314,306099146.644,306810664.764,311438808.388,18.0,2.71982171112e+12,0.025,0.0769230769231,11,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,1100.0,-203.0,-1e+200,309515358.9,1812964.33608,308986639.512,313200346.496,307205089.61,307644175.941,312767649.057,20.0,3.28683968389e+12,0.025,0.0769230769231,12,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,1200.0,-203.0,-1e+200,310192597.694,1851270.93724,310642207.907,313016414.526,306486013.0,307066781.67,312062759.924,20.0,3.42720408307e+12,0.025,0.0453846153846,13,8.38385752179e-06,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,310221206.91,2268999.90349,310172187.949,313746228.421,305534574.842,307352486.197,313543472.422,19.0,5.14836056203e+12,0.025,0.0384615384615,14,7.10496400152e-06,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,0.0,-203.0,-1e+200,244745672.793,1640178.70148,245307725.714,247425939.513,240969042.699,242113637.966,246335378.501,20.0,2.69018617277e+12,0.05,0.0384615384615,16,1.4209928003e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,100.0,-203.0,-1e+200,263970562.991,2091611.05874,263766652.817,268461023.55,259352861.971,261791917.087,266625511.426,20.0,4.37483682106e+12,0.05,0.0769230769231,17,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-400.0,-203.0,1300.0,-203.0,-1e+200,311944461.045,1905744.13793,312351431.043,315032420.68,307827101.187,308563591.416,313974968.54,19.0,3.63186071926e+12,0.025,0.0315384615385,15,5.82607048124e-06,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,200.0,-203.0,-1e+200,281255904.938,1636814.90832,281017029.061,284226267.448,279015788.289,279189589.606,284041851.285,16.0,2.6791630441e+12,0.05,0.0769230769231,18,2.84198560061e-05,9.47328533535e-09,0.00738916256158
203.0,-203.0,-380.0,-203.0,300.0,-203.0,-1e+200,288407881.429,1361381.16149,288251299.375,291493764.8,286052728.402,286167447.757,290137242.628,17.0,1.85335866686e+12,0.05,0.0769230769231,19,2.84198560061e-05,9.47328533535e-09,0.00738916256158
