,case,HTSE_capacity,H2_storage_capacity,H2_market_capacity,mean_NPV,dNPV
0,IL_Nominal_Default,9.999823191719999e-11,0.0,-9.999823191719999e-11,-11231832834.4,-31832834.39999962
