iteration,accepted,H2_storage_capacity,H2_market_capacity,Secondary_capacity,E_Penalty_capacity,IES_delta_cap,NPP_bid_adjust,mean_NPV
0.0,first,50000.0,-1.0,10000.0,-10000.0,0.25,5000.0,-198383731.182
1.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,6121.81317248,0.0
2.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,6121.81317248,0.0
3.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,6121.81317248,0.0
4.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,6121.81317248,0.0
5.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,6121.81317248,0.0
