,case,HTSE_capacity,H2_storage_capacity,H2_market_capacity,mean_NPV,dNPV
0,IL_Nominal_LNHR,9.999823191719999e-11,0.0,-9.999823191719999e-11,-11187222801.1,13223083.899999619
