price_fft_frequency,price_fft_period,price_fft_amplitude
0.0,inf,384562.86
0.00011415525114155251,8760.0,22944.2320285
0.00022831050228310502,4380.0,-28146.3652846
0.00034246575342465754,2920.0,-19006.8824269
0.00045662100456621003,2190.0,-18840.1358037
0.0005707762557077625,1752.0,-13913.2146647
0.0006849315068493151,1460.0,-1578.41723051
0.0007990867579908675,1251.42857143,5915.28465505
0.0009132420091324201,1095.0,7914.03502384
0.0010273972602739725,973.333333333,1101.02237372
0.001141552511415525,876.0,-4783.87158437
0.0012557077625570776,796.363636364,-9261.94073955
0.0013698630136986301,730.0,-7809.85627637
0.0014840182648401827,673.846153846,2066.18223718
0.001598173515981735,625.714285714,6429.59144044
0.0017123287671232876,584.0,-6829.38773617
0.0018264840182648401,547.5,5854.75326525
0.0019406392694063927,515.294117647,11137.7982578
0.002054794520547945,486.666666667,-200.632353686
0.0021689497716894978,461.052631579,-10125.0811192
0.00228310502283105,438.0,2375.75302964
0.002397260273972603,417.142857143,-11588.6871968
0.002511415525114155,398.181818182,-10005.8705894
0.0026255707762557075,380.869565217,10063.357527
0.0027397260273972603,365.0,5823.08465706
0.0028538812785388126,350.4,2877.76270108
0.0029680365296803654,336.923076923,-889.161790288
0.0030821917808219177,324.444444444,-3829.85440288
0.00319634703196347,312.857142857,-7067.19124509
0.003310502283105023,302.068965517,-5242.03262086
0.003424657534246575,292.0,8565.31104685
0.003538812785388128,282.580645161,5451.68593457
0.0036529680365296802,273.75,6647.00731243
0.0037671232876712326,265.454545455,6794.92065558
0.0038812785388127853,257.647058824,-6953.70943906
0.003995433789954338,250.285714286,1180.68556326
0.00410958904109589,243.333333333,-7097.35895601
0.004223744292237443,236.756756757,1976.69240828
0.0043378995433789955,230.526315789,6601.69936449
0.004452054794520548,224.615384615,-2024.11624202
0.0045662100456621,219.0,-12367.6200425
0.0046803652968036525,213.658536585,-10995.3768823
0.004794520547945206,208.571428571,-6878.44060234
0.004908675799086758,203.720930233,4523.53365973
0.00502283105022831,199.090909091,1658.02733671
0.005136986301369863,194.666666667,2808.86205663
0.005251141552511415,190.434782609,3157.07063066
0.005365296803652968,186.382978723,3637.17718831
0.005479452054794521,182.5,-11102.5105426
0.005593607305936073,178.775510204,-6773.00803783
0.005707762557077625,175.2,1932.65653357
0.005821917808219178,171.764705882,-6888.46239493
0.005936073059360731,168.461538462,-9562.34738644
0.006050228310502283,165.283018868,856.734171709
0.0061643835616438354,162.222222222,-12474.4272926
0.006278538812785388,159.272727273,-2748.1923753
0.00639269406392694,156.428571429,2440.17441497
0.006506849315068493,153.684210526,5854.9547563
0.006621004566210046,151.034482759,-2971.42880392
0.006735159817351598,148.474576271,2566.95717938
0.00684931506849315,146.0,5855.32788566
0.006963470319634703,143.606557377,2162.20073479
0.007077625570776256,141.290322581,5382.95858145
0.007191780821917808,139.047619048,-2987.55845395
0.0073059360730593605,136.875,-5135.01364015
0.007420091324200913,134.769230769,-2051.90894756
0.007534246575342465,132.727272727,-7920.70453732
0.007648401826484018,130.746268657,-2954.64733093
0.007762557077625571,128.823529412,3607.59608316
0.007876712328767124,126.956521739,-1797.08593957
0.007990867579908675,125.142857143,647.740039573
0.008105022831050229,123.38028169,-5977.68710306
0.00821917808219178,121.666666667,-10920.3003706
0.008333333333333333,120.0,7777.44524347
0.008447488584474886,118.378378378,2024.47790285
0.008561643835616438,116.8,869.524148764
0.008675799086757991,115.263157895,10343.3287341
0.008789954337899543,113.766233766,9271.37999064
0.008904109589041096,112.307692308,1295.86260269
0.009018264840182649,110.886075949,-2373.66893068
0.0091324200913242,109.5,-3288.27357669
0.009246575342465754,108.148148148,-5064.6670561
0.009360730593607305,106.829268293,1243.53405417
0.009474885844748858,105.542168675,3181.86823562
0.009589041095890411,104.285714286,1103.5594704
0.009703196347031963,103.058823529,3183.33974793
0.009817351598173516,101.860465116,-2713.59207634
0.009931506849315068,100.689655172,-225.130614179
0.01004566210045662,99.5454545455,804.531242738
0.010159817351598174,98.4269662921,2586.31242219
0.010273972602739725,97.3333333333,7496.95645589
0.010388127853881279,96.2637362637,1273.45083763
0.01050228310502283,95.2173913043,402.343302388
0.010616438356164383,94.1935483871,3926.19389544
0.010730593607305937,93.1914893617,238.446645145
0.010844748858447488,92.2105263158,3146.95734729
0.010958904109589041,91.25,2630.40966147
0.011073059360730593,90.3092783505,-7419.89048804
0.011187214611872146,89.387755102,1742.40314505
0.011301369863013699,88.4848484848,3233.02255533
0.01141552511415525,87.6,348.82276428
0.011529680365296804,86.7326732673,-5290.86615887
0.011643835616438355,85.8823529412,-1748.68900631
0.011757990867579908,85.0485436893,5070.36848491
0.011872146118721462,84.2307692308,8732.24745405
0.011986301369863013,83.4285714286,2687.13043955
0.012100456621004566,82.641509434,893.244437313
0.012214611872146118,81.8691588785,-3408.95579121
0.012328767123287671,81.1111111111,6856.22228663
0.012442922374429224,80.3669724771,1173.0760473
0.012557077625570776,79.6363636364,-8832.95094879
0.012671232876712329,78.9189189189,-6270.42378328
0.01278538812785388,78.2142857143,-77.1004555942
0.012899543378995433,77.5221238938,-2473.05101237
0.013013698630136987,76.8421052632,-2097.98835492
0.013127853881278538,76.1739130435,4784.25645584
0.013242009132420091,75.5172413793,-2659.12112991
0.013356164383561643,74.8717948718,76.0967416415
0.013470319634703196,74.2372881356,7578.5959434
0.01358447488584475,73.6134453782,-4071.53278937
0.0136986301369863,73.0,3.249129801
0.013812785388127854,72.3966942149,2231.7535292
0.013926940639269405,71.8032786885,-4001.60045006
0.014041095890410958,71.2195121951,39.1636841458
0.014155251141552512,70.6451612903,-1558.5459876
0.014269406392694063,70.08,-2639.45609105
0.014383561643835616,69.5238095238,1093.15291658
0.014497716894977168,68.9763779528,632.824387302
0.014611872146118721,68.4375,47.1688052529
0.014726027397260274,67.9069767442,-5147.00670154
0.014840182648401826,67.3846153846,-1861.54839554
0.014954337899543379,66.8702290076,2187.64956044
0.01506849315068493,66.3636363636,2727.40019714
0.015182648401826484,65.8646616541,2470.78835909
0.015296803652968037,65.3731343284,744.622086024
0.015410958904109588,64.8888888889,2791.42141429
0.015525114155251141,64.4117647059,-3880.10033711
0.015639269406392695,63.9416058394,-3563.84490668
0.015753424657534248,63.4782608696,-2137.57227973
0.015867579908675798,63.0215827338,-7246.98201351
0.01598173515981735,62.5714285714,-3096.28733764
0.016095890410958904,62.1276595745,1001.96336891
0.016210045662100457,61.6901408451,-4601.10779539
0.01632420091324201,61.2587412587,-3618.67865415
0.01643835616438356,60.8333333333,-508.450601825
0.016552511415525113,60.4137931034,-1297.32189718
0.016666666666666666,60.0,4579.77351503
0.01678082191780822,59.5918367347,2458.38734694
0.016894977168949773,59.1891891892,695.890755259
0.017009132420091323,58.7919463087,144.386074726
0.017123287671232876,58.4,4246.07375297
0.01723744292237443,58.0132450331,-792.697049854
0.017351598173515982,57.6315789474,-1978.58107015
0.017465753424657535,57.2549019608,1349.69360942
0.017579908675799085,56.8831168831,-4162.21912725
0.01769406392694064,56.5161290323,-1638.36675257
0.01780821917808219,56.1538461538,-2210.51794501
0.017922374429223745,55.7961783439,-4084.96040607
0.018036529680365298,55.4430379747,-177.243678034
0.018150684931506848,55.0943396226,-3249.95077779
0.0182648401826484,54.75,3114.1084793
0.018378995433789954,54.4099378882,5047.2505819
0.018493150684931507,54.0740740741,-4842.46210491
0.01860730593607306,53.7423312883,65.805905221
0.01872146118721461,53.4146341463,2469.66260694
0.018835616438356163,53.0909090909,3080.99524625
0.018949771689497717,52.7710843373,1978.78547637
0.01906392694063927,52.4550898204,-979.121971593
0.019178082191780823,52.1428571429,6397.63178303
0.019292237442922373,51.8343195266,-3303.30757499
