Case,Turbine (kWe),HTSE (kWe),"FT (Fischer-Tropsch), (kg-H_{2})","CO2 Source, (kg/h)","H2 Storage, (kg)",Mean NPV (M $USD)
"PJM ARMA based
 varying electricity prices",750000.0,-738672.743283,0.0,8.27738848531e+49,32279.814188,471933.148012
