iteration,accepted,Additional_NPP_capacity,turbine_capacity,grid_capacity,NPP_unused_capacity,H2_storage_capacity,ETES_storage_capacity,Hitec_XL_storage_capacity,Dowtherm_A_storage_capacity,Li_ion_storage_capacity,mean_NPV
15.0,rejected,1.48890189602,200.0,100.0,-100.0,1.02684449559,0.0,0.0,3.40829451243,0.0,45706433371.3
16.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48941783725.5
17.0,rejected,2.53673047101,200.0,100.0,-100.0,0.515656556819,0.0,0.0,4.15199393416,0.0,46585337079.1
18.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,47798030456.6
19.0,rejected,3.39095114501,200.0,100.0,-100.0,0.147213474141,0.0340628561884,0.0,4.71641618468,0.0,47917436045.4
20.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48289688966.4
21.0,rejected,3.8447421928,200.0,100.0,-100.0,0.215857966631,0.110797128464,0.158656243717,4.75886485323,0.290226728659,47979436392.4
22.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48355776509.8
23.0,rejected,3.87254097545,200.0,100.0,-100.0,0.215251515952,0.0374286016781,0.115001074193,4.60898739227,0.0865624431205,49040523903.9
24.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48763107281.8
25.0,rejected,3.78374926173,200.0,100.0,-100.0,0.238726099187,0.00240585692609,0.0114040078269,4.64220258683,0.0,48235508334.4
26.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48708171017.9
27.0,rejected,3.73551932395,200.0,100.0,-100.0,0.255234109607,0.0,0.0,4.65082997282,0.0,48504579972.6
28.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48773541496.0
29.0,rejected,3.73245878235,200.0,100.0,-100.0,0.23216729917,0.0,0.0,4.64290684612,0.0,48645058886.9
30.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48524184321.7
31.0,rejected,3.73410869215,200.0,100.0,-100.0,0.228599110704,0.0,0.00345132151067,4.63788190957,0.0,48555992184.0
32.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48159243738.0
33.0,rejected,3.73768758615,200.0,100.0,-100.0,0.228131713477,0.00246935599589,0.00445221515464,4.6374401701,0.00256492121735,48871337174.8
34.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48783404630.4
35.0,rejected,3.73728115629,200.0,100.0,-100.0,0.226858592723,0.0,0.0,4.63816272792,0.0,48704238580.3
36.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48913582644.7
37.0,rejected,3.73580930548,200.0,100.0,-100.0,0.225133754864,0.0,0.0,4.63729682239,0.0,48522279960.3
38.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48211459598.1
39.0,rejected,3.73630112488,200.0,100.0,-100.0,0.224901144096,0.000164615733329,9.51628743694e-05,4.63677471944,1.60175909872e-05,48740052398.5
40.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48521632567.6
41.0,rejected,3.73668425971,200.0,100.0,-100.0,0.225009206835,0.00012759370522,0.000371023883445,4.63656899755,0.000102975929525,48529086569.2
42.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48223231052.8
43.0,rejected,3.73683442044,200.0,100.0,-100.0,0.224974250261,1.9045211901e-05,0.000223732873143,4.63652543939,0.0,48714819814.2
44.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48585877717.9
45.0,rejected,3.7367950199,200.0,100.0,-100.0,0.225009710098,0.0,0.0,4.6365223638,0.0,48674401320.7
46.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48846547576.2
47.0,rejected,3.73678514676,200.0,100.0,-100.0,0.225019510032,0.0,0.0,4.63652479412,0.0,48112687224.7
48.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48550451210.9
49.0,rejected,3.73678721232,200.0,100.0,-100.0,0.225017978436,0.0,0.0,4.63652936572,1.20299200707e-05,48373870608.2
50.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48481138023.9
51.0,rejected,3.7367754181,200.0,100.0,-100.0,0.225017915398,0.0,0.0,4.63653331476,7.04386379889e-06,48140209577.7
52.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48551963048.0
53.0,rejected,3.73677134052,200.0,100.0,-100.0,0.225018363702,0.0,0.0,4.63653880446,1.27197209064e-06,48925778282.0
54.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48289231214.3
55.0,rejected,3.73676931598,200.0,100.0,-100.0,0.225021010565,0.0,6.18063487363e-07,4.63654021248,4.73474988625e-07,47944127032.1
56.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48442060899.4
57.0,rejected,3.7367689549,200.0,100.0,-100.0,0.225022707249,1.00557277747e-06,1.27711884576e-06,4.63653994931,4.95377458583e-07,48126337886.0
58.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48348071255.4
59.0,rejected,3.73676951123,200.0,100.0,-100.0,0.225022961255,5.5298283695e-07,4.90961840692e-07,4.6365400649,0.0,48661724822.0
60.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48221906250.7
61.0,rejected,3.73676958355,200.0,100.0,-100.0,0.225022691376,2.94668759527e-07,2.12410730453e-07,4.63653998976,0.0,48386848203.2
62.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48506075211.0
63.0,rejected,3.73676972311,200.0,100.0,-100.0,0.225022610203,7.96506494276e-08,3.76866731412e-08,4.63653980523,0.0,48339912097.4
64.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48621961348.8
65.0,rejected,3.73676978644,200.0,100.0,-100.0,0.225022611277,0.0,0.0,4.63653980144,0.0,48506924911.2
66.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,49360322852.9
67.0,rejected,3.73676973748,200.0,100.0,-100.0,0.225022580803,0.0,0.0,4.63653988203,0.0,48430766724.3
68.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48521435750.7
69.0,rejected,3.73676973235,200.0,100.0,-100.0,0.225022587912,0.0,0.0,4.63653990699,0.0,48618287718.1
70.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,49099465502.1
71.0,rejected,3.73676974893,200.0,100.0,-100.0,0.225022589279,0.0,0.0,4.63653990421,0.0,48507147910.6
72.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48555579722.0
73.0,rejected,3.73676974756,200.0,100.0,-100.0,0.225022586913,0.0,0.0,4.63653990005,0.0,48657626202.8
74.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48543089237.4
75.0,rejected,3.7367697456,200.0,100.0,-100.0,0.225022586806,0.0,0.0,4.63653989951,0.0,48808236772.7
76.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48458308135.9
77.0,rejected,3.73676974604,200.0,100.0,-100.0,0.225022587903,0.0,0.0,4.63653990001,0.0,48606940742.2
78.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48656857609.2
79.0,rejected,3.73676974593,200.0,100.0,-100.0,0.225022588934,0.0,0.0,4.63653989976,0.0,48362400520.5
80.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48385923590.7
81.0,rejected,3.73676974572,200.0,100.0,-100.0,0.225022588764,3.259807897e-11,0.0,4.63653989959,4.70893157681e-11,48319541325.8
82.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48110881626.8
83.0,rejected,3.73676974558,200.0,100.0,-100.0,0.225022588546,1.09454571089e-10,0.0,4.63653989956,8.41449742932e-11,47945453558.7
84.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48835300169.9
85.0,rejected,3.73676974556,200.0,100.0,-100.0,0.225022588606,0.0,0.0,4.63653989946,1.1863308942e-11,48557512728.6
86.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48278540558.7
87.0,rejected,3.73676974556,200.0,100.0,-100.0,0.225022588611,0.0,5.90589603617e-13,4.63653989946,5.21054973543e-12,48802121132.1
88.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48950574809.7
89.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588596,0.0,2.89464215901e-12,4.63653989945,0.0,48792672890.7
90.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48228283901.0
91.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588601,1.95279233526e-12,4.7541988242e-13,4.63653989944,0.0,48484519938.5
92.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,49065589228.7
93.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588604,8.35748832713e-14,0.0,4.63653989945,1.9330200171e-13,48626634063.1
94.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48461521272.3
95.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588606,0.0,0.0,4.63653989945,0.0,48396276526.1
96.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48601005793.1
97.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588606,3.69712873792e-13,6.33972449286e-13,4.63653989945,0.0,48581688619.5
98.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48327973594.0
99.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588606,1.65014813959e-13,6.67334015946e-13,4.63653989945,2.11621203646e-13,48730154936.7
100.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48667753628.3
101.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,1.33538881147e-13,4.63653989945,0.0,49088354461.1
102.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48517338401.8
103.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48078816943.1
104.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48933737348.7
105.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48464899086.0
106.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,49083986201.1
107.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48666548154.2
108.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48277104816.2
109.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,9.71600375854e-15,0.0,4.63653989945,7.38182405807e-15,48298338962.2
110.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48647914959.1
111.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,4.80966395293e-15,0.0,4.63653989945,3.65418684073e-15,48670292253.7
112.0,rerun,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,48658550751.6
113.0,rejected,3.73676974554,200.0,100.0,-100.0,0.225022588607,0.0,0.0,4.63653989945,0.0,47945460171.8
