turbine_capacity,elec_market_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-turbine_capacity,prefix
300.0,-1e+200,1289041408.98,3379741.19715,1289057654.85,1297457914.77,1277678422.38,1283579254.28,1294674569.35,500.0,1.14226505597e+13,0.5,0.00105263157895,0.5,2
50.0,-1e+200,214804910.402,582234.028023,214791952.337,216755415.738,213100307.988,213875350.69,215759168.921,500.0,338996463388.0,0.131578947368,0.00105263157895,0.131578947368,1
1000.0,-1e+200,4297668343.8,10609255.8708,4297849799.88,4327911263.6,4259646989.75,4281427627.9,4314924279.42,500.0,1.12556310133e+14,0.368421052632,0.00105263157895,0.368421052632,3
