turbine_capacity,elec_market_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-turbine_capacity,ProbabilityWeight
50.0,-1e+200,206958690.715,562204.513352,206935990.972,208589203.958,205400402.6,206111273.028,207957228.823,500.0,316073914833.0,1,0.00105263157895,0.131578947368,0.131578947368
1000.0,-1e+200,4139226574.02,11057361.7775,4138840927.07,4170324635.46,4099804978.93,4121699844.41,4156428612.75,500.0,1.22265249479e+14,3,0.00105263157895,0.368421052632,0.368421052632
300.0,-1e+200,1241712874.01,3421444.87075,1241673682.14,1251253245.07,1232297124.1,1236428693.28,1247136996.67,500.0,1.17062850036e+13,2,0.00105263157895,0.5,0.5
