RAVEN_sample_ID,Year,_ROM_Cluster,hour,scaling,Dispatch__turbine__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__diesel,Dispatch__ft__production__h2,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__naphtha,Dispatch__ft_elec_consumption__production__electricity,Dispatch__elec_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_market__production__h2,price,ProbabilityWeight,PointProbability,prefix
0,2021,0,10.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,25.7858486334,1.0,1.0,1
0,2021,0,11.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,26.4036498927,1.0,1.0,1
0,2021,0,12.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,26.8296872438,1.0,1.0,1
0,2021,0,13.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.1342068135,1.0,1.0,1
0,2021,0,14.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.3089526734,1.0,1.0,1
0,2021,0,15.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,33.1316592035,1.0,1.0,1
0,2021,0,16.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,32.8095028305,1.0,1.0,1
0,2021,0,17.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,25.914234292,1.0,1.0,1
0,2021,0,18.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,25.3442044483,1.0,1.0,1
0,2021,0,19.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,24.7263774165,1.0,1.0,1
0,2021,0,20.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,23.8695368531,1.0,1.0,1
0,2021,0,21.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.073453079,1.0,1.0,1
0,2021,0,22.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.2587947457,1.0,1.0,1
0,2021,0,23.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,26.2483893254,1.0,1.0,1
0,2021,1,0.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,108.857668694,1.0,1.0,1
0,2021,1,1.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,22.7964782151,1.0,1.0,1
0,2021,1,2.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,9.87841375878,1.0,1.0,1
0,2021,1,3.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,36.4734172898,1.0,1.0,1
0,2021,1,4.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,13.2267995273,1.0,1.0,1
0,2021,1,5.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,14.6677081472,1.0,1.0,1
0,2021,1,6.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,38.7168489527,1.0,1.0,1
0,2021,1,7.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,36.5145350537,1.0,1.0,1
0,2021,1,8.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,72.0553620348,1.0,1.0,1
0,2021,1,9.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,49.846930683,1.0,1.0,1
0,2021,1,10.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,25.5414660501,1.0,1.0,1
0,2021,1,11.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,105.769886788,1.0,1.0,1
0,2021,1,12.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,55.7224058793,1.0,1.0,1
0,2021,1,13.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,14.5357838162,1.0,1.0,1
0,2021,1,14.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,13.380156542,1.0,1.0,1
0,2021,1,15.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,114.162563294,1.0,1.0,1
0,2021,1,16.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,46.540613851,1.0,1.0,1
0,2021,1,17.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,65.9243280014,1.0,1.0,1
0,2021,1,18.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,131.182284985,1.0,1.0,1
0,2021,1,19.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,79.8810580133,1.0,1.0,1
0,2021,1,20.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,30.3133669252,1.0,1.0,1
0,2021,1,21.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.3633175133,1.0,1.0,1
0,2021,1,22.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,25.0005339466,1.0,1.0,1
0,2021,1,23.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,40.6395820072,1.0,1.0,1
0,2021,2,0.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,24.0419956444,1.0,1.0,1
0,2021,2,1.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,20.3782826403,1.0,1.0,1
0,2021,2,2.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,20.2410844068,1.0,1.0,1
0,2021,2,3.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,20.9281593797,1.0,1.0,1
0,2021,2,4.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,38.5461255124,1.0,1.0,1
0,2021,2,5.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,24.6671501464,1.0,1.0,1
0,2021,2,6.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,25.9354303847,1.0,1.0,1
0,2021,2,7.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,49.5742971844,1.0,1.0,1
0,2021,2,8.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,53.962308162,1.0,1.0,1
0,2021,2,9.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.3903234259,1.0,1.0,1
0,2021,2,10.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,31.3833368776,1.0,1.0,1
0,2021,2,11.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,60.0350282355,1.0,1.0,1
0,2021,2,12.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,60.3040655039,1.0,1.0,1
0,2021,2,13.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,59.1806065873,1.0,1.0,1
0,2021,2,14.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.8881901345,1.0,1.0,1
0,2021,2,15.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,64.9791785691,1.0,1.0,1
0,2021,2,16.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,31.7167702898,1.0,1.0,1
0,2021,2,17.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.1178868862,1.0,1.0,1
0,2021,2,18.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.9910746195,1.0,1.0,1
0,2021,2,19.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,35.2298401767,1.0,1.0,1
0,2021,2,20.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,56.4953807502,1.0,1.0,1
0,2021,2,21.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.9787439568,1.0,1.0,1
0,2021,2,22.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.5051211041,1.0,1.0,1
0,2021,2,23.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.1280901113,1.0,1.0,1
0,2021,3,0.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.5356739741,1.0,1.0,1
0,2021,3,1.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.8093560078,1.0,1.0,1
0,2021,3,2.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,22.0907583122,1.0,1.0,1
0,2021,3,3.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,24.6538674178,1.0,1.0,1
0,2021,3,4.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.6586183604,1.0,1.0,1
0,2021,3,5.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,30.7172131054,1.0,1.0,1
0,2021,3,6.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,32.0917478384,1.0,1.0,1
0,2021,3,7.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,33.7052650345,1.0,1.0,1
0,2021,3,8.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,33.3119272975,1.0,1.0,1
0,2021,3,9.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.8812599354,1.0,1.0,1
0,2021,3,10.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,33.65720168,1.0,1.0,1
0,2021,3,11.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.5237541006,1.0,1.0,1
0,2021,3,12.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.398698619,1.0,1.0,1
0,2021,3,13.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.2435883386,1.0,1.0,1
0,2021,3,14.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,33.7393982186,1.0,1.0,1
0,2021,3,15.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,39.7875705011,1.0,1.0,1
0,2021,3,16.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,38.8312174156,1.0,1.0,1
0,2021,3,17.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,39.3295834329,1.0,1.0,1
0,2021,3,18.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,34.2942292919,1.0,1.0,1
0,2021,3,19.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,28.0939654408,1.0,1.0,1
0,2021,3,20.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.1690108176,1.0,1.0,1
0,2021,3,21.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,33.8138413329,1.0,1.0,1
0,2021,3,22.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,31.4231212046,1.0,1.0,1
0,2021,3,23.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.5701184571,1.0,1.0,1
0,2021,4,0.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,30.0475046763,1.0,1.0,1
0,2021,4,1.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,17.9955379089,1.0,1.0,1
0,2021,4,2.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,21.9543282749,1.0,1.0,1
0,2021,4,3.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,18.9879368282,1.0,1.0,1
0,2021,4,4.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,21.5416594815,1.0,1.0,1
0,2021,4,5.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,23.5732140023,1.0,1.0,1
0,2021,4,6.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.1840977034,1.0,1.0,1
0,2021,4,7.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,72.4907918112,1.0,1.0,1
0,2021,4,8.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.4346998114,1.0,1.0,1
0,2021,4,9.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,34.7602333484,1.0,1.0,1
0,2021,4,10.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,32.5995919712,1.0,1.0,1
0,2021,4,11.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,69.3301539647,1.0,1.0,1
0,2021,4,12.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,67.0351345428,1.0,1.0,1
0,2021,4,13.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,67.0790691357,1.0,1.0,1
0,2021,4,14.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.1312132374,1.0,1.0,1
0,2021,4,15.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,26.9028710455,1.0,1.0,1
0,2021,4,16.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.2860794097,1.0,1.0,1
0,2021,4,17.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,35.7475773966,1.0,1.0,1
0,2021,4,18.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,77.2170797214,1.0,1.0,1
0,2021,4,19.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,31.1591577082,1.0,1.0,1
0,2021,4,20.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,29.1195256922,1.0,1.0,1
0,2021,4,21.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,47.0900493008,1.0,1.0,1
0,2021,4,22.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,24.2325791087,1.0,1.0,1
0,2021,4,23.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,31.2028660062,1.0,1.0,1
0,2021,5,0.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,12.2172646012,1.0,1.0,1
0,2021,5,1.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,9.18774959602,1.0,1.0,1
0,2021,5,2.0,1.0,1000.0,1.5,-0.059689614,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-985.04031,-1.0372642,-1.2566038,-0.69622642,0.0,190.396757158,1.0,1.0,1
0,2021,5,3.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,13.5953025455,1.0,1.0,1
0,2021,5,4.0,1.0,1000.0,1256.5,-50.0,0.69622642,-1.5,1.2566038,1.0372642,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,-1255.0,27.2554898179,1.0,1.0,1
