SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-NewBOP_capacity,PointProbability,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight
203.0,-203.0,-230.0,-203.0,1000.0,-203.0,-1e+200,267712824.405,2334874.82826,267777912.099,272320736.828,264375133.505,264988809.155,272251234.299,19.0,5.45164046362e+12,191,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-230.0,-203.0,1100.0,-203.0,-1e+200,266169441.642,2011879.66291,266075726.762,270825347.321,262109257.548,263792960.838,268843659.01,20.0,4.04765977802e+12,192,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-230.0,-203.0,1200.0,-203.0,-1e+200,264730792.114,2404138.31143,265297687.141,268427460.694,261088592.677,261204212.788,268078110.269,20.0,5.77988102051e+12,193,0.025,9.47328533535e-09,0.00738916256158,0.0453846153846,8.38385752179e-06
203.0,-203.0,-230.0,-203.0,1218.0,-203.0,-1e+200,264625066.746,2327313.91001,264658808.146,269081648.336,259114780.315,261636375.865,268344426.979,20.0,5.41639003571e+12,194,0.025,9.47328533535e-09,0.00738916256158,0.0384615384615,7.10496400152e-06
203.0,-203.0,-220.0,-203.0,0.0,-203.0,-1e+200,255885505.203,2025446.88332,255886956.859,259892093.621,252078950.277,252618060.041,258477215.534,20.0,4.10243507717e+12,196,0.025,9.47328533535e-09,0.00738916256158,0.0384615384615,7.10496400152e-06
203.0,-203.0,-230.0,-203.0,1300.0,-203.0,-1e+200,262997151.15,2310334.28203,262659508.58,267141434.934,257922842.95,259744617.015,266299407.314,20.0,5.33764449472e+12,195,0.025,9.47328533535e-09,0.00738916256158,0.0315384615385,5.82607048124e-06
203.0,-203.0,-220.0,-203.0,100.0,-203.0,-1e+200,261902610.042,2131830.63652,262097795.95,265601884.785,257962309.706,259063452.485,265011378.168,19.0,4.5447018628e+12,197,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,300.0,-203.0,-1e+200,263323717.748,1986079.13453,262978030.872,267432592.82,259022734.601,260526972.217,266444054.905,20.0,3.94451032862e+12,199,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,200.0,-203.0,-1e+200,262638269.494,1634964.15344,262541594.317,264678904.41,258918331.281,260357321.38,264465249.487,19.0,2.67310778303e+12,198,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,400.0,-203.0,-1e+200,262993889.203,1997129.07246,263167389.561,266604820.294,259260591.727,260021790.615,266276889.855,20.0,3.98852453206e+12,200,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,500.0,-203.0,-1e+200,263518248.16,1841150.07083,263003601.164,267691016.734,261249100.797,261284243.181,267110841.953,20.0,3.38983358332e+12,201,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,262614951.478,1638785.91488,262840766.89,266244036.934,259995937.777,260103758.174,264935587.342,20.0,2.68561927481e+12,202,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,700.0,-203.0,-1e+200,261631916.996,1553481.98277,261692983.078,265264066.937,258788320.598,259229107.425,263969382.955,20.0,2.4133062708e+12,203,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,258720104.755,1719769.29602,258402427.286,262704188.492,256529947.944,256641319.56,262699281.572,20.0,2.95760643154e+12,204,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,256757326.006,2081105.65859,256558608.539,260357949.766,252760179.569,254195121.09,260294946.092,19.0,4.33100076223e+12,205,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,255696084.269,2176031.80235,255033342.125,261049364.839,252815831.43,253001927.149,258851296.411,20.0,4.73511440485e+12,206,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,253804570.995,1500565.59517,253974959.047,257061588.543,251314019.4,251806541.485,256103910.375,20.0,2.2516971054e+12,207,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,252601234.457,2428650.85094,253092962.301,257633901.558,248670497.132,249274828.081,256765998.149,20.0,5.89834495575e+12,208,0.025,9.47328533535e-09,0.00738916256158,0.0453846153846,8.38385752179e-06
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,251988615.285,2303089.49527,252011160.739,256426844.723,248293571.023,248976811.036,256002088.167,20.0,5.30422122324e+12,209,0.025,9.47328533535e-09,0.00738916256158,0.0384615384615,7.10496400152e-06
203.0,-203.0,-210.0,-203.0,0.0,-203.0,-1e+200,256114768.149,2001226.45638,256240735.791,259688436.302,251980579.383,253828433.343,259248252.163,20.0,4.00490732971e+12,211,0.02125,9.47328533535e-09,0.00738916256158,0.0384615384615,6.03921940129e-06
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,251035982.293,1868084.23806,250652496.423,254868292.525,248313696.879,248706075.645,254205485.114,20.0,3.48973872049e+12,210,0.025,9.47328533535e-09,0.00738916256158,0.0315384615385,5.82607048124e-06
203.0,-203.0,-210.0,-203.0,100.0,-203.0,-1e+200,259408505.233,2140006.08165,259484521.135,263881773.087,256500742.991,257080213.429,263317103.27,20.0,4.57962602949e+12,212,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,200.0,-203.0,-1e+200,257764409.863,2614820.33081,257922855.931,261512182.891,253765746.167,254486916.394,261215196.478,20.0,6.83728536242e+12,213,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,300.0,-203.0,-1e+200,256795057.418,1869807.36147,256601537.805,260155048.703,253386175.104,253639741.691,259210343.233,20.0,3.49617956902e+12,214,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,400.0,-203.0,-1e+200,255133296.99,2144556.50665,255135602.151,259272178.218,251563921.07,251919971.985,257686537.485,20.0,4.59912261022e+12,215,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,500.0,-203.0,-1e+200,252339634.985,1562408.36727,252604204.481,254784233.67,248837015.647,249460492.201,254522241.042,20.0,2.4411199061e+12,216,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,600.0,-203.0,-1e+200,251307223.336,1846968.45461,251158139.748,254752216.632,246449833.565,248747455.37,253540201.844,20.0,3.41129247234e+12,217,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,700.0,-203.0,-1e+200,248538726.553,1936246.79962,248466882.44,252337504.157,245414993.587,245692766.552,251506080.668,20.0,3.74905166905e+12,218,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,800.0,-203.0,-1e+200,247340652.887,2649376.42096,248097028.514,251734780.607,242373541.348,243860539.782,251295300.849,20.0,7.01919541996e+12,219,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,900.0,-203.0,-1e+200,245648369.751,1666528.3312,245391429.438,250157884.365,242798998.84,243651821.695,247765447.709,20.0,2.77731667868e+12,220,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,1000.0,-203.0,-1e+200,243485557.472,2216169.54675,243399007.638,247475220.797,238840224.397,240670073.207,246494265.031,20.0,4.91140745994e+12,221,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,1100.0,-203.0,-1e+200,241945812.425,1719766.37693,241738910.055,244993363.964,238888410.342,239036785.692,244223443.442,20.0,2.95759639122e+12,222,0.02125,9.47328533535e-09,0.00738916256158,0.0769230769231,1.20784388026e-05
203.0,-203.0,-210.0,-203.0,1200.0,-203.0,-1e+200,240099209.218,1833809.91645,240177786.501,243860654.546,236995803.826,237457458.852,242746552.381,20.0,3.36285880967e+12,223,0.02125,9.47328533535e-09,0.00738916256158,0.0453846153846,7.12627889352e-06
203.0,-203.0,-210.0,-203.0,1218.0,-203.0,-1e+200,239218250.626,1433876.17824,239036120.859,241856871.909,236665058.391,236929801.747,241282170.809,20.0,2.05600089452e+12,224,0.02125,9.47328533535e-09,0.00738916256158,0.0384615384615,6.03921940129e-06
203.0,-203.0,-203.0,-203.0,0.0,-203.0,-1e+200,256560518.15,1910353.47246,256289738.576,259793246.339,253307481.165,254149247.571,259662864.295,20.0,3.64945038975e+12,226,0.0125,9.47328533535e-09,0.00738916256158,0.0384615384615,3.55248200076e-06
203.0,-203.0,-210.0,-203.0,1300.0,-203.0,-1e+200,238838166.166,1707501.48143,238802220.912,241996741.668,235780960.33,235985713.314,241476616.362,20.0,2.91556130909e+12,225,0.02125,9.47328533535e-09,0.00738916256158,0.0315384615385,4.95215990906e-06
203.0,-203.0,-203.0,-203.0,100.0,-203.0,-1e+200,253251165.278,1437883.785,253266830.547,255696990.769,250336864.1,250921147.774,255314727.954,20.0,2.06750977918e+12,227,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,200.0,-203.0,-1e+200,250855697.942,2007113.36281,250905363.233,254976547.462,247873370.559,248170357.099,253731098.927,20.0,4.02850405116e+12,228,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,300.0,-203.0,-1e+200,248661039.981,1766678.7743,248405942.129,252061816.033,245000152.465,246124355.636,251586279.609,20.0,3.12115389155e+12,229,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,400.0,-203.0,-1e+200,245806366.438,1330042.65064,245493513.6,248189996.915,243403442.892,244180049.338,247817056.653,19.0,1.76901345251e+12,230,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,500.0,-203.0,-1e+200,244304216.515,1598366.49596,243976282.742,247560439.819,242029476.285,242046574.728,247398366.142,19.0,2.55477545541e+12,231,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,600.0,-203.0,-1e+200,242399357.878,2070048.48621,242419419.122,246397840.679,239324764.113,239564414.886,245138441.378,20.0,4.28510073527e+12,232,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,700.0,-203.0,-1e+200,240113868.018,1353564.36875,240223916.605,242264480.998,236522536.293,237780962.912,241986495.065,20.0,1.83213650036e+12,233,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,800.0,-203.0,-1e+200,238061964.273,1619080.48074,238273237.427,240637454.9,235200139.02,235234544.232,240191909.312,19.0,2.62142160312e+12,234,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,900.0,-203.0,-1e+200,236930094.59,1881940.34191,237714111.262,239362219.873,233740742.924,234069606.93,239345613.31,20.0,3.5416994505e+12,235,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,1000.0,-203.0,-1e+200,235035156.325,2379024.09276,234653167.891,239624921.873,231761772.706,231843845.078,239090732.279,19.0,5.65975563395e+12,236,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,1100.0,-203.0,-1e+200,233894994.282,2382532.6248,233511668.704,238116084.463,229541970.785,231025562.177,236835062.482,19.0,5.67646170821e+12,237,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-203.0,-203.0,1200.0,-203.0,-1e+200,231233624.44,1415633.96043,230907056.803,234841346.212,229010632.221,229336757.572,233527699.713,20.0,2.00401950991e+12,238,0.0125,9.47328533535e-09,0.00738916256158,0.0453846153846,4.19192876089e-06
203.0,-203.0,-203.0,-203.0,1218.0,-203.0,-1e+200,230623403.086,1860187.81326,230378618.754,234016355.606,227739503.438,228029598.878,233935486.244,20.0,3.46029870061e+12,239,0.0125,9.47328533535e-09,0.00738916256158,0.0384615384615,3.55248200076e-06
203.0,-203.0,-200.0,-203.0,0.0,-203.0,-1e+200,252672291.165,2064611.861,252551434.471,257465209.394,249568482.322,250353864.824,256765459.513,20.0,4.26262213659e+12,241,0.01,9.47328533535e-09,0.00738916256158,0.0384615384615,2.84198560061e-06
203.0,-203.0,-203.0,-203.0,1300.0,-203.0,-1e+200,229966336.685,2145505.35455,229378011.301,235179109.195,227431337.639,227621580.283,235030302.495,20.0,4.6031932264e+12,240,0.0125,9.47328533535e-09,0.00738916256158,0.0315384615385,2.91303524062e-06
203.0,-203.0,-200.0,-203.0,100.0,-203.0,-1e+200,249115768.313,1756428.66035,249059466.35,253035854.786,245008293.358,247066619.825,251461463.801,20.0,3.08504163892e+12,242,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,200.0,-203.0,-1e+200,247465121.762,1937355.21026,247327683.252,250830269.276,242752761.752,245446708.448,250616256.215,20.0,3.75334521073e+12,243,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,300.0,-203.0,-1e+200,244392743.631,1548808.27008,244577170.484,247169977.357,241347574.636,241636605.032,246491188.242,20.0,2.39880705747e+12,244,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,400.0,-203.0,-1e+200,241990014.473,1750523.55619,242071299.855,244551485.276,238349881.195,239578640.945,244483795.99,20.0,3.06433272078e+12,245,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,500.0,-203.0,-1e+200,240262462.436,1958932.61423,240422771.436,243607026.336,236781753.574,236953344.361,243597877.165,20.0,3.8374169871e+12,246,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,700.0,-203.0,-1e+200,236987192.43,1548098.89607,237129024.486,240237937.827,233411617.671,234552804.705,239053153.853,20.0,2.39661019202e+12,248,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,238530616.387,1583810.9029,238421281.838,241235747.027,235372516.361,235527930.481,241015242.123,19.0,2.50845697614e+12,247,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,234573815.771,1993236.50012,233881278.566,237922820.534,230899466.622,231600179.773,237735218.897,19.0,3.97299174541e+12,249,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,233472744.854,2121358.49279,233529085.748,237796537.133,229965766.351,230674381.683,237169031.525,20.0,4.50016185495e+12,250,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,230756214.476,2011018.81843,230238833.779,235237187.794,228255027.06,228363909.599,234340906.425,20.0,4.04419668807e+12,251,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,229888590.022,1588792.17292,229686825.227,232826601.159,226538461.052,226859110.081,232085576.844,20.0,2.52426056872e+12,252,0.01,9.47328533535e-09,0.00738916256158,0.0769230769231,5.68397120121e-06
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,227279178.562,1346012.08429,227326840.216,229816998.346,225047784.256,225415574.261,229055825.23,20.0,1.81174853107e+12,253,0.01,9.47328533535e-09,0.00738916256158,0.0453846153846,3.35354300872e-06
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,227422127.327,1698306.6075,227738416.805,231175284.8,224056826.266,224601117.63,229305202.516,20.0,2.88424533307e+12,254,0.01,9.47328533535e-09,0.00738916256158,0.0384615384615,2.84198560061e-06
203.0,-203.0,-195.0,-203.0,0.0,-203.0,-1e+200,246743694.104,1881343.30511,246491628.106,249578043.933,242992845.528,244077630.796,249552966.68,20.0,3.53945263167e+12,256,0.0125,9.47328533535e-09,0.00738916256158,0.0384615384615,3.55248200076e-06
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,225926444.378,1763181.4532,225860888.488,228609802.023,223278495.348,223543146.128,228566558.376,20.0,3.10880883692e+12,255,0.01,9.47328533535e-09,0.00738916256158,0.0315384615385,2.3304281925e-06
203.0,-203.0,-195.0,-203.0,100.0,-203.0,-1e+200,242795765.55,1614571.40743,242844748.637,246233471.11,240330657.845,240714434.441,244879006.483,20.0,2.60684082969e+12,257,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,200.0,-203.0,-1e+200,241408518.2,1587672.71473,241385090.914,244072992.773,238883026.293,238947297.442,243519124.477,20.0,2.52070464911e+12,258,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,300.0,-203.0,-1e+200,238020641.639,1697570.57166,238243458.882,241213794.431,235048963.607,235477493.499,240315134.962,20.0,2.88174584576e+12,259,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,400.0,-203.0,-1e+200,236807684.097,1641637.07871,236568944.444,239942662.379,234530830.728,234761320.753,239879885.109,20.0,2.69497229821e+12,260,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,500.0,-203.0,-1e+200,234024427.48,1499289.6971,233778531.803,236861222.891,231964465.454,231989089.929,236145071.873,20.0,2.24786959583e+12,261,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,600.0,-203.0,-1e+200,232432448.929,1474331.4353,233001323.991,234613565.926,228767044.895,230099335.432,234078590.882,19.0,2.1736531811e+12,262,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,700.0,-203.0,-1e+200,230626640.847,1808992.6584,230964764.85,234371154.629,227240841.215,228141842.455,232841787.954,20.0,3.27245443813e+12,263,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,800.0,-203.0,-1e+200,228630697.917,1732628.57174,228984700.403,232209268.741,224980178.058,226197360.083,231380288.006,20.0,3.00200176763e+12,264,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,900.0,-203.0,-1e+200,227396928.738,1367272.70768,227516907.653,229855830.592,224939766.9,225164166.441,228985221.509,20.0,1.86943465716e+12,265,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,1000.0,-203.0,-1e+200,224852183.64,2190745.11733,225027989.877,228777543.301,220709428.107,221028100.199,227407749.759,20.0,4.79936416912e+12,266,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,1100.0,-203.0,-1e+200,223410464.626,1033396.4049,223449928.558,225437374.501,221138716.248,221712205.888,224879763.948,20.0,1.06790812965e+12,267,0.0125,9.47328533535e-09,0.00738916256158,0.0769230769231,7.10496400152e-06
203.0,-203.0,-195.0,-203.0,1200.0,-203.0,-1e+200,220974516.159,1691888.28194,220514303.021,224267791.606,218798204.451,218969800.301,223796411.905,20.0,2.86248595856e+12,268,0.0125,9.47328533535e-09,0.00738916256158,0.0453846153846,4.19192876089e-06
203.0,-203.0,-195.0,-203.0,1218.0,-203.0,-1e+200,221937086.008,2013020.52013,222012603.851,227098927.761,218368068.553,219110043.977,224604977.663,20.0,4.05225161446e+12,269,0.0125,9.47328533535e-09,0.00738916256158,0.0384615384615,3.55248200076e-06
203.0,-203.0,-190.0,-203.0,0.0,-203.0,-1e+200,240984195.284,1629377.52982,240823140.983,243922845.445,237696204.687,238451336.973,243637267.606,20.0,2.65487113468e+12,271,0.01875,9.47328533535e-09,0.00738916256158,0.0384615384615,5.32872300114e-06
203.0,-203.0,-195.0,-203.0,1300.0,-203.0,-1e+200,220930482.646,1518830.55077,220653073.24,223912201.467,218536438.822,218837797.75,223333447.773,19.0,2.30684624195e+12,270,0.0125,9.47328533535e-09,0.00738916256158,0.0315384615385,2.91303524062e-06
203.0,-203.0,-190.0,-203.0,100.0,-203.0,-1e+200,237319214.498,2069827.67462,236922876.75,241636129.463,234364685.058,234847657.965,241572797.285,20.0,4.28418660264e+12,272,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,200.0,-203.0,-1e+200,235174349.043,2128792.70894,234601229.843,239015128.41,232356251.239,232370565.29,238603950.036,20.0,4.53175839764e+12,273,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,300.0,-203.0,-1e+200,232614995.543,1502897.52178,232369517.913,235362008.059,230474750.006,230658801.138,234776028.718,20.0,2.25870096096e+12,274,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,400.0,-203.0,-1e+200,229580523.815,1530294.55311,229266668.685,232780473.045,226911471.166,227535887.625,231799094.633,20.0,2.34180141927e+12,275,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,500.0,-203.0,-1e+200,228323407.933,1806700.7421,228412006.939,232384172.432,224561228.355,225707530.483,230354724.65,20.0,3.2641675715e+12,276,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,600.0,-203.0,-1e+200,226010923.799,1976435.44613,226125892.644,229092241.61,222557130.581,222965602.887,228877950.29,20.0,3.90629707273e+12,277,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,700.0,-203.0,-1e+200,223580794.364,1949120.0859,223515808.533,227959234.609,220411188.652,220553365.135,227821391.599,20.0,3.79906910928e+12,278,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,800.0,-203.0,-1e+200,222760692.767,1863035.57531,222839652.663,225244579.811,219682763.203,220098595.949,225056860.507,20.0,3.47090155489e+12,279,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,900.0,-203.0,-1e+200,219940080.531,1423181.66907,219913532.767,222489396.625,217455522.461,217542523.317,221933509.502,20.0,2.02544606319e+12,280,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,1000.0,-203.0,-1e+200,218786810.346,1964019.19887,218020024.672,222445364.987,216136499.384,216147202.15,222028727.163,20.0,3.85737141352e+12,281,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,1100.0,-203.0,-1e+200,217328580.671,2003410.66832,217610434.94,220760412.366,214092661.801,214139844.731,220532836.253,20.0,4.01365430593e+12,282,0.01875,9.47328533535e-09,0.00738916256158,0.0769230769231,1.06574460023e-05
203.0,-203.0,-190.0,-203.0,1200.0,-203.0,-1e+200,215145851.757,1787390.9272,215146151.346,219412709.676,212465485.658,212927015.177,218542027.28,20.0,3.19476632662e+12,283,0.01875,9.47328533535e-09,0.00738916256158,0.0453846153846,6.28789314134e-06
203.0,-203.0,-190.0,-203.0,1218.0,-203.0,-1e+200,215906041.047,1846127.57543,215275003.974,220363468.697,212705499.167,213385309.074,218284928.002,20.0,3.40818702478e+12,284,0.01875,9.47328533535e-09,0.00738916256158,0.0384615384615,5.32872300114e-06
203.0,-203.0,-180.0,-203.0,0.0,-203.0,-1e+200,228084824.601,1987384.28063,228148506.548,231300974.882,224747213.772,225065489.299,230953501.626,20.0,3.94969627888e+12,286,0.025,9.47328533535e-09,0.00738916256158,0.0384615384615,7.10496400152e-06
203.0,-203.0,-190.0,-203.0,1300.0,-203.0,-1e+200,213840848.268,1551602.33767,213597816.533,217123571.891,210990237.255,211316367.447,216310160.788,20.0,2.40746981427e+12,285,0.01875,9.47328533535e-09,0.00738916256158,0.0315384615385,4.36955286093e-06
203.0,-203.0,-180.0,-203.0,100.0,-203.0,-1e+200,224252527.203,1259478.33048,224211179.41,227252481.651,222342845.404,222645018.736,226856711.752,20.0,1.58628566496e+12,287,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,200.0,-203.0,-1e+200,222034639.241,1606020.2285,222539271.616,224689080.69,218770257.711,219466783.862,224275161.831,20.0,2.57930097435e+12,288,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,300.0,-203.0,-1e+200,219881873.535,1862883.87324,219498752.745,223430473.916,216473772.332,217845394.99,223222627.222,20.0,3.47033632516e+12,289,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,400.0,-203.0,-1e+200,218241765.133,2152820.47827,217927677.493,222238494.595,214415629.862,215265728.901,222052800.528,20.0,4.63463601168e+12,290,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,500.0,-203.0,-1e+200,215801954.076,1523503.91854,215982823.347,218164681.264,212453083.618,213603329.438,217682155.827,19.0,2.32106418981e+12,291,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,600.0,-203.0,-1e+200,214130072.901,1536975.18598,214251518.447,216359062.637,209746763.848,211797471.952,216026658.102,20.0,2.36229272231e+12,292,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
203.0,-203.0,-180.0,-203.0,700.0,-203.0,-1e+200,212494578.633,1315562.1891,212383580.849,214775578.8,209980539.098,210782719.328,214318114.262,20.0,1.73070387339e+12,293,0.025,9.47328533535e-09,0.00738916256158,0.0769230769231,1.4209928003e-05
