SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-360.0,-190.0,1100.0,-203.0,-1e+200,312736290.527,1536100.42447,312969926.958,315401954.07,310246400.401,310553814.251,315257684.823,20.0,2.35960451404e+12,3.663003663e-08,402,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,600.0,-203.0,-1e+200,297625784.859,1641640.99111,297689644.984,300459006.062,294375066.28,295088799.193,299530246.27,20.0,2.69498514371e+12,3.663003663e-08,412,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,0.0,-203.0,-1e+200,252465888.712,2083263.74712,252562083.623,256255199.605,248470098.128,248701886.132,256031122.798,20.0,4.33998784009e+12,3.663003663e-08,481,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-340.0,-190.0,700.0,-203.0,-1e+200,299468385.508,1582586.60575,299485239.878,302084314.736,296501056.815,296722893.52,301818845.674,20.0,2.50458036469e+12,3.663003663e-08,413,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,100.0,-203.0,-1e+200,269879112.099,1920048.34707,269886263.366,274413137.126,267011752.768,267284687.793,272727488.545,20.0,3.6865856551e+12,3.663003663e-08,437,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,200.0,-203.0,-1e+200,279987842.165,1988711.3765,280182615.962,283259547.342,276665668.577,276852314.412,282816797.874,20.0,3.95497293902e+12,3.663003663e-08,423,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-360.0,-190.0,1200.0,-203.0,-1e+200,314500010.07,1532143.32045,314539602.146,317197020.714,311858207.63,312453018.36,316862398.433,20.0,2.34746315441e+12,3.663003663e-08,403,0.000324175824176,0.0714285714286,0.1,0.0453846153846
203.0,-203.0,-360.0,-190.0,1218.0,-203.0,-1e+200,314402262.439,1831368.34893,314679929.714,319176105.633,311229332.944,312045983.928,317295684.833,20.0,3.35391002948e+12,3.663003663e-08,404,0.000274725274725,0.0714285714286,0.1,0.0384615384615
203.0,-203.0,-340.0,-190.0,800.0,-203.0,-1e+200,302193158.113,2168893.66734,301896034.699,306435106.129,298459489.701,298753150.152,306127992.4,20.0,4.70409974023e+12,3.663003663e-08,414,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,0.0,-203.0,-1e+200,252756019.962,1892242.29114,252838627.887,255612812.937,248537447.697,249937739.953,255038962.17,20.0,3.5805808884e+12,3.663003663e-08,496,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-360.0,-190.0,1300.0,-203.0,-1e+200,316690106.512,2083364.32281,316625865.301,319658068.442,310814695.312,313965227.024,319339786.949,20.0,4.34040690158e+12,3.663003663e-08,405,0.000225274725275,0.0714285714286,0.1,0.0315384615385
203.0,-203.0,-320.0,-190.0,300.0,-203.0,-1e+200,284623043.358,1673626.79823,284589266.818,287460279.717,281990323.537,282481751.986,286852358.725,20.0,2.80102665974e+12,3.663003663e-08,424,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,200.0,-203.0,-1e+200,278063689.795,1513549.82658,278565778.236,280122600.628,274783616.48,275432638.179,280089861.412,20.0,2.29083307753e+12,3.663003663e-08,438,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,900.0,-203.0,-1e+200,305009503.669,1671781.30696,304997904.482,307338116.0,301967030.902,302414238.631,307316537.517,20.0,2.79485273831e+12,3.663003663e-08,415,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,400.0,-203.0,-1e+200,288084917.743,2237765.42396,287761555.021,292376126.293,284784705.566,285219890.855,292258662.56,20.0,5.00759409269e+12,3.663003663e-08,425,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,100.0,-203.0,-1e+200,270103538.274,1952444.66619,270204453.036,273089136.728,266393048.917,267233557.546,272899462.44,20.0,3.81204017455e+12,3.663003663e-08,452,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,1000.0,-203.0,-1e+200,306105762.924,1892567.29876,306344159.69,309610961.811,302185016.289,303311153.171,308483324.842,20.0,3.58181098033e+12,3.663003663e-08,416,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,500.0,-203.0,-1e+200,291819811.028,2009195.98034,291524990.527,297840322.389,288847315.236,289925581.204,295204391.971,20.0,4.03686848743e+12,3.663003663e-08,426,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,300.0,-203.0,-1e+200,282128368.103,1779517.5438,282358681.997,285010339.578,279278666.822,279502394.668,284898909.893,20.0,3.1666826887e+12,3.663003663e-08,439,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,1100.0,-203.0,-1e+200,308649430.874,2319749.96697,308707047.186,313827629.223,304657415.929,305157655.878,312042485.791,20.0,5.38123990928e+12,3.663003663e-08,417,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,100.0,-203.0,-1e+200,268579508.994,1926129.06773,268062171.44,273082059.623,265862601.115,266280709.112,272116613.071,20.0,3.70997318556e+12,3.663003663e-08,467,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,600.0,-203.0,-1e+200,293791012.032,2223559.33508,293633409.956,297128473.379,290713875.984,290927012.159,296990222.557,20.0,4.94421611662e+12,3.663003663e-08,427,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,400.0,-203.0,-1e+200,285606327.095,2067277.54577,285450780.56,289933556.369,282193000.363,282572303.825,289460953.6,20.0,4.27363645123e+12,3.663003663e-08,440,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,200.0,-203.0,-1e+200,276878689.455,1342887.41375,276905819.411,279671034.668,274582254.08,274897430.852,278616339.06,20.0,1.80334660602e+12,3.663003663e-08,453,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,1200.0,-203.0,-1e+200,309499546.893,2413324.20405,309908470.632,313059857.113,304022531.602,305764609.137,312766327.828,20.0,5.82413371383e+12,3.663003663e-08,418,0.000324175824176,0.0714285714286,0.1,0.0453846153846
203.0,-203.0,-320.0,-190.0,700.0,-203.0,-1e+200,295382139.927,1635249.45922,295192423.859,297977938.882,291993866.047,292598668.134,297689611.16,20.0,2.67404079388e+12,3.663003663e-08,428,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,1218.0,-203.0,-1e+200,311005237.459,2202928.36473,311072451.925,315465599.261,307240220.78,307450210.273,314078846.336,20.0,4.85289338011e+12,3.663003663e-08,419,0.000274725274725,0.0714285714286,0.1,0.0384615384615
203.0,-203.0,-320.0,-190.0,800.0,-203.0,-1e+200,297695577.626,2035117.75025,297052820.746,301397001.804,294779749.606,295115177.564,300774029.278,20.0,4.14170425737e+12,3.663003663e-08,429,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,500.0,-203.0,-1e+200,287804523.367,2128794.86825,287283855.29,292526240.493,284660977.571,285116139.581,290951546.343,20.0,4.53176759109e+12,3.663003663e-08,441,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,300.0,-203.0,-1e+200,281138571.093,1830574.50765,281390632.958,284538558.191,278139506.341,278352545.397,283019604.237,20.0,3.35100302807e+12,3.663003663e-08,454,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-340.0,-190.0,1300.0,-203.0,-1e+200,311101980.762,1797354.03967,311079756.169,315325403.026,307942585.902,308321238.033,313680546.479,20.0,3.23048154393e+12,3.663003663e-08,420,0.000225274725275,0.0714285714286,0.1,0.0315384615385
203.0,-203.0,-280.0,-190.0,200.0,-203.0,-1e+200,275774836.941,1883978.38821,275254004.51,279342509.144,272683844.592,272848598.411,278579493.746,20.0,3.54937456725e+12,3.663003663e-08,468,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,900.0,-203.0,-1e+200,299593666.263,1921362.64996,300136372.927,303539566.705,295293620.779,296963786.271,301782119.144,20.0,3.69163443266e+12,3.663003663e-08,430,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,600.0,-203.0,-1e+200,288924690.661,2205506.0306,288782035.316,293744337.768,284998519.897,285625199.283,291718163.637,20.0,4.864256851e+12,3.663003663e-08,442,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,100.0,-203.0,-1e+200,269017965.026,1688382.55553,269154624.069,271865305.341,265417365.586,265773549.09,271520970.307,20.0,2.85063565381e+12,3.663003663e-08,482,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,200.0,-203.0,-1e+200,273121067.502,3478651.39309,273380265.364,278718327.126,268015514.46,268277009.067,278269229.842,10.0,1.21010155146e+13,3.663003663e-08,498,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,300.0,-203.0,-1e+200,274477877.832,1570189.58318,274532211.254,276650037.496,272064722.075,272163995.477,276445754.926,12.0,2.46549532712e+12,3.663003663e-08,499,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,400.0,-203.0,-1e+200,282822531.236,1573688.87139,282711019.534,285797571.198,279746900.361,280229194.966,285442370.99,20.0,2.47649666394e+12,3.663003663e-08,455,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-250.0,-190.0,0.0,-203.0,-1e+200,254195034.709,2153080.99396,254250497.302,257405567.084,250615038.908,250938584.492,257049343.589,20.0,4.63575776656e+12,3.663003663e-08,511,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-280.0,-190.0,300.0,-203.0,-1e+200,278735525.882,1952457.26308,278438580.638,282354482.165,274344621.946,276035296.779,282116951.17,20.0,3.81208936415e+12,3.663003663e-08,469,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,1000.0,-203.0,-1e+200,300510768.359,2016038.70976,300042105.94,305896060.434,297418316.754,298203941.286,302704375.265,20.0,4.06441207926e+12,3.663003663e-08,431,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,700.0,-203.0,-1e+200,290955699.96,2264258.23894,290920459.595,294961006.024,287535568.192,287882116.343,294144012.344,20.0,5.12686537262e+12,3.663003663e-08,443,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,1100.0,-203.0,-1e+200,302319651.0,2038718.43874,302420787.681,306202608.371,299373725.436,299748261.565,306118113.519,20.0,4.15637287245e+12,3.663003663e-08,432,0.000549450549451,0.0714285714286,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,500.0,-203.0,-1e+200,285927330.399,1928323.79013,286244014.686,289306667.185,282640574.788,282705395.056,288294560.857,20.0,3.71843263957e+12,3.663003663e-08,456,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,800.0,-203.0,-1e+200,292356732.527,1563368.83505,292473572.253,295168649.025,289527370.911,290204021.617,294706735.78,20.0,2.4441221144e+12,3.663003663e-08,444,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,400.0,-203.0,-1e+200,281437661.371,1318130.36688,281908539.727,283919681.432,278962851.649,278997634.89,283074711.337,20.0,1.73746766409e+12,3.663003663e-08,470,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,600.0,-203.0,-1e+200,286868937.188,1991594.30507,286783933.999,291022051.997,283684634.339,283699134.656,289841450.313,20.0,3.96644787599e+12,3.663003663e-08,457,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,200.0,-203.0,-1e+200,274174887.701,2364919.18591,274031795.313,277798109.188,270197179.909,270899007.891,277794980.745,20.0,5.59284275587e+12,3.663003663e-08,483,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,100.0,-203.0,-1e+200,267578959.49,1386703.81646,267338188.621,270668939.546,265279875.314,265573839.242,269343068.081,19.0,1.92294747458e+12,3.663003663e-08,497,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,1200.0,-203.0,-1e+200,304392809.206,1945589.9673,304086389.691,308076275.854,300676335.378,300918922.307,307673851.976,20.0,3.78532032086e+12,3.663003663e-08,433,0.000324175824176,0.0714285714286,0.1,0.0453846153846
203.0,-203.0,-320.0,-190.0,1218.0,-203.0,-1e+200,304631530.766,1663036.00903,304792109.733,308826672.033,301467801.352,302677324.391,306585297.321,20.0,2.76568876733e+12,3.663003663e-08,434,0.000274725274725,0.0714285714286,0.1,0.0384615384615
203.0,-203.0,-300.0,-190.0,900.0,-203.0,-1e+200,294206194.756,2142790.32666,294293388.669,297418800.001,290413793.676,290669307.229,297221781.845,20.0,4.59155038402e+12,3.663003663e-08,445,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-320.0,-190.0,1300.0,-203.0,-1e+200,306380538.45,1949616.75821,306283713.455,309564416.396,302071982.931,303790444.152,309185106.934,20.0,3.80100550389e+12,3.663003663e-08,435,0.000225274725275,0.0714285714286,0.1,0.0315384615385
203.0,-203.0,-280.0,-190.0,500.0,-203.0,-1e+200,283052384.948,2270363.85373,282817314.997,287671154.933,279557359.009,280600747.058,286609388.814,20.0,5.15455202834e+12,3.663003663e-08,471,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,1000.0,-203.0,-1e+200,296640874.27,1405526.18505,296325897.868,299089707.43,294183088.2,295070451.844,298898223.825,20.0,1.97550385686e+12,3.663003663e-08,446,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,700.0,-203.0,-1e+200,288372345.222,2174767.39293,288460285.155,294878090.487,285312966.959,285603608.547,290680308.692,20.0,4.72961321334e+12,3.663003663e-08,458,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,800.0,-203.0,-1e+200,290104404.154,2294815.1156,289675368.981,295064719.857,286351490.031,287108686.609,293396576.703,20.0,5.26617641477e+12,3.663003663e-08,459,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,300.0,-203.0,-1e+200,276709369.788,1962830.75852,276563046.953,281060220.315,273332082.769,273931277.471,280565438.203,20.0,3.85270458659e+12,3.663003663e-08,484,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,1100.0,-203.0,-1e+200,297074374.057,2032548.67113,297653524.326,299956753.906,292804020.884,294154939.927,299942525.461,20.0,4.13125410053e+12,3.663003663e-08,447,0.000412087912088,0.0535714285714,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,600.0,-203.0,-1e+200,285134618.441,1791732.64968,284994396.623,288394071.646,282210505.978,282610331.255,287894402.231,20.0,3.21030588793e+12,3.663003663e-08,472,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,900.0,-203.0,-1e+200,291362058.043,1461635.8561,290972652.298,294967926.747,288841084.775,289689944.381,293714876.567,20.0,2.13637937584e+12,3.663003663e-08,460,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,700.0,-203.0,-1e+200,285760065.349,2129377.94998,285394237.248,288949416.865,281114361.022,283116089.029,288642540.702,20.0,4.53425045384e+12,3.663003663e-08,473,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,1200.0,-203.0,-1e+200,298610767.063,2313380.96138,298412397.318,303325707.811,293388736.742,296205692.902,302132362.401,20.0,5.3517314725e+12,3.663003663e-08,448,0.000243131868132,0.0535714285714,0.1,0.0453846153846
203.0,-203.0,-270.0,-190.0,400.0,-203.0,-1e+200,278184888.753,1548799.94909,278134568.728,281049115.673,274463915.151,276428359.959,280828199.827,20.0,2.39878128229e+12,3.663003663e-08,485,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,1000.0,-203.0,-1e+200,292789577.328,2113230.56694,292804178.918,296491541.433,287869323.139,289036054.211,295933658.878,20.0,4.46574342905e+12,3.663003663e-08,461,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-240.0,-190.0,0.0,-203.0,-1e+200,254058013.24,2081453.82288,253950594.593,257260921.778,249782934.413,250749341.927,257141229.339,20.0,4.33245001679e+12,3.663003663e-08,526,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-300.0,-190.0,1218.0,-203.0,-1e+200,298855519.755,2296188.43493,299285895.545,302433988.618,295512109.639,295838966.142,301995020.294,20.0,5.27248132871e+12,3.663003663e-08,449,0.000206043956044,0.0535714285714,0.1,0.0384615384615
203.0,-203.0,-290.0,-190.0,1100.0,-203.0,-1e+200,295007170.793,1738342.88177,295172616.343,297676481.597,291069899.469,292289872.054,297351291.84,20.0,3.02183597462e+12,3.663003663e-08,462,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-300.0,-190.0,1300.0,-203.0,-1e+200,300024289.309,2105687.19051,300127154.271,303079624.536,294991245.885,296897443.3,302315406.791,20.0,4.4339185443e+12,3.663003663e-08,450,0.000168956043956,0.0535714285714,0.1,0.0315384615385
203.0,-203.0,-280.0,-190.0,800.0,-203.0,-1e+200,287205814.541,2046022.67753,287420847.499,291234706.247,283991321.607,284097374.609,290814427.71,20.0,4.18620879696e+12,3.663003663e-08,474,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,500.0,-203.0,-1e+200,279631859.42,1435361.46046,279755263.773,282115737.28,277078047.405,277563785.322,281782608.793,20.0,2.06026252217e+12,3.663003663e-08,486,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,1200.0,-203.0,-1e+200,296075164.989,2043075.02446,296372531.029,300009388.188,292456551.047,292909642.25,299195044.507,20.0,4.17415555556e+12,3.663003663e-08,463,0.000162087912088,0.0357142857143,0.1,0.0453846153846
203.0,-203.0,-290.0,-190.0,1218.0,-203.0,-1e+200,296347361.927,2219984.81239,295862520.541,301800495.861,292877748.079,293775588.89,299840163.738,20.0,4.92833256726e+12,3.663003663e-08,464,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-270.0,-190.0,600.0,-203.0,-1e+200,281494088.654,1872512.95351,281129103.668,284395690.112,277681073.924,279355980.771,284379928.23,20.0,3.50630476105e+12,3.663003663e-08,487,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-290.0,-190.0,1300.0,-203.0,-1e+200,296268456.657,2057866.93009,295704083.652,300998989.308,293822527.841,294082441.376,299866749.376,20.0,4.23481630196e+12,3.663003663e-08,465,0.000112637362637,0.0357142857143,0.1,0.0315384615385
203.0,-203.0,-280.0,-190.0,900.0,-203.0,-1e+200,288447981.164,1971793.34884,288071049.542,291950893.521,285402525.291,285866251.599,291917590.783,20.0,3.88796901053e+12,3.663003663e-08,475,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,1000.0,-203.0,-1e+200,290235829.318,2101405.70776,289779711.984,295236471.335,287149278.475,287602212.28,294362875.518,20.0,4.41590594859e+12,3.663003663e-08,476,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,700.0,-203.0,-1e+200,283365730.114,1781272.96817,283073870.084,285594184.938,279513083.002,281190465.727,285562840.188,20.0,3.17293338713e+12,3.663003663e-08,488,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,500.0,-203.0,-1e+200,277165980.433,1267929.38864,277052011.21,279748843.212,275325772.584,275638662.571,278972015.804,16.0,1.60764493459e+12,3.663003663e-08,501,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,800.0,-203.0,-1e+200,285519107.587,1920279.70678,285546275.755,290323102.031,281453933.313,282830446.101,288506145.994,20.0,3.68747415227e+12,3.663003663e-08,489,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-230.0,-190.0,0.0,-203.0,-1e+200,255225438.521,1527646.94494,255221532.864,258086125.4,251603130.179,252320436.719,257195758.088,20.0,2.33370518838e+12,3.663003663e-08,541,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-260.0,-190.0,600.0,-203.0,-1e+200,278278017.293,1797429.71718,277923838.396,281869566.983,275567723.808,276306720.659,280963407.16,14.0,3.23075358821e+12,3.663003663e-08,502,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,1100.0,-203.0,-1e+200,291375649.005,1496588.32725,290965414.339,294527682.238,288822036.814,289452597.697,293837201.693,20.0,2.23977662126e+12,3.663003663e-08,477,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-250.0,-190.0,100.0,-203.0,-1e+200,267098930.25,1574893.66636,266902476.347,270921203.269,264648048.678,265038202.557,269319349.99,20.0,2.48029006034e+12,3.663003663e-08,512,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,400.0,-203.0,-1e+200,276691046.805,2156983.931,276241650.836,281647032.213,273751071.238,273999316.39,280220809.8,20.0,4.65257967861e+12,3.663003663e-08,500,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,1200.0,-203.0,-1e+200,292436148.632,1805499.87281,292666908.855,296492106.053,288634622.586,289170759.5,294892329.3,20.0,3.25982979072e+12,3.663003663e-08,478,0.000162087912088,0.0357142857143,0.1,0.0453846153846
203.0,-203.0,-280.0,-190.0,1218.0,-203.0,-1e+200,292617866.044,2157083.23682,291820017.705,298049971.09,288769915.018,290093702.481,295689739.039,20.0,4.65300809055e+12,3.663003663e-08,479,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-270.0,-190.0,900.0,-203.0,-1e+200,285412763.834,1803399.85011,285089784.072,289443957.273,282538007.645,283326120.226,288442305.018,20.0,3.25225101939e+12,3.663003663e-08,490,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-280.0,-190.0,1300.0,-203.0,-1e+200,294233397.612,2048678.38533,294392846.895,297542076.243,291317351.514,291434344.815,297230771.963,20.0,4.19708312652e+12,3.663003663e-08,480,0.000112637362637,0.0357142857143,0.1,0.0315384615385
203.0,-203.0,-270.0,-190.0,1000.0,-203.0,-1e+200,286225847.099,2616164.31314,286078895.919,292100763.895,282408163.398,282875706.728,290092349.81,20.0,6.84431571334e+12,3.663003663e-08,491,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,1100.0,-203.0,-1e+200,287916225.761,2195506.26653,288282985.617,292005468.938,283721613.31,284087025.567,291427569.335,20.0,4.82024776637e+12,3.663003663e-08,492,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-220.0,-190.0,0.0,-203.0,-1e+200,255881559.807,1990820.69843,255535951.092,259497350.864,252053239.945,253322937.066,258937880.879,20.0,3.96336705331e+12,3.663003663e-08,556,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-270.0,-190.0,1200.0,-203.0,-1e+200,288746989.857,1698462.98837,289006454.545,291447381.356,285193893.989,286541408.683,291205501.548,20.0,2.88477652286e+12,3.663003663e-08,493,0.000162087912088,0.0357142857143,0.1,0.0453846153846
203.0,-203.0,-250.0,-190.0,200.0,-203.0,-1e+200,269433078.32,1184772.22314,269644129.109,272220466.262,267157370.905,267667274.4,270830332.424,20.0,1.40368522073e+12,3.663003663e-08,513,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-270.0,-190.0,1218.0,-203.0,-1e+200,288844342.691,2031254.54041,288637927.626,293934731.586,284808875.367,286219214.736,292092343.876,20.0,4.12599500794e+12,3.663003663e-08,494,0.000137362637363,0.0357142857143,0.1,0.0384615384615
203.0,-203.0,-270.0,-190.0,1300.0,-203.0,-1e+200,290513547.547,1664581.53277,290808431.062,293686949.982,287054475.284,288239078.394,293377402.603,20.0,2.77083167925e+12,3.663003663e-08,495,0.000112637362637,0.0357142857143,0.1,0.0315384615385
203.0,-203.0,-250.0,-190.0,300.0,-203.0,-1e+200,272050581.322,1813547.5373,272433184.567,274608658.729,268141254.433,269122947.956,274503518.158,20.0,3.28895467005e+12,3.663003663e-08,514,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,700.0,-203.0,-1e+200,280513940.042,2260339.34068,280621300.735,284593440.725,276393136.362,277739030.114,284158660.878,20.0,5.10913393503e+12,3.663003663e-08,503,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,800.0,-203.0,-1e+200,279960765.174,1489821.53702,279465645.093,282338682.749,276111739.21,278196502.516,281751949.376,19.0,2.21956821216e+12,3.663003663e-08,504,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-210.0,-190.0,0.0,-203.0,-1e+200,257009949.534,1772289.3573,256923801.873,259657774.877,253884470.42,254856430.199,259511748.277,20.0,3.14100956602e+12,3.663003663e-08,571,0.000116758241758,0.0303571428571,0.1,0.0384615384615
203.0,-203.0,-240.0,-190.0,100.0,-203.0,-1e+200,266177471.255,2086353.81731,265831114.462,269688807.012,262728812.167,263738626.716,269633047.705,20.0,4.35287225099e+12,3.663003663e-08,527,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-250.0,-190.0,400.0,-203.0,-1e+200,273797195.758,1457951.27855,273811236.993,276079835.584,271222132.346,271326025.899,275987971.787,20.0,2.12562193062e+12,3.663003663e-08,515,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,900.0,-203.0,-1e+200,282914566.358,2082053.32751,282910116.14,285790477.98,279439841.7,279664874.896,285463660.644,20.0,4.33494605861e+12,3.663003663e-08,505,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,1000.0,-203.0,-1e+200,282964065.66,1539225.80367,282765954.2,286256180.373,279240261.931,280921750.596,285153690.189,20.0,2.3692160747e+12,3.663003663e-08,506,0.000274725274725,0.0357142857143,0.1,0.0769230769231
203.0,-203.0,-260.0,-190.0,1100.0,-203.0,-1e+200,284905987.918,2162155.52068,285008447.988,289016103.667,279968236.412,282222155.659,287951176.158,20.0,4.67491649563e+12,3.663003663e-08,507,0.000274725274725,0.0357142857143,0.1,0.0769230769231
