iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,1193.0,-1000.0,-11025.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43100.9,2845356847.38,6512700.4972,2843246798.0
1.0,accepted,1193.0,-1175.0,-10726.3599851,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,62360.7987963,3053003211.31,863614.837335,3052798320.31
2.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81440.0220335,3057490675.47,3037825.69725,3058797390.26
3.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,83633.3107655,3055419006.93,5655035.67419,3055511789.45
4.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81440.0220335,3059236384.95,4115288.99341,3058277080.42
5.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,83786.6583913,3058357777.92,5661512.43188,3058281125.1
6.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81440.0220335,3056580584.94,2971793.78574,3056618302.53
7.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,91551.1946098,3053523769.78,7232920.21065,3053498849.58
8.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81440.0220335,3055680567.98,1237614.75001,3056235362.99
9.0,rejected,1193.0,-1175.0,-12142.992369,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,73320.7317815,3034446834.19,2779976.87782,3033691711.87
10.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81440.0220335,3056354752.38,2317433.65905,3057348385.42
11.0,rejected,1193.0,-1175.0,-11468.4458007,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,75686.768463,3040878656.96,3559943.26807,3041813098.95
