iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,1193.0,-1170.0,-21960.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39100.0,2681920757.55,1294315.62578,2682068371.72
1.0,accepted,1193.0,-1175.0,-17682.2667279,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2797434620.57,3108495.01047,2796941800.72
2.0,accepted,1193.0,-1175.0,-15445.1851552,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2850144711.03,1540694.58941,2850135428.59
3.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,59446.537938,2977905351.66,2987916.24237,2978710058.32
4.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,96223.8637031,2965510142.36,2064337.132,2965860043.65
5.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,59446.537938,2981250168.59,2956437.04604,2981220905.09
6.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,52982.2564668,2980536100.68,3599406.29063,2980788745.76
7.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2983762310.18,1020870.10669,2984020861.46
8.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,55885.3923018,2974700458.37,1178658.21773,2974512156.04
9.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2980904982.1,3336339.55395,2980675080.12
10.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43064.0485306,2978490300.71,3754942.47332,2978973284.38
11.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2981094334.95,4710512.19158,2979260292.17
12.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2979852451.87,3275930.67526,2978596434.18
13.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70982.3831582,2972206556.16,4922318.05497,2972239641.62
14.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,2982864900.04,4436364.46942,2983586565.23
