iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-382.0,-200.3,1201.8,-203.0,-1e+200,330780450.061,1898199.31332,330490400.572
1.0,accepted,203.0,-203.0,-394.671113105,-200.469973669,1206.74253633,-203.0,-1e+200,333614941.343,2233412.95695,334404023.691
2.0,accepted,203.0,-203.0,-408.054615212,-200.948365486,1205.2608476,-203.0,-1e+200,335491720.339,2015263.43098,334862955.209
3.0,accepted,203.0,-203.0,-405.744120277,-204.443568492,1213.30276031,-203.0,-1e+200,336578552.39,2286276.94423,337014149.353
4.0,rejected,203.0,-203.0,-401.225467294,-206.0,1200.0,-203.0,-1e+200,335569894.901,2132524.5181,335404858.943
5.0,rerun,203.0,-203.0,-405.744120277,-204.443568492,1213.30276031,-203.0,-1e+200,335736970.301,2031958.36656,335367206.791
6.0,accepted,203.0,-203.0,-404.079057211,-206.0,1223.23071551,-203.0,-1e+200,336250027.044,2391973.19986,335710428.701
7.0,accepted,203.0,-203.0,-405.48366034,-204.557001124,1211.20686502,-203.0,-1e+200,336587440.331,1538413.47562,336902624.614
8.0,rejected,203.0,-203.0,-416.294893194,-204.213031702,1211.42229639,-203.0,-1e+200,335329157.174,2121995.48679,335418284.129
9.0,rerun,203.0,-203.0,-405.48366034,-204.557001124,1211.20686502,-203.0,-1e+200,335646586.217,1889389.00416,334872480.779
10.0,accepted,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,336871174.642,2332457.35928,337089896.13
11.0,rejected,203.0,-203.0,-401.157490086,-205.246575304,1212.38628007,-203.0,-1e+200,335469554.567,2043567.552,335446740.492
12.0,rerun,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,336516214.111,2570378.06276,336363934.745
13.0,rejected,203.0,-203.0,-402.589282758,-205.941844006,1207.96300862,-203.0,-1e+200,336069644.201,1529736.92092,336392878.064
14.0,rerun,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,336170355.63,1878404.11067,336512841.683
15.0,rejected,203.0,-203.0,-403.680780889,-205.372355961,1209.00579004,-203.0,-1e+200,335567992.467,2396033.66792,336328334.699
16.0,rerun,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,336470491.532,2434011.86385,336525590.311
17.0,rejected,203.0,-203.0,-405.049698754,-205.667926987,1209.66018216,-203.0,-1e+200,334866254.282,2027309.98627,334438235.66
18.0,rerun,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,335787726.265,3016234.49294,336177580.761
19.0,rejected,203.0,-203.0,-407.471588286,-205.429811828,1209.23367527,-203.0,-1e+200,336119773.67,2945181.48174,335381909.755
20.0,rerun,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,335869455.719,1701484.79387,336338716.524
21.0,rejected,203.0,-203.0,-407.31777061,-205.509794598,1209.03787504,-203.0,-1e+200,335770927.526,2142210.46908,336073566.185
22.0,rerun,203.0,-203.0,-406.61061268,-205.554097951,1208.52890572,-203.0,-1e+200,336572117.24,2083513.36609,337071999.994
23.0,accepted,203.0,-203.0,-406.021905649,-205.577622451,1208.3679248,-203.0,-1e+200,336356290.961,2369629.32284,336938527.379
24.0,rejected,203.0,-203.0,-405.843830912,-205.598391667,1208.03308052,-203.0,-1e+200,336038159.716,1688640.26156,335874791.918
25.0,rerun,203.0,-203.0,-406.021905649,-205.577622451,1208.3679248,-203.0,-1e+200,336637002.822,2206002.15734,336797625.618
26.0,accepted,203.0,-203.0,-405.947902918,-205.611562981,1208.51706424,-203.0,-1e+200,337020574.488,2374122.66949,336749671.137
27.0,accepted,203.0,-203.0,-406.179557634,-205.620769423,1208.63756728,-203.0,-1e+200,337078107.819,2561548.37624,336653256.534
28.0,rejected,203.0,-203.0,-406.413635361,-205.65302054,1208.6927469,-203.0,-1e+200,336929238.83,2012463.95826,337065612.495
29.0,rerun,203.0,-203.0,-406.179557634,-205.620769423,1208.63756728,-203.0,-1e+200,336158496.089,1556006.45991,335937295.329
30.0,rejected,203.0,-203.0,-406.128448482,-205.590601694,1208.69087305,-203.0,-1e+200,335536506.61,2177305.91135,335305662.928
31.0,rerun,203.0,-203.0,-406.179557634,-205.620769423,1208.63756728,-203.0,-1e+200,336371108.397,2225788.55891,335896889.384
32.0,rejected,203.0,-203.0,-406.132788437,-205.639838446,1208.68118354,-203.0,-1e+200,335651134.589,2420570.59364,335433355.087
33.0,rerun,203.0,-203.0,-406.179557634,-205.620769423,1208.63756728,-203.0,-1e+200,336413189.045,2441117.78307,336867908.903
34.0,accepted,203.0,-203.0,-406.259821652,-205.625892882,1208.60168239,-203.0,-1e+200,336808037.486,2025345.17299,336652142.215
35.0,accepted,203.0,-203.0,-406.323828884,-205.617236645,1208.63116278,-203.0,-1e+200,336996806.76,2125128.22644,337215279.441
36.0,accepted,203.0,-203.0,-406.365512862,-205.628221893,1208.69002631,-203.0,-1e+200,337127416.147,1428322.22838,336885364.156
37.0,rejected,203.0,-203.0,-406.30562664,-205.618995528,1208.62647894,-203.0,-1e+200,336232663.978,1869784.79646,336173623.417
38.0,rerun,203.0,-203.0,-406.365512862,-205.628221893,1208.69002631,-203.0,-1e+200,335262561.947,2573194.43429,335750861.614
