hour,price
1,20.3
2,19.91
3,20.1
4,20.13
5,20.28
6,20.15
7,24.72
8,23.11
9,20.84
10,20.94
11,22.5
12,23.48
13,22.58
14,21.94
15,21.74
16,21.36
17,21.14
18,23.08
19,23.04
20,22.97
21,21.49
22,21.34
23,20.65
24,20.41
25,18.97
26,19.27
27,19.54
28,19.78
29,19.35
30,19.05
31,19.04
32,19.81
33,20.44
34,21.12
35,22.21
36,21.92
37,21.17
38,20.7
39,20.58
40,20.6
41,20.63
42,22.57
43,23.26
44,25.4
45,21.41
46,21.69
47,20.56
48,19.71
49,23.94
50,22.77
51,21.7
52,21.49
53,19.19
54,19.15
55,18.38
56,19.08
57,19.76
58,20.02
59,19.7
60,20.11
61,20.19
62,20.56
63,20.23
64,20.16
65,20.42
66,22.01
67,22.81
68,12.14
69,23.82
70,21.08
71,21.08
72,19.31
73,19.35
74,19.63
75,19.63
76,20.16
77,20.93
78,21.48
79,26.62
80,37.57
81,33.34
82,37.37
83,28.62
84,28.36
85,23.05
86,24.83
87,20.61
88,19.95
89,20.42
90,24.03
91,27.4
92,22.29
93,23.44
94,21.69
95,16.22
96,16.49
97,18.11
98,13.59
99,14.67
100,19.08
101,19.83
102,20.94
103,28.02
104,50.07
105,61.1
106,24.42
107,22.36
108,18.67
109,23.27
110,21.43
111,20.07
112,20.01
113,20.46
114,24.87
115,27.27
116,22.17
117,21.22
118,26.08
119,22.16
120,23.59
121,19.39
122,15.18
123,13.46
124,20.05
125,19.76
126,20.42
127,21.31
128,32.94
129,28.15
130,22.19
131,22.22
132,22.29
133,22.18
134,21.64
135,21.64
136,21.5
137,21.8
138,22.15
139,23.67
140,22.85
141,21.7
142,21.46
143,20.55
144,20.71
145,20.64
146,19.81
147,19.18
148,19.2
149,19.4
150,19.56
151,21.18
152,26.28
153,42.07
154,55.15
155,37.67
156,29.44
157,28.04
158,25.47
159,28.61
160,25.88
161,25.69
162,30.35
163,32.81
164,29.58
165,27.43
166,25.92
167,22.58
168,22.09
169,22.66
170,21.53
171,21.37
172,21.53
173,21.19
174,21.33
175,21.72
176,25.31
177,28.89
178,33.98
179,37.47
180,30.02
181,44.19
182,27.66
183,27.11
184,24.79
185,25.66
186,31.33
187,44.47
188,29.24
189,27.47
190,26
191,23.61
192,22.69
193,22.51
194,22.58
195,22.54
196,22.27
197,22.29
198,22.15
199,22.21
200,24.58
201,36.77
202,29.42
203,29.63
204,30.01
205,26.04
206,23.24
207,22.79
208,23.13
209,24.7
210,60.49
211,39.42
212,33.44
213,52.27
214,64.32
215,24.32
216,23.61
217,22.95
218,23.63
219,22.87
220,21.97
221,22.29
222,21.78
223,21.89
224,21.29
225,21.97
226,23.39
227,22.94
228,23.92
229,23.28
230,22.01
231,21.53
232,21.26
233,20.67
234,33.99
235,50.07
236,24.04
237,23.4
238,21.73
239,20.09
240,18.71
241,19.98
242,11.56
243,8.38
244,12.43
245,12.61
246,12.3
247,14.12
248,67.44
249,59.89
250,21.64
251,21.64
252,33.26
253,33.3
254,20.92
255,4.25
256,13.84
257,16.79
258,15.17
259,21.19
260,15.54
261,12.04
262,14.82
263,20.36
264,19.96
265,16.37
266,20.03
267,18.19
268,19.63
269,18.6
270,19.24
271,21.3
272,30.25
273,31.23
274,21.31
275,20.18
276,21.59
277,21.31
278,21.07
279,19.91
280,19.86
281,19.01
282,14.73
283,20.45
284,17.61
285,19.02
286,16.79
287,18.6
288,16.59
289,9.91
290,10.99
291,17.59
292,18.62
293,19.66
294,19.49
295,20.18
296,58.02
297,43.73
298,23.86
299,23.32
300,23.76
301,22.5
302,21.93
303,22.17
304,22.1
305,22.85
306,24.82
307,26.58
308,20.8
309,19.27
310,20.85
311,20.54
312,20.59
313,19.83
314,13.86
315,12.44
316,21.46
317,10.92
318,15.21
319,12.05
320,21.67
321,25.38
322,18.21
323,8.22
324,12.84
325,54.13
326,29.88
327,22.51
328,21.96
329,22.49
330,24.48
331,23.61
332,27.97
333,23.85
334,23.99
335,18.73
336,20.26
337,13.63
338,20.66
339,18.93
340,17.33
341,20.18
342,20
343,21.25
344,16.08
345,17.5
346,18.44
347,19.19
348,23.08
349,21.42
350,20.53
351,20.4
352,17.37
353,17.19
354,19.46
355,24.6
356,22.69
357,20.91
358,20.71
359,20.49
360,23.14
361,21.09
362,20.56
363,15.95
364,18.72
365,18.52
366,18.26
367,18.68
368,20.9
369,21.2
370,21.81
371,21.69
372,21.41
373,20.74
374,19.88
375,20.99
376,18.93
377,24.28
378,20.58
379,21.21
380,20.66
381,20.23
382,20.06
383,18.97
384,19.28
385,19.01
386,18.62
387,18.83
388,18.72
389,18.45
390,18.61
391,18.51
392,19.2
393,20.1
394,20.93
395,20.96
396,21.84
397,24.14
398,20.83
399,20.97
400,22.2
401,21.86
402,76.55
403,111.1
404,23.68
405,24.12
406,22.44
407,21.84
408,22.97
409,22.19
