SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,431574652.113,11217755.0927,432417042.652,448587308.039,407021201.65,416805247.7,448452135.839,19.0,1.2583802932e+14,0.0333333333333,0.000238095238095,26,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,439189972.89,14464997.328,438339246.58,469548266.526,414383884.858,418713941.615,463131047.019,19.0,2.09236147699e+14,0.0333333333333,0.000238095238095,27,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,437492753.513,10029302.1062,437323873.147,453093668.642,418785344.536,420661395.223,452918568.476,20.0,1.00586900738e+14,0.0333333333333,0.000238095238095,28,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,439612515.29,12536310.5813,437427592.739,472484273.756,420876972.796,423859076.987,462894352.135,20.0,1.57159082992e+14,0.0333333333333,0.000238095238095,29,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,439189801.888,11705583.9463,440374965.142,460120309.164,410886083.446,420887509.825,451202857.183,20.0,1.37020695524e+14,0.0333333333333,0.000238095238095,30,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,440208709.138,15524913.0712,443689822.516,459837453.459,396116177.846,416714320.301,459794603.177,19.0,2.41022925869e+14,0.0333333333333,0.000238095238095,31,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,448780854.905,13659437.1693,451560340.541,471624443.129,421128355.977,426068258.003,468460614.592,20.0,1.86580223782e+14,0.0333333333333,0.000238095238095,32,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,442882941.6,14948541.1827,443899075.536,467938870.736,410421828.843,419727713.051,465426908.818,20.0,2.2345888349e+14,0.0333333333333,0.000238095238095,33,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,441830223.314,14151424.639,444941922.883,461428882.285,409225662.8,416507868.214,461097013.546,20.0,2.00262819314e+14,0.0333333333333,0.000140476190476,34,4.7619047619e-08,0.0714285714286,0.059
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,439141862.603,16282109.7704,436378040.109,475255068.118,410719339.413,413348144.744,467558482.878,20.0,2.65107098574e+14,0.0333333333333,0.000119047619048,35,4.7619047619e-08,0.0714285714286,0.05
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,436751454.864,16510520.46,436156931.474,461852095.98,401131992.464,411519705.69,460705426.078,19.0,2.7259728586e+14,0.0333333333333,9.7619047619e-05,36,4.7619047619e-08,0.0714285714286,0.041
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,420469564.313,14429734.4669,418966010.067,441013941.864,377502107.828,402678341.075,439798204.271,19.0,2.08217236785e+14,0.0333333333333,0.000119047619048,37,4.7619047619e-08,0.0714285714286,0.05
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,424334439.721,12174408.5711,424551459.737,449651381.896,405265991.75,410694677.117,446234183.685,20.0,1.48216224057e+14,0.0333333333333,0.000238095238095,38,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,423537790.918,8821857.99018,422904345.459,435317685.326,407110681.831,407204799.86,435180036.114,20.0,7.7825178399e+13,0.0333333333333,0.000238095238095,39,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,430349887.886,11391802.3297,430292213.21,448463468.54,409242341.979,412814647.641,447760866.097,18.0,1.29773160318e+14,0.0333333333333,0.000238095238095,40,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,429958588.69,12647623.148,432313720.0,449437557.585,404280106.687,410913778.899,449308452.866,19.0,1.59962371294e+14,0.0333333333333,0.000238095238095,41,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,425898504.472,17482315.945,428799135.552,454384717.025,391717545.339,397615163.667,450772087.087,19.0,3.05631370802e+14,0.0333333333333,0.000238095238095,42,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,430009917.381,7983540.58053,432752435.582,440488986.962,413479106.973,418484969.608,440140587.981,18.0,6.3736920201e+13,0.0333333333333,0.000238095238095,43,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,432304378.635,14645329.7733,430681786.976,463458731.947,395302448.966,410757906.609,448549046.483,20.0,2.14485684167e+14,0.0333333333333,0.000238095238095,44,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,425876394.504,14133709.5974,427746495.942,443935218.24,388144431.799,398531051.21,443017628.249,20.0,1.99761746984e+14,0.0333333333333,0.000238095238095,45,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,429694014.906,18277200.4799,433908628.101,459381328.727,390748415.176,401844337.922,448816423.935,19.0,3.34056057381e+14,0.0333333333333,0.000140476190476,46,4.7619047619e-08,0.0714285714286,0.059
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,429712452.836,12865823.9647,426988304.988,462998362.651,405951334.542,412299309.652,451368149.017,19.0,1.65529426292e+14,0.0333333333333,0.000119047619048,47,4.7619047619e-08,0.0714285714286,0.05
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,432896359.187,10807500.1707,432714249.268,454872100.961,413637145.217,414345862.647,447015459.827,20.0,1.1680205994e+14,0.0333333333333,9.7619047619e-05,48,4.7619047619e-08,0.0714285714286,0.041
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,408809955.023,12255752.1724,410969368.086,420122383.695,386052881.777,390507873.184,419971512.433,7.0,1.50203461311e+14,0.0333333333333,0.000238095238095,50,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,409181303.284,13121802.2596,410083271.799,428897789.337,390611559.464,390928971.816,428556310.796,12.0,1.72181694541e+14,0.0333333333333,0.000119047619048,49,4.7619047619e-08,0.0714285714286,0.05
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,419372756.184,8595373.90157,418233595.35,432192052.935,408884133.341,410243534.694,430128214.186,5.0,7.38804525078e+13,0.0333333333333,0.000238095238095,51,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,413126605.125,8678219.9723,409675160.074,422736159.47,404726444.903,405056427.22,422612708.514,5.0,7.53115018877e+13,0.0333333333333,0.000238095238095,52,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,419721681.625,6687039.36792,418946376.494,430512235.488,410174220.102,411945421.476,428507140.509,6.0,4.47164955081e+13,0.0333333333333,0.000238095238095,53,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,425064439.007,2317365.517,424979138.109,427845274.962,422454204.847,422700909.669,427547389.601,4.0,5.37018293939e+12,0.0333333333333,0.000238095238095,54,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,416772567.804,17194816.9362,414189629.977,436642578.681,391881840.696,395991229.402,435058064.033,5.0,2.95661729469e+14,0.0333333333333,0.000238095238095,55,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,411472295.887,16127148.1377,413485285.672,433114010.003,388076326.379,391463390.505,430971198.449,7.0,2.60084907057e+14,0.0333333333333,0.000238095238095,56,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,412945401.708,24164525.4007,410848064.612,443933804.883,386151672.726,389002381.28,439824694.071,4.0,5.83924287839e+14,0.0333333333333,0.000238095238095,57,4.7619047619e-08,0.0714285714286,0.1
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,430062601.026,1618174.31315,430591288.249,431350306.213,428246208.616,428480716.579,431274404.417,3.0,2.61848810772e+12,0.0333333333333,0.000119047619048,59,4.7619047619e-08,0.0714285714286,0.05
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,423487302.889,9266329.60226,423160857.541,439076399.74,408244706.22,411551905.181,437158041.052,9.0,8.58648642978e+13,0.0333333333333,0.000140476190476,58,4.7619047619e-08,0.0714285714286,0.059
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,410947487.57,16475262.9205,414970946.299,431483831.605,378885119.354,386550962.056,429510727.146,9.0,2.71434288298e+14,0.0333333333333,9.7619047619e-05,60,4.7619047619e-08,0.0714285714286,0.041
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,396330636.33,10945540.7246,398291703.522,411971815.491,367792877.034,382569248.264,410644657.424,20.0,1.19804861754e+14,0.0333333333333,8.92857142857e-05,61,4.7619047619e-08,0.0535714285714,0.05
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,402706420.82,12840760.0966,401404121.942,427213720.691,382011676.697,386157998.346,424930683.005,19.0,1.64885119858e+14,0.0333333333333,0.000178571428571,62,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,405650690.01,13836410.3166,408649010.118,429971362.345,382008343.811,385022026.152,424659870.512,20.0,1.91446250448e+14,0.0333333333333,0.000178571428571,63,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,408023363.587,11650749.8948,403870618.586,434650420.868,390788645.168,395223711.409,427160391.51,20.0,1.35739973111e+14,0.0333333333333,0.000178571428571,64,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,404035276.432,17922157.2553,405086925.551,433356062.776,376191186.407,381612733.202,429917661.782,19.0,3.21203720682e+14,0.0333333333333,0.000178571428571,65,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,404595456.118,18660360.1929,402342746.013,440352341.146,375592234.419,379626485.127,438226790.069,17.0,3.48209042527e+14,0.0333333333333,0.000178571428571,66,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,401225742.041,13895241.8665,404851211.339,422561402.919,375850332.835,377302782.431,418663142.059,18.0,1.93077746529e+14,0.0333333333333,0.000178571428571,67,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,398038939.902,15497692.5089,401384577.362,427439249.722,361832635.524,373876320.057,416366163.199,19.0,2.401784731e+14,0.0333333333333,0.000178571428571,68,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,404808944.565,15745045.6945,408154600.967,431019534.523,375760126.279,382507824.735,425107055.843,19.0,2.47906463922e+14,0.0333333333333,0.000178571428571,69,4.7619047619e-08,0.0535714285714,0.1
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,399208927.001,9255614.2522,396817076.352,413250688.691,380687449.663,387943787.461,412719064.241,20.0,8.56663951855e+13,0.0333333333333,0.000105357142857,70,4.7619047619e-08,0.0535714285714,0.059
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,402754625.977,13676742.5688,403649151.089,425936886.28,375497953.57,384621218.997,422366276.069,20.0,1.87053287293e+14,0.0333333333333,8.92857142857e-05,71,4.7619047619e-08,0.0535714285714,0.05
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,396913942.119,11063653.5349,399357985.457,410856996.423,368168997.503,382096337.236,409535672.784,19.0,1.2240442954e+14,0.0333333333333,7.32142857143e-05,72,4.7619047619e-08,0.0535714285714,0.041
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,391603559.743,13306224.1379,390292860.979,413816387.681,359331040.793,374375826.321,410875561.143,19.0,1.77055600809e+14,0.0333333333333,5.95238095238e-05,73,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,393042713.189,15186790.9427,391374889.553,420876847.767,364457272.83,367680062.864,414747274.336,19.0,2.30638619137e+14,0.0333333333333,0.000119047619048,74,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,401216256.714,14289673.0496,406710172.599,419822319.801,362731172.467,381953213.464,418927549.316,17.0,2.04194755866e+14,0.0333333333333,0.000119047619048,75,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,403488249.022,12174411.4944,405025160.964,423393660.311,383688682.228,385591770.966,421209813.106,19.0,1.48216295234e+14,0.0333333333333,0.000119047619048,76,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,402309125.547,12934569.5378,397785795.433,425323136.52,386752549.362,387914097.64,421804428.743,20.0,1.67303089128e+14,0.0333333333333,0.000119047619048,77,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,399676321.745,12797595.6382,400692696.891,422006397.22,372603948.291,376370798.011,416992239.17,19.0,1.63778454119e+14,0.0333333333333,0.000119047619048,78,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,397798615.554,13007893.3026,397111916.459,426914451.662,377015921.912,377451952.635,416146210.961,20.0,1.69205288171e+14,0.0333333333333,0.000119047619048,79,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,400545949.18,12558245.3933,405290689.958,422049568.393,380647066.633,381880837.147,415941253.643,19.0,1.57709527359e+14,0.0333333333333,0.000119047619048,80,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,394894709.502,12575769.7069,397543961.231,412719641.337,370991795.895,373138659.679,409254884.005,20.0,1.58149983722e+14,0.0333333333333,0.000119047619048,81,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,391231777.591,11800159.448,393356782.397,409696317.361,367609435.111,368997260.711,407201017.846,18.0,1.39243762997e+14,0.0333333333333,7.02380952381e-05,82,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,388185545.198,15839429.6144,391783344.615,409156159.406,356830429.298,362539137.042,406464707.201,17.0,2.50887530509e+14,0.0333333333333,5.95238095238e-05,83,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,393583727.165,9839077.59538,392977416.124,412354841.627,378759983.118,380556685.144,411058975.785,19.0,9.6807447928e+13,0.0333333333333,4.88095238095e-05,84,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-280.0,-195.0,300.0,-203.0,-1e+200,387054549.04,13603035.2274,388570456.937,406587295.239,359410547.221,363668789.39,404416072.502,20.0,1.85042567399e+14,0.0333333333333,5.95238095238e-05,85,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,399835257.612,13277471.4962,400997715.603,422668597.81,375240550.216,379992913.612,417246412.258,20.0,1.76291249332e+14,0.0333333333333,0.000119047619048,86,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,395173977.201,13623830.3985,395952725.027,412560102.193,369999906.817,374834393.672,411167348.314,20.0,1.85608754727e+14,0.0333333333333,0.000119047619048,87,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,387365097.495,10619794.2466,387782155.718,402152032.092,365755819.315,373232795.016,401220455.264,20.0,1.12780029839e+14,0.0333333333333,0.000119047619048,88,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,391468977.971,13115197.5095,392500319.838,418540966.574,366744660.553,374780734.841,413342086.542,18.0,1.72008405714e+14,0.0333333333333,0.000119047619048,89,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,392112278.37,11815361.2593,394652661.338,413705299.708,372071016.084,373918952.195,407929182.909,20.0,1.39602761687e+14,0.0333333333333,0.000119047619048,90,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,385785274.215,12788046.2072,386926605.505,405369573.675,360980369.253,361963781.207,402630972.784,18.0,1.63534125798e+14,0.0333333333333,0.000119047619048,91,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,385446602.787,15469779.5791,384851397.93,410882961.589,352984705.616,361832156.972,407675597.468,20.0,2.39314080226e+14,0.0333333333333,0.000119047619048,92,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,382960108.717,18064146.4537,389108817.111,412034197.883,350993644.779,353900405.067,406767998.778,20.0,3.26313387102e+14,0.0333333333333,0.000119047619048,93,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,387176494.952,14113874.5529,388540747.301,408400904.134,343986957.039,369344781.604,404320069.007,18.0,1.99201454895e+14,0.0333333333333,7.02380952381e-05,94,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,383214032.33,12379219.4336,384625410.674,405872284.804,361838669.343,363142759.533,402416829.895,20.0,1.53245073786e+14,0.0333333333333,5.95238095238e-05,95,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-270.0,-195.0,300.0,-203.0,-1e+200,383677172.21,12631969.2088,383631914.637,416525747.399,363303069.955,366569132.802,398825653.707,20.0,1.59566646092e+14,0.0333333333333,5.95238095238e-05,97,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,379672804.889,17312471.1145,376513018.937,402964077.266,349079174.784,354899837.471,401997626.548,18.0,2.99721656092e+14,0.0333333333333,4.88095238095e-05,96,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,384791422.243,14128480.2239,386067701.798,415083590.954,357506950.618,361538879.565,411808337.342,19.0,1.99613953438e+14,0.0333333333333,0.000119047619048,98,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,384070596.288,15214685.2706,388115683.129,415554080.996,354462146.417,361244162.47,399289426.503,20.0,2.31486647885e+14,0.0333333333333,0.000119047619048,99,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,387250783.721,12690871.2186,385814241.527,416756178.858,369358979.021,371849002.635,403421345.53,19.0,1.61058212287e+14,0.0333333333333,0.000119047619048,100,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,382541162.813,13117767.935,384347169.627,403653172.015,345841951.583,361246356.936,397165581.044,20.0,1.72075835598e+14,0.0333333333333,0.000119047619048,101,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,390722354.047,13032049.0045,389894090.667,412489124.346,368482112.48,372236464.715,407252543.759,18.0,1.69834301255e+14,0.0333333333333,0.000119047619048,102,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,900.0,-203.0,-1e+200,379989940.531,10727783.2412,375696328.628,398631779.732,366612823.765,367521219.708,397399385.006,20.0,1.15085333271e+14,0.0333333333333,0.000119047619048,103,4.7619047619e-08,0.0357142857143,0.1
