SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity
203.0,-203.0,-270.0,-195.0,1000.0,-203.0,-1e+200,379135416.903,15443718.2329,380253840.428,402639708.113,354664053.742,356922518.765,399835723.849,18.0,2.38508432856e+14,0.0333333333333,0.000119047619048,104,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,1100.0,-203.0,-1e+200,384137775.651,13561559.6078,383798788.289,407550145.265,359574908.685,363233681.463,404341434.529,20.0,1.83915898996e+14,0.0333333333333,0.000119047619048,105,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-270.0,-195.0,1200.0,-203.0,-1e+200,373661530.494,17613619.4079,377491664.899,402782473.879,333150544.967,347874570.069,396020572.688,19.0,3.10239588645e+14,0.0333333333333,7.02380952381e-05,106,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-270.0,-195.0,1218.0,-203.0,-1e+200,373230267.414,16960896.5385,372709480.159,403856239.406,335533635.719,353218390.83,395121007.758,20.0,2.87672011391e+14,0.0333333333333,5.95238095238e-05,107,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-260.0,-195.0,300.0,-203.0,-1e+200,379337339.332,11080066.6766,377280099.186,396190627.07,358174286.98,362928518.501,394403266.035,20.0,1.22767877558e+14,0.0333333333333,5.95238095238e-05,109,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-270.0,-195.0,1300.0,-203.0,-1e+200,382479857.125,12074004.94,382388882.459,404289289.62,359619391.081,366248168.844,401680939.029,20.0,1.4578159529e+14,0.0333333333333,4.88095238095e-05,108,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-260.0,-195.0,400.0,-203.0,-1e+200,386393765.543,16379357.4687,392121246.175,405681148.125,353844288.403,354240255.042,402787762.285,19.0,2.68283351089e+14,0.0333333333333,0.000119047619048,110,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,500.0,-203.0,-1e+200,378240941.448,12938544.8196,376868717.165,398247136.947,358393253.024,359897146.67,397569671.531,19.0,1.67405942048e+14,0.0333333333333,0.000119047619048,111,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,374333940.549,13383889.5549,374642778.714,397744179.78,349177056.288,356426686.162,396082051.994,17.0,1.79128499618e+14,0.0333333333333,0.000119047619048,112,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,700.0,-203.0,-1e+200,370689631.414,14176103.4236,369626183.354,389881143.678,341902460.46,351037291.806,389635302.924,20.0,2.00961908277e+14,0.0333333333333,0.000119047619048,113,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,373126245.029,13877111.1469,374328999.036,396967677.92,344714416.867,351683700.658,389137429.172,20.0,1.92574213784e+14,0.0333333333333,0.000119047619048,114,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,378639630.785,18450546.9395,381512826.214,406652438.331,342637256.16,353782114.181,405737638.111,19.0,3.40422682367e+14,0.0333333333333,0.000119047619048,115,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,377909766.136,13378248.4503,375640031.667,401494648.012,344500432.618,362410280.972,399290609.961,20.0,1.78977531598e+14,0.0333333333333,0.000119047619048,116,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,375181202.188,16946282.2356,378027129.081,404695332.947,338163433.714,349639528.632,396335770.899,19.0,2.87176481609e+14,0.0333333333333,0.000119047619048,117,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,371371004.883,15791894.0253,372624635.786,400281519.832,339989078.93,348144811.537,400203954.529,18.0,2.49383916905e+14,0.0333333333333,7.02380952381e-05,118,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,371230807.746,14302476.1581,372702309.585,392740446.162,344697330.017,348800517.029,392586441.936,20.0,2.04560824252e+14,0.0333333333333,5.95238095238e-05,119,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-250.0,-195.0,300.0,-203.0,-1e+200,373484606.513,16283297.9519,373565102.754,409348765.033,342190139.42,342693615.761,396444754.915,20.0,2.65145792189e+14,0.0333333333333,5.95238095238e-05,121,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-260.0,-195.0,1300.0,-203.0,-1e+200,368744338.724,13317905.0977,367189542.27,393325882.163,333202295.322,351289981.442,389238738.228,19.0,1.77366596192e+14,0.0333333333333,4.88095238095e-05,120,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-250.0,-195.0,400.0,-203.0,-1e+200,378271655.217,10152530.8421,378819664.676,393282185.446,355801997.633,360556566.371,392814664.722,19.0,1.030738825e+14,0.0333333333333,0.000119047619048,122,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,500.0,-203.0,-1e+200,373154613.383,15163079.3661,370824119.91,398390219.676,339073831.362,354096529.99,393776242.786,19.0,2.29918975863e+14,0.0333333333333,0.000119047619048,123,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,600.0,-203.0,-1e+200,374859399.997,11035351.1857,377258947.644,392997717.986,355971359.547,357112983.525,391561925.903,20.0,1.21778975791e+14,0.0333333333333,0.000119047619048,124,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,700.0,-203.0,-1e+200,368366642.576,14747812.5342,367115921.104,393024873.218,335146403.697,340474964.618,388667710.516,19.0,2.17497974543e+14,0.0333333333333,0.000119047619048,125,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,800.0,-203.0,-1e+200,362270559.654,11220190.681,364574398.085,383093562.901,340097695.406,344970674.938,377165372.975,20.0,1.25892678917e+14,0.0333333333333,0.000119047619048,126,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,900.0,-203.0,-1e+200,363179824.019,12760207.2205,366360480.993,390210997.987,341987431.15,342306933.72,384450790.891,18.0,1.62822888309e+14,0.0333333333333,0.000119047619048,127,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,1000.0,-203.0,-1e+200,358333120.175,13350285.4515,359663725.851,380546180.274,331633105.804,335417211.763,377397380.038,19.0,1.78230121635e+14,0.0333333333333,0.000119047619048,128,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,1100.0,-203.0,-1e+200,366101968.446,17323923.7251,368231586.787,403632362.683,337346863.874,337654414.185,389995072.988,20.0,3.00118333232e+14,0.0333333333333,0.000119047619048,129,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-250.0,-195.0,1200.0,-203.0,-1e+200,358856840.912,13255859.4524,361269186.286,377288008.059,325361136.085,342714058.064,375761122.923,18.0,1.75717809823e+14,0.0333333333333,7.02380952381e-05,130,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-250.0,-195.0,1218.0,-203.0,-1e+200,356005728.682,15186780.4144,356848897.363,386698553.114,323923954.162,331757356.064,375761981.339,20.0,2.30638299355e+14,0.0333333333333,5.95238095238e-05,131,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-250.0,-195.0,1300.0,-203.0,-1e+200,364626097.02,15787837.2355,363520847.713,395078601.335,335050330.628,339466603.775,387254033.173,18.0,2.49255804574e+14,0.0333333333333,4.88095238095e-05,132,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-240.0,-195.0,300.0,-203.0,-1e+200,365511910.809,14311171.7491,363949131.11,390485748.997,338305934.466,342782776.941,387768319.321,18.0,2.04809636831e+14,0.0333333333333,5.95238095238e-05,133,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-240.0,-195.0,400.0,-203.0,-1e+200,362116533.462,16797259.7976,365873140.075,386507155.304,336148000.325,336838050.194,385029361.011,17.0,2.82147936708e+14,0.0333333333333,0.000119047619048,134,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,500.0,-203.0,-1e+200,359990596.146,11816480.9136,361833075.451,379983695.694,334669934.344,338529810.958,376574478.346,19.0,1.39629221182e+14,0.0333333333333,0.000119047619048,135,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,600.0,-203.0,-1e+200,358597541.058,16908041.547,353819954.819,385313768.624,335368010.168,335458820.455,383244412.466,20.0,2.85881868955e+14,0.0333333333333,0.000119047619048,136,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,700.0,-203.0,-1e+200,367726255.614,11442504.7485,368025663.551,391488259.33,339396110.919,354161504.516,379334276.374,20.0,1.30930914919e+14,0.0333333333333,0.000119047619048,137,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,800.0,-203.0,-1e+200,358256816.538,12941113.8309,357305825.336,380363253.238,323005308.086,343541464.359,376319669.499,20.0,1.67472427184e+14,0.0333333333333,0.000119047619048,138,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,900.0,-203.0,-1e+200,356510297.047,11735485.9134,355388746.389,376011373.299,330923589.844,339285091.388,374288505.306,20.0,1.37721629623e+14,0.0333333333333,0.000119047619048,139,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,1000.0,-203.0,-1e+200,351298210.591,16812662.8703,352170151.861,376953822.908,316167033.767,324060052.764,372648427.586,20.0,2.82665632792e+14,0.0333333333333,0.000119047619048,140,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,1100.0,-203.0,-1e+200,352066918.477,15962266.919,353989687.022,374121030.736,316965044.321,327305571.484,374106672.703,20.0,2.54793965194e+14,0.0333333333333,0.000119047619048,141,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-240.0,-195.0,1200.0,-203.0,-1e+200,354124358.605,12883343.6292,355834667.398,372901960.947,323427309.403,329366963.358,370494607.762,19.0,1.65980543069e+14,0.0333333333333,7.02380952381e-05,142,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-240.0,-195.0,1218.0,-203.0,-1e+200,354482389.457,13728627.3604,352777170.697,381403909.774,321968853.95,335560898.831,375522205.448,20.0,1.88475209201e+14,0.0333333333333,5.95238095238e-05,143,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-230.0,-195.0,300.0,-203.0,-1e+200,348150911.801,8616659.2444,348246060.873,362114866.262,330723365.656,334453687.983,359449371.268,17.0,7.4246816534e+13,0.0333333333333,5.95238095238e-05,145,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-240.0,-195.0,1300.0,-203.0,-1e+200,350317430.025,14840695.4712,350649884.423,378302653.776,326276376.214,326515541.489,369286731.634,20.0,2.20246242069e+14,0.0333333333333,4.88095238095e-05,144,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-230.0,-195.0,400.0,-203.0,-1e+200,355228977.032,13026283.5906,354587297.824,381826634.504,339663782.068,339914956.732,374944665.422,16.0,1.69684064183e+14,0.0333333333333,0.000119047619048,146,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,500.0,-203.0,-1e+200,355670639.2,12621310.7153,355725724.0,375325130.83,328658155.794,335688991.163,371840972.145,19.0,1.59297484171e+14,0.0333333333333,0.000119047619048,147,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,600.0,-203.0,-1e+200,348964926.653,13185626.6284,346401427.694,372423139.524,325863480.29,330583582.178,371340886.403,15.0,1.73860749583e+14,0.0333333333333,0.000119047619048,148,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,700.0,-203.0,-1e+200,347189838.239,13475685.3499,347155068.922,366160689.587,320498210.486,328691654.285,364107467.887,14.0,1.8159409565e+14,0.0333333333333,0.000119047619048,149,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,800.0,-203.0,-1e+200,344544855.891,14535032.6392,339214034.482,365140443.198,323714353.462,326230446.474,364159343.155,13.0,2.11267173823e+14,0.0333333333333,0.000119047619048,150,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,900.0,-203.0,-1e+200,352144157.306,10796354.2431,352491470.046,375391164.835,328065018.122,336726172.734,367821589.544,15.0,1.16561264943e+14,0.0333333333333,0.000119047619048,151,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,1000.0,-203.0,-1e+200,338225986.502,17894634.8382,340807872.705,364654031.615,309494180.139,313519491.132,361522699.463,14.0,3.20217955992e+14,0.0333333333333,0.000119047619048,152,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,1100.0,-203.0,-1e+200,343453188.45,14714667.4382,343582800.338,374867338.351,321700504.352,322014899.374,364730023.761,12.0,2.16521437818e+14,0.0333333333333,0.000119047619048,153,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-230.0,-195.0,1200.0,-203.0,-1e+200,345070873.016,15395686.8115,350747690.705,362632854.472,314983452.278,319194970.112,362592226.287,12.0,2.37027172397e+14,0.0333333333333,7.02380952381e-05,154,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-230.0,-195.0,1218.0,-203.0,-1e+200,346444094.565,14347650.3174,350396968.602,374110141.443,318913300.386,325542145.919,364165036.881,14.0,2.05855069631e+14,0.0333333333333,5.95238095238e-05,155,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-220.0,-195.0,300.0,-203.0,-1e+200,344794974.747,18864600.289,346734818.373,375310836.72,307758841.174,321824635.457,370763130.426,20.0,3.55873144064e+14,0.0333333333333,5.95238095238e-05,157,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-230.0,-195.0,1300.0,-203.0,-1e+200,339900794.231,15157507.7436,341638032.658,363952341.901,313929096.356,319175260.513,362384129.609,17.0,2.29750040999e+14,0.0333333333333,4.88095238095e-05,156,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-220.0,-195.0,400.0,-203.0,-1e+200,341729996.907,16483089.1268,338764857.269,367474772.41,312326258.945,316891724.689,367109912.398,20.0,2.71692227161e+14,0.0333333333333,0.000119047619048,158,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,500.0,-203.0,-1e+200,343963998.972,14256268.8946,339992015.207,366563513.791,321861186.24,324461438.667,363717931.238,19.0,2.03241202794e+14,0.0333333333333,0.000119047619048,159,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,600.0,-203.0,-1e+200,340135578.648,14841744.9221,342366302.556,361050679.301,305895404.399,315502993.665,357486552.64,19.0,2.20277392334e+14,0.0333333333333,0.000119047619048,160,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,700.0,-203.0,-1e+200,338096958.598,15457667.2509,335152643.36,368442978.467,318201434.532,318255297.573,368432400.865,20.0,2.38939476838e+14,0.0333333333333,0.000119047619048,161,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,800.0,-203.0,-1e+200,334653478.821,13388139.6437,335879499.638,357066436.331,306293098.515,313711436.342,354296166.067,18.0,1.7924228312e+14,0.0333333333333,0.000119047619048,162,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,900.0,-203.0,-1e+200,335434314.231,12391209.9144,333148474.904,356655522.989,315904638.329,320933177.041,355591052.818,20.0,1.53542083143e+14,0.0333333333333,0.000119047619048,163,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,1000.0,-203.0,-1e+200,332982123.099,11395470.3432,334123727.327,352811309.427,308775386.461,311393095.87,348589805.865,20.0,1.29856744344e+14,0.0333333333333,0.000119047619048,164,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,1100.0,-203.0,-1e+200,328362191.226,13866973.2612,328307125.787,349953512.93,305365174.269,305453362.365,348701798.399,19.0,1.92292947426e+14,0.0333333333333,0.000119047619048,165,4.7619047619e-08,0.0357142857143,0.1
203.0,-203.0,-220.0,-195.0,1200.0,-203.0,-1e+200,328819601.36,10612647.7958,326157368.997,354029195.036,315999669.752,317250001.698,347106637.455,20.0,1.12628293239e+14,0.0333333333333,7.02380952381e-05,166,4.7619047619e-08,0.0357142857143,0.059
203.0,-203.0,-220.0,-195.0,1218.0,-203.0,-1e+200,331037053.514,11190008.207,328628391.243,355776849.078,309396003.19,318106906.303,344060487.274,20.0,1.25216283672e+14,0.0333333333333,5.95238095238e-05,167,4.7619047619e-08,0.0357142857143,0.05
203.0,-203.0,-220.0,-195.0,1300.0,-203.0,-1e+200,328888922.766,14209074.1154,328172593.387,355589843.829,302971979.305,309451184.167,350933144.648,20.0,2.01897787218e+14,0.0333333333333,4.88095238095e-05,168,4.7619047619e-08,0.0357142857143,0.041
203.0,-203.0,-210.0,-195.0,300.0,-203.0,-1e+200,336807638.322,18518091.3723,336077968.63,374277491.247,301140424.535,308180061.47,367702445.935,20.0,3.42919708075e+14,0.0333333333333,5.05952380952e-05,169,4.7619047619e-08,0.0303571428571,0.05
203.0,-203.0,-210.0,-195.0,400.0,-203.0,-1e+200,336238395.458,12575984.1045,336457072.529,356276151.474,305458407.12,319284534.02,353529200.928,20.0,1.58155376196e+14,0.0333333333333,0.00010119047619,170,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,500.0,-203.0,-1e+200,331138676.281,12146258.631,330724003.902,360871077.148,308912263.714,316936557.46,354552908.043,20.0,1.47531598732e+14,0.0333333333333,0.00010119047619,171,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,700.0,-203.0,-1e+200,334659690.011,16227872.586,338428996.23,365039044.405,292097385.991,306791233.814,353636278.805,20.0,2.63343848668e+14,0.0333333333333,0.00010119047619,173,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,600.0,-203.0,-1e+200,329695682.757,11495894.8953,331945203.271,349219853.82,306547803.521,313308129.363,344704642.423,20.0,1.32155599443e+14,0.0333333333333,0.00010119047619,172,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,800.0,-203.0,-1e+200,325289617.964,12771846.5109,326004802.039,359840285.212,294161871.956,312931547.647,339863120.912,20.0,1.63120063298e+14,0.0333333333333,0.00010119047619,174,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,900.0,-203.0,-1e+200,322502644.971,13839465.6152,318418949.428,358610779.745,302007057.907,304550074.489,343986752.506,20.0,1.91530808514e+14,0.0333333333333,0.00010119047619,175,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,1000.0,-203.0,-1e+200,323202158.755,12453907.9679,324736003.056,337551016.763,284161999.306,300341735.878,337047423.048,20.0,1.55099823674e+14,0.0333333333333,0.00010119047619,176,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,1100.0,-203.0,-1e+200,318357811.569,14106319.3687,313657694.204,342195938.753,297447443.323,298464076.133,342059871.925,20.0,1.98988246131e+14,0.0333333333333,0.00010119047619,177,4.7619047619e-08,0.0303571428571,0.1
203.0,-203.0,-210.0,-195.0,1200.0,-203.0,-1e+200,315310685.022,12987892.2491,316958255.606,333639156.73,283183446.531,291156452.59,332056086.168,20.0,1.68685345074e+14,0.0333333333333,5.97023809524e-05,178,4.7619047619e-08,0.0303571428571,0.059
203.0,-203.0,-203.0,-195.0,300.0,-203.0,-1e+200,325792776.995,10799518.4114,327882597.02,339078731.953,305886526.873,306487542.108,337577017.874,20.0,1.16629597919e+14,0.0333333333333,2.97619047619e-05,181,4.7619047619e-08,0.0178571428571,0.05
203.0,-203.0,-210.0,-195.0,1218.0,-203.0,-1e+200,317750991.247,10768451.025,316490090.943,335976413.551,296915858.908,302993383.115,335526793.644,19.0,1.15959537477e+14,0.0333333333333,5.05952380952e-05,179,4.7619047619e-08,0.0303571428571,0.05
203.0,-203.0,-210.0,-195.0,1300.0,-203.0,-1e+200,309379849.836,11389544.7175,305292252.991,334740883.568,294059767.204,295233423.378,330570598.317,20.0,1.29721728872e+14,0.0333333333333,4.14880952381e-05,180,4.7619047619e-08,0.0303571428571,0.041
203.0,-203.0,-203.0,-195.0,400.0,-203.0,-1e+200,328660478.722,10584611.7345,328458682.502,358475316.21,310593479.874,316690389.321,346347432.352,20.0,1.12034005571e+14,0.0333333333333,5.95238095238e-05,182,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,500.0,-203.0,-1e+200,323852518.21,12371863.2099,323282983.559,342228447.463,301179230.841,304869800.83,340803868.277,20.0,1.53062999284e+14,0.0333333333333,5.95238095238e-05,183,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,600.0,-203.0,-1e+200,321299676.745,11409932.9522,320435140.568,344185809.793,292417633.828,304926359.323,334926216.839,20.0,1.30186569973e+14,0.0333333333333,5.95238095238e-05,184,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,700.0,-203.0,-1e+200,315746830.921,11446191.1727,314834639.774,348117362.355,300327967.096,301460604.231,330094832.07,20.0,1.31015292362e+14,0.0333333333333,5.95238095238e-05,185,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,800.0,-203.0,-1e+200,318342383.492,11920449.1,318972211.364,346597280.907,296828223.035,300720553.462,330952890.7,20.0,1.42097106747e+14,0.0333333333333,5.95238095238e-05,186,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,900.0,-203.0,-1e+200,313763072.43,16987526.5313,314554921.925,341183309.527,275990492.076,290001161.509,339197200.046,20.0,2.88576057653e+14,0.0333333333333,5.95238095238e-05,187,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,1000.0,-203.0,-1e+200,310562345.26,15073185.7639,311627149.605,331585614.531,282074134.32,286519213.974,331285365.425,20.0,2.27200929072e+14,0.0333333333333,5.95238095238e-05,188,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,1100.0,-203.0,-1e+200,309753668.339,10914214.9012,310255026.26,329647791.517,295739225.523,296305906.67,327710479.598,20.0,1.19120086911e+14,0.0333333333333,5.95238095238e-05,189,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-203.0,-195.0,1200.0,-203.0,-1e+200,315187487.866,11378889.5785,315849313.318,339723831.913,295628963.8,297004492.11,328269191.788,20.0,1.2947912804e+14,0.0333333333333,3.5119047619e-05,190,4.7619047619e-08,0.0178571428571,0.059
203.0,-203.0,-203.0,-195.0,1218.0,-203.0,-1e+200,309495174.684,14572401.1497,310112800.375,342587839.572,276635296.535,279024390.739,330824792.278,20.0,2.12354875267e+14,0.0333333333333,2.97619047619e-05,191,4.7619047619e-08,0.0178571428571,0.05
203.0,-203.0,-203.0,-195.0,1300.0,-203.0,-1e+200,300698095.775,12524988.8047,300186670.951,326830184.522,277773693.213,283127790.583,322232700.563,20.0,1.56875344558e+14,0.0333333333333,2.44047619048e-05,192,4.7619047619e-08,0.0178571428571,0.041
203.0,-203.0,-200.0,-195.0,300.0,-203.0,-1e+200,316620484.173,12925376.6947,317610423.538,337726916.171,291998519.649,297629937.092,333492820.58,20.0,1.67065362699e+14,0.0333333333333,2.38095238095e-05,193,4.7619047619e-08,0.0142857142857,0.05
203.0,-203.0,-200.0,-195.0,400.0,-203.0,-1e+200,319208013.84,12938682.9046,316032714.732,345761489.905,302279443.346,304149404.315,342864115.655,20.0,1.67409515305e+14,0.0333333333333,4.7619047619e-05,194,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,500.0,-203.0,-1e+200,313977954.935,13897427.0511,313672398.63,346483746.831,284562342.001,296521391.166,335381391.109,20.0,1.93138478641e+14,0.0333333333333,4.7619047619e-05,195,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,600.0,-203.0,-1e+200,315904952.774,17636954.8954,316856437.857,345663046.124,281933670.012,287175019.847,338535967.954,20.0,3.11062177982e+14,0.0333333333333,4.7619047619e-05,196,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,700.0,-203.0,-1e+200,313805036.044,12238718.5926,315076273.258,337460113.782,295117846.708,295666172.971,332383919.409,20.0,1.49786232788e+14,0.0333333333333,4.7619047619e-05,197,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,800.0,-203.0,-1e+200,311473088.356,10027313.3587,311245928.276,330773575.811,293765346.825,294173709.643,325708819.393,20.0,1.00547013194e+14,0.0333333333333,4.7619047619e-05,198,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,900.0,-203.0,-1e+200,311000869.974,11223723.8203,310049551.636,333749399.305,295273986.916,295778527.072,331873506.395,20.0,1.25971976394e+14,0.0333333333333,4.7619047619e-05,199,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,1000.0,-203.0,-1e+200,309030059.567,9715538.76846,307147313.24,324216395.196,288872111.449,296509600.847,321940942.542,20.0,9.43916935614e+13,0.0333333333333,4.7619047619e-05,200,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,1100.0,-203.0,-1e+200,302955341.1,16390079.1327,305247307.898,335267538.612,270353020.312,277703762.664,322468148.082,20.0,2.68634693977e+14,0.0333333333333,4.7619047619e-05,201,4.7619047619e-08,0.0142857142857,0.1
203.0,-203.0,-200.0,-195.0,1200.0,-203.0,-1e+200,306149500.27,14099124.7625,308224493.094,329691217.887,271872694.526,286769891.962,324041792.731,20.0,1.98785319068e+14,0.0333333333333,2.80952380952e-05,202,4.7619047619e-08,0.0142857142857,0.059
203.0,-203.0,-200.0,-195.0,1218.0,-203.0,-1e+200,309258926.309,14790679.4572,314057547.184,325939579.868,273647031.682,285852235.143,325549444.535,20.0,2.18764198807e+14,0.0333333333333,2.38095238095e-05,203,4.7619047619e-08,0.0142857142857,0.05
203.0,-203.0,-200.0,-195.0,1300.0,-203.0,-1e+200,305871235.784,11938394.6235,307086188.143,326788554.643,283006235.062,283785202.457,321849717.594,20.0,1.42525266186e+14,0.0333333333333,1.95238095238e-05,204,4.7619047619e-08,0.0142857142857,0.041
203.0,-203.0,-195.0,-195.0,300.0,-203.0,-1e+200,313201647.316,12272926.2421,310088854.625,343675811.08,297305446.674,300259728.174,331326118.901,20.0,1.50624718544e+14,0.0333333333333,2.97619047619e-05,205,4.7619047619e-08,0.0178571428571,0.05
203.0,-203.0,-195.0,-195.0,400.0,-203.0,-1e+200,313608448.988,13492135.4013,315405110.903,339770428.305,291121281.095,291813426.379,330056966.853,20.0,1.82037717686e+14,0.0333333333333,5.95238095238e-05,206,4.7619047619e-08,0.0178571428571,0.1
203.0,-203.0,-195.0,-195.0,500.0,-203.0,-1e+200,311238386.111,12576979.8249,313410281.225,328662379.077,284503364.412,293382619.299,326746443.937,20.0,1.58180421516e+14,0.0333333333333,5.95238095238e-05,207,4.7619047619e-08,0.0178571428571,0.1
