"Eastern Date Hour","Gen Name","Gen PTID","DAM Gen LBMP","DAM Gen Losses","DAM Gen Congestion","DAM Gen Price Version"
"2015/01/01 00:00:00","FITZPATRICK____","23598","20.41","-0.72","-0.53","1"
"2015/01/01 01:00:00","FITZPATRICK____","23598","20.09","-0.72","-0.23","1"
"2015/01/01 02:00:00","FITZPATRICK____","23598","18.77","-0.67","-0.21","1"
"2015/01/01 03:00:00","FITZPATRICK____","23598","17.49","-0.61","-0.25","1"
"2015/01/01 04:00:00","FITZPATRICK____","23598","17.44","-0.6","-0.28","1"
"2015/01/01 05:00:00","FITZPATRICK____","23598","18.92","-0.68","-0.31","1"
"2015/01/01 06:00:00","FITZPATRICK____","23598","15.11","-0.5","-0.92","1"
"2015/01/01 07:00:00","FITZPATRICK____","23598","18.16","-0.64","-0.65","1"
"2015/01/01 08:00:00","FITZPATRICK____","23598","20.41","-0.74","-0.53","1"
"2015/01/01 09:00:00","FITZPATRICK____","23598","20.57","-0.72","-0.63","1"
"2015/01/01 10:00:00","FITZPATRICK____","23598","20.48","-0.68","-0.41","1"
"2015/01/01 11:00:00","FITZPATRICK____","23598","20.61","-0.62","-0.4","1"
"2015/01/01 12:00:00","FITZPATRICK____","23598","20.48","-0.67","-0.36","1"
"2015/01/01 13:00:00","FITZPATRICK____","23598","20.42","-0.66","-0.33","1"
"2015/01/01 14:00:00","FITZPATRICK____","23598","20.39","-0.67","-0.29","1"
"2015/01/01 15:00:00","FITZPATRICK____","23598","20.5","-0.64","-0.35","1"
"2015/01/01 16:00:00","FITZPATRICK____","23598","22.64","-0.68","-0.57","1"
"2015/01/01 17:00:00","FITZPATRICK____","23598","31.82","-0.93","-0.86","1"
"2015/01/01 18:00:00","FITZPATRICK____","23598","29.98","-0.88","-0.64","1"
"2015/01/01 19:00:00","FITZPATRICK____","23598","24.83","-0.72","-0.68","1"
"2015/01/01 20:00:00","FITZPATRICK____","23598","24","-0.68","-0.51","1"
"2015/01/01 21:00:00","FITZPATRICK____","23598","22.32","-0.67","-0.48","1"
"2015/01/01 22:00:00","FITZPATRICK____","23598","22.91","-0.7","-0.23","1"
"2015/01/01 23:00:00","FITZPATRICK____","23598","20.5","-0.58","-0.27","1"
"2015/01/02 00:00:00","FITZPATRICK____","23598","19.13","-0.7","-0.45","1"
"2015/01/02 01:00:00","FITZPATRICK____","23598","17.38","-0.61","-0.51","1"
"2015/01/02 02:00:00","FITZPATRICK____","23598","17.44","-0.64","-0.3","1"
"2015/01/02 03:00:00","FITZPATRICK____","23598","17.44","-0.62","-0.28","1"
"2015/01/02 04:00:00","FITZPATRICK____","23598","17.52","-0.63","-0.28","1"
"2015/01/02 05:00:00","FITZPATRICK____","23598","20.07","-0.72","-0.19","1"
"2015/01/02 06:00:00","FITZPATRICK____","23598","20.31","-0.64","-0.25","1"
"2015/01/02 07:00:00","FITZPATRICK____","23598","20.63","-0.67","-0.52","1"
"2015/01/02 08:00:00","FITZPATRICK____","23598","22.79","-0.74","-0.33","1"
"2015/01/02 09:00:00","FITZPATRICK____","23598","24.39","-0.79","-0.44","1"
"2015/01/02 10:00:00","FITZPATRICK____","23598","23.25","-0.75","-0.66","1"
"2015/01/02 11:00:00","FITZPATRICK____","23598","23.32","-0.73","-0.4","1"
"2015/01/02 12:00:00","FITZPATRICK____","23598","22.63","-0.76","-0.35","1"
"2015/01/02 13:00:00","FITZPATRICK____","23598","22.41","-0.76","-0.26","1"
"2015/01/02 14:00:00","FITZPATRICK____","23598","22.91","-0.73","-0.08","1"
"2015/01/02 15:00:00","FITZPATRICK____","23598","22.69","-0.75","-0.17","1"
"2015/01/02 16:00:00","FITZPATRICK____","23598","25.67","-0.84","-0.41","1"
"2015/01/02 17:00:00","FITZPATRICK____","23598","34.32","-1.12","-0.36","1"
"2015/01/02 18:00:00","FITZPATRICK____","23598","31.06","-1.02","-0.28","1"
"2015/01/02 19:00:00","FITZPATRICK____","23598","26.98","-0.85","-0.5","1"
"2015/01/02 20:00:00","FITZPATRICK____","23598","25.53","-0.81","-0.23","1"
"2015/01/02 21:00:00","FITZPATRICK____","23598","22.82","-0.73","-0.09","1"
"2015/01/02 22:00:00","FITZPATRICK____","23598","21.99","-0.72","-0.16","1"
"2015/01/02 23:00:00","FITZPATRICK____","23598","20.4","-0.66","-0.35","1"
"2015/01/03 00:00:00","FITZPATRICK____","23598","20.19","-0.74","-0.38","1"
"2015/01/03 01:00:00","FITZPATRICK____","23598","19.1","-0.72","-0.33","1"
"2015/01/03 02:00:00","FITZPATRICK____","23598","17.54","-0.68","-0.31","1"
"2015/01/03 03:00:00","FITZPATRICK____","23598","17.71","-0.69","-0.13","1"
"2015/01/03 04:00:00","FITZPATRICK____","23598","17.42","-0.68","-0.09","1"
"2015/01/03 05:00:00","FITZPATRICK____","23598","18.08","-0.73","-0.12","1"
"2015/01/03 06:00:00","FITZPATRICK____","23598","19.8","-0.74","0","1"
"2015/01/03 07:00:00","FITZPATRICK____","23598","19.11","-0.73","0","1"
"2015/01/03 08:00:00","FITZPATRICK____","23598","20.8","-0.75","-0.16","1"
"2015/01/03 09:00:00","FITZPATRICK____","23598","20.7","-0.72","-0.32","1"
"2015/01/03 10:00:00","FITZPATRICK____","23598","22.11","-0.75","-0.18","1"
"2015/01/03 11:00:00","FITZPATRICK____","23598","22.62","-0.74","-0.17","1"
"2015/01/03 12:00:00","FITZPATRICK____","23598","21.78","-0.74","-0.14","1"
"2015/01/03 13:00:00","FITZPATRICK____","23598","20.21","-0.7","-0.18","1"
"2015/01/03 14:00:00","FITZPATRICK____","23598","20.25","-0.68","-0.18","1"
"2015/01/03 15:00:00","FITZPATRICK____","23598","20.21","-0.7","-0.18","1"
"2015/01/03 16:00:00","FITZPATRICK____","23598","21.46","-0.7","-0.31","1"
"2015/01/03 17:00:00","FITZPATRICK____","23598","24.15","-0.72","-0.83","1"
"2015/01/03 18:00:00","FITZPATRICK____","23598","23.74","-0.71","-0.62","1"
"2015/01/03 19:00:00","FITZPATRICK____","23598","20.98","-0.65","-0.68","1"
"2015/01/03 20:00:00","FITZPATRICK____","23598","20.42","-0.65","-0.26","1"
"2015/01/03 21:00:00","FITZPATRICK____","23598","20.28","-0.68","-0.23","1"
"2015/01/03 22:00:00","FITZPATRICK____","23598","20.3","-0.68","-0.26","1"
"2015/01/03 23:00:00","FITZPATRICK____","23598","18.22","-0.65","-0.41","1"
"2015/01/04 00:00:00","FITZPATRICK____","23598","15.01","-0.54","-0.12","1"
"2015/01/04 01:00:00","FITZPATRICK____","23598","12.52","-0.45","-0.23","1"
"2015/01/04 02:00:00","FITZPATRICK____","23598","12.24","-0.44","-0.07","1"
"2015/01/04 03:00:00","FITZPATRICK____","23598","11.95","-0.42","0","1"
"2015/01/04 04:00:00","FITZPATRICK____","23598","11.95","-0.42","0","1"
"2015/01/04 05:00:00","FITZPATRICK____","23598","12.27","-0.43","-0.05","1"
"2015/01/04 06:00:00","FITZPATRICK____","23598","11.97","-0.41","0","1"
"2015/01/04 07:00:00","FITZPATRICK____","23598","14.55","-0.42","0","1"
"2015/01/04 08:00:00","FITZPATRICK____","23598","15.03","-0.48","0","1"
"2015/01/04 09:00:00","FITZPATRICK____","23598","18.31","-0.64","0","1"
"2015/01/04 10:00:00","FITZPATRICK____","23598","19.4","-0.7","0","1"
"2015/01/04 11:00:00","FITZPATRICK____","23598","20.11","-0.74","-0.19","1"
"2015/01/04 12:00:00","FITZPATRICK____","23598","19.79","-0.71","-0.19","1"
"2015/01/04 13:00:00","FITZPATRICK____","23598","19.68","-0.68","-0.24","1"
"2015/01/04 14:00:00","FITZPATRICK____","23598","19.56","-0.68","-0.22","1"
"2015/01/04 15:00:00","FITZPATRICK____","23598","20.23","-0.71","-0.19","1"
"2015/01/04 16:00:00","FITZPATRICK____","23598","20.55","-0.65","-0.34","1"
"2015/01/04 17:00:00","FITZPATRICK____","23598","23.71","-0.69","-0.75","1"
"2015/01/04 18:00:00","FITZPATRICK____","23598","23.39","-0.68","-0.68","1"
"2015/01/04 19:00:00","FITZPATRICK____","23598","20.96","-0.63","-0.71","1"
"2015/01/04 20:00:00","FITZPATRICK____","23598","20.48","-0.65","-0.3","1"
"2015/01/04 21:00:00","FITZPATRICK____","23598","20.27","-0.67","-0.15","1"
"2015/01/04 22:00:00","FITZPATRICK____","23598","20.42","-0.7","-0.4","1"
"2015/01/04 23:00:00","FITZPATRICK____","23598","18.08","-0.65","-0.27","1"
"2015/01/05 00:00:00","FITZPATRICK____","23598","18.07","-0.59","-0.7","1"
"2015/01/05 01:00:00","FITZPATRICK____","23598","18.47","-0.6","-0.43","1"
"2015/01/05 02:00:00","FITZPATRICK____","23598","18.09","-0.59","-0.4","1"
"2015/01/05 03:00:00","FITZPATRICK____","23598","18.58","-0.62","-0.37","1"
"2015/01/05 04:00:00","FITZPATRICK____","23598","18.85","-0.64","-0.02","1"
"2015/01/05 05:00:00","FITZPATRICK____","23598","20.57","-0.62","-0.51","1"
"2015/01/05 06:00:00","FITZPATRICK____","23598","24.44","-0.63","-0.82","1"
"2015/01/05 07:00:00","FITZPATRICK____","23598","30.91","-0.91","-0.62","1"
"2015/01/05 08:00:00","FITZPATRICK____","23598","35.37","-1.24","-0.18","1"
"2015/01/05 09:00:00","FITZPATRICK____","23598","34.45","-1.12","-0.58","1"
"2015/01/05 10:00:00","FITZPATRICK____","23598","34.9","-1.18","-0.35","1"
"2015/01/05 11:00:00","FITZPATRICK____","23598","33.23","-0.98","-0.35","1"
"2015/01/05 12:00:00","FITZPATRICK____","23598","31.23","-0.92","-0.5","1"
"2015/01/05 13:00:00","FITZPATRICK____","23598","30.27","-0.92","-0.57","1"
"2015/01/05 14:00:00","FITZPATRICK____","23598","29.68","-0.9","-0.45","1"
"2015/01/05 15:00:00","FITZPATRICK____","23598","29.42","-0.98","-0.58","1"
"2015/01/05 16:00:00","FITZPATRICK____","23598","37.82","-1.39","-0.47","1"
"2015/01/05 17:00:00","FITZPATRICK____","23598","52.44","-2.09","-0.87","1"
"2015/01/05 18:00:00","FITZPATRICK____","23598","50.69","-1.89","0","1"
"2015/01/05 19:00:00","FITZPATRICK____","23598","48.93","-1.88","0","1"
"2015/01/05 20:00:00","FITZPATRICK____","23598","43.34","-1.66","0","1"
"2015/01/05 21:00:00","FITZPATRICK____","23598","37.55","-1.48","0","1"
"2015/01/05 22:00:00","FITZPATRICK____","23598","35.88","-1.38","-0.04","1"
"2015/01/05 23:00:00","FITZPATRICK____","23598","26.33","-0.87","-0.71","1"
"2015/01/06 00:00:00","FITZPATRICK____","23598","23.53","-0.72","-0.92","1"
"2015/01/06 01:00:00","FITZPATRICK____","23598","22.8","-0.7","-0.8","1"
"2015/01/06 02:00:00","FITZPATRICK____","23598","22.99","-0.71","-0.76","1"
"2015/01/06 03:00:00","FITZPATRICK____","23598","22.91","-0.71","-0.63","1"
"2015/01/06 04:00:00","FITZPATRICK____","23598","24.38","-0.84","-0.65","1"
"2015/01/06 05:00:00","FITZPATRICK____","23598","33.38","-1.26","-0.46","1"
"2015/01/06 06:00:00","FITZPATRICK____","23598","40.28","-1.7","-1.58","1"
"2015/01/06 07:00:00","FITZPATRICK____","23598","51.22","-2.46","-1.33","1"
"2015/01/06 08:00:00","FITZPATRICK____","23598","47.61","-2.32","-1.48","1"
"2015/01/06 09:00:00","FITZPATRICK____","23598","37.5","-1.58","-2.22","1"
"2015/01/06 10:00:00","FITZPATRICK____","23598","35.67","-1.4","-2.13","1"
"2015/01/06 11:00:00","FITZPATRICK____","23598","33.86","-1.22","-1.98","1"
"2015/01/06 12:00:00","FITZPATRICK____","23598","32.29","-1.07","-1.82","1"
"2015/01/06 13:00:00","FITZPATRICK____","23598","31.44","-1.01","-1.73","1"
"2015/01/06 14:00:00","FITZPATRICK____","23598","30.88","-1","-1.42","1"
