hours,price
1.0,19.63
2.0,18.89
3.0,18.49
4.0,18.04
5.0,18.49
6.0,19.37
7.0,20.66
8.0,23.11
9.0,24.23
10.0,25.0
11.0,23.33
12.0,20.94
13.0,19.8
14.0,19.07
15.0,19.3
16.0,18.95
17.0,19.4
18.0,23.09
19.0,24.64
20.0,23.49
21.0,21.76
22.0,20.18
23.0,19.3
24.0,18.15
25.0,0.01
26.0,0.01
27.0,0.02
28.0,0.03
29.0,0.03
30.0,0.92
31.0,1.37
32.0,1.51
33.0,2.64
34.0,4.05
35.0,2.23
36.0,0.0
37.0,0.06
38.0,0.06
39.0,0.05
40.0,0.04
41.0,0.05
42.0,0.04
43.0,0.0
44.0,0.07
45.0,0.15
46.0,0.08
47.0,0.09
48.0,0.06
49.0,0.15
50.0,0.18
51.0,0.17
52.0,0.17
53.0,0.39
54.0,0.16
55.0,0.15
56.0,0.26
57.0,0.27
58.0,0.26
59.0,0.27
60.0,0.27
61.0,0.07
62.0,0.07
63.0,0.61
64.0,0.32
65.0,0.34
66.0,0.54
67.0,0.48
68.0,0.46
69.0,0.16
70.0,0.17
71.0,0.5
72.0,0.5
73.0,14.67
74.0,14.98
75.0,14.11
76.0,13.75
77.0,13.93
78.0,15.12
79.0,16.26
80.0,17.77
81.0,17.69
82.0,18.39
83.0,17.87
84.0,16.23
85.0,16.98
86.0,16.68
87.0,16.46
88.0,16.04
89.0,16.78
90.0,17.98
91.0,20.01
92.0,19.23
93.0,17.76
94.0,17.06
95.0,16.12
96.0,15.83
97.0,-3.66
98.0,-2.67
99.0,-3.22
100.0,-3.15
101.0,-3.12
102.0,-2.2
103.0,-1.95
104.0,-2.52
105.0,-2.58
106.0,-1.28
107.0,-1.95
108.0,-3.44
109.0,-1.52
110.0,-1.13
111.0,-1.11
112.0,-1.14
113.0,-0.79
114.0,-2.69
115.0,-2.15
116.0,-1.83
117.0,-2.37
118.0,-1.65
119.0,-1.57
120.0,-0.7
121.0,-1.14
122.0,-1.05
123.0,-0.97
124.0,-0.94
125.0,-1.02
126.0,-0.97
127.0,-0.93
128.0,-1.05
129.0,-1.05
130.0,-1.02
131.0,-1.01
132.0,-1.0
133.0,-1.17
134.0,-1.13
135.0,-1.07
136.0,-1.41
137.0,-1.44
138.0,-1.84
139.0,-2.0
140.0,-1.9
141.0,-1.32
142.0,-1.22
143.0,-1.02
144.0,-1.06
145.0,13.94
146.0,14.36
147.0,13.25
148.0,11.96
149.0,11.91
150.0,13.92
151.0,14.33
152.0,15.71
153.0,15.71
154.0,15.96
155.0,16.16
156.0,15.51
157.0,16.47
158.0,16.18
159.0,15.83
160.0,15.03
161.0,15.88
162.0,17.31
163.0,19.95
164.0,18.38
165.0,17.09
166.0,16.51
167.0,15.75
168.0,15.73
169.0,-5.28
170.0,-4.12
171.0,-4.51
172.0,-5.36
173.0,-5.26
174.0,-3.82
175.0,-4.35
176.0,-5.02
