RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__NewBOP__production__electricity,Dispatch__NewBOP__production__heat,Dispatch__Charger__production__reactor_heat,Dispatch__Charger__production__tes_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Grid__production__electricity,price,prefix,ProbabilityWeight,PointProbability
0,1.0,7,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.000002039,9.72784638847e-09,-9.72784638847e-09,780.737310027,8.98556534468e-09,203.00000203,-203.00000203,203.00000203,-174.986000879,93.4018517172,1,1.0,1.0
0,1.0,8,2018,1.0,203.0,-101.069808367,101.069808367,87.4930000005,-203.000000001,-101.930191633,101.930191633,994.718100517,6.0143227782e-09,-4.89521257268e-09,-101.930191634,101.930191634,-87.4930000005,24.8382997483,1,1.0,1.0
0,1.0,9,2018,1.0,203.0,-101.069804089,101.069804089,87.4929945151,-202.999987274,-101.930195911,101.930195911,1208.69890308,-1.2718893415e-05,-7.20451856473e-09,-101.930183185,101.930183185,-87.4929945151,18.7231465754,1,1.0,1.0
0,1.0,10,2018,1.0,203.0,-203.000000007,203.000000007,174.986000876,-406.000002033,6.70744153357e-09,-6.70744153357e-09,994.718112606,8.21855525189e-09,203.000002025,-203.000002027,203.000002027,-174.986000876,34.4060604675,1,1.0,1.0
0,1.0,11,2018,1.0,203.0,-1.01485261964e-06,1.01485261964e-06,8.7372745631e-07,-2.02720987543e-06,-202.999998985,202.999998985,1187.3008081,-202.999997966,-7.26544854721e-09,-1.01235725578e-06,1.01235725578e-06,-8.7372745631e-07,19.1242922588,1,1.0,1.0
0,1.0,12,2018,1.0,203.0,-111.418856769,111.418856769,100.497322241,-233.172441395,-91.5811432306,91.5811432306,1176.8943573,8.44269832985e-09,30.1724413863,-121.753584625,121.753584625,-100.497322241,37.3348433581,1,1.0,1.0
0,1.0,13,2018,1.0,203.0,-101.069804097,101.069804097,87.4929945249,-202.999987297,-101.930195903,101.930195903,1208.69890309,-1.26960364564e-05,-7.24878121047e-09,-101.9301832,101.9301832,-87.4929945249,19.0242621355,1,1.0,1.0
0,1.0,14,2018,1.0,203.0,-85.2939910878,85.2939910878,68.0501036606,-157.888871602,-117.706008912,117.706008912,1037.51427458,-45.1111283909,-6.8791883569e-09,-72.5948805144,72.5948805144,-68.0501036606,26.7310816572,1,1.0,1.0
0,1.0,15,2018,1.0,203.0,-93.4133094744,93.4133094744,77.7715490931,-180.44442945,-109.586690526,109.586690526,1016.11619357,-22.5555705418,-7.75789971022e-09,-87.0311199761,87.0311199761,-77.7715490931,24.0795258879,1,1.0,1.0
0,1.0,16,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.8456173075e-09,-9.8456173075e-09,994.718112599,4.09942342089e-09,203.000002036,-203.00000203,203.00000203,-174.986000879,114.611174019,1,1.0,1.0
0,1.0,17,2018,1.0,203.0,-203.000000009,203.000000009,174.986000879,-406.000002038,9.24094464447e-09,-9.24094464447e-09,994.718100521,8.02514565435e-09,203.00000203,-203.000002029,203.000002029,-174.986000879,45.9516706974,1,1.0,1.0
0,1.0,18,2018,1.0,203.0,-203.000000009,203.000000009,174.986000879,-406.000002038,9.18224458767e-09,-9.18224458767e-09,780.737310028,7.81808866687e-09,203.000002031,-203.000002029,203.000002029,-174.986000879,33.7598818419,1,1.0,1.0
0,1.0,19,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.91323628591e-09,-9.91323628591e-09,780.737310025,4.7405997789e-09,203.000002035,-203.00000203,203.00000203,-174.986000879,278.869474838,1,1.0,1.0
0,2.0,0,2018,1.0,203.0,4.74999623474e-09,-4.74999623474e-09,-4.09447502767e-09,9.49994205956e-09,-203.000000005,203.000000005,1187.30082212,-203.000000001,-8.30061685389e-09,4.74994582482e-09,-4.74994582482e-09,4.09447502767e-09,62.8918019714,1,1.0,1.0
0,2.0,1,2018,1.0,203.0,4.38887924776e-09,-4.38887924776e-09,-3.78322903729e-09,8.77779359e-09,-203.000000004,203.000000004,1208.69890309,-203.000000002,-6.45287426734e-09,4.38891434224e-09,-4.38891434224e-09,3.78322903729e-09,19.9060835048,1,1.0,1.0
0,2.0,2,2018,1.0,203.0,4.70670620446e-09,-4.70670620446e-09,-4.05753264249e-09,9.41422886888e-09,-203.000000005,203.000000005,1187.30082211,-203.000000001,-8.23691066465e-09,4.70752266443e-09,-4.70752266443e-09,4.05753264249e-09,71.027822765,1,1.0,1.0
0,2.0,3,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.76742199604e-09,-9.76742199604e-09,780.737310025,8.44238854638e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,399.635200088,1,1.0,1.0
0,2.0,4,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.000002039,9.63106376525e-09,-9.63106376525e-09,994.7181126,7.82779703123e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,81.6026902189,1,1.0,1.0
0,2.0,5,2018,1.0,203.0,-93.4133094418,93.4133094418,77.7715490526,-180.444429356,-109.586690558,109.586690558,1208.69890307,-22.5555706363,-7.25414301974e-09,-87.0311199146,87.0311199146,-77.7715490526,19.0568747409,1,1.0,1.0
0,2.0,6,2018,1.0,203.0,4.77420533142e-09,-4.77420533142e-09,-4.11536503013e-09,9.54841074276e-09,-203.000000005,203.000000005,1187.30082211,-203.000000002,-7.25457192157e-09,4.77420541134e-09,-4.77420541134e-09,4.11536503013e-09,17.241316845,1,1.0,1.0
0,2.0,7,2018,1.0,203.0,4.74093613837e-09,-4.74093613837e-09,-4.08673876263e-09,9.48199248871e-09,-203.000000005,203.000000005,973.320019541,-203.0,-8.98556534468e-09,4.74105635035e-09,-4.74105635035e-09,4.08673876263e-09,44.9333365966,1,1.0,1.0
0,2.0,8,2018,1.0,203.0,-203.000000008,203.000000008,174.986000878,-406.000002036,8.06236839385e-09,-8.06236839385e-09,780.737310033,7.761826732e-09,203.000002028,-203.000002028,203.000002028,-174.986000878,28.9807914488,1,1.0,1.0
0,2.0,9,2018,1.0,203.0,-189.632683171,189.632683171,166.2367,-385.700000001,-13.3673168293,13.3673168293,1016.11619358,7.47471555834e-09,182.699999993,-196.06731683,196.06731683,-166.2367,23.0237881158,1,1.0,1.0
0,2.0,10,2018,1.0,203.0,4.54210273714e-09,-4.54210273714e-09,-3.91531547991e-09,9.08425865407e-09,-203.000000005,203.000000005,1187.30082212,-203.000000001,-8.2185552519e-09,4.54215591693e-09,-4.54215591693e-09,3.91531547991e-09,20.2647961647,1,1.0,1.0
0,2.0,11,2018,1.0,203.0,-93.4133088006,93.4133088006,77.7715482546,-180.444427505,-109.586691199,109.586691199,1208.698903,-22.5555724879,-7.26544854696e-09,-87.0311187042,87.0311187042,-77.7715482546,19.1356620739,1,1.0,1.0
0,2.0,12,2018,1.0,203.0,-203.000000009,203.000000009,174.986000879,-406.000002039,9.49049663021e-09,-9.49049663021e-09,962.913566809,8.44269832992e-09,203.000002031,-203.000002029,203.000002029,-174.986000879,48.749149674,1,1.0,1.0
0,2.0,13,2018,1.0,203.0,-101.069808369,101.069808369,87.4930000028,-203.000000007,-101.930191631,101.930191631,1208.69890308,7.24170445229e-09,-7.22388207394e-10,-101.930191637,101.930191637,-87.4930000028,26.7097556014,1,1.0,1.0
0,2.0,14,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.90198093575e-09,-9.90198093575e-09,823.533484093,6.87918835707e-09,203.000002033,-203.00000203,203.00000203,-174.986000879,124.270158512,1,1.0,1.0
0,2.0,15,2018,1.0,203.0,4.70660890099e-09,-4.70660890099e-09,-4.05727460219e-09,9.4136301675e-09,-203.000000005,203.000000005,1208.69890309,-203.000000002,-7.75789971042e-09,4.70702126651e-09,-4.70702126651e-09,4.05727460219e-09,10.9623259383,1,1.0,1.0
0,2.0,16,2018,1.0,203.0,-93.4133138855,93.4133138855,77.771554583,-180.444442188,-109.586686114,109.586686114,1016.11619357,-22.555557808,-4.09942341953e-09,-87.0311283024,87.0311283024,-77.771554583,21.3900535058,1,1.0,1.0
0,2.0,17,2018,1.0,203.0,3.83372497817e-09,-3.83372497817e-09,-3.30467020027e-09,7.66744826049e-09,-203.000000004,203.000000004,1187.30081003,-203.0,-8.02514565435e-09,3.83372328232e-09,-3.83372328232e-09,3.30467020027e-09,26.9316879991,1,1.0,1.0
0,2.0,18,2018,1.0,203.0,2.96605789261e-09,-2.96605789261e-09,-2.55673044268e-09,5.93208919415e-09,-203.000000003,203.000000003,973.320019538,-202.999999998,-7.81808866687e-09,2.96603130153e-09,-2.96603130153e-09,2.55673044268e-09,21.5370349385,1,1.0,1.0
0,2.0,19,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.000002039,9.57070722323e-09,-9.57070722323e-09,566.756519538,4.7405997789e-09,203.000002034,-203.00000203,203.00000203,-174.986000879,87.8777688717,1,1.0,1.0
0,3.0,0,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.76278546134e-09,-9.76278546134e-09,973.320031631,8.30061685391e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,212.509365656,1,1.0,1.0
0,3.0,1,2018,1.0,203.0,-203.000000009,203.000000009,174.986000879,-406.000002039,9.41771894065e-09,-9.41771894065e-09,994.718112601,9.00292588962e-09,203.00000203,-203.000002029,203.000002029,-174.986000879,170.169692533,1,1.0,1.0
0,3.0,2,2018,1.0,203.0,-101.069808366,101.069808366,87.4929999995,-202.999999999,-101.930191634,101.930191634,1187.30082211,5.83293124937e-09,-6.94385300182e-09,-101.930191632,101.930191632,-87.4929999995,131.026437763,1,1.0,1.0
0,3.0,3,2018,1.0,203.0,-60.4376785847,60.4376785847,43.6135776907,-101.19159557,-142.562321415,142.562321415,877.32124291,-101.808404421,-8.44238854637e-09,-40.7539169854,40.7539169854,-43.6135776907,215.398985773,1,1.0,1.0
0,3.0,4,2018,1.0,203.0,-89.3288937504,89.3288937504,72.7779107568,-168.858261617,-113.67110625,113.67110625,1027.10780957,-34.1417383756,-7.82779703111e-09,-79.5293678662,79.5293678662,-72.7779107568,46.2226988792,1,1.0,1.0
0,3.0,5,2018,1.0,203.0,-101.069808363,101.069808363,87.4929999957,-202.99999999,-101.930191637,101.930191637,1208.69890308,-3.41589521704e-09,-6.64040393099e-09,-101.930191626,101.930191626,-87.4929999957,19.9050189436,1,1.0,1.0
0,3.0,6,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.87019224252e-09,-9.87019224252e-09,973.320031625,7.25457192161e-09,203.000002032,-203.00000203,203.00000203,-174.986000879,244.903247614,1,1.0,1.0
0,3.0,7,2018,1.0,203.0,4.74766017302e-09,-4.74766017302e-09,-4.09248786519e-09,9.49533147377e-09,-203.000000005,203.000000005,1165.90272906,-203.000000001,-8.98556534468e-09,4.74767130074e-09,-4.74767130074e-09,4.09248786519e-09,45.5638058411,1,1.0,1.0
0,3.0,8,2018,1.0,203.0,-203.000000008,203.000000008,174.986000878,-406.000002036,8.05604518949e-09,-8.05604518949e-09,566.75651955,7.761826732e-09,203.000002028,-203.000002028,203.000002028,-174.986000878,28.9710310544,1,1.0,1.0
0,3.0,9,2018,1.0,203.0,6.6354918993e-10,-6.6354918993e-10,-5.71980643894e-10,1.32710126193e-09,-203.000000001,203.000000001,1208.69890309,-202.999999994,-7.47471555834e-09,6.63552072005e-10,-6.63552072005e-10,5.71980643894e-10,19.2147286705,1,1.0,1.0
0,3.0,10,2018,1.0,203.0,-176.677248425,176.677248425,157.487399131,-365.399997984,-26.322751575,26.322751575,1016.11619358,8.21855525191e-09,162.399997975,-188.722749559,188.722749559,-157.487399131,32.6373377436,1,1.0,1.0
0,3.0,11,2018,1.0,203.0,-101.069808337,101.069808337,87.4929999616,-202.999999911,-101.930191663,101.930191663,1208.69890309,-8.19594442751e-08,-7.19133673168e-09,-101.930191574,101.930191574,-87.4929999616,19.2630089821,1,1.0,1.0
0,3.0,12,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.78681055213e-09,-9.78681055213e-09,748.932776322,8.44269832993e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,64.6099970332,1,1.0,1.0
0,3.0,13,2018,1.0,203.0,-101.069808374,101.069808374,87.4930000086,-203.00000002,-101.930191626,101.930191626,1208.69890306,7.72696749847e-09,1.21891233225e-08,-101.930191646,101.930191646,-87.4930000086,27.9368358919,1,1.0,1.0
0,3.0,14,2018,1.0,203.0,-8.05794223836e-09,8.05794223836e-09,6.94594908998e-09,-1.611589116e-08,-202.999999992,202.999999992,1016.11619358,-202.999999977,-6.87918835707e-09,-8.05794892167e-09,8.05794892167e-09,-6.94594908998e-09,25.6421688122,1,1.0,1.0
0,3.0,15,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.8307957003e-09,-9.8307957003e-09,994.718112599,8.1691839715e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,68.2210690909,1,1.0,1.0
0,3.0,16,2018,1.0,203.0,4.34862617989e-09,-4.34862617989e-09,-3.74847040793e-09,8.69714711817e-09,-203.000000004,203.000000004,1208.69890309,-203.000000005,-4.09942342092e-09,4.34852093828e-09,-4.34852093828e-09,3.74847040793e-09,3.32185062796,1,1.0,1.0
0,3.0,17,2018,1.0,203.0,-203.000000008,203.000000008,174.986000877,-406.000002035,7.54529435114e-09,-7.54529435114e-09,973.320019551,8.02514565437e-09,203.000002027,-203.000002028,203.000002028,-174.986000877,39.3987295485,1,1.0,1.0
0,3.0,18,2018,1.0,203.0,-101.069808366,101.069808366,87.4929999985,-202.999999996,-101.930191634,101.930191634,973.320019542,3.25827860762e-09,-6.77402389147e-09,-101.930191631,101.930191631,-87.4929999985,24.844806788,1,1.0,1.0
0,3.0,19,2018,1.0,203.0,3.19620303139e-09,-3.19620303139e-09,-2.75511741158e-09,6.39238378558e-09,-203.000000003,203.000000003,759.339229048,-203.000000002,-4.7405997789e-09,3.19618075419e-09,-3.19618075419e-09,2.75511741158e-09,24.0569582144,1,1.0,1.0
0,4.0,0,2018,1.0,203.0,4.73045913202e-09,-4.73045913202e-09,-4.07765953907e-09,9.46092700481e-09,-203.000000005,203.000000005,1165.90274115,-203.000000001,-8.30061685391e-09,4.73046787279e-09,-4.73046787279e-09,4.07765953907e-09,66.7902698952,1,1.0,1.0
0,4.0,1,2018,1.0,203.0,4.50011600197e-09,-4.50011600197e-09,-3.87910092118e-09,9.00023415588e-09,-203.000000005,203.000000005,1187.30082211,-203.0,-9.00292588962e-09,4.50011815391e-09,-4.50011815391e-09,3.87910092118e-09,111.996484182,1,1.0,1.0
0,4.0,2,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.89589428435e-09,-9.89589428435e-09,973.320031628,8.23691066468e-09,203.000002032,-203.00000203,203.00000203,-174.986000879,374.546118535,1,1.0,1.0
0,4.0,3,2018,1.0,203.0,4.87237758389e-09,-4.87237758389e-09,-4.19998935155e-09,9.74475487598e-09,-203.000000005,203.000000005,1069.90395242,-203.000000001,-8.44238854638e-09,4.87237729209e-09,-4.87237729209e-09,4.19998935155e-09,59.3051788359,1,1.0,1.0
0,4.0,4,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.9112282332e-09,-9.9112282332e-09,813.127019084,7.82779703123e-09,203.000002032,-203.00000203,203.00000203,-174.986000879,177.036019896,1,1.0,1.0
0,4.0,5,2018,1.0,203.0,-101.069808367,101.069808367,87.4929999998,-203.0,-101.930191633,101.930191633,1208.69890308,4.87346603842e-09,-5.305325443e-09,-101.930191633,101.930191633,-87.4929999998,22.4176067802,1,1.0,1.0
0,4.0,6,2018,1.0,203.0,-6.82037149079e-10,6.82037149079e-10,5.87921498706e-10,-1.36408700396e-09,-202.999999999,202.999999999,1165.90274113,-202.999999991,-7.25457192161e-09,-6.82049854879e-10,6.82049854879e-10,-5.87921498706e-10,65.9594770337,1,1.0,1.0
0,4.0,7,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.000002039,9.53511832542e-09,-9.53511832542e-09,951.921938569,8.98556534468e-09,203.00000203,-203.00000203,203.00000203,-174.986000879,82.8879781172,1,1.0,1.0
0,4.0,8,2018,1.0,203.0,2.7227554471e-09,-2.7227554471e-09,-2.34700434936e-09,5.44548572937e-09,-203.000000003,203.000000003,759.33922906,-202.999999998,-7.761826732e-09,2.72273028227e-09,-2.72273028227e-09,2.34700434936e-09,19.1990329296,1,1.0,1.0
0,4.0,9,2018,1.0,203.0,-203.000000008,203.000000008,174.986000878,-406.000002036,8.07160056453e-09,-8.07160056453e-09,994.718112603,8.19562097287e-09,203.000002028,-203.000002028,203.000002028,-174.986000878,35.2404004164,1,1.0,1.0
0,4.0,10,2018,1.0,203.0,3.06878241592e-09,-3.06878241592e-09,-2.64528790752e-09,6.13755895017e-09,-203.000000003,203.000000003,1208.69890309,-202.999999998,-8.21855525191e-09,3.06877653424e-09,-3.06877653424e-09,2.64528790752e-09,26.6209775504,1,1.0,1.0
0,4.0,11,2018,1.0,203.0,-101.069808369,101.069808369,87.4930000027,-203.000000006,-101.930191631,101.930191631,1208.69890308,7.53573003894e-09,-1.25663176254e-09,-101.930191637,101.930191637,-87.4930000027,29.5145812545,1,1.0,1.0
0,4.0,12,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.80213890935e-09,-9.80213890935e-09,534.951985835,8.44269832993e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,66.7227883179,1,1.0,1.0
0,4.0,13,2018,1.0,203.0,-203.000000004,203.000000004,174.986000874,-406.000002028,3.89383423246e-09,-3.89383423246e-09,994.718112585,7.9544523416e-09,203.00000202,-203.000002024,203.000002024,-174.986000874,29.3786323399,1,1.0,1.0
0,4.0,14,2018,1.0,203.0,-101.069808371,101.069808371,87.4930000057,-203.000000013,-101.930191629,101.930191629,1016.11619357,6.18459588005e-09,7.14265269609e-09,-101.930191642,101.930191642,-87.4930000057,29.1604928965,1,1.0,1.0
0,4.0,15,2018,1.0,203.0,-101.069808367,101.069808367,87.4930000001,-203.0,-101.930191633,101.930191633,994.718112599,6.40581374057e-09,-6.26834246286e-09,-101.930191633,101.930191633,-87.4930000001,31.1578924052,1,1.0,1.0
0,4.0,16,2018,1.0,203.0,-104.396731122,104.396731122,91.7480213529,-212.872439334,-98.6032688779,98.6032688779,1198.2924383,7.76450442585e-09,9.87243932603,-108.475708212,108.475708212,-91.7480213529,62.7321248737,1,1.0,1.0
0,4.0,17,2018,1.0,203.0,4.21512369458e-09,-4.21512369458e-09,-3.63343602601e-09,8.43024600003e-09,-203.000000004,203.000000004,1165.90272906,-203.0,-8.02514565437e-09,4.21512230545e-09,-4.21512230545e-09,3.63343602601e-09,25.4363478046,1,1.0,1.0
0,4.0,18,2018,1.0,203.0,-4.74271881579e-09,4.74271881579e-09,4.08828325459e-09,-9.48557599672e-09,-202.999999995,202.999999995,1165.90272904,-202.999999983,-7.81808866688e-09,-4.74285718093e-09,4.74285718093e-09,-4.08828325459e-09,23.1209789935,1,1.0,1.0
0,4.0,19,2018,1.0,203.0,-203.000000009,203.000000009,174.986000879,-406.000002039,9.44288984234e-09,-9.44288984234e-09,545.358438562,4.7405997789e-09,203.000002034,-203.000002029,203.000002029,-174.986000879,76.7782520152,1,1.0,1.0
0,5.0,0,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.00000204,9.8865669546e-09,-9.8865669546e-09,951.921950658,8.30061685391e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,309.294073566,1,1.0,1.0
0,5.0,1,2018,1.0,203.0,-93.4133138867,93.4133138867,77.7715545845,-180.444442191,-109.586686113,109.586686113,1208.69890309,-22.5555577996,-9.00292588958e-09,-87.0311283047,87.0311283047,-77.7715545845,130.756129713,1,1.0,1.0
0,5.0,2,2018,1.0,203.0,-203.00000001,203.00000001,174.986000879,-406.000002039,9.54173607947e-09,-9.54173607947e-09,759.339241141,8.23691066468e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,192.556550193,1,1.0,1.0
