RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__Converter1__production__reactor_heat,Dispatch__NewBOP__production__heat,Dispatch__NewBOP__production__electricity,Dispatch__Charger__production__reactor_heat,Dispatch__Charger__production__tes_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Convert2__production__tes_heat,Dispatch__Grid__production__electricity,price,ProbabilityWeight,PointProbability,prefix
0,0.0,10,2018,1.0,203.0,115.948713339,-115.948713339,-202.999999787,87.492999908,-87.0512866614,87.0512866614,1234.12855444,-2.05531069684e-07,-7.81957218962e-09,87.051286448,-87.051286448,-87.492999908,24.2684687825,1.0,1.0,1
0,0.0,11,2018,1.0,203.0,103.180916187,-103.180916187,-203.000000078,87.4930000336,-99.8190838131,99.8190838131,1234.12855416,7.76322434727e-09,7.02065259347e-08,99.8190838911,-99.8190838911,-87.4930000336,26.6332462427,1.0,1.0,1
0,0.0,12,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000879,9.16488652191e-09,-9.16488652191e-09,1020.14776375,6.9483040805e-09,203.000002031,203.000002029,-203.000002029,-174.986000879,26.0172289254,1.0,1.0,1
0,0.0,13,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002037,174.986000878,8.74637557842e-09,-8.74637557842e-09,1020.14776375,5.80459400575e-09,203.000002032,203.000002029,-203.000002029,-174.986000878,23.3990151632,1.0,1.0,1
0,0.0,14,2018,1.0,203.0,5.08900407066,-5.08900407066,-5.08900406243,2.19336075091,-197.910995929,197.910995929,1234.12856658,-1979.10984231,1781.19884637,-8.22958536473e-09,8.22958536473e-09,-2.19336075091,-14.8269881974,1.0,1.0,1
0,0.0,15,2018,1.0,203.0,102.377233804,-102.377233804,-202.999986993,87.4929943939,-100.622766196,100.622766196,1234.12856658,-1.29993805142e-05,-7.8084846485e-09,100.622753189,-100.622753189,-87.4929943939,23.881751956,1.0,1.0,1
0,0.0,16,2018,1.0,203.0,102.377233804,-102.377233804,-202.999986993,87.492994394,-100.622766196,100.622766196,1234.12856658,-1.29988614668e-05,-8.0457594417e-09,100.622753189,-100.622753189,-87.492994394,26.9442672741,1.0,1.0,1
0,0.0,17,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.91719361503e-09,-9.91719361503e-09,1020.14776375,6.66910973969e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,182.896559348,1.0,1.0,1
0,0.0,18,2018,1.0,203.0,203.000000004,-203.000000004,-406.000002028,174.986000874,3.82270470656e-09,-3.82270470656e-09,1020.14776376,-1.10364291967e-08,203.000002039,203.000002024,-203.000002024,-174.986000874,36.6328455673,1.0,1.0,1
0,0.0,19,2018,1.0,203.0,171.064754,-171.064754,-356.239778961,153.539344732,-31.935246,31.935246,1072.59964436,7.99085949188e-09,153.239778953,185.175024961,-185.175024961,-153.539344732,28.93855043,1.0,1.0,1
0,1.0,0,2018,1.0,203.0,102.377238064,-102.377238064,-202.999999998,87.4929999991,-100.622761936,100.622761936,1020.14776377,5.22301512287e-09,-7.20416682835e-09,100.622761934,-100.622761934,-87.4929999991,30.8874233995,1.0,1.0,1
0,1.0,1,2018,1.0,203.0,102.377238067,-102.377238067,-203.000000002,87.4930000009,-100.622761933,100.622761933,1234.12855424,7.29065603472e-09,-5.27223553782e-09,100.622761935,-100.622761935,-87.4930000009,32.5186246521,1.0,1.0,1
0,1.0,2,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002037,174.986000878,8.5814279173e-09,-8.5814279173e-09,858.61885565,7.83699813007e-09,203.000002029,203.000002029,-203.000002029,-174.986000878,30.9815347508,1.0,1.0,1
0,1.0,3,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002037,174.986000878,8.29898166199e-09,-8.29898166199e-09,1020.14777608,7.93055281124e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,31.5161625906,1.0,1.0,1
0,1.0,4,2018,1.0,203.0,203.00000001,-203.00000001,-406.000002039,174.986000879,9.70472645023e-09,-9.70472645023e-09,1020.14777609,6.98484597347e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,64.4032655388,1.0,1.0,1
0,1.0,5,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000878,9.13480546729e-09,-9.13480546729e-09,806.166973268,7.71816757581e-09,203.000002031,203.000002029,-203.000002029,-174.986000878,32.2031678322,1.0,1.0,1
0,1.0,6,2018,1.0,203.0,5.08900407839,-5.08900407839,-5.08900407789,2.19336075757,-197.910995922,197.910995922,1060.07773359,-1973.43162314,1775.52062721,-5.00132588792e-10,5.00132588792e-10,-2.19336075757,-17.2002271424,1.0,1.0,1
0,1.0,7,2018,1.0,203.0,102.377233806,-102.377233806,-202.999986997,87.4929943956,-100.622766194,100.622766194,1234.12856658,-1.29953960286e-05,-7.78239151244e-09,100.622753191,-100.622753191,-87.4929943956,23.6008166768,1.0,1.0,1
0,1.0,8,2018,1.0,203.0,5.08900406913,-5.08900406913,-5.08900405937,2.19336074959,-197.910995931,197.910995931,1207.9026201,-197.910995934,-6.98583998294e-09,-9.75808048219e-09,9.75808048219e-09,-2.19336074959,-15.3234505654,1.0,1.0,1
0,1.0,9,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002039,174.986000879,9.28726167541e-09,-9.28726167541e-09,806.166973268,7.70450297961e-09,203.000002031,203.000002029,-203.000002029,-174.986000879,36.6547140837,1.0,1.0,1
0,1.0,10,2018,1.0,203.0,102.377238061,-102.377238061,-202.99999999,87.4929999955,-100.622761939,100.622761939,1234.12855445,-3.08322296671e-09,-7.41495335376e-09,100.622761928,-100.622761928,-87.4929999955,24.6863454762,1.0,1.0,1
0,1.0,11,2018,1.0,203.0,102.377233777,-102.377233777,-202.999986912,87.4929943591,-100.622766223,100.622766223,1234.12856658,-1.30800737805e-05,-7.82189368947e-09,100.622753135,-100.622753135,-87.4929943591,24.0363109674,1.0,1.0,1
0,1.0,12,2018,1.0,203.0,93.1473871256,-93.1473871256,-175.355425111,75.5781882228,-109.852612874,109.852612874,1046.37371023,-27.644574882,-6.94830408022e-09,82.2080379855,-82.2080379855,-75.5781882228,17.1470074031,1.0,1.0,1
0,1.0,13,2018,1.0,203.0,203.000000005,-203.000000005,-406.00000203,174.986000875,4.89699114164e-09,-4.89699114164e-09,806.166973278,5.80459400576e-09,203.000002024,203.000002025,-203.000002025,-174.986000875,18.9738077346,1.0,1.0,1
0,1.0,14,2018,1.0,203.0,102.377238064,-102.377238064,-202.999999997,87.4929999988,-100.622761936,100.622761936,1234.12856658,-1.84059897985e-08,1.55472404074e-08,100.622761933,-100.622761933,-87.4929999988,18.4818016735,1.0,1.0,1
0,1.0,15,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002037,174.986000878,8.46458367064e-09,-8.46458367064e-09,1020.1477761,8.31976599918e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,38.3928444583,1.0,1.0,1
0,1.0,16,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.88243745939e-09,-9.88243745939e-09,1020.14777609,8.41958955321e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,86.0962321292,1.0,1.0,1
0,1.0,17,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.82432854757e-09,-9.82432854757e-09,806.166973265,6.66910973915e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,101.890507529,1.0,1.0,1
0,1.0,18,2018,1.0,203.0,42.0372805023,-42.0372805023,-64.7771778376,27.918963648,-160.962719498,160.962719498,1151.27744656,-138.222822173,1.10364291975e-08,22.7398973353,-22.7398973353,-27.918963648,24.5740643831,1.0,1.0,1
0,1.0,19,2018,1.0,203.0,202.999999989,-202.999999989,-406.000001999,174.986000862,-1.12342178324e-08,1.12342178324e-08,858.618853911,7.99085949189e-09,203.000001991,203.00000201,-203.00000201,-174.986000862,29.2307493902,1.0,1.0,1
0,2.0,0,2018,1.0,203.0,102.377238066,-102.377238066,-203.000000002,87.493000001,-100.622761934,100.622761934,1020.14776377,7.29813634986e-09,-4.92121011192e-09,100.622761937,-100.622761937,-87.493000001,31.8222116842,1.0,1.0,1
0,2.0,1,2018,1.0,203.0,102.377238065,-102.377238065,-203.0,87.4929999999,-100.622761935,100.622761935,1234.12855424,6.42702966527e-09,-6.67400843272e-09,100.622761934,-100.622761934,-87.4929999999,32.0004594243,1.0,1.0,1
0,2.0,2,2018,1.0,203.0,5.08900526506,-5.08900526506,-5.08900645123,2.19336178048,-197.910994735,197.910994735,1046.37370973,-197.910993541,-7.83699813007e-09,1.18617160081e-06,-1.18617160081e-06,-2.19336178048,24.1871908058,1.0,1.0,1
0,2.0,3,2018,1.0,203.0,202.99999998,-202.99999998,-406.000001981,174.986000854,-1.97609673305e-08,1.97609673305e-08,806.166985655,7.93055281124e-09,203.000001973,203.000002001,-203.000002001,-174.986000854,28.293437759,1.0,1.0,1
0,2.0,4,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.85980873937e-09,-9.85980873937e-09,806.166985606,6.98484597347e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,100.452279508,1.0,1.0,1
0,2.0,5,2018,1.0,203.0,5.08900407618,-5.08900407618,-5.08900407347,2.19336075567,-197.910995924,197.910995924,993.921829605,-197.910995919,-7.71816757581e-09,-2.70772529063e-09,2.70772529063e-09,-2.19336075567,22.1349023547,1.0,1.0,1
0,2.0,6,2018,1.0,203.0,5.08900407866,-5.08900407866,-5.08900407842,2.1933607578,-197.910995921,197.910995921,1123.69814286,-1375.55376232,1177.6427664,-2.3502884399e-10,2.3502884399e-10,-2.1933607578,-16.7332677692,1.0,1.0,1
0,2.0,7,2018,1.0,203.0,202.999999999,-202.999999999,-406.000002019,174.98600087,-5.0951674365e-10,5.0951674365e-10,1020.14777611,8.09343467779e-09,203.000002011,203.00000202,-203.00000202,-174.98600087,31.0516052699,1.0,1.0,1
0,2.0,8,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.91542315889e-09,-9.91542315889e-09,993.921829615,6.98583998297e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,159.903582718,1.0,1.0,1
0,2.0,9,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002037,174.986000878,8.4138552655e-09,-8.4138552655e-09,592.186182784,7.70450297961e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,31.738685607,1.0,1.0,1
0,2.0,10,2018,1.0,203.0,102.377233896,-102.377233896,-202.999987274,87.492994515,-100.622766104,100.622766104,1234.12856653,-1.27184560006e-05,-7.84112450237e-09,100.622753378,-100.622753378,-87.492994515,24.2428588348,1.0,1.0,1
0,2.0,11,2018,1.0,203.0,102.377238064,-102.377238064,-202.999999998,87.4929999993,-100.622761936,100.622761936,1234.12856658,4.84631458505e-09,-6.50060889779e-09,100.622761934,-100.622761934,-87.4929999993,26.1489071118,1.0,1.0,1
0,2.0,12,2018,1.0,203.0,5.08900407372,-5.08900407372,-5.08900406855,2.19336075355,-197.910995926,197.910995926,1234.12856658,-197.910995924,-6.94830408051e-09,-5.16913259742e-09,5.16913259742e-09,-2.19336075355,15.9434634185,1.0,1.0,1
0,2.0,13,2018,1.0,203.0,71.2203443949,-71.2203443949,-120.066301352,51.7485758828,-131.779655605,131.779655605,884.844788031,-82.9336986421,-5.80459400564e-09,48.8459569572,-48.8459569572,-51.7485758828,15.7761570141,1.0,1.0,1
0,2.0,14,2018,1.0,203.0,203.00000001,-203.00000001,-406.000002039,174.986000879,9.9496265884e-09,-9.9496265884e-09,1020.14777609,7.36686232955e-09,203.000002032,203.000002029,-203.000002029,-174.986000879,140.783863741,1.0,1.0,1
0,2.0,15,2018,1.0,203.0,203.000000007,-203.000000007,-406.000002035,174.986000877,7.49282782767e-09,-7.49282782767e-09,806.166985614,8.31976599918e-09,203.000002027,203.000002027,-203.000002027,-174.986000877,36.9251303044,1.0,1.0,1
0,2.0,16,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.88200936046e-09,-9.88200936046e-09,806.166985606,8.41958955321e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,85.9249891178,1.0,1.0,1
0,2.0,17,2018,1.0,203.0,5.08900407068,-5.08900407068,-5.08900406247,2.19336075092,-197.910995929,197.910995929,993.921829612,-197.910995931,-6.66910973313e-09,-8.209536367e-09,8.209536367e-09,-2.19336075092,26.7107650084,1.0,1.0,1
0,2.0,18,2018,1.0,203.0,203.00000001,-203.00000001,-406.000002039,174.986000879,9.50498803454e-09,-9.50498803454e-09,937.296656069,-1.1036429196e-08,203.00000205,203.00000203,-203.00000203,-174.986000879,143.368398583,1.0,1.0,1
0,2.0,19,2018,1.0,203.0,102.377238067,-102.377238067,-203.000000005,87.4930000023,-100.622761933,100.622761933,858.618853906,7.32687224249e-09,-1.91145723719e-09,100.622761939,-100.622761939,-87.4930000023,28.2197359829,1.0,1.0,1
0,3.0,0,2018,1.0,203.0,93.1473871291,-93.1473871291,-175.355425121,75.578188227,-109.852612871,109.852612871,1046.37371024,-27.644574871,-8.23636951334e-09,82.2080379916,-82.2080379916,-75.578188227,29.670303911,1.0,1.0,1
0,3.0,1,2018,1.0,203.0,102.377238065,-102.377238065,-202.999999998,87.4929999991,-100.622761935,100.622761935,1234.12855424,5.26211471988e-09,-7.29324560986e-09,100.622761933,-100.622761933,-87.4929999991,31.6009934253,1.0,1.0,1
0,3.0,2,2018,1.0,203.0,5.08900408012,-5.08900408012,-5.08900408136,2.19336075907,-197.91099592,197.91099592,1234.12856606,-197.910995911,-7.83699813007e-09,1.2342930544e-09,-1.2342930544e-09,-2.19336075907,23.6745145304,1.0,1.0,1
0,3.0,3,2018,1.0,203.0,5.08900407112,-5.08900407112,-5.08900406336,2.19336075131,-197.910995929,197.910995929,993.921842001,-197.910995929,-7.93055281124e-09,-7.76528974232e-09,7.76528974232e-09,-2.19336075131,22.6839635559,1.0,1.0,1
0,3.0,4,2018,1.0,203.0,5.08900407164,-5.08900407164,-5.08900406439,2.19336075175,-197.910995928,197.910995928,993.921841952,-197.910995929,-6.98484597347e-09,-7.25146734577e-09,7.25146734577e-09,-2.19336075175,25.2115736167,1.0,1.0,1
0,3.0,5,2018,1.0,203.0,5.08900408121,-5.08900408121,-5.08900408353,2.19336076,-197.910995919,197.910995919,1181.67668593,-197.910995909,-7.71816757581e-09,2.32066907483e-09,-2.32066907483e-09,-2.19336076,22.4603035174,1.0,1.0,1
0,3.0,6,2018,1.0,203.0,5.08900407979,-5.08900407979,-5.08900408069,2.19336075878,-197.91099592,197.91099592,1234.12856658,-931.474973446,733.563977527,8.98054267905e-10,-8.98054267905e-10,-2.19336075878,-14.9934907942,1.0,1.0,1
0,3.0,7,2018,1.0,203.0,5.08900407033,-5.08900407033,-5.08900406177,2.19336075062,-197.91099593,197.91099593,1207.90263246,-197.91099593,-8.09343467779e-09,-8.56183578432e-09,8.56183578432e-09,-2.19336075062,23.4031609305,1.0,1.0,1
0,3.0,8,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002039,174.986000879,9.41689076569e-09,-9.41689076569e-09,779.941039129,6.98583998298e-09,203.000002032,203.000002029,-203.000002029,-174.986000879,68.2304197991,1.0,1.0,1
0,3.0,9,2018,1.0,203.0,143.072794671,-143.072794671,-306.47956756,132.092693618,-59.9272053286,59.9272053286,483.109141192,7.70450297959e-09,103.479567552,163.406772888,-163.406772888,-132.092693618,27.7233629753,1.0,1.0,1
0,3.0,10,2018,1.0,203.0,102.377238065,-102.377238065,-203.0,87.4930000001,-100.622761935,100.622761935,1234.12856653,5.83524299347e-09,-5.55854699107e-09,100.622761935,-100.622761935,-87.4930000001,25.7419923401,1.0,1.0,1
0,3.0,11,2018,1.0,203.0,203.000000003,-203.000000003,-406.000002027,174.986000873,3.32614921374e-09,-3.32614921374e-09,1020.1477761,8.03947078541e-09,203.000002019,203.000002023,-203.000002023,-174.986000873,30.5300516525,1.0,1.0,1
0,3.0,12,2018,1.0,203.0,102.377238072,-102.377238072,-203.000000021,87.493000009,-100.622761928,100.622761928,1234.12856655,6.70175275071e-09,1.42225940658e-08,100.622761949,-100.622761949,-87.493000009,19.8077288342,1.0,1.0,1
0,3.0,13,2018,1.0,203.0,5.08900407216,-5.08900407216,-5.08900406543,2.1933607522,-197.910995928,197.910995928,1072.59964438,-197.910995929,-5.80459400576e-09,-6.72915181111e-09,6.72915181111e-09,-2.1933607522,13.5277635306,1.0,1.0,1
0,3.0,14,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000878,9.24493576917e-09,-9.24493576917e-09,806.166985608,7.36686232955e-09,203.000002031,203.000002029,-203.000002029,-174.986000878,122.67398584,1.0,1.0,1
0,3.0,15,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000878,8.75281673783e-09,-8.75281673783e-09,592.186195129,8.31976599918e-09,203.000002029,203.000002029,-203.000002029,-174.986000878,39.2679941283,1.0,1.0,1
0,3.0,16,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.88540115136e-09,-9.88540115136e-09,592.186195118,8.41958955321e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,87.3166491879,1.0,1.0,1
0,3.0,17,2018,1.0,203.0,5.08900407032,-5.08900407032,-5.08900406175,2.19336075061,-197.91099593,197.91099593,1181.67668596,-197.910995932,-6.66910973375e-09,-8.5706091396e-09,8.5706091396e-09,-2.19336075061,24.9526470431,1.0,1.0,1
0,3.0,18,2018,1.0,203.0,202.999999855,-202.999999855,-406.000001796,174.986000774,-1.45115510642e-07,1.45115510642e-07,723.315865837,-1.10364291959e-08,203.000001807,203.000001941,-203.000001941,-174.986000774,27.9486210349,1.0,1.0,1
0,3.0,19,2018,1.0,203.0,5.08900407459,-5.08900407459,-5.08900407028,2.19336075429,-197.910995925,197.910995925,1046.37371025,-197.910995922,-7.99085949189e-09,-4.30368655944e-09,4.30368655944e-09,-2.19336075429,25.0240069249,1.0,1.0,1
0,4.0,0,2018,1.0,203.0,102.377238069,-102.377238069,-203.000000011,87.4930000048,-100.622761931,100.622761931,1046.37371023,7.96541925196e-09,3.24320048581e-09,100.622761943,-100.622761943,-87.4930000048,32.5279744147,1.0,1.0,1
0,4.0,1,2018,1.0,203.0,102.377238067,-102.377238067,-203.000000004,87.4930000019,-100.622761933,100.622761933,1234.12855424,7.69241534679e-09,-3.20454878399e-09,100.622761937,-100.622761937,-87.4930000019,32.8941311332,1.0,1.0,1
0,4.0,2,2018,1.0,203.0,102.377237886,-102.377237886,-202.999999454,87.4929997648,-100.622762114,100.622762114,1234.12856658,-5.37981653945e-07,-7.82937949196e-09,100.622761568,-100.622761568,-87.4929997648,24.2132576386,1.0,1.0,1
0,4.0,3,2018,1.0,203.0,5.08900407123,-5.08900407123,-5.08900406357,2.1933607514,-197.910995929,197.910995929,1181.67669835,-197.910995928,-7.93055281124e-09,-7.65955945295e-09,7.65955945295e-09,-2.1933607514,22.8014986794,1.0,1.0,1
0,4.0,4,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.92256412992e-09,-9.92256412992e-09,779.941051464,6.98484597347e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,156.077092758,1.0,1.0,1
0,4.0,5,2018,1.0,203.0,203.000000007,-203.000000007,-406.000002033,174.986000876,6.70655576371e-09,-6.70655576371e-09,967.695895452,7.71816757582e-09,203.000002026,203.000002027,-203.000002027,-174.986000876,27.2438101153,1.0,1.0,1
0,4.0,6,2018,1.0,203.0,203.000000008,-203.000000008,-406.000002037,174.986000878,8.33622031901e-09,-8.33622031901e-09,1020.14777609,-4.45549406609e-08,203.000002081,203.000002028,-203.000002028,-174.986000878,128.242310981,1.0,1.0,1
0,4.0,7,2018,1.0,203.0,93.147391631,-93.147391631,-175.355438145,75.5781938405,-109.852608369,109.852608369,1234.12856658,-27.6445618469,-8.09343467769e-09,82.208046514,-82.208046514,-75.5781938405,27.4459269315,1.0,1.0,1
0,4.0,8,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.92172384918e-09,-9.92172384918e-09,565.960248641,6.98583998298e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,185.348063064,1.0,1.0,1
0,4.0,9,2018,1.0,203.0,5.08900407642,-5.08900407642,-5.08900407395,2.19336075587,-197.910995924,197.910995924,670.863997528,-197.910995918,-7.70450297961e-09,-2.47058703845e-09,2.47058703845e-09,-2.19336075587,24.1058227074,1.0,1.0,1
0,4.0,10,2018,1.0,203.0,102.377238061,-102.377238061,-202.999999989,87.4929999952,-100.622761939,100.622761939,1234.12856654,-3.66107192593e-09,-7.46226321473e-09,100.622761928,-100.622761928,-87.4929999952,24.8757387682,1.0,1.0,1
0,4.0,11,2018,1.0,203.0,5.08900407107,-5.08900407107,-5.08900406325,2.19336075126,-197.910995929,197.910995929,1207.90263245,-197.910995929,-8.03947078542e-09,-7.81844726684e-09,7.81844726684e-09,-2.19336075126,24.0253250065,1.0,1.0,1
0,4.0,12,2018,1.0,203.0,102.377238057,-102.377238057,-202.999999976,87.4929999898,-100.622761943,100.622761943,1234.12856658,-1.69168595123e-08,-6.79513895105e-09,100.622761919,-100.622761919,-87.4929999898,18.4587052318,1.0,1.0,1
0,4.0,13,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002037,174.986000878,8.63068944072e-09,-8.63068944072e-09,858.618853891,5.80459400578e-09,203.000002031,203.000002029,-203.000002029,-174.986000878,22.9033996871,1.0,1.0,1
0,4.0,14,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.92800105371e-09,-9.92800105371e-09,592.186195121,7.36686232956e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,403.34972373,1.0,1.0,1
0,4.0,15,2018,1.0,203.0,5.08900406927,-5.08900406927,-5.08900405965,2.19336074971,-197.910995931,197.910995931,779.941051479,-197.910995932,-8.31976599918e-09,-9.61982788972e-09,9.61982788972e-09,-2.19336074971,15.8494574264,1.0,1.0,1
0,4.0,16,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.88468843171e-09,-9.88468843171e-09,378.205404631,8.41958955321e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,87.0174683993,1.0,1.0,1
0,4.0,17,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.75692031192e-09,-9.75692031192e-09,967.695895473,6.66910973686e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,89.0722953514,1.0,1.0,1
0,4.0,18,2018,1.0,203.0,203.000000009,-203.000000009,-406.000002038,174.986000879,9.21393460793e-09,-9.21393460793e-09,509.335075349,-1.10364291959e-08,203.000002049,203.000002029,-203.000002029,-174.986000879,100.40440752,1.0,1.0,1
0,4.0,19,2018,1.0,203.0,5.0890040787,-5.0890040787,-5.08900407851,2.19336075784,-197.910995921,197.910995921,1234.12856658,-197.910995914,-7.99085949189e-09,-1.92423677764e-10,1.92423677764e-10,-2.19336075784,25.4518719182,1.0,1.0,1
0,5.0,0,2018,1.0,203.0,5.0890040712,-5.0890040712,-5.08900406352,2.19336075138,-197.910995929,197.910995929,1234.12856658,-197.910995928,-8.23636951344e-09,-7.68547537515e-09,7.68547537515e-09,-2.19336075138,27.158271274,1.0,1.0,1
0,5.0,1,2018,1.0,203.0,102.377233803,-102.377233803,-202.999987,87.4929943972,-100.622766197,100.622766197,1234.12856657,-1.29912707024e-05,-8.27715512008e-09,100.622753198,-100.622753198,-87.4929943972,30.3758070568,1.0,1.0,1
0,5.0,2,2018,1.0,203.0,102.377238065,-102.377238065,-203.000000001,87.4930000004,-100.622761935,100.622761935,1234.12856658,6.49895841091e-09,-5.65756120875e-09,100.622761936,-100.622761936,-87.4930000004,28.4567298184,1.0,1.0,1
0,5.0,3,2018,1.0,203.0,202.999999996,-202.999999996,-406.000002013,174.986000868,-3.55459413262e-09,3.55459413262e-09,967.695907888,7.93055281125e-09,203.000002005,203.000002017,-203.000002017,-174.986000868,28.527042346,1.0,1.0,1
0,5.0,4,2018,1.0,203.0,203.00000001,-203.00000001,-406.00000204,174.986000879,9.92798814625e-09,-9.92798814625e-09,565.960260977,6.98484597348e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,165.436245525,1.0,1.0,1
0,5.0,5,2018,1.0,203.0,5.08900430321,-5.08900430321,-5.08900452752,2.19336095136,-197.910995697,197.910995697,1155.45075136,-197.910995465,-7.71816757582e-09,2.24317288378e-07,-2.24317288378e-07,-2.19336095136,22.9073933752,1.0,1.0,1
