hours,price
1.0,24.49
2.0,23.49
3.0,23.49
4.0,24.49
5.0,25.87
6.0,32.08
7.0,44.4
8.0,46.45
9.0,39.8
10.0,35.27
11.0,31.62
12.0,29.01
13.0,27.82
14.0,27.59
15.0,27.5
16.0,26.11
17.0,26.05
18.0,34.35
19.0,44.68
20.0,43.1
21.0,40.92
22.0,35.39
23.0,32.12
24.0,28.15
25.0,29.69
26.0,28.08
27.0,28.19
28.0,28.36
29.0,30.74
30.0,39.71
31.0,76.5
32.0,57.51
33.0,44.77
34.0,35.41
35.0,32.19
36.0,30.19
37.0,27.71
38.0,26.0
39.0,25.56
40.0,24.08
41.0,24.97
42.0,30.54
43.0,36.06
44.0,34.89
45.0,34.73
46.0,30.2
47.0,31.17
48.0,28.11
49.0,28.62
50.0,27.49
51.0,27.0
52.0,25.02
53.0,26.26
54.0,27.11
55.0,30.38
56.0,32.15
57.0,36.8
58.0,37.17
59.0,33.79
60.0,28.77
61.0,27.71
62.0,26.02
63.0,24.63
64.0,23.22
65.0,24.02
66.0,32.06
67.0,37.29
68.0,33.79
69.0,31.55
70.0,28.26
71.0,26.76
72.0,24.59
73.0,23.62
74.0,23.3
75.0,22.58
76.0,23.35
77.0,23.97
78.0,24.77
79.0,28.26
80.0,31.73
81.0,35.81
82.0,37.15
83.0,37.14
84.0,31.17
85.0,29.23
86.0,28.14
87.0,27.05
88.0,26.37
89.0,26.76
90.0,34.65
91.0,44.54
92.0,42.74
93.0,40.47
94.0,38.15
95.0,33.37
96.0,31.17
97.0,30.34
98.0,29.92
99.0,30.81
100.0,32.03
101.0,37.28
102.0,43.93
103.0,89.19
104.0,91.54
105.0,62.27
106.0,52.88
107.0,49.26
108.0,43.49
109.0,38.96
110.0,32.47
111.0,30.53
112.0,29.95
113.0,32.75
114.0,47.98
115.0,66.18
116.0,62.89
117.0,53.33
118.0,49.52
119.0,40.51
120.0,36.87
121.0,34.43
122.0,35.33
123.0,35.29
124.0,37.31
125.0,44.04
126.0,56.36
127.0,148.05
128.0,110.71
129.0,59.59
130.0,50.05
131.0,49.05
132.0,39.78
133.0,34.09
134.0,31.24
135.0,29.5
136.0,28.91
137.0,30.63
138.0,36.38
139.0,51.16
140.0,44.03
141.0,42.79
142.0,38.1
143.0,35.6
144.0,34.3
145.0,29.3
146.0,28.09
147.0,27.19
148.0,27.26
149.0,28.67
150.0,33.77
151.0,53.53
152.0,49.79
153.0,36.51
154.0,36.64
155.0,35.96
156.0,30.94
157.0,29.72
158.0,28.63
159.0,28.64
160.0,27.5
161.0,29.21
162.0,38.82
163.0,44.16
164.0,39.14
165.0,37.43
166.0,33.9
167.0,34.83
168.0,28.03
169.0,28.07
170.0,26.68
171.0,25.3
172.0,25.44
173.0,26.98
174.0,29.92
175.0,46.02
176.0,44.84
177.0,42.44
178.0,36.99
179.0,37.03
180.0,32.04
181.0,30.42
182.0,30.05
183.0,28.9
184.0,27.44
185.0,28.26
186.0,39.18
187.0,41.2
188.0,35.27
189.0,35.16
190.0,33.56
191.0,29.8
192.0,23.79
193.0,19.77
194.0,18.47
195.0,18.54
196.0,17.91
197.0,19.28
198.0,22.78
199.0,33.89
200.0,31.2
201.0,28.04
202.0,29.06
203.0,27.89
204.0,28.02
205.0,28.54
206.0,29.01
207.0,26.98
208.0,26.18
209.0,26.83
210.0,38.05
211.0,41.72
212.0,35.22
213.0,31.84
214.0,29.31
215.0,26.92
216.0,24.46
217.0,25.25
218.0,22.27
219.0,21.23
220.0,21.43
221.0,22.48
222.0,24.68
223.0,30.17
224.0,34.45
225.0,39.15
226.0,50.13
227.0,45.56
228.0,33.61
229.0,29.62
230.0,27.71
231.0,26.79
232.0,26.81
233.0,26.95
234.0,30.62
235.0,39.61
236.0,31.11
237.0,30.0
238.0,29.85
239.0,24.62
240.0,23.05
241.0,21.3
242.0,19.12
243.0,18.81
244.0,18.12
245.0,18.75
246.0,19.12
247.0,20.57
248.0,22.93
249.0,25.5
250.0,26.29
251.0,23.07
252.0,21.47
253.0,20.93
254.0,20.46
255.0,20.46
256.0,20.0
257.0,21.35
258.0,34.59
259.0,37.35
260.0,31.99
261.0,28.76
262.0,25.83
263.0,24.68
264.0,19.02
265.0,19.01
266.0,17.9
267.0,18.2
268.0,19.08
269.0,20.75
270.0,28.96
271.0,39.97
272.0,39.19
273.0,37.23
274.0,35.0
275.0,32.41
276.0,29.7
277.0,27.82
278.0,27.01
279.0,26.62
280.0,26.18
281.0,26.71
282.0,37.59
283.0,54.81
284.0,46.7
285.0,35.57
286.0,31.1
287.0,29.91
288.0,28.0
289.0,26.16
290.0,24.29
291.0,24.04
292.0,24.41
293.0,26.76
294.0,30.25
295.0,54.9
296.0,50.21
297.0,35.61
298.0,30.97
299.0,28.48
300.0,25.64
301.0,25.83
302.0,25.76
303.0,24.65
304.0,23.39
305.0,22.79
306.0,35.4
307.0,42.89
308.0,35.93
309.0,34.71
310.0,31.48
311.0,30.68
312.0,28.74
313.0,25.43
314.0,24.64
315.0,24.88
316.0,25.19
317.0,26.88
318.0,36.15
319.0,69.59
320.0,51.34
321.0,40.0
322.0,37.49
323.0,32.74
324.0,29.34
325.0,26.92
326.0,27.71
327.0,26.47
328.0,25.45
329.0,25.53
330.0,36.5
331.0,41.78
332.0,39.4
333.0,35.79
334.0,32.75
335.0,29.79
336.0,26.2
337.0,25.27
338.0,23.93
339.0,23.4
340.0,24.46
341.0,27.32
342.0,36.27
343.0,70.23
344.0,48.41
345.0,40.89
346.0,37.75
347.0,33.25
348.0,27.96
349.0,26.58
350.0,26.01
351.0,24.97
352.0,24.19
353.0,24.99
354.0,32.24
355.0,41.21
356.0,37.97
357.0,38.19
358.0,34.57
359.0,32.32
360.0,29.15
361.0,29.98
362.0,27.44
363.0,26.03
364.0,26.97
365.0,29.37
366.0,37.17
367.0,68.65
368.0,49.99
369.0,41.82
370.0,37.31
371.0,33.29
372.0,30.43
373.0,30.02
374.0,29.11
375.0,26.76
376.0,25.28
377.0,26.01
378.0,34.45
379.0,39.99
380.0,37.67
381.0,35.21
382.0,31.82
383.0,34.91
384.0,29.06
385.0,28.84
386.0,26.5
387.0,25.39
388.0,25.41
389.0,28.61
390.0,29.93
391.0,39.19
392.0,50.56
393.0,50.02
394.0,49.64
395.0,42.1
396.0,40.15
397.0,30.0
398.0,27.24
399.0,24.94
400.0,24.64
401.0,24.79
402.0,33.12
403.0,49.83
404.0,39.7
405.0,36.9
406.0,35.98
407.0,40.0
408.0,31.76
409.0,37.34
410.0,32.03
411.0,30.0
412.0,30.74
413.0,32.01
414.0,36.73
415.0,44.21
416.0,48.22
417.0,56.84
418.0,52.67
419.0,42.46
420.0,35.09
421.0,31.14
422.0,29.58
423.0,25.0
424.0,24.99
425.0,25.96
426.0,31.19
427.0,51.85
428.0,38.04
429.0,34.73
430.0,36.0
431.0,28.6
432.0,21.38
433.0,21.76
434.0,20.38
435.0,20.25
436.0,21.08
437.0,23.95
438.0,30.89
439.0,45.49
440.0,44.41
441.0,41.67
442.0,42.8
443.0,41.68
444.0,35.16
445.0,31.84
446.0,31.08
447.0,29.99
448.0,27.08
449.0,27.18
450.0,35.12
451.0,50.54
452.0,35.17
453.0,33.02
454.0,34.03
455.0,27.44
456.0,22.36
457.0,23.07
458.0,22.83
459.0,24.24
460.0,25.06
461.0,28.29
462.0,33.78
463.0,56.62
464.0,52.36
465.0,42.3
466.0,41.3
467.0,37.4
468.0,33.04
469.0,31.54
470.0,30.32
471.0,28.93
472.0,28.42
473.0,28.89
474.0,36.85
475.0,60.31
476.0,45.0
477.0,38.27
478.0,35.16
479.0,33.98
480.0,30.07
481.0,27.99
482.0,27.0
483.0,27.32
484.0,28.84
485.0,30.99
486.0,39.42
487.0,62.18
488.0,57.56
489.0,46.11
490.0,37.6
491.0,32.27
492.0,31.2
493.0,28.87
494.0,28.15
495.0,28.51
496.0,27.0
497.0,27.43
498.0,31.26
499.0,43.77
500.0,36.21
501.0,33.65
502.0,31.02
503.0,30.09
504.0,25.43
505.0,26.02
506.0,25.06
507.0,25.04
508.0,25.12
509.0,29.32
510.0,35.51
511.0,45.85
512.0,44.72
513.0,41.46
514.0,41.65
515.0,41.56
516.0,38.69
517.0,36.73
518.0,36.46
519.0,36.53
520.0,35.83
521.0,38.51
522.0,57.7
523.0,95.72
524.0,93.73
525.0,78.78
526.0,62.69
527.0,48.43
528.0,39.75
529.0,37.59
530.0,35.91
531.0,36.65
532.0,38.81
533.0,44.12
534.0,88.9
535.0,201.3
536.0,189.23
537.0,94.96
538.0,72.31
539.0,61.59
540.0,47.78
541.0,44.3
542.0,40.15
543.0,38.27
544.0,36.07
545.0,37.13
546.0,45.84
547.0,60.95
548.0,52.87
549.0,47.42
550.0,40.92
551.0,44.4
552.0,40.67
553.0,37.66
554.0,36.6
555.0,33.59
556.0,34.2
557.0,35.57
558.0,36.59
559.0,50.33
560.0,66.07
561.0,67.02
562.0,47.47
563.0,39.15
564.0,37.32
565.0,36.24
566.0,34.19
567.0,30.01
568.0,29.01
569.0,26.76
570.0,32.13
571.0,44.79
572.0,44.22
573.0,40.38
574.0,36.76
575.0,32.16
576.0,27.45
577.0,29.46
578.0,26.0
579.0,25.0
580.0,25.0
581.0,25.6
582.0,27.96
583.0,33.21
