price,hour
13.87,1
10.39,2
8.92,3
8.48,4
8.98,5
9.31,6
11.14,7
11.26,8
13.85,9
16.17,10
17.48,11
19.05,12
19.14,13
19.19,14
20.17,15
21.68,16
29.43,17
39.26,18
34.98,19
33.71,20
31.09,21
26.02,22
22.65,23
23.75,24
24.74,25
19.4,26
19.22,27
15.25,28
19.09,29
21.22,30
23.28,31
18.27,32
18.69,33
21.44,34
22.37,35
24.95,36
25.62,37
26.16,38
23.11,39
23.38,40
32.53,41
48.12,42
40.73,43
35.36,44
30.44,45
24.92,46
18.12,47
17.19,48
18.52,49
15.02,50
13.54,51
14.02,52
13.98,53
19.9,54
26.51,55
29.14,56
29.6,57
29.13,58
30.51,59
31.83,60
29.87,61
29.75,62
29.44,63
28.5,64
32.71,65
46.58,66
41.83,67
38.94,68
33.13,69
28.78,70
23.63,71
22.04,72
20.43,73
16.69,74
14.54,75
15.04,76
14.81,77
19.43,78
26.63,79
30.58,80
31.23,81
29.34,82
29.47,83
28.57,84
26.91,85
26.07,86
26.24,87
25.04,88
30.44,89
43.82,90
39.08,91
33.48,92
29.71,93
25.81,94
22.19,95
20.16,96
22.38,97
19.19,98
17.49,99
17.9,100
17.9,101
24.03,102
31.25,103
32.06,104
29.7,105
29.18,106
28.8,107
27.96,108
26.8,109
26.16,110
26.01,111
26.36,112
31.16,113
48.0,114
45.23,115
39.66,116
33.01,117
28.61,118
27.03,119
25.81,120
27.29,121
25.2,122
25.29,123
25.33,124
25.34,125
28.9,126
40.25,127
43.12,128
43.91,129
42.56,130
41.88,131
41.48,132
37.21,133
35.35,134
33.37,135
34.02,136
36.9,137
52.25,138
49.95,139
45.71,140
39.48,141
38.1,142
32.63,143
27.91,144
29.69,145
26.94,146
25.97,147
26.39,148
26.41,149
28.08,150
33.57,151
33.46,152
39.1,153
41.18,154
44.07,155
41.1,156
36.05,157
33.29,158
33.33,159
31.91,160
36.87,161
52.8,162
50.31,163
43.21,164
37.93,165
37.04,166
32.93,167
31.29,168
27.01,169
24.54,170
24.05,171
23.6,172
23.68,173
25.05,174
28.04,175
27.19,176
31.66,177
34.39,178
33.04,179
32.94,180
28.07,181
27.29,182
27.24,183
27.26,184
30.74,185
50.98,186
54.23,187
47.91,188
37.96,189
35.85,190
28.25,191
29.82,192
26.45,193
24.78,194
24.74,195
24.45,196
24.78,197
39.43,198
56.96,199
58.8,200
63.49,201
50.04,202
42.41,203
39.82,204
31.0,205
31.39,206
29.34,207
30.82,208
36.67,209
54.96,210
49.56,211
35.28,212
33.34,213
33.71,214
26.84,215
26.74,216
24.63,217
22.05,218
20.69,219
18.56,220
22.64,221
25.22,222
38.17,223
34.36,224
32.89,225
29.33,226
31.54,227
33.37,228
30.55,229
28.08,230
26.99,231
26.82,232
28.29,233
36.99,234
33.89,235
30.02,236
28.39,237
26.76,238
23.35,239
20.4,240
13.98,241
13.64,242
12.0,243
11.06,244
12.09,245
14.2,246
25.37,247
30.29,248
29.58,249
29.99,250
29.62,251
29.67,252
28.3,253
27.79,254
27.06,255
26.86,256
29.06,257
38.93,258
34.76,259
31.17,260
28.19,261
24.87,262
23.97,263
19.76,264
14.49,265
10.93,266
8.89,267
8.1,268
8.6,269
12.2,270
24.19,271
27.03,272
27.17,273
27.48,274
26.58,275
27.57,276
26.41,277
25.94,278
25.92,279
25.76,280
29.03,281
36.89,282
32.99,283
30.07,284
26.66,285
25.6,286
23.61,287
21.31,288
19.01,289
15.08,290
13.6,291
13.24,292
14.23,293
16.97,294
24.36,295
28.13,296
28.65,297
28.64,298
28.4,299
28.71,300
26.89,301
26.88,302
27.01,303
27.22,304
32.67,305
44.17,306
40.82,307
36.96,308
33.62,309
31.56,310
28.12,311
25.71,312
31.29,313
30.22,314
29.17,315
28.22,316
28.85,317
29.34,318
31.35,319
30.48,320
35.69,321
36.98,322
37.65,323
38.01,324
35.94,325
32.56,326
31.13,327
32.25,328
36.08,329
45.65,330
43.42,331
39.28,332
37.19,333
32.12,334
28.09,335
26.68,336
27.0,337
26.08,338
24.6,339
23.27,340
23.2,341
24.83,342
26.43,343
25.2,344
29.53,345
30.29,346
30.09,347
30.64,348
30.02,349
29.26,350
28.2,351
28.07,352
33.28,353
45.14,354
40.71,355
38.07,356
35.18,357
32.08,358
28.58,359
27.15,360
27.48,361
26.53,362
25.71,363
24.6,364
25.18,365
27.93,366
32.96,367
32.66,368
35.52,369
35.88,370
34.58,371
35.01,372
31.74,373
30.6,374
30.39,375
30.18,376
36.03,377
47.74,378
44.43,379
41.02,380
35.71,381
31.96,382
28.71,383
26.92,384
27.94,385
26.15,386
25.16,387
24.64,388
25.52,389
27.82,390
35.26,391
35.86,392
38.12,393
38.15,394
36.46,395
34.61,396
33.24,397
33.11,398
31.56,399
31.43,400
35.01,401
43.91,402
41.74,403
37.94,404
32.66,405
29.87,406
26.79,407
23.58,408
21.89,409
21.72,410
20.77,411
20.24,412
21.89,413
22.87,414
31.52,415
34.12,416
35.17,417
36.07,418
36.35,419
34.91,420
33.56,421
32.35,422
31.81,423
30.54,424
33.44,425
45.23,426
41.44,427
37.44,428
32.79,429
29.84,430
26.14,431
23.56,432
23.62,433
19.74,434
18.72,435
18.62,436
19.38,437
23.5,438
28.8,439
33.31,440
33.0,441
32.99,442
32.61,443
31.2,444
29.46,445
28.83,446
27.78,447
29.17,448
32.6,449
43.18,450
41.43,451
38.03,452
33.34,453
29.82,454
26.81,455
24.39,456
24.55,457
23.25,458
22.09,459
21.78,460
22.68,461
25.04,462
28.82,463
33.6,464
33.34,465
32.34,466
31.24,467
30.11,468
27.99,469
27.62,470
26.97,471
27.34,472
30.59,473
39.71,474
38.11,475
34.71,476
29.2,477
26.93,478
24.57,479
21.1,480
19.29,481
19.4,482
16.31,483
15.17,484
16.25,485
18.29,486
21.28,487
22.04,488
26.77,489
27.49,490
26.67,491
26.68,492
24.75,493
24.1,494
23.2,495
23.67,496
25.96,497
36.13,498
34.82,499
29.51,500
26.75,501
25.46,502
23.02,503
19.57,504
17.2,505
17.58,506
13.83,507
12.96,508
12.4,509
13.9,510
17.46,511
16.33,512
20.64,513
23.94,514
24.18,515
23.73,516
22.77,517
22.09,518
21.48,519
21.12,520
25.45,521
30.38,522
30.65,523
28.28,524
25.43,525
23.51,526
19.67,527
17.35,528
13.43,529
13.51,530
12.24,531
11.79,532
11.93,533
13.84,534
21.96,535
24.42,536
25.9,537
27.88,538
27.29,539
26.94,540
25.93,541
25.44,542
24.82,543
25.11,544
26.72,545
34.68,546
33.96,547
30.46,548
28.62,549
26.65,550
22.95,551
19.41,552
19.34,553
18.36,554
17.14,555
16.48,556
16.81,557
19.04,558
24.29,559
29.75,560
31.41,561
31.68,562
31.92,563
31.92,564
29.41,565
29.46,566
28.34,567
28.34,568
32.73,569
41.78,570
40.68,571
35.88,572
31.48,573
28.59,574
25.41,575
22.71,576
19.34,577
19.01,578
18.18,579
17.51,580
18.37,581
20.03,582
25.67,583
29.58,584
28.88,585
29.28,586
27.95,587
26.87,588
25.03,589
24.08,590
23.87,591
24.59,592
27.53,593
36.37,594
35.04,595
31.98,596
27.84,597
25.4,598
22.09,599
19.0,600
17.55,601
15.73,602
14.44,603
14.37,604
14.4,605
17.4,606
21.94,607
26.79,608
27.18,609
26.87,610
26.56,611
25.73,612
24.23,613
23.18,614
22.87,615
24.28,616
25.12,617
33.76,618
31.82,619
28.59,620
26.02,621
25.07,622
20.58,623
17.65,624
14.22,625
13.36,626
11.69,627
11.86,628
11.85,629
14.26,630
19.48,631
21.68,632
25.43,633
24.13,634
23.28,635
23.26,636
22.58,637
22.45,638
22.25,639
22.21,640
23.9,641
26.88,642
29.21,643
25.86,644
24.92,645
24.16,646
20.24,647
18.14,648
12.25,649
11.98,650
11.19,651
11.0,652
11.08,653
11.2,654
12.91,655
14.37,656
20.09,657
21.24,658
21.1,659
21.17,660
19.91,661
20.27,662
18.96,663
19.98,664
21.1,665
27.29,666
26.24,667
26.04,668
23.18,669
21.64,670
18.13,671
15.19,672
14.07,673
12.72,674
11.81,675
11.15,676
11.05,677
12.46,678
15.42,679
16.1,680
20.1,681
23.77,682
23.98,683
24.35,684
23.42,685
23.88,686
22.93,687
24.38,688
25.6,689
35.36,690
37.72,691
35.79,692
34.37,693
31.39,694
26.52,695
23.43,696
23.11,697
22.98,698
22.28,699
23.24,700
24.11,701
27.42,702
35.51,703
36.74,704
35.53,705
34.51,706
34.74,707
32.28,708
30.23,709
28.36,710
