SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,PointProbability,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,prefix
203.0,-203.0,-270.0,-195.0,1000.0,-203.0,-1e+200,388799215.199,11138939.9393,391109888.407,409659749.091,367164742.169,370409174.562,403465264.616,20.0,1.24075982972e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,104
203.0,-203.0,-270.0,-195.0,1100.0,-203.0,-1e+200,379556830.385,17236347.0906,375616156.817,412807611.487,347603614.229,349486700.313,402283185.958,20.0,2.97091661029e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,105
203.0,-203.0,-270.0,-195.0,1200.0,-203.0,-1e+200,382890186.073,14400718.2216,381506420.31,411002935.077,348933666.713,365230517.332,403283673.388,20.0,2.07380685297e+14,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,106
203.0,-203.0,-270.0,-195.0,1218.0,-203.0,-1e+200,378141650.534,11138667.1684,380109585.934,393028223.978,358289501.453,359795555.044,391744017.357,19.0,1.24069906288e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,107
203.0,-203.0,-260.0,-195.0,300.0,-203.0,-1e+200,381884849.244,13330838.98,381030379.91,406921361.007,357403271.527,361800653.131,401803746.389,19.0,1.7771126791e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,109
203.0,-203.0,-270.0,-195.0,1300.0,-203.0,-1e+200,372613253.452,14610096.1195,369022570.124,407421551.321,350350934.722,356044298.046,396588556.226,19.0,2.13454908621e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,108
203.0,-203.0,-260.0,-195.0,400.0,-203.0,-1e+200,379085304.814,10638042.2828,377354913.137,397580555.881,362717223.52,365448639.62,396832197.664,18.0,1.13167943611e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,110
203.0,-203.0,-260.0,-195.0,500.0,-203.0,-1e+200,379106755.387,14008924.2186,383847112.061,398349365.383,344360738.806,359646650.521,395792273.49,19.0,1.96249957762e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,111
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,378742024.661,17010338.4731,381678194.193,402261434.04,340116612.1,350819761.666,398233620.552,20.0,2.89351614968e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,112
203.0,-203.0,-260.0,-195.0,700.0,-203.0,-1e+200,376656532.402,11808590.7802,378966200.9,401245357.916,354757676.701,358139022.831,390527980.2,20.0,1.39442816213e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,113
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,375940805.147,18593521.5291,377141970.143,403600217.925,335812641.422,347886589.817,402774174.863,20.0,3.45719042853e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,114
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,376607825.798,13045064.4532,374800039.536,407118005.428,354752070.418,358123825.287,397010403.289,19.0,1.70173706588e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,115
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,373253700.515,15086141.6804,374176356.083,406925153.923,343552905.949,350696371.219,389089280.747,19.0,2.275916708e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,116
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,365621156.031,15986365.1374,368703844.663,398147175.808,333934593.596,335047964.583,384012836.731,18.0,2.55563870305e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,117
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,372819900.985,11550617.2383,369498871.885,395833644.672,354693459.312,359207650.378,389828169.654,19.0,1.33416758587e+14,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,118
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,369564215.845,12775715.7551,371582871.507,391063846.445,341858160.871,352508003.362,387517495.549,20.0,1.63218913056e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,119
203.0,-203.0,-260.0,-195.0,1300.0,-203.0,-1e+200,372499945.911,17948578.6264,372331620.963,398935705.244,346393537.386,348607155.026,398341919.102,20.0,3.22151474709e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,120
203.0,-203.0,-250.0,-195.0,300.0,-203.0,-1e+200,368835989.505,13143269.9511,367643736.287,397907746.731,342675105.049,349269920.03,390177172.298,20.0,1.72745545008e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,121
203.0,-203.0,-250.0,-195.0,400.0,-203.0,-1e+200,371203991.165,13763548.6917,375578838.013,390310077.076,345260370.72,349167008.927,389574252.831,20.0,1.8943527259e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,122
203.0,-203.0,-250.0,-195.0,500.0,-203.0,-1e+200,368769874.895,10820885.567,368356157.406,392475240.198,349759107.427,352113269.911,385011049.239,19.0,1.17091564454e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,123
203.0,-203.0,-250.0,-195.0,600.0,-203.0,-1e+200,371932080.23,14878589.8906,374143848.355,388407937.719,338964644.933,342470959.284,387506187.54,17.0,2.21372437132e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,124
203.0,-203.0,-250.0,-195.0,700.0,-203.0,-1e+200,370873730.12,15850146.533,373661710.441,402386831.941,342170249.515,345583930.583,387236646.13,20.0,2.51227145118e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,125
203.0,-203.0,-250.0,-195.0,800.0,-203.0,-1e+200,367718792.277,13548782.51,372241381.448,385311276.93,337620307.807,342991914.809,383055920.622,20.0,1.83569507502e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,126
203.0,-203.0,-250.0,-195.0,900.0,-203.0,-1e+200,367763882.716,13309493.2319,365324552.798,395216413.194,350255078.086,351999672.257,390918314.255,19.0,1.7714261009e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,127
203.0,-203.0,-250.0,-195.0,1000.0,-203.0,-1e+200,361138720.826,9917934.99923,361912155.547,377633074.696,341657702.007,348994860.484,375529501.026,19.0,9.83654346489e+13,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,128
203.0,-203.0,-250.0,-195.0,1100.0,-203.0,-1e+200,367212964.963,13259456.3455,370054998.222,399285924.902,346562432.298,346586965.685,381116860.169,18.0,1.75813182578e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,129
203.0,-203.0,-250.0,-195.0,1200.0,-203.0,-1e+200,361590737.787,13213471.4295,361386836.316,383904811.022,328604102.684,345194968.101,381101200.899,20.0,1.74595827219e+14,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,130
203.0,-203.0,-250.0,-195.0,1218.0,-203.0,-1e+200,359463977.259,11514265.5555,361442770.453,377925737.201,336233952.832,337761471.964,375324161.494,18.0,1.32578311284e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,131
203.0,-203.0,-240.0,-195.0,300.0,-203.0,-1e+200,364079477.235,12085625.454,363043978.97,391325351.78,342244725.343,347497714.877,383405641.942,20.0,1.46062342613e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,133
203.0,-203.0,-250.0,-195.0,1300.0,-203.0,-1e+200,359544096.577,14230193.5615,360083390.118,383635497.624,336339813.147,337287295.678,378342719.62,19.0,2.02498408799e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,132
203.0,-203.0,-240.0,-195.0,400.0,-203.0,-1e+200,361330345.396,10563987.6411,362608285.332,377669481.859,338384199.423,345159217.076,373135981.01,20.0,1.11597834882e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,134
203.0,-203.0,-240.0,-195.0,500.0,-203.0,-1e+200,362778686.734,10869386.817,364245719.764,382058611.962,338627165.655,350289870.914,377398733.466,20.0,1.18143569777e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,135
203.0,-203.0,-240.0,-195.0,600.0,-203.0,-1e+200,355956975.922,14800999.0785,355883175.63,383296817.331,322539789.795,337482432.786,374700936.569,20.0,2.19069573723e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,136
203.0,-203.0,-240.0,-195.0,700.0,-203.0,-1e+200,356840492.25,10342415.8561,357323624.205,377848316.875,332825483.97,342859216.586,372472614.018,20.0,1.06965565741e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,137
203.0,-203.0,-240.0,-195.0,800.0,-203.0,-1e+200,363201470.999,14198445.5372,362431931.746,393794775.925,337745914.73,345787154.82,389818417.062,20.0,2.01595855674e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,138
203.0,-203.0,-240.0,-195.0,900.0,-203.0,-1e+200,356212814.535,16765981.7752,355998333.813,394302782.617,327950185.622,330232032.255,377379807.601,20.0,2.81098144885e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,139
203.0,-203.0,-240.0,-195.0,1000.0,-203.0,-1e+200,352587461.356,14142686.6914,354828805.138,377781403.821,326626599.273,329717320.865,372106023.151,20.0,2.0001558685e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,140
203.0,-203.0,-240.0,-195.0,1100.0,-203.0,-1e+200,350332251.716,14639454.9306,352999598.287,376581740.46,316076190.158,327313852.635,369292303.397,20.0,2.14313640665e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,141
203.0,-203.0,-240.0,-195.0,1200.0,-203.0,-1e+200,353959404.458,11723524.5078,348520709.581,374345004.492,338387778.718,341140935.375,370041314.313,19.0,1.37441026885e+14,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,142
203.0,-203.0,-240.0,-195.0,1218.0,-203.0,-1e+200,352751775.951,16477165.5542,353811421.47,382948847.575,311172976.471,325053397.87,375635617.836,20.0,2.71496984701e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,143
203.0,-203.0,-230.0,-195.0,300.0,-203.0,-1e+200,353404820.054,11540864.2979,356737630.928,379342362.984,333909328.698,336920055.216,366630993.652,17.0,1.33191548742e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,145
203.0,-203.0,-240.0,-195.0,1300.0,-203.0,-1e+200,353419322.343,11966906.3859,352937564.578,375766054.081,333078592.359,333884272.124,370403807.952,20.0,1.4320684845e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,144
203.0,-203.0,-230.0,-195.0,400.0,-203.0,-1e+200,348119485.23,14883855.6528,347424866.542,370734425.737,327804921.007,327844301.85,369940741.244,18.0,2.21529159094e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,146
203.0,-203.0,-230.0,-195.0,500.0,-203.0,-1e+200,348784791.112,19024448.2404,343223895.753,382076282.297,325699514.5,329045699.305,380908476.537,18.0,3.6192963085e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,147
203.0,-203.0,-230.0,-195.0,600.0,-203.0,-1e+200,349777555.829,14076250.8602,351545461.456,371785839.048,322733614.458,327239949.025,369076110.808,13.0,1.98140838278e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,148
203.0,-203.0,-230.0,-195.0,700.0,-203.0,-1e+200,352561019.016,12952299.1933,349929687.61,376915421.954,334653271.219,337114217.028,376174058.969,15.0,1.67762054393e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,149
203.0,-203.0,-230.0,-195.0,800.0,-203.0,-1e+200,348866467.575,16066737.4703,341068081.772,376830272.688,328437079.797,329322987.095,372053626.739,13.0,2.5814005294e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,150
203.0,-203.0,-230.0,-195.0,900.0,-203.0,-1e+200,346932143.773,15594307.6403,345366099.332,373650513.952,322310197.376,322771603.473,371901493.714,18.0,2.43182430781e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,151
203.0,-203.0,-230.0,-195.0,1000.0,-203.0,-1e+200,347794725.886,13157726.2233,347479902.651,378912708.334,319215519.841,331529110.941,366478816.909,16.0,1.73125759368e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,152
203.0,-203.0,-230.0,-195.0,1100.0,-203.0,-1e+200,343766087.308,15286035.9622,341584868.201,382738713.927,316117385.754,326014329.217,369704728.704,16.0,2.33662895438e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,153
203.0,-203.0,-230.0,-195.0,1200.0,-203.0,-1e+200,335195703.488,15072422.7835,339817825.76,361446651.849,311208568.25,313332912.553,353348999.62,17.0,2.27177928565e+14,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,154
203.0,-203.0,-230.0,-195.0,1218.0,-203.0,-1e+200,344127890.204,12938731.0971,344843855.667,368673189.733,318756142.258,322028443.365,362592946.618,15.0,1.67410762404e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,155
203.0,-203.0,-220.0,-195.0,300.0,-203.0,-1e+200,348549602.429,11871457.2177,352753313.664,363524674.603,323395519.371,329569372.922,361442684.501,20.0,1.40931496471e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,157
203.0,-203.0,-230.0,-195.0,1300.0,-203.0,-1e+200,332511105.184,17691978.4355,326858945.015,364386194.026,304563246.363,307423926.271,359938277.573,15.0,3.13006100963e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,156
203.0,-203.0,-220.0,-195.0,400.0,-203.0,-1e+200,345675986.017,13957326.4578,343537048.888,376367582.286,327953185.199,328535681.405,369889245.125,20.0,1.94806961849e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,158
203.0,-203.0,-220.0,-195.0,500.0,-203.0,-1e+200,349654719.575,10848311.0829,350577127.73,370259207.175,326284679.615,334405526.63,364586355.497,20.0,1.17685853351e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,159
203.0,-203.0,-220.0,-195.0,600.0,-203.0,-1e+200,340872692.28,12223368.2647,339731255.737,366051199.788,318342378.394,324575146.41,357723374.224,20.0,1.49410731734e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,160
203.0,-203.0,-220.0,-195.0,700.0,-203.0,-1e+200,343018831.629,12411968.8213,345918735.487,362576220.559,322247596.533,323509883.529,358402063.562,20.0,1.5405697002e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,161
203.0,-203.0,-220.0,-195.0,800.0,-203.0,-1e+200,336119648.915,14203812.2154,336305384.976,364211612.901,311500947.361,312049448.942,360009294.805,20.0,2.01748281449e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,162
203.0,-203.0,-220.0,-195.0,900.0,-203.0,-1e+200,333913699.826,14710341.1203,331019988.821,353841796.273,313495350.056,314256394.286,353379335.92,20.0,2.16394135876e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,163
203.0,-203.0,-220.0,-195.0,1000.0,-203.0,-1e+200,329204222.901,16342647.5845,332036693.286,352192647.14,295341964.525,296736669.224,351127312.392,20.0,2.67082130071e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,164
203.0,-203.0,-220.0,-195.0,1100.0,-203.0,-1e+200,329137694.791,13454796.2313,328134023.802,362271896.495,305557360.532,309134743.666,350220218.704,20.0,1.81031541627e+14,0.0333333333333,4.7619047619e-08,0.1,0.0357142857143,0.000119047619048,165
203.0,-203.0,-220.0,-195.0,1200.0,-203.0,-1e+200,331326878.178,14482946.8146,331691053.166,351223924.356,300958920.956,310333303.006,349945215.229,20.0,2.09755748434e+14,0.0333333333333,4.7619047619e-08,0.059,0.0357142857143,7.02380952381e-05,166
203.0,-203.0,-220.0,-195.0,1218.0,-203.0,-1e+200,337478748.076,12778361.0699,336542407.369,363751449.116,318920105.946,319160445.97,361249123.602,20.0,1.63286511634e+14,0.0333333333333,4.7619047619e-08,0.05,0.0357142857143,5.95238095238e-05,167
203.0,-203.0,-220.0,-195.0,1300.0,-203.0,-1e+200,335711725.161,13062149.0197,336206969.586,368323176.437,308462310.171,319747714.299,352963848.081,19.0,1.70619737013e+14,0.0333333333333,4.7619047619e-08,0.041,0.0357142857143,4.88095238095e-05,168
203.0,-203.0,-210.0,-195.0,300.0,-203.0,-1e+200,334104801.233,11056911.9179,331862491.891,354154224.407,313994415.811,315223538.935,348807925.553,19.0,1.22255301161e+14,0.0333333333333,4.7619047619e-08,0.05,0.0303571428571,5.05952380952e-05,169
203.0,-203.0,-210.0,-195.0,400.0,-203.0,-1e+200,332136734.559,15287873.2004,333254376.524,357135439.506,300354155.683,310712230.067,356851094.517,20.0,2.33719066991e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,170
203.0,-203.0,-210.0,-195.0,500.0,-203.0,-1e+200,333144837.112,13250825.3818,331806763.851,359005273.144,300505756.883,320040243.531,356754655.867,20.0,1.75584373298e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,171
203.0,-203.0,-210.0,-195.0,600.0,-203.0,-1e+200,323958530.503,15666914.8992,327908544.38,347931890.393,290331482.818,293144213.546,344197603.179,20.0,2.45452222459e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,172
203.0,-203.0,-210.0,-195.0,700.0,-203.0,-1e+200,325920002.761,17011722.4545,326017990.62,355664434.128,300067502.956,302314438.876,353516518.331,19.0,2.89398700869e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,173
203.0,-203.0,-210.0,-195.0,800.0,-203.0,-1e+200,324046852.608,11815539.4712,323539915.557,340999898.72,300440605.775,308995620.676,340288557.63,20.0,1.39606972996e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,174
203.0,-203.0,-210.0,-195.0,900.0,-203.0,-1e+200,322646068.385,16206148.1981,326401907.758,354181521.533,292204723.177,300339893.402,341948160.411,19.0,2.62639239419e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,175
203.0,-203.0,-210.0,-195.0,1000.0,-203.0,-1e+200,321124939.205,15234734.7122,326237810.646,341911132.147,285011802.316,294369226.675,335547445.14,19.0,2.32097141751e+14,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,176
203.0,-203.0,-210.0,-195.0,1100.0,-203.0,-1e+200,324487060.663,9904436.96426,325070462.479,344242499.159,309219807.508,312761987.057,342774494.756,20.0,9.8097871579e+13,0.0333333333333,4.7619047619e-08,0.1,0.0303571428571,0.00010119047619,177
203.0,-203.0,-210.0,-195.0,1200.0,-203.0,-1e+200,320617287.996,10603022.7262,322330232.69,339531692.391,297303426.075,305245510.17,335469566.503,20.0,1.12424090933e+14,0.0333333333333,4.7619047619e-08,0.059,0.0303571428571,5.97023809524e-05,178
203.0,-203.0,-210.0,-195.0,1218.0,-203.0,-1e+200,323588959.705,15253918.9383,321287608.782,355825918.011,297791736.198,302063742.697,349466937.021,19.0,2.32682042977e+14,0.0333333333333,4.7619047619e-08,0.05,0.0303571428571,5.05952380952e-05,179
203.0,-203.0,-203.0,-195.0,300.0,-203.0,-1e+200,333364856.638,14859226.5472,334363970.09,368193837.956,304756582.346,311509636.351,352246705.312,20.0,2.20796613582e+14,0.0333333333333,4.7619047619e-08,0.05,0.0178571428571,2.97619047619e-05,181
203.0,-203.0,-210.0,-195.0,1300.0,-203.0,-1e+200,315480163.965,14753365.3624,312930761.342,349249251.006,294839758.442,296437573.86,335226474.142,20.0,2.17661789518e+14,0.0333333333333,4.7619047619e-08,0.041,0.0303571428571,4.14880952381e-05,180
203.0,-203.0,-203.0,-195.0,400.0,-203.0,-1e+200,322589580.896,15280231.15,327594226.305,346559155.894,288491270.39,299534520.358,340694421.362,20.0,2.33485463997e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,182
203.0,-203.0,-203.0,-195.0,500.0,-203.0,-1e+200,325516031.57,10018521.1395,323856951.119,341998752.855,311119839.334,311163655.361,340636329.656,20.0,1.00370765823e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,183
203.0,-203.0,-203.0,-195.0,600.0,-203.0,-1e+200,322135691.084,15167084.1096,325713635.935,342793676.933,292998741.053,293203590.474,340521876.683,20.0,2.30040440388e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,184
203.0,-203.0,-203.0,-195.0,700.0,-203.0,-1e+200,315841062.057,18969283.7021,315350085.444,348426056.588,276418256.815,290362038.821,348101904.29,20.0,3.59833724172e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,185
203.0,-203.0,-203.0,-195.0,800.0,-203.0,-1e+200,311311277.8,17028487.6577,310843745.044,343508139.884,277201430.789,281399742.591,338237262.48,20.0,2.89969391909e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,186
203.0,-203.0,-203.0,-195.0,900.0,-203.0,-1e+200,316806739.366,11950538.11,318693453.041,339644840.654,291658944.207,292287782.843,332674802.146,20.0,1.42815361118e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,187
203.0,-203.0,-203.0,-195.0,1100.0,-203.0,-1e+200,314676398.514,15561434.7277,318710248.364,334222846.61,283592327.374,293541722.933,333900342.338,19.0,2.42158250784e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,189
203.0,-203.0,-203.0,-195.0,1000.0,-203.0,-1e+200,313067490.112,13432097.7723,312364167.39,335416039.415,288363147.159,291952494.562,332668978.008,20.0,1.80421250565e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,188
203.0,-203.0,-203.0,-195.0,1200.0,-203.0,-1e+200,308486036.985,12983170.5669,311810320.012,328862241.849,279274682.523,286570056.631,325644100.4,20.0,1.6856271797e+14,0.0333333333333,4.7619047619e-08,0.059,0.0178571428571,3.5119047619e-05,190
203.0,-203.0,-203.0,-195.0,1218.0,-203.0,-1e+200,309640792.768,10353436.7531,309803344.892,329203671.82,287986393.534,294833240.215,323336397.664,20.0,1.071936526e+14,0.0333333333333,4.7619047619e-08,0.05,0.0178571428571,2.97619047619e-05,191
203.0,-203.0,-203.0,-195.0,1300.0,-203.0,-1e+200,306695177.217,11490544.2424,305608778.352,326562065.89,283114394.461,287971472.108,325967637.177,20.0,1.32032606986e+14,0.0333333333333,4.7619047619e-08,0.041,0.0178571428571,2.44047619048e-05,192
203.0,-203.0,-200.0,-195.0,300.0,-203.0,-1e+200,323472551.653,12899398.6139,323404424.085,347027699.31,297707141.417,302693978.826,342661638.412,20.0,1.66394484599e+14,0.0333333333333,4.7619047619e-08,0.05,0.0142857142857,2.38095238095e-05,193
203.0,-203.0,-200.0,-195.0,400.0,-203.0,-1e+200,316697096.056,13803763.2785,317976040.529,350747951.438,294275064.699,294444723.631,337013070.589,20.0,1.90543880649e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,194
203.0,-203.0,-200.0,-195.0,500.0,-203.0,-1e+200,319500210.729,13519080.5682,320648818.186,342455405.237,292938065.525,298916016.45,340709984.815,20.0,1.82765539408e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,195
203.0,-203.0,-200.0,-195.0,600.0,-203.0,-1e+200,317884963.625,14035363.6788,319815442.23,339784738.441,292031311.787,294827583.21,338965794.45,20.0,1.96991433597e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,196
203.0,-203.0,-200.0,-195.0,700.0,-203.0,-1e+200,311860016.023,17242087.558,312099140.967,331645833.875,282025070.532,282813745.601,330857184.227,20.0,2.97289583357e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,197
203.0,-203.0,-200.0,-195.0,800.0,-203.0,-1e+200,309494366.473,14456830.7517,311821631.149,331775887.304,281428886.163,284402293.686,328927433.125,20.0,2.08999955382e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,198
203.0,-203.0,-200.0,-195.0,900.0,-203.0,-1e+200,311309456.135,13239234.1514,313923811.873,331171665.171,285460718.255,289792990.055,330751665.154,20.0,1.75277320916e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,199
203.0,-203.0,-200.0,-195.0,1000.0,-203.0,-1e+200,307456576.637,15181710.2267,308518363.936,339801014.902,280697692.4,287907355.402,334001436.998,20.0,2.30484325406e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,200
203.0,-203.0,-200.0,-195.0,1100.0,-203.0,-1e+200,306141664.373,11965470.5497,303800910.996,331567570.224,283748664.149,290544893.372,329207302.283,20.0,1.43172485477e+14,0.0333333333333,4.7619047619e-08,0.1,0.0142857142857,4.7619047619e-05,201
203.0,-203.0,-200.0,-195.0,1200.0,-203.0,-1e+200,300591727.921,13059506.6641,301323848.237,317959119.683,273559418.312,281264640.79,317607677.966,20.0,1.70550714309e+14,0.0333333333333,4.7619047619e-08,0.059,0.0142857142857,2.80952380952e-05,202
203.0,-203.0,-200.0,-195.0,1218.0,-203.0,-1e+200,300556726.605,15859066.0655,298504658.53,337596605.417,277645167.729,279442814.469,322623332.755,20.0,2.51509976471e+14,0.0333333333333,4.7619047619e-08,0.05,0.0142857142857,2.38095238095e-05,203
203.0,-203.0,-200.0,-195.0,1300.0,-203.0,-1e+200,298127864.464,12864613.8683,297276018.994,322581473.467,276414915.543,279069690.053,314044812.797,20.0,1.6549828998e+14,0.0333333333333,4.7619047619e-08,0.041,0.0142857142857,1.95238095238e-05,204
203.0,-203.0,-195.0,-195.0,300.0,-203.0,-1e+200,315380677.161,13839297.6782,322988091.215,333821320.318,291613042.536,294678399.275,331129434.237,20.0,1.91526160225e+14,0.0333333333333,4.7619047619e-08,0.05,0.0178571428571,2.97619047619e-05,205
203.0,-203.0,-195.0,-195.0,400.0,-203.0,-1e+200,313392282.175,11881763.6041,312026463.525,331755309.656,284204045.098,298680857.687,329664165.059,20.0,1.41176306344e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,206
203.0,-203.0,-195.0,-195.0,500.0,-203.0,-1e+200,308007502.805,12523154.8457,310638151.691,327394273.982,285805170.001,287062505.953,324161626.591,20.0,1.56829407291e+14,0.0333333333333,4.7619047619e-08,0.1,0.0178571428571,5.95238095238e-05,207
