scaling,Year,filename
1,2018,BrandonShores_RT_hr_2018.csv
1,2019,BrandonShores_RT_hr_2019.csv
1,2020,BrandonShores_RT_hr_2020.csv
1,2021,BrandonShores_RT_hr_2021.csv
1,2089,BrandonShores_RT_hr_2021.csv
