iteration,accepted,H2_storage_capacity,H2_market_capacity,Secondary_capacity,E_Penalty_capacity,IES_delta_cap,NPP_bid_adjust,mean_NPV
23.0,rejected,0.0,0.0,10000.0,-10000.0,0.0,19117.446048,31569147708.5
24.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31267072617.3
25.0,rejected,127357.8781,-1.58869680179,10000.0,-10000.0,0.42554004637,40366.6205593,30645362933.0
26.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31493424951.0
27.0,rejected,0.0,-2.63389867292,10000.0,-10000.0,0.0,16016.4563987,30566015994.5
28.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31724784145.8
29.0,rejected,0.0,0.0,10000.0,-10000.0,0.0,20145.2216601,31213595463.2
30.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31453549469.2
31.0,rejected,110888.217876,-2.21606587818,10000.0,-10000.0,0.0254236620958,22400.0540196,30719856849.5
32.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,30774600257.6
33.0,rejected,78074.6202882,-1.07756577158,10000.0,-10000.0,0.331178341499,17719.0062685,31064917045.5
34.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31582879952.3
35.0,rejected,17591.624345,0.0,10000.0,-10000.0,0.0,18601.5494814,31362352846.3
36.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31219260673.1
37.0,rejected,49833.915576,-0.933140934016,10000.0,-10000.0,0.284771768209,18578.930048,31232122262.6
38.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31338168803.6
39.0,rejected,92608.8910971,-0.478854800094,10000.0,-10000.0,0.240220085132,30291.6675496,31409065717.1
40.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31442904408.8
41.0,rejected,0.0,-0.484272002507,10000.0,-10000.0,0.117887597918,30800.3306709,31636101622.9
42.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31418586031.1
43.0,rejected,11364.9359321,-0.714599943463,10000.0,-10000.0,0.414906850377,25516.6740862,31002785000.9
44.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31394571272.5
45.0,rejected,48319.2208614,-1.13267956362,10000.0,-10000.0,0.0842838019357,30574.3773594,30746092479.5
46.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31224833284.7
47.0,rejected,43264.5934478,-0.587461272931,10000.0,-10000.0,0.166348539559,31530.2021931,31275154158.4
48.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31546029011.9
49.0,rejected,42584.1362662,-0.709113894253,10000.0,-10000.0,0.0,23443.8999445,31050057005.4
50.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31470166907.8
51.0,rejected,55711.2463729,-0.497508211161,10000.0,-10000.0,0.0,25972.0353594,30989285279.9
52.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31237465388.0
53.0,rejected,24937.3412341,-0.605119916998,10000.0,-10000.0,0.0605108658687,31080.3702652,31337905335.7
54.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31364085618.6
55.0,rejected,19369.1055374,0.0,10000.0,-10000.0,0.169196268525,24795.609521,31434761059.8
56.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31887777057.3
57.0,rejected,0.0,-0.0180911120518,10000.0,-10000.0,0.0,24502.7824913,31408593432.4
58.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31566617207.1
59.0,rejected,14580.3486444,-0.0986633615775,10000.0,-10000.0,0.195737426353,28009.124696,31676568599.9
60.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31217052488.6
61.0,rejected,28330.2197546,-0.202481897628,10000.0,-10000.0,0.122882234056,26564.8063459,31369939870.0
62.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31382669283.3
63.0,rejected,8071.07634126,0.0,10000.0,-10000.0,0.161127475143,26070.6860793,31231381215.6
64.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31707151382.1
65.0,rejected,0.0,0.0,10000.0,-10000.0,0.0,24610.1699009,31426717845.6
66.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31757823313.2
67.0,rejected,0.0,0.0,10000.0,-10000.0,0.0,26464.2723972,31056847123.8
68.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31462309062.9
69.0,rejected,24934.8509553,-0.17182044544,10000.0,-10000.0,0.000776227151867,26620.1981412,31217809767.9
70.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,27072.4204898,31773045791.3
71.0,accepted,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31794907621.8
72.0,rejected,29154.6569829,0.0,10000.0,-10000.0,0.0,25553.3673131,31464988185.2
73.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31628171456.4
74.0,rejected,0.0,-0.0617864178834,10000.0,-10000.0,0.109354161136,27249.2742939,31783080703.4
75.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31419049158.9
76.0,rejected,15889.1742225,0.0,10000.0,-10000.0,0.142196111641,28714.1551568,31325477605.9
77.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31236010220.4
78.0,rejected,30878.1994672,-0.340237517201,10000.0,-10000.0,0.0415542197421,27634.262549,31216419444.3
79.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31620623412.5
80.0,rejected,21060.9427257,-0.000316186565041,10000.0,-10000.0,0.0,25804.8843443,31597672764.7
81.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31477983549.5
82.0,rejected,4263.63613991,-0.231725337047,10000.0,-10000.0,0.0302182047983,27268.7348162,31264384692.0
83.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31495315188.0
84.0,rejected,4421.978755,-0.017341017292,10000.0,-10000.0,0.0628006536313,26588.6550703,31028481154.2
85.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31781256101.8
86.0,rejected,25098.5089325,0.0,10000.0,-10000.0,0.0646424981122,26663.6083682,31617655423.1
87.0,rerun,17446.9360627,0.0,10000.0,-10000.0,0.0451285744362,27502.7794781,31369479727.3
88.0,accepted,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31818776259.0
89.0,rejected,11564.3360391,0.0,10000.0,-10000.0,0.0593325071352,25577.1018457,31526899093.5
90.0,rerun,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31335716955.3
91.0,rejected,13755.9100773,0.0,10000.0,-10000.0,0.028166802662,26216.8260591,31552368754.1
92.0,rerun,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31450065903.0
93.0,rejected,23040.613642,0.0,10000.0,-10000.0,0.0696739518325,27197.2443222,31472871901.6
94.0,rerun,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31410800542.8
95.0,rejected,23859.7796098,0.0,10000.0,-10000.0,0.0927158838807,25625.9783505,31675686597.6
96.0,rerun,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31469508247.8
97.0,rejected,16106.67028,-0.11796009835,10000.0,-10000.0,0.0866686455107,25582.5924615,31349445987.9
98.0,rerun,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31321685819.2
99.0,rejected,30656.6908958,-0.0450692570372,10000.0,-10000.0,0.0627466207006,26630.2320578,31632110178.4
100.0,rerun,21433.8743926,-0.0854007977403,10000.0,-10000.0,0.0543645945556,26300.8985882,31529295244.0
101.0,accepted,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31884139647.5
102.0,rejected,28036.4423072,-0.037869038125,10000.0,-10000.0,0.000631443819657,26318.2002922,31667489075.2
103.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31285345170.6
104.0,rejected,32875.4946433,-0.100893245382,10000.0,-10000.0,0.0192607332366,26373.1946479,31384369847.8
105.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31150911524.0
106.0,rejected,29857.4864535,-0.186517975033,10000.0,-10000.0,0.0286336153186,26285.1163327,31561861268.3
107.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31702655086.3
108.0,rejected,24866.3167286,0.0,10000.0,-10000.0,0.0613468218324,27127.641594,31806651880.9
109.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31574232938.4
110.0,rejected,28318.6826057,-0.222968689737,10000.0,-10000.0,0.0527631533772,27252.372528,31365117473.1
111.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31669851091.9
112.0,rejected,27907.9753907,-0.0685418554721,10000.0,-10000.0,0.0205873528788,26474.9918705,31560485158.7
113.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,30925016022.1
114.0,rejected,24146.2527471,-0.179065092576,10000.0,-10000.0,0.0162803170579,27209.8359011,31574281485.4
115.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31073927140.5
116.0,rejected,22430.0564718,-0.156097018935,10000.0,-10000.0,0.0251561152414,27222.3611117,31575500523.8
117.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31853230478.6
118.0,rejected,22936.872451,-0.0790692202642,10000.0,-10000.0,0.0498866091949,27139.0023129,31158108085.8
119.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31527081942.9
120.0,rejected,29589.1644835,-0.0598462942342,10000.0,-10000.0,0.0371085004615,27098.9317886,31325200301.8
121.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31391125204.4
122.0,rejected,23442.5970671,-0.104549090365,10000.0,-10000.0,0.025929773706,26770.126966,31294197783.5
123.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31657449747.3
124.0,rejected,27674.0420542,-0.0913869899339,10000.0,-10000.0,0.0271369569493,27248.5803879,31392407415.0
125.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31289719530.1
126.0,rejected,27184.9928676,-0.0561481622088,10000.0,-10000.0,0.0348454089439,27116.7342267,31642090730.2
127.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31356127245.9
128.0,rejected,24650.4929989,-0.0993218885294,10000.0,-10000.0,0.0456198668775,26820.3105811,31387097306.6
129.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31646402897.4
130.0,rejected,25492.4451599,-0.0843127689825,10000.0,-10000.0,0.0249856855863,26985.0188523,31283063839.7
131.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31316873689.3
132.0,rejected,26671.1236507,-0.0838687909122,10000.0,-10000.0,0.0283766547653,26857.0194508,31274315806.8
133.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31659146941.1
134.0,rejected,27614.6310703,-0.137548744266,10000.0,-10000.0,0.042959003977,27025.9235667,31555134015.4
135.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31397625177.6
136.0,rejected,24525.7730624,-0.100237452768,10000.0,-10000.0,0.0317296218319,26942.0062571,31274661730.2
137.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31774334337.9
138.0,rejected,26883.5546169,-0.114773006299,10000.0,-10000.0,0.0304578627703,26839.6506792,31395805642.3
139.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31346505098.6
140.0,rejected,27684.0039551,-0.100754949247,10000.0,-10000.0,0.034975823908,26916.6266242,31154990874.3
141.0,rerun,26249.8792274,-0.1146892976,10000.0,-10000.0,0.0360267908515,26980.2765654,31530900478.1
