,case,HTSE_capacity,H2_storage_capacity,H2_market_capacity,NPP_bid_adjust,mean_NPV,dNPV
0,IL_RPS_LNHR,0.1507160884515,26249.8792274,-0.1146892976,26980.276565400003,31884139647.5,264575472.0
