iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,700.0,-203.0,-1e+200,302088567.676,420416.471585,302135828.431
1.0,accepted,203.0,-203.0,-412.599313121,-202.578189493,725.1741787,-203.0,-1e+200,302678409.395,480223.678447,302816750.53
2.0,rejected,203.0,-203.0,-400.457953644,-201.697433347,741.072637304,-203.0,-1e+200,302005728.672,475640.718813,301922292.694
3.0,rerun,203.0,-203.0,-412.599313121,-202.578189493,725.1741787,-203.0,-1e+200,302635310.44,339661.686802,302567954.341
4.0,accepted,203.0,-203.0,-403.521122848,-202.34106906,721.930504394,-203.0,-1e+200,302876790.693,426857.204126,302858320.6
5.0,accepted,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303061997.486,317543.157948,303095138.453
6.0,rejected,203.0,-203.0,-419.340114276,-204.998435199,784.051761689,-203.0,-1e+200,302453924.564,440392.784808,302505714.371
7.0,rerun,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303056464.339,378351.849973,303092770.418
8.0,rejected,203.0,-203.0,-397.277891959,-203.107566488,783.562925652,-203.0,-1e+200,301885950.392,495867.676094,302036147.704
9.0,rerun,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303302250.052,385404.984216,303249392.42
10.0,rejected,203.0,-203.0,-401.051532275,-203.351225033,776.470112563,-203.0,-1e+200,302349958.028,400498.891229,302315331.914
11.0,rerun,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303087017.759,346282.399999,302999669.5
12.0,rejected,203.0,-203.0,-404.051186963,-203.705255718,800.0,-203.0,-1e+200,302717962.138,379510.018565,302681635.158
13.0,rerun,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303075893.274,447976.753955,303056991.186
14.0,rejected,203.0,-203.0,-405.130219851,-204.127663379,783.331022093,-203.0,-1e+200,303018062.508,409176.292284,302867670.147
15.0,rerun,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303148366.82,458985.268059,303222268.399
16.0,rejected,203.0,-203.0,-407.30666136,-203.836680402,784.262632881,-203.0,-1e+200,302813294.342,529084.381879,302913157.805
17.0,rerun,203.0,-203.0,-406.230873855,-203.811173329,792.826770177,-203.0,-1e+200,303224005.501,484858.617734,303337721.277
18.0,accepted,203.0,-203.0,-406.727737409,-203.933554796,788.034617776,-203.0,-1e+200,303142597.779,344681.752604,303136720.6
19.0,rejected,203.0,-203.0,-405.171606666,-204.154390531,782.331203735,-203.0,-1e+200,303014357.18,442937.286408,303027506.281
20.0,rerun,203.0,-203.0,-406.727737409,-203.933554796,788.034617776,-203.0,-1e+200,303287641.469,387645.100299,303262544.079
21.0,rejected,203.0,-203.0,-405.729886233,-204.09753108,784.766892184,-203.0,-1e+200,303136645.489,477959.990117,303071861.893
22.0,rerun,203.0,-203.0,-406.727737409,-203.933554796,788.034617776,-203.0,-1e+200,303194961.349,497316.546922,303136597.175
23.0,rejected,203.0,-203.0,-407.349122121,-203.80138572,787.87734507,-203.0,-1e+200,302998240.958,460214.176388,302973327.167
24.0,rerun,203.0,-203.0,-406.727737409,-203.933554796,788.034617776,-203.0,-1e+200,303164018.646,454596.143256,303052017.961
25.0,rejected,203.0,-203.0,-406.903752176,-203.86582101,785.378389954,-203.0,-1e+200,303185985.628,458598.846047,303109119.152
26.0,rerun,203.0,-203.0,-406.727737409,-203.933554796,788.034617776,-203.0,-1e+200,302982324.239,447113.68748,302917507.531
27.0,rejected,203.0,-203.0,-406.39306687,-203.902394798,786.668342144,-203.0,-1e+200,302976617.862,356547.851626,303064572.507
28.0,rerun,203.0,-203.0,-406.727737409,-203.933554796,788.034617776,-203.0,-1e+200,303057477.647,492782.29884,302994975.661
