RAVEN_sample_ID,Year,_ROM_Cluster,hour,scaling,Dispatch__turbine__production__electricity,Dispatch__htse__production__electricity,Dispatch__htse__production__h2,Dispatch__ft__production__naphta,Dispatch__ft__production__h2,Dispatch__ft__production__diesel,Dispatch__ft__production__jet_fuel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__elec_market__production__electricity,Dispatch__naphta_market__production__naphta,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability
0,2021,0,10.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.9856646,0.0,0.2435,31.8138756136,1.0,1,1.0,1e-300
0,2021,0,11.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.728993,0.0,0.2435,26.4504182003,1.0,1,1.0,1e-300
0,2021,0,12.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.4723215,0.0,0.2435,27.0745436798,1.0,1,1.0,1e-300
0,2021,0,13.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.21565,0.0,0.2435,29.8153705392,1.0,1,1.0,1e-300
0,2021,0,14.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.9589784,0.0,0.2435,27.3547255106,1.0,1,1.0,1e-300
0,2021,0,15.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.7023069,0.0,0.2435,29.1617848833,1.0,1,1.0,1e-300
0,2021,0,16.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,3.1211681,0.0,1.5,34.9454865239,1.0,1,1.0,1e-300
0,2021,0,17.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,1.5400292,0.0,1.5,33.7511610947,1.0,1,1.0,1e-300
0,2021,0,18.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,1.2833577,0.0,0.2435,28.7479013973,1.0,1,1.0,1e-300
0,2021,0,19.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,1.0266861,0.0,0.2435,23.7247974307,1.0,1,1.0,1e-300
0,2021,0,20.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.77001461,0.0,0.2435,22.8551645949,1.0,1,1.0,1e-300
0,2021,0,21.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.51334307,0.0,0.2435,25.920195656,1.0,1,1.0,1e-300
0,2021,0,22.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.25667154,0.0,0.2435,23.3481544436,1.0,1,1.0,1e-300
0,2021,0,23.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.0,0.0,0.2435,26.2612222401,1.0,1,1.0,1e-300
0,2021,1,0.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.7433285,0.0,0.2435,28.3133875635,1.0,1,1.0,1e-300
0,2021,1,1.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.4866569,0.0,0.2435,19.8304834012,1.0,1,1.0,1e-300
0,2021,1,2.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.2299854,0.0,0.2435,18.0452749304,1.0,1,1.0,1e-300
0,2021,1,3.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.9733139,0.0,0.2435,20.9135211875,1.0,1,1.0,1e-300
0,2021,1,4.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.7166423,0.0,0.2435,18.0482260195,1.0,1,1.0,1e-300
0,2021,1,5.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.4599708,0.0,0.2435,53.8398553374,1.0,1,1.0,1e-300
0,2021,1,6.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.2032992,0.0,0.2435,58.5178177784,1.0,1,1.0,1e-300
0,2021,1,7.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.9466277,0.0,0.2435,52.1277633965,1.0,1,1.0,1e-300
0,2021,1,8.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.6899562,0.0,0.2435,32.4303606358,1.0,1,1.0,1e-300
0,2021,1,9.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.4332846,0.0,0.2435,64.9408621156,1.0,1,1.0,1e-300
0,2021,1,10.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.1766131,0.0,0.2435,25.1592266992,1.0,1,1.0,1e-300
0,2021,1,11.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.9199416,0.0,0.2435,30.8097387427,1.0,1,1.0,1e-300
0,2021,1,12.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.66327,0.0,0.2435,18.8787095514,1.0,1,1.0,1e-300
0,2021,1,13.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,5.0821312,0.0,1.5,118.734072537,1.0,1,1.0,1e-300
0,2021,1,14.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.8254597,0.0,0.2435,30.6216886458,1.0,1,1.0,1e-300
0,2021,1,15.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.5687881,0.0,0.2435,17.5819946839,1.0,1,1.0,1e-300
0,2021,1,16.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.3121166,0.0,0.2435,50.2711457948,1.0,1,1.0,1e-300
0,2021,1,17.0,1.0,1000.0,-5.0404703,0.12666702,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-980.05953,-1.0372642,-1.2566038,-0.69622642,2.8644965,0.0,1.373333,114.611170758,1.0,1,1.0,1e-300
0,2021,1,18.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,2.607825,0.0,0.2435,37.3397879721,1.0,1,1.0,1e-300
0,2021,1,19.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,2.3511534,0.0,0.2435,31.2598629535,1.0,1,1.0,1e-300
0,2021,1,20.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,2.0944819,0.0,0.2435,83.3554922713,1.0,1,1.0,1e-300
0,2021,1,21.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,0.51334307,0.0,1.5,142.392154057,1.0,1,1.0,1e-300
0,2021,1,22.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.25667154,0.0,0.2435,21.5442228214,1.0,1,1.0,1e-300
0,2021,1,23.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.0,0.0,0.2435,18.5178266133,1.0,1,1.0,1e-300
0,2021,2,0.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.7433285,0.0,0.2435,23.3359177539,1.0,1,1.0,1e-300
0,2021,2,1.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.4866569,0.0,0.2435,19.0286871998,1.0,1,1.0,1e-300
0,2021,2,2.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.2299854,0.0,0.2435,21.7006254847,1.0,1,1.0,1e-300
0,2021,2,3.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.9733139,0.0,0.2435,25.0368586292,1.0,1,1.0,1e-300
0,2021,2,4.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.7166423,0.0,0.2435,19.3984762253,1.0,1,1.0,1e-300
0,2021,2,5.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.4599708,0.0,0.2435,20.6493502199,1.0,1,1.0,1e-300
0,2021,2,6.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.2032992,0.0,0.2435,22.5745620858,1.0,1,1.0,1e-300
0,2021,2,7.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.9466277,0.0,0.2435,48.8767254344,1.0,1,1.0,1e-300
0,2021,2,8.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.6899562,0.0,0.2435,51.0996596138,1.0,1,1.0,1e-300
0,2021,2,9.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.4332846,0.0,0.2435,26.6961123595,1.0,1,1.0,1e-300
0,2021,2,10.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.1766131,0.0,0.2435,54.0332064488,1.0,1,1.0,1e-300
0,2021,2,11.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.9199416,0.0,0.2435,54.428997663,1.0,1,1.0,1e-300
0,2021,2,12.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.66327,0.0,0.2435,54.7232978169,1.0,1,1.0,1e-300
0,2021,2,13.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.4065985,0.0,0.2435,39.8299765657,1.0,1,1.0,1e-300
0,2021,2,14.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.1499269,0.0,0.2435,40.7959402684,1.0,1,1.0,1e-300
0,2021,2,15.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.8932554,0.0,0.2435,38.3371675491,1.0,1,1.0,1e-300
0,2021,2,16.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,4.3121166,0.0,1.5,58.1002702531,1.0,1,1.0,1e-300
0,2021,2,17.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,2.7309778,0.0,1.5,57.2627825456,1.0,1,1.0,1e-300
0,2021,2,18.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,2.4743062,0.0,0.2435,43.2893998797,1.0,1,1.0,1e-300
0,2021,2,19.0,1.0,1000.0,-5.0404703,0.12666702,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-980.05953,-1.0372642,-1.2566038,-0.69622642,1.0266861,0.0,1.373333,55.3684028139,1.0,1,1.0,1e-300
0,2021,2,20.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.77001461,0.0,0.2435,28.4371034223,1.0,1,1.0,1e-300
0,2021,2,21.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.51334307,0.0,0.2435,24.158974618,1.0,1,1.0,1e-300
0,2021,2,22.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.25667154,0.0,0.2435,21.8464064648,1.0,1,1.0,1e-300
0,2021,2,23.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.0,0.0,0.2435,41.6112519088,1.0,1,1.0,1e-300
0,2021,3,0.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.7433285,0.0,0.2435,18.7526591941,1.0,1,1.0,1e-300
0,2021,3,1.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.4866569,0.0,0.2435,43.2420603325,1.0,1,1.0,1e-300
0,2021,3,2.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.2299854,0.0,0.2435,28.2922165221,1.0,1,1.0,1e-300
0,2021,3,3.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.9733139,0.0,0.2435,30.4100712111,1.0,1,1.0,1e-300
0,2021,3,4.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.7166423,0.0,0.2435,22.0891724578,1.0,1,1.0,1e-300
0,2021,3,5.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.4599708,0.0,0.2435,61.3355637431,1.0,1,1.0,1e-300
0,2021,3,6.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,8.2032992,0.0,0.2435,25.8363678709,1.0,1,1.0,1e-300
0,2021,3,7.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.9466277,0.0,0.2435,32.2129266184,1.0,1,1.0,1e-300
0,2021,3,8.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.6899562,0.0,0.2435,29.766684299,1.0,1,1.0,1e-300
0,2021,3,9.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.4332846,0.0,0.2435,36.4903762197,1.0,1,1.0,1e-300
0,2021,3,10.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.1766131,0.0,0.2435,33.9032157042,1.0,1,1.0,1e-300
0,2021,3,11.0,1.0,1000.0,-5.0404703,0.12666702,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-980.05953,-1.0372642,-1.2566038,-0.69622642,5.728993,0.0,1.373333,72.9807465122,1.0,1,1.0,1e-300
0,2021,3,12.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.4723215,0.0,0.2435,27.0639232776,1.0,1,1.0,1e-300
0,2021,3,13.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.21565,0.0,0.2435,61.7687519802,1.0,1,1.0,1e-300
0,2021,3,14.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.9589784,0.0,0.2435,26.9750901515,1.0,1,1.0,1e-300
0,2021,3,15.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.7023069,0.0,0.2435,44.069120202,1.0,1,1.0,1e-300
0,2021,3,16.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.4456353,0.0,0.2435,33.2186573105,1.0,1,1.0,1e-300
0,2021,3,17.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,4.1889638,0.0,0.2435,54.0128350501,1.0,1,1.0,1e-300
0,2021,3,18.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,3.9322923,0.0,0.2435,36.642264001,1.0,1,1.0,1e-300
0,2021,3,19.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,2.3511534,0.0,1.5,84.1093012161,1.0,1,1.0,1e-300
0,2021,3,20.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,2.0944819,0.0,0.2435,31.7949213814,1.0,1,1.0,1e-300
0,2021,3,21.0,1.0,1000.0,0.0,0.0,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-985.1,-1.0372642,-1.2566038,-0.69622642,0.51334307,0.0,1.5,78.6299543065,1.0,1,1.0,1e-300
0,2021,3,22.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.25667154,0.0,0.2435,63.2273072736,1.0,1,1.0,1e-300
0,2021,3,23.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,0.0,0.0,0.2435,51.7871267159,1.0,1,1.0,1e-300
0,2021,4,0.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.7433285,0.0,0.2435,-16.72,1.0,1,1.0,1e-300
0,2021,4,1.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.4866569,0.0,0.2435,8.91400392666,1.0,1,1.0,1e-300
0,2021,4,2.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,9.2299854,0.0,0.2435,38.3329599969,1.0,1,1.0,1e-300
0,2021,4,3.0,1.0,1000.0,-5.0404703,0.12666702,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-980.05953,-1.0372642,-1.2566038,-0.69622642,7.7823653,0.0,1.373333,180.716491045,1.0,1,1.0,1e-300
0,2021,4,4.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.5256938,0.0,0.2435,62.696927511,1.0,1,1.0,1e-300
0,2021,4,5.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.2690222,0.0,0.2435,78.5510876719,1.0,1,1.0,1e-300
0,2021,4,6.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,7.0123507,0.0,0.2435,58.4682675439,1.0,1,1.0,1e-300
0,2021,4,7.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.7556792,0.0,0.2435,19.3329953989,1.0,1,1.0,1e-300
0,2021,4,8.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.4990076,0.0,0.2435,28.0357709818,1.0,1,1.0,1e-300
0,2021,4,9.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,6.2423361,0.0,0.2435,179.406846988,1.0,1,1.0,1e-300
0,2021,4,10.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.9856646,0.0,0.2435,30.2396675429,1.0,1,1.0,1e-300
0,2021,4,11.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.728993,0.0,0.2435,9.95135099281,1.0,1,1.0,1e-300
0,2021,4,12.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.4723215,0.0,0.2435,170.941016662,1.0,1,1.0,1e-300
0,2021,4,13.0,1.0,1000.0,-50.0,1.2565,1.0372642,-1.5,0.69622642,1.2566038,-14.9,-935.1,-1.0372642,-1.2566038,-0.69622642,5.21565,0.0,0.2435,10.0013877495,1.0,1,1.0,1e-300
