SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,PointProbability,ProbabilityWeight,prefix
203.0,-203.0,-270.0,-195.0,1218.0,-203.0,-1e+200,269060172.099,310485.799911,269067268.416,269690318.413,268542947.047,268611153.622,269523910.093,20.0,96401431946.6,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,107
203.0,-203.0,-270.0,-195.0,1300.0,-203.0,-1e+200,268181488.403,277722.315282,268179396.416,268649707.724,267611088.968,267630201.52,268535596.349,19.0,77129684405.6,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,108
203.0,-203.0,-260.0,-195.0,300.0,-203.0,-1e+200,274777348.504,403864.730398,274727956.139,275541062.391,274160089.024,274262340.778,275478318.612,20.0,163106720460.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,109
203.0,-203.0,-260.0,-195.0,400.0,-203.0,-1e+200,274654584.541,365635.070994,274657070.771,275514046.417,273831584.659,274205766.201,275089004.953,20.0,133689005141.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,110
203.0,-203.0,-260.0,-195.0,500.0,-203.0,-1e+200,273872423.695,343939.307052,273932502.18,274631235.251,273316814.521,273328878.021,274306113.37,20.0,118294246936.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,111
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,272857431.995,334274.962276,272841332.282,273412206.252,272201106.926,272345876.467,273397492.359,19.0,111739750405.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,112
203.0,-203.0,-260.0,-195.0,700.0,-203.0,-1e+200,271707660.104,417985.501502,271729598.491,272390383.478,270822105.181,271032633.703,272244323.692,20.0,174711879466.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,113
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,270485776.275,326969.795858,270488201.98,271157997.506,269898307.168,269991476.963,271055263.61,20.0,106909247404.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,114
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,269281553.192,430364.796435,269235066.863,270515679.207,268578815.473,268633120.615,269774911.07,20.0,185213858011.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,115
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,268155689.921,399597.650278,268122461.126,269423787.266,267633632.893,267701076.149,268538666.726,19.0,159678282108.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,116
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,267072641.917,260129.58812,267120373.074,267538697.564,266540025.35,266611737.499,267403431.443,20.0,67667402615.6,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,117
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,265760996.168,400376.227987,265781909.877,266448039.1,265015646.145,265049905.207,266363226.794,20.0,160301123937.0,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,118
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,265617668.757,332982.299682,265655486.287,266072325.553,265011562.513,265054382.524,266054922.485,20.0,110877211901.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,119
203.0,-203.0,-250.0,-195.0,300.0,-203.0,-1e+200,272121126.873,336791.786751,272259011.194,272542786.764,271477483.504,271531776.288,272490830.199,20.0,113428707623.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,121
203.0,-203.0,-260.0,-195.0,1300.0,-203.0,-1e+200,264626673.691,297386.988343,264586940.658,265124148.41,264172966.252,264260753.021,265098725.466,20.0,88439020835.5,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,120
203.0,-203.0,-250.0,-195.0,400.0,-203.0,-1e+200,271617831.674,308500.20234,271628139.2,272190367.833,271077562.815,271112591.784,272087579.075,19.0,95172374843.6,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,122
203.0,-203.0,-250.0,-195.0,500.0,-203.0,-1e+200,270749772.873,376331.455482,270694430.146,271452530.024,270079660.603,270159891.598,271436279.582,19.0,141625364385.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,123
203.0,-203.0,-250.0,-195.0,600.0,-203.0,-1e+200,269570496.414,315106.795779,269585770.01,270223196.482,268910440.59,269106952.276,270169925.82,20.0,99292292746.3,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,124
203.0,-203.0,-250.0,-195.0,700.0,-203.0,-1e+200,268310599.593,341035.377985,268309355.628,268823407.695,267746807.68,267860597.462,268794139.368,20.0,116305129037.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,125
203.0,-203.0,-250.0,-195.0,800.0,-203.0,-1e+200,267170057.5,398413.335626,267095611.659,267882238.136,266518210.012,266538595.753,267797838.814,20.0,158733186004.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,126
203.0,-203.0,-250.0,-195.0,900.0,-203.0,-1e+200,265722059.964,360961.637893,265611649.84,266696120.914,265162497.787,265279647.988,266264492.45,20.0,130293304030.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,127
203.0,-203.0,-250.0,-195.0,1000.0,-203.0,-1e+200,264577368.609,337153.660963,264564026.914,265370688.218,263979354.73,264049721.568,265134188.548,20.0,113672591101.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,128
203.0,-203.0,-250.0,-195.0,1100.0,-203.0,-1e+200,263165034.342,277050.828716,263172490.678,263692332.298,262697965.284,262717894.207,263578317.713,20.0,76757161692.4,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,129
203.0,-203.0,-250.0,-195.0,1200.0,-203.0,-1e+200,262078661.777,238770.297885,262047977.987,262652945.351,261646037.511,261737430.403,262352741.714,20.0,57011255152.2,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,130
203.0,-203.0,-250.0,-195.0,1218.0,-203.0,-1e+200,261762132.689,259335.470957,261791149.643,262148432.517,261221491.47,261384823.485,262129472.684,20.0,67254886496.3,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,131
203.0,-203.0,-240.0,-195.0,300.0,-203.0,-1e+200,269326008.818,331899.474561,269292588.242,270010318.21,268793185.035,268848788.755,269832898.853,20.0,110157261214.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,133
203.0,-203.0,-250.0,-195.0,1300.0,-203.0,-1e+200,260834490.614,416046.439517,260957617.537,261350351.989,259947231.517,259992339.489,261304170.31,20.0,173094639835.0,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,132
203.0,-203.0,-240.0,-195.0,400.0,-203.0,-1e+200,268491355.357,355361.386233,268480678.708,269189821.957,267817504.78,267941769.514,269082635.982,20.0,126281714825.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,134
203.0,-203.0,-240.0,-195.0,500.0,-203.0,-1e+200,267246361.612,207714.675161,267257070.066,267610029.209,266854351.523,266900438.902,267473797.166,19.0,43145386277.1,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,135
203.0,-203.0,-240.0,-195.0,600.0,-203.0,-1e+200,265906365.831,407978.069064,265811904.988,266687693.848,265215479.152,265394802.66,266656935.127,20.0,166446104838.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,136
203.0,-203.0,-240.0,-195.0,700.0,-203.0,-1e+200,264601987.407,340454.211935,264640890.833,265295678.005,264041138.541,264084268.885,265068245.868,20.0,115909070424.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,137
203.0,-203.0,-240.0,-195.0,800.0,-203.0,-1e+200,263129712.835,341884.424135,263142002.752,264078351.17,262512767.605,262630901.385,263552297.029,20.0,116884959466.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,138
203.0,-203.0,-240.0,-195.0,900.0,-203.0,-1e+200,261872573.398,310493.46314,261899512.131,262436530.095,261150636.034,261450904.942,262431473.568,20.0,96406190652.8,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,139
203.0,-203.0,-240.0,-195.0,1000.0,-203.0,-1e+200,260580224.931,404616.092176,260616466.156,261609951.631,260031582.252,260040900.946,261202442.089,19.0,163714182048.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,140
203.0,-203.0,-240.0,-195.0,1100.0,-203.0,-1e+200,259116378.537,340900.568084,259070758.791,259846418.228,258671530.092,258682255.445,259514850.447,20.0,116213197320.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,141
203.0,-203.0,-240.0,-195.0,1200.0,-203.0,-1e+200,258036253.309,328612.171043,258012476.487,258559083.816,257452943.698,257586771.355,258496645.226,20.0,107985958958.0,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,142
203.0,-203.0,-240.0,-195.0,1218.0,-203.0,-1e+200,257664264.512,214067.046484,257618867.82,258194331.63,257400300.258,257429150.216,258117347.499,20.0,45824700390.4,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,143
203.0,-203.0,-230.0,-195.0,300.0,-203.0,-1e+200,266189664.308,343908.418793,266286936.772,266669538.272,265462164.704,265658825.468,266638065.349,17.0,118273000516.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,145
203.0,-203.0,-240.0,-195.0,1300.0,-203.0,-1e+200,256613105.046,273267.046956,256569576.551,257211135.562,256142217.802,256241592.814,257180264.579,20.0,74674878952.0,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,144
203.0,-203.0,-230.0,-195.0,400.0,-203.0,-1e+200,264707929.851,247513.152534,264716421.466,265128780.144,264339914.6,264369021.214,265040513.048,13.0,61262760677.1,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,146
203.0,-203.0,-230.0,-195.0,500.0,-203.0,-1e+200,263475893.018,387478.718397,263463113.691,263987133.847,262864229.518,262880008.904,263978621.518,14.0,150139757211.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,147
203.0,-203.0,-230.0,-195.0,600.0,-203.0,-1e+200,261920177.881,390125.630666,261903786.68,262469665.711,261201893.499,261300340.156,262438443.533,13.0,152198007702.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,148
203.0,-203.0,-230.0,-195.0,700.0,-203.0,-1e+200,260406577.992,208715.079829,260405244.22,260742229.842,260060691.902,260130905.339,260686118.082,8.0,43561984548.2,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,149
203.0,-203.0,-230.0,-195.0,800.0,-203.0,-1e+200,259078572.878,257071.364582,259059146.601,259481854.559,258659833.085,258747832.592,259450471.352,10.0,66085686487.9,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,150
203.0,-203.0,-230.0,-195.0,900.0,-203.0,-1e+200,257579947.572,286836.119263,257548959.638,258078228.243,257099542.848,257216384.936,258013337.392,15.0,82274959313.7,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,151
203.0,-203.0,-230.0,-195.0,1000.0,-203.0,-1e+200,256011243.559,247002.205744,255978436.369,256517171.404,255651216.777,255736746.551,256443148.292,11.0,61010089642.6,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,152
203.0,-203.0,-230.0,-195.0,1100.0,-203.0,-1e+200,254183696.72,282464.216474,254153221.423,254987331.632,253832275.105,253888042.863,254598204.374,14.0,79786033588.4,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,153
203.0,-203.0,-230.0,-195.0,1200.0,-203.0,-1e+200,252698946.425,179159.253769,252690312.742,252944103.955,252360900.551,252452705.911,252917390.559,11.0,32098038211.1,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,154
203.0,-203.0,-230.0,-195.0,1218.0,-203.0,-1e+200,252243656.332,262894.349995,252153344.335,252702596.076,251887838.868,251893125.424,252698952.324,18.0,69113439259.3,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,155
203.0,-203.0,-230.0,-195.0,1300.0,-203.0,-1e+200,251017910.801,386648.33551,250891021.67,251932666.201,250393625.073,250586551.894,251701270.908,17.0,149496935352.0,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,156
203.0,-203.0,-220.0,-195.0,300.0,-203.0,-1e+200,262220027.486,382314.528474,262191000.425,263132996.115,261628839.38,261800352.354,262893019.268,19.0,146164398682.0,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,157
203.0,-203.0,-220.0,-195.0,400.0,-203.0,-1e+200,260489211.232,232930.039933,260509981.919,260941204.493,260003756.716,260152673.523,260825531.145,19.0,54256403503.4,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,158
203.0,-203.0,-220.0,-195.0,500.0,-203.0,-1e+200,258760937.664,259568.817882,258771296.486,259343869.389,258420579.629,258464011.733,259166194.96,20.0,67375971216.5,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,159
203.0,-203.0,-220.0,-195.0,600.0,-203.0,-1e+200,257293896.277,330574.692299,257325007.876,257711959.57,256556461.296,256801138.101,257705596.468,20.0,109279627188.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,160
203.0,-203.0,-220.0,-195.0,700.0,-203.0,-1e+200,255468944.263,298820.356596,255441350.727,256030461.19,254959938.91,255091537.989,255999444.825,19.0,89293605516.3,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,161
203.0,-203.0,-220.0,-195.0,800.0,-203.0,-1e+200,253560985.3,272003.21518,253610430.472,254030276.765,253082608.753,253111955.689,253901331.094,20.0,73985749068.1,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,162
203.0,-203.0,-220.0,-195.0,900.0,-203.0,-1e+200,251889302.893,387022.154258,251800644.775,252574819.13,251074058.396,251398443.072,252325737.824,20.0,149786147887.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,163
203.0,-203.0,-220.0,-195.0,1000.0,-203.0,-1e+200,250169966.667,273389.423541,250146685.173,250919450.299,249785713.719,249869619.955,250585221.59,20.0,74741776903.9,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,164
203.0,-203.0,-220.0,-195.0,1100.0,-203.0,-1e+200,248456069.149,356166.227532,248452427.673,249204472.785,247901551.822,247978303.158,248977831.943,20.0,126854381634.0,0.0333333333333,0.1,0.0357142857143,4.7619047619e-08,0.000119047619048,165
203.0,-203.0,-220.0,-195.0,1200.0,-203.0,-1e+200,246819034.31,300943.539269,246789839.952,247382101.978,246334811.593,246420861.644,247356205.194,20.0,90567013828.0,0.0333333333333,0.059,0.0357142857143,4.7619047619e-08,7.02380952381e-05,166
203.0,-203.0,-220.0,-195.0,1218.0,-203.0,-1e+200,246329754.335,301530.790786,246315446.077,246770761.889,245599464.271,245917809.494,246770278.765,20.0,90920817792.2,0.0333333333333,0.05,0.0357142857143,4.7619047619e-08,5.95238095238e-05,167
203.0,-203.0,-210.0,-195.0,300.0,-203.0,-1e+200,257150908.413,290699.849155,257122798.153,257705432.306,256523085.485,256630660.522,257496733.065,19.0,84506402298.7,0.0333333333333,0.05,0.0303571428571,4.7619047619e-08,5.05952380952e-05,169
203.0,-203.0,-220.0,-195.0,1300.0,-203.0,-1e+200,245163741.62,362081.296777,245168546.503,246017364.353,244634435.033,244648049.794,245716413.169,20.0,131102865476.0,0.0333333333333,0.041,0.0357142857143,4.7619047619e-08,4.88095238095e-05,168
203.0,-203.0,-210.0,-195.0,400.0,-203.0,-1e+200,255054810.496,392677.532055,255103907.915,255783553.82,254214564.919,254476331.503,255497128.415,20.0,154195644181.0,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,170
203.0,-203.0,-210.0,-195.0,500.0,-203.0,-1e+200,252996083.423,262865.623831,252963375.724,253441596.985,252449722.554,252677965.352,253408529.053,20.0,69098336192.3,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,171
203.0,-203.0,-210.0,-195.0,600.0,-203.0,-1e+200,251084806.828,342105.223207,251221146.932,251616258.325,250495244.406,250552293.077,251519250.4,20.0,117035983746.0,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,172
203.0,-203.0,-210.0,-195.0,700.0,-203.0,-1e+200,249157939.966,405623.11949,249296746.601,250036868.397,248273292.324,248503967.063,249511254.459,20.0,164530115065.0,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,173
203.0,-203.0,-210.0,-195.0,800.0,-203.0,-1e+200,247423668.367,367218.018512,247404204.763,248187086.769,246843284.477,246981210.58,248182325.273,20.0,134849073120.0,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,174
203.0,-203.0,-210.0,-195.0,900.0,-203.0,-1e+200,245668568.848,324994.593356,245581086.32,246278753.981,245243940.648,245262482.319,246261733.071,20.0,105621485710.0,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,175
203.0,-203.0,-210.0,-195.0,1000.0,-203.0,-1e+200,243957452.148,281807.798202,243958657.971,244461793.575,243396337.233,243440647.971,244304808.541,20.0,79415635127.6,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,176
203.0,-203.0,-210.0,-195.0,1100.0,-203.0,-1e+200,242187686.649,223764.449947,242273574.248,242469833.758,241701459.985,241797252.741,242437455.961,20.0,50070529060.0,0.0333333333333,0.1,0.0303571428571,4.7619047619e-08,0.00010119047619,177
203.0,-203.0,-210.0,-195.0,1200.0,-203.0,-1e+200,240535591.77,349512.608468,240464091.54,241328308.615,240016838.449,240089329.247,241004936.918,20.0,122159063478.0,0.0333333333333,0.059,0.0303571428571,4.7619047619e-08,5.97023809524e-05,178
203.0,-203.0,-210.0,-195.0,1218.0,-203.0,-1e+200,240362690.793,367226.351284,240319941.871,241078483.302,239626835.651,239838891.442,240953076.7,20.0,134855193077.0,0.0333333333333,0.05,0.0303571428571,4.7619047619e-08,5.05952380952e-05,179
203.0,-203.0,-210.0,-195.0,1300.0,-203.0,-1e+200,239044468.75,352777.117241,239041341.006,239709200.044,238487336.799,238535080.925,239540323.137,20.0,124451694449.0,0.0333333333333,0.041,0.0303571428571,4.7619047619e-08,4.14880952381e-05,180
203.0,-203.0,-203.0,-195.0,300.0,-203.0,-1e+200,252445832.316,317451.702117,252507807.731,253256000.031,251984163.777,252083607.525,252885991.409,20.0,100775583177.0,0.0333333333333,0.05,0.0178571428571,4.7619047619e-08,2.97619047619e-05,181
203.0,-203.0,-203.0,-195.0,400.0,-203.0,-1e+200,250302571.032,211820.864542,250316092.108,250742473.193,249977506.255,250020822.586,250582392.269,20.0,44868078655.1,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,182
203.0,-203.0,-203.0,-195.0,500.0,-203.0,-1e+200,248165425.517,218055.924118,248115515.751,248620232.283,247812816.567,247857693.203,248462854.008,20.0,47548386042.8,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,183
203.0,-203.0,-203.0,-195.0,600.0,-203.0,-1e+200,246391541.738,265131.882789,246453837.347,246761714.912,245749806.808,245969824.168,246675967.822,20.0,70294915271.3,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,184
203.0,-203.0,-203.0,-195.0,700.0,-203.0,-1e+200,244463065.534,277222.599119,244469147.693,244978288.379,244059408.335,244065489.41,244918543.337,20.0,76852369462.4,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,185
203.0,-203.0,-203.0,-195.0,800.0,-203.0,-1e+200,242571074.594,228605.023899,242483288.45,243036545.124,242266716.496,242291270.284,242945300.973,20.0,52260256951.8,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,186
203.0,-203.0,-203.0,-195.0,900.0,-203.0,-1e+200,240808518.451,371910.172312,240745804.512,241557628.197,240260515.842,240338511.293,241350267.455,20.0,138317176269.0,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,187
203.0,-203.0,-203.0,-195.0,1000.0,-203.0,-1e+200,239317600.571,279808.903703,239348420.246,239843525.646,238783789.096,238943886.095,239710156.747,20.0,78293022591.4,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,188
203.0,-203.0,-203.0,-195.0,1100.0,-203.0,-1e+200,237287220.979,298363.894252,237301544.793,237858800.548,236775163.317,236892313.654,237684082.666,20.0,89021013393.0,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,189
203.0,-203.0,-203.0,-195.0,1200.0,-203.0,-1e+200,235627264.266,257473.859377,235645135.965,236299170.433,235123987.49,235277063.602,236019259.2,19.0,66292788262.5,0.0333333333333,0.059,0.0178571428571,4.7619047619e-08,3.5119047619e-05,190
203.0,-203.0,-203.0,-195.0,1218.0,-203.0,-1e+200,235324668.979,322640.555482,235312871.9,235908087.751,234653877.689,234878980.721,235769424.208,20.0,104096928042.0,0.0333333333333,0.05,0.0178571428571,4.7619047619e-08,2.97619047619e-05,191
203.0,-203.0,-203.0,-195.0,1300.0,-203.0,-1e+200,233994124.604,327303.599233,234000167.568,234407094.657,233441478.978,233469769.477,234381900.706,19.0,107127646071.0,0.0333333333333,0.041,0.0178571428571,4.7619047619e-08,2.44047619048e-05,192
203.0,-203.0,-200.0,-195.0,300.0,-203.0,-1e+200,248658054.977,263357.214714,248648924.582,249274735.939,248165093.018,248310387.266,248970668.7,20.0,69357022542.1,0.0333333333333,0.05,0.0142857142857,4.7619047619e-08,2.38095238095e-05,193
203.0,-203.0,-200.0,-195.0,400.0,-203.0,-1e+200,246484464.473,278644.086712,246513063.384,246995029.193,246009546.108,246089432.275,246953814.397,20.0,77642527059.3,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,194
203.0,-203.0,-200.0,-195.0,500.0,-203.0,-1e+200,244586973.603,256436.228873,244598511.517,245231596.919,244180204.302,244247815.289,244922345.593,20.0,65759539478.5,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,195
203.0,-203.0,-200.0,-195.0,600.0,-203.0,-1e+200,242478634.637,224653.881636,242517640.095,242844013.121,242160422.717,242160945.059,242801601.102,20.0,50469366533.9,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,196
203.0,-203.0,-200.0,-195.0,700.0,-203.0,-1e+200,240527586.016,348055.622894,240460510.291,241412119.645,240083403.558,240114975.728,241159605.458,20.0,121142716628.0,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,197
203.0,-203.0,-200.0,-195.0,800.0,-203.0,-1e+200,238753720.764,372536.954979,238703972.339,239318038.428,237832189.178,238366021.476,239262494.436,20.0,138783782825.0,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,198
203.0,-203.0,-200.0,-195.0,900.0,-203.0,-1e+200,236928447.181,243241.910553,236920934.65,237427955.342,236565469.282,236595157.544,237364724.107,20.0,59166627049.3,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,199
203.0,-203.0,-200.0,-195.0,1000.0,-203.0,-1e+200,235149346.164,303656.850984,235101514.023,235962922.277,234699410.407,234746528.024,235728109.76,20.0,92207483149.7,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,200
203.0,-203.0,-200.0,-195.0,1100.0,-203.0,-1e+200,233495501.293,355779.104708,233544900.483,234154176.802,232787325.734,232929198.315,233975897.196,20.0,126578771347.0,0.0333333333333,0.1,0.0142857142857,4.7619047619e-08,4.7619047619e-05,201
203.0,-203.0,-200.0,-195.0,1200.0,-203.0,-1e+200,231878774.351,246006.256905,231819278.365,232596485.491,231472728.766,231607875.418,232200836.096,20.0,60519078436.4,0.0333333333333,0.059,0.0142857142857,4.7619047619e-08,2.80952380952e-05,202
203.0,-203.0,-200.0,-195.0,1218.0,-203.0,-1e+200,231591988.132,337764.15481,231590519.081,232076709.668,230957921.215,231079877.813,232075609.742,20.0,114084624274.0,0.0333333333333,0.05,0.0142857142857,4.7619047619e-08,2.38095238095e-05,203
203.0,-203.0,-200.0,-195.0,1300.0,-203.0,-1e+200,230219347.819,228376.112397,230248742.469,230648877.58,229828388.862,229850576.457,230482712.959,20.0,52155648713.4,0.0333333333333,0.041,0.0142857142857,4.7619047619e-08,1.95238095238e-05,204
203.0,-203.0,-195.0,-195.0,300.0,-203.0,-1e+200,242469631.093,251317.744322,242477943.591,242823026.667,241642823.358,242225298.708,242760690.728,20.0,63160608611.3,0.0333333333333,0.05,0.0178571428571,4.7619047619e-08,2.97619047619e-05,205
203.0,-203.0,-195.0,-195.0,400.0,-203.0,-1e+200,240232727.28,362101.607583,240202392.688,241042154.625,239670690.868,239740268.306,240790392.636,20.0,131117574214.0,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,206
203.0,-203.0,-195.0,-195.0,500.0,-203.0,-1e+200,238157995.997,304583.552311,238169059.894,238944192.79,237659907.259,237768319.924,238697107.514,20.0,92771140338.2,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,207
203.0,-203.0,-195.0,-195.0,600.0,-203.0,-1e+200,236214554.816,260749.771618,236166580.061,236797438.108,235820126.801,235847877.808,236520241.431,20.0,67990443399.1,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,208
203.0,-203.0,-195.0,-195.0,700.0,-203.0,-1e+200,234438264.082,258051.311733,234421947.1,235073926.35,234016419.444,234055328.021,234807206.242,20.0,66590479486.9,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,209
203.0,-203.0,-195.0,-195.0,800.0,-203.0,-1e+200,232439632.936,202801.012027,232442536.145,232890101.541,232042826.995,232117642.062,232712842.692,20.0,41128250479.3,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,210
203.0,-203.0,-195.0,-195.0,900.0,-203.0,-1e+200,230737038.166,213345.737633,230722379.067,231090466.235,230194001.21,230472970.619,231042474.851,20.0,45516403766.3,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,211
203.0,-203.0,-195.0,-195.0,1000.0,-203.0,-1e+200,229108658.692,304725.827492,229123143.158,229541895.356,228505823.429,228649497.127,229502925.929,20.0,92857829940.4,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,212
203.0,-203.0,-195.0,-195.0,1100.0,-203.0,-1e+200,227220331.725,288384.223893,227165468.441,228009981.826,226784165.306,226794120.249,227654322.479,20.0,83165460590.3,0.0333333333333,0.1,0.0178571428571,4.7619047619e-08,5.95238095238e-05,213
