price,hour
19.29,1
17.89,2
17.82,3
17.8,4
17.88,5
17.99,6
17.97,7
18.88,8
19.41,9
21.13,10
21.03,11
21.0,12
20.59,13
19.79,14
19.39,15
18.94,16
21.15,17
23.76,18
23.49,19
22.2,20
22.16,21
19.96,22
17.86,23
17.07,24
16.99,25
17.01,26
16.61,27
16.09,28
16.33,29
16.65,30
17.14,31
18.65,32
19.69,33
21.27,34
21.8,35
21.28,36
19.62,37
18.97,38
18.42,39
18.73,40
20.87,41
23.99,42
23.7,43
23.04,44
22.39,45
21.51,46
20.01,47
18.59,48
18.74,49
17.5,50
17.07,51
17.09,52
17.13,53
17.02,54
17.35,55
18.52,56
20.46,57
21.02,58
21.88,59
22.29,60
21.81,61
21.54,62
21.24,63
21.42,64
23.38,65
26.16,66
24.5,67
23.76,68
23.22,69
22.48,70
20.74,71
19.81,72
19.07,73
18.56,74
18.51,75
18.57,76
18.97,77
20.38,78
26.09,79
31.47,80
27.0,81
26.83,82
26.78,83
24.91,84
23.25,85
22.61,86
22.5,87
22.61,88
23.32,89
29.71,90
27.29,91
26.52,92
24.72,93
23.2,94
21.7,95
19.74,96
20.6,97
19.82,98
19.7,99
19.5,100
19.76,101
22.25,102
32.31,103
35.33,104
32.51,105
31.59,106
32.57,107
31.72,108
28.17,109
26.77,110
26.0,111
25.89,112
27.51,113
38.98,114
33.25,115
31.13,116
32.01,117
28.16,118
24.48,119
22.56,120
22.89,121
22.4,122
21.8,123
21.89,124
22.75,125
24.29,126
32.67,127
41.94,128
36.2,129
30.16,130
29.21,131
27.63,132
24.58,133
23.93,134
23.86,135
23.79,136
26.59,137
37.67,138
31.9,139
29.46,140
27.66,141
26.21,142
23.72,143
22.84,144
22.36,145
21.33,146
20.72,147
20.81,148
22.19,149
23.08,150
27.59,151
38.72,152
30.67,153
26.55,154
25.97,155
25.23,156
23.37,157
22.84,158
22.67,159
22.7,160
24.61,161
32.37,162
29.29,163
28.76,164
28.71,165
26.82,166
24.24,167
22.15,168
23.05,169
22.25,170
21.8,171
21.79,172
22.44,173
23.64,174
33.05,175
41.12,176
39.05,177
33.04,178
33.0,179
32.19,180
28.36,181
26.58,182
25.85,183
25.57,184
29.39,185
37.64,186
31.64,187
29.69,188
29.41,189
26.53,190
25.11,191
23.62,192
23.25,193
22.53,194
21.67,195
22.14,196
22.47,197
23.1,198
25.1,199
27.1,200
28.44,201
27.06,202
26.28,203
24.31,204
22.55,205
22.01,206
21.32,207
21.32,208
23.01,209
29.65,210
28.63,211
27.2,212
26.76,213
25.29,214
23.63,215
22.93,216
22.25,217
21.62,218
21.33,219
21.51,220
21.29,221
22.74,222
24.29,223
26.87,224
26.17,225
24.27,226
23.19,227
22.3,228
21.9,229
20.86,230
20.35,231
20.63,232
23.07,233
29.34,234
28.59,235
27.37,236
27.46,237
26.12,238
24.17,239
22.71,240
24.64,241
23.81,242
23.0,243
23.33,244
23.66,245
25.73,246
33.22,247
50.6,248
42.39,249
34.03,250
33.68,251
30.43,252
27.25,253
26.08,254
25.04,255
24.81,256
26.49,257
33.33,258
31.58,259
29.67,260
27.25,261
25.96,262
24.57,263
22.17,264
21.47,265
20.88,266
20.63,267
20.73,268
21.13,269
23.48,270
28.26,271
40.88,272
28.99,273
26.51,274
25.22,275
24.58,276
23.01,277
22.07,278
21.63,279
21.65,280
23.22,281
31.09,282
27.76,283
26.46,284
25.91,285
24.4,286
22.65,287
21.37,288
22.43,289
21.87,290
21.89,291
21.87,292
23.04,293
26.38,294
36.1,295
51.96,296
31.17,297
27.96,298
25.94,299
24.76,300
23.08,301
22.79,302
22.23,303
22.08,304
23.19,305
29.59,306
28.39,307
27.32,308
25.46,309
25.03,310
22.82,311
21.87,312
22.84,313
22.22,314
22.3,315
22.4,316
23.06,317
24.71,318
31.93,319
40.81,320
32.64,321
28.8,322
27.32,323
25.33,324
24.1,325
22.84,326
22.36,327
22.15,328
23.77,329
28.75,330
28.24,331
26.99,332
25.66,333
23.99,334
22.92,335
22.34,336
21.33,337
20.66,338
20.33,339
20.51,340
21.29,341
23.22,342
28.31,343
33.64,344
28.56,345
27.3,346
27.1,347
25.56,348
24.81,349
23.91,350
23.57,351
23.58,352
24.71,353
28.78,354
27.66,355
26.2,356
25.32,357
24.31,358
22.31,359
20.94,360
21.1,361
21.15,362
21.04,363
21.01,364
20.9,365
21.31,366
23.64,367
25.33,368
26.32,369
26.31,370
25.7,371
24.07,372
22.51,373
21.32,374
21.11,375
21.25,376
22.93,377
27.34,378
26.58,379
25.77,380
24.95,381
24.17,382
22.52,383
20.91,384
20.8,385
20.83,386
20.56,387
20.22,388
20.53,389
20.68,390
21.54,391
23.36,392
23.94,393
22.93,394
22.18,395
21.9,396
21.0,397
20.44,398
20.45,399
20.41,400
22.57,401
28.34,402
26.53,403
25.54,404
24.74,405
23.35,406
21.97,407
21.15,408
21.0,409
20.56,410
20.35,411
20.65,412
21.05,413
22.22,414
24.41,415
28.74,416
28.84,417
28.76,418
28.4,419
27.58,420
25.16,421
24.66,422
24.09,423
23.97,424
27.1,425
33.01,426
30.92,427
28.77,428
28.51,429
26.74,430
24.39,431
22.7,432
20.75,433
20.55,434
20.47,435
20.52,436
20.71,437
23.23,438
28.24,439
34.89,440
28.48,441
27.31,442
26.77,443
24.75,444
22.94,445
22.12,446
21.86,447
21.68,448
23.06,449
28.61,450
28.41,451
27.26,452
25.67,453
23.99,454
22.02,455
21.02,456
20.36,457
19.76,458
19.54,459
19.65,460
19.98,461
21.27,462
26.17,463
33.07,464
27.92,465
25.23,466
24.68,467
23.12,468
22.52,469
21.15,470
20.94,471
21.13,472
23.59,473
28.82,474
28.29,475
27.3,476
26.63,477
23.9,478
21.94,479
20.82,480
19.28,481
18.94,482
19.03,483
19.0,484
19.28,485
21.95,486
28.01,487
36.07,488
26.86,489
23.49,490
21.91,491
20.93,492
19.46,493
18.98,494
18.74,495
18.56,496
19.3,497
23.44,498
23.35,499
22.41,500
21.59,501
20.24,502
18.9,503
18.39,504
18.21,505
18.07,506
18.01,507
18.07,508
19.15,509
20.76,510
24.68,511
28.09,512
26.27,513
24.81,514
24.64,515
24.1,516
23.07,517
22.71,518
22.27,519
22.04,520
23.69,521
28.29,522
27.58,523
26.75,524
26.57,525
26.42,526
24.45,527
22.48,528
23.46,529
23.33,530
23.68,531
23.61,532
24.22,533
24.47,534
27.26,535
29.17,536
29.01,537
27.09,538
25.65,539
24.67,540
23.45,541
23.21,542
22.71,543
22.31,544
24.2,545
32.88,546
31.19,547
28.84,548
28.21,549
27.11,550
25.2,551
24.53,552
24.3,553
24.16,554
24.09,555
23.86,556
24.21,557
24.36,558
25.88,559
27.73,560
28.04,561
25.5,562
23.88,563
23.6,564
23.31,565
22.75,566
22.62,567
22.56,568
24.46,569
32.52,570
29.47,571
28.44,572
27.91,573
25.59,574
24.29,575
22.49,576
21.12,577
20.7,578
20.7,579
20.75,580
20.84,581
23.23,582
26.47,583
30.22,584
28.72,585
26.66,586
26.92,587
26.13,588
25.76,589
25.45,590
25.26,591
24.89,592
26.2,593
31.14,594
27.18,595
26.39,596
25.35,597
23.33,598
21.13,599
20.03,600
20.0,601
18.95,602
18.54,603
18.63,604
19.75,605
20.99,606
24.0,607
25.06,608
25.73,609
25.14,610
