RAVEN_sample_ID,Year,_ROM_Cluster,hour,scaling,Dispatch__turbine__production__electricity,Dispatch__htse_ft__production__jet_fuel,Dispatch__htse_ft__production__diesel,Dispatch__htse_ft__production__electricity,Dispatch__htse_ft__production__naphtha,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,price,PointProbability,prefix,ProbabilityWeight-turbine_capacity,ProbabilityWeight
0,2021,1,18.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,28.832620102,0.002,1,1.0,1.0
0,2021,1,19.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,28.3800073708,0.002,1,1.0,1.0
0,2021,1,20.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,40.0734684867,0.002,1,1.0,1.0
0,2021,1,21.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,38.3510531319,0.002,1,1.0,1.0
0,2021,1,22.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,22.3542704853,0.002,1,1.0,1.0
0,2021,1,23.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,21.1462082455,0.002,1,1.0,1.0
0,2021,2,0.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,92.7814455721,0.002,1,1.0,1.0
0,2021,2,1.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,14.93132644,0.002,1,1.0,1.0
0,2021,2,2.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,89.5033617605,0.002,1,1.0,1.0
0,2021,2,3.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,14.8253895477,0.002,1,1.0,1.0
0,2021,2,4.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,11.9758956574,0.002,1,1.0,1.0
0,2021,2,5.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,107.222566571,0.002,1,1.0,1.0
0,2021,2,6.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,58.4142383998,0.002,1,1.0,1.0
0,2021,2,7.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,100.938698982,0.002,1,1.0,1.0
0,2021,2,8.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,127.627061494,0.002,1,1.0,1.0
0,2021,2,9.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,49.0863267022,0.002,1,1.0,1.0
0,2021,2,10.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,41.7908976356,0.002,1,1.0,1.0
0,2021,2,11.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,75.2097311213,0.002,1,1.0,1.0
0,2021,2,12.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,23.9940899632,0.002,1,1.0,1.0
0,2021,2,13.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,44.6391617893,0.002,1,1.0,1.0
0,2021,2,14.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,42.2711698938,0.002,1,1.0,1.0
0,2021,2,15.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,38.7244190443,0.002,1,1.0,1.0
0,2021,2,16.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,112.212707508,0.002,1,1.0,1.0
0,2021,2,17.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,22.3695492092,0.002,1,1.0,1.0
0,2021,2,18.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,123.688524478,0.002,1,1.0,1.0
0,2021,2,19.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,125.953776604,0.002,1,1.0,1.0
0,2021,2,20.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,127.510072075,0.002,1,1.0,1.0
0,2021,2,21.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,126.774369374,0.002,1,1.0,1.0
0,2021,2,22.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,84.130302182,0.002,1,1.0,1.0
0,2021,2,23.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,110.966370282,0.002,1,1.0,1.0
0,2021,3,0.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,18.0785175547,0.002,1,1.0,1.0
0,2021,3,1.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,24.9714077896,0.002,1,1.0,1.0
0,2021,3,2.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,10.1678021937,0.002,1,1.0,1.0
0,2021,3,3.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,41.8544460901,0.002,1,1.0,1.0
0,2021,3,4.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,24.3400765006,0.002,1,1.0,1.0
0,2021,3,5.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,189.995279002,0.002,1,1.0,1.0
0,2021,3,6.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,53.730836998,0.002,1,1.0,1.0
0,2021,3,7.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,52.8073609977,0.002,1,1.0,1.0
0,2021,3,8.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,64.1014562539,0.002,1,1.0,1.0
0,2021,3,9.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,12.9062732649,0.002,1,1.0,1.0
0,2021,3,10.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,55.0502935048,0.002,1,1.0,1.0
0,2021,3,11.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,10.0875590367,0.002,1,1.0,1.0
0,2021,3,12.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,163.959695206,0.002,1,1.0,1.0
0,2021,3,13.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,56.4075429813,0.002,1,1.0,1.0
0,2021,3,14.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,14.1266047246,0.002,1,1.0,1.0
0,2021,3,15.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,185.896076774,0.002,1,1.0,1.0
0,2021,3,16.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,27.7168474174,0.002,1,1.0,1.0
0,2021,3,17.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,36.2909498317,0.002,1,1.0,1.0
0,2021,3,18.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,193.965580032,0.002,1,1.0,1.0
0,2021,3,19.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,40.5710165004,0.002,1,1.0,1.0
0,2021,3,20.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,28.4342598258,0.002,1,1.0,1.0
0,2021,3,21.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,169.806295418,0.002,1,1.0,1.0
0,2021,3,22.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,11.415113796,0.002,1,1.0,1.0
0,2021,3,23.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,11.527196021,0.002,1,1.0,1.0
0,2021,4,0.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,74.3258779077,0.002,1,1.0,1.0
0,2021,4,1.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,32.287107723,0.002,1,1.0,1.0
0,2021,4,2.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,13.6799134388,0.002,1,1.0,1.0
0,2021,4,3.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,16.0086849573,0.002,1,1.0,1.0
0,2021,4,4.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,34.1112713554,0.002,1,1.0,1.0
0,2021,4,5.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,50.7065981983,0.002,1,1.0,1.0
0,2021,4,6.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,27.5696120119,0.002,1,1.0,1.0
0,2021,4,7.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,66.530347035,0.002,1,1.0,1.0
0,2021,4,8.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,27.8412017308,0.002,1,1.0,1.0
0,2021,4,9.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,50.9680862306,0.002,1,1.0,1.0
0,2021,4,10.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,110.623737081,0.002,1,1.0,1.0
0,2021,4,11.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,17.0569468344,0.002,1,1.0,1.0
0,2021,4,12.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,16.920911844,0.002,1,1.0,1.0
0,2021,4,13.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,17.008612675,0.002,1,1.0,1.0
0,2021,4,14.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,17.130140225,0.002,1,1.0,1.0
0,2021,4,15.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,39.7495083465,0.002,1,1.0,1.0
0,2021,4,16.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,28.1605838677,0.002,1,1.0,1.0
0,2021,4,17.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,41.2436732483,0.002,1,1.0,1.0
0,2021,4,18.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,43.1912939991,0.002,1,1.0,1.0
0,2021,4,19.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,32.0902443828,0.002,1,1.0,1.0
0,2021,4,20.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,28.69721229,0.002,1,1.0,1.0
0,2021,4,21.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,20.0309828285,0.002,1,1.0,1.0
0,2021,4,22.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,43.7555895576,0.002,1,1.0,1.0
0,2021,4,23.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,93.7359758937,0.002,1,1.0,1.0
0,2021,5,0.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,48.6130868933,0.002,1,1.0,1.0
0,2021,5,1.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,50.1136129867,0.002,1,1.0,1.0
0,2021,5,2.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,53.0854048351,0.002,1,1.0,1.0
0,2021,5,3.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,23.6740763315,0.002,1,1.0,1.0
0,2021,5,4.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,64.668575493,0.002,1,1.0,1.0
0,2021,5,5.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,73.3735961719,0.002,1,1.0,1.0
0,2021,5,6.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,74.4223474867,0.002,1,1.0,1.0
0,2021,5,7.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,22.7521416287,0.002,1,1.0,1.0
0,2021,5,8.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,74.7089302814,0.002,1,1.0,1.0
0,2021,5,9.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,74.6334738739,0.002,1,1.0,1.0
0,2021,5,10.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,21.7202107018,0.002,1,1.0,1.0
0,2021,5,11.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,39.1954551059,0.002,1,1.0,1.0
0,2021,5,12.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,39.6039285343,0.002,1,1.0,1.0
0,2021,5,13.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,23.2753666636,0.002,1,1.0,1.0
0,2021,5,14.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,25.3867757265,0.002,1,1.0,1.0
0,2021,5,15.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,27.710026047,0.002,1,1.0,1.0
0,2021,5,16.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,38.4086418529,0.002,1,1.0,1.0
0,2021,5,17.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,39.6212125147,0.002,1,1.0,1.0
0,2021,5,18.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,31.2220259267,0.002,1,1.0,1.0
0,2021,5,19.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,26.757627496,0.002,1,1.0,1.0
0,2021,5,20.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,28.5683003162,0.002,1,1.0,1.0
0,2021,5,21.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,66.9947685142,0.002,1,1.0,1.0
0,2021,5,22.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,23.3037990697,0.002,1,1.0,1.0
0,2021,5,23.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,25.4197607279,0.002,1,1.0,1.0
0,2021,6,0.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,31.7297911397,0.002,1,1.0,1.0
0,2021,6,1.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,30.2479728458,0.002,1,1.0,1.0
0,2021,6,2.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,32.599073312,0.002,1,1.0,1.0
0,2021,6,3.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,31.8861366156,0.002,1,1.0,1.0
0,2021,6,4.0,1.0,817.2128,8420.0,4664.0,-400.0,6952.0,-14.9,-402.3128,-6952.0,-8420.0,-4664.0,36.6300568986,0.002,1,1.0,1.0
