turbine_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,elec_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight
1000.0,-50.0,-50000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1000.0,2712826809.45,10565290.9414,2711880593.13,2732855177.79,2690520613.91,2696256980.84,2731231899.0,30.0,1.11625372676e+14,0.5,0.5,2,1.17889773062e-306,0.5,0.125
1000.0,-500.0,-50000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1000.0,3055104778.85,10056421.8564,3056290526.84,3074830430.99,3033876486.39,3037600927.67,3068581934.98,30.0,1.01131620553e+14,0.5,0.5,1,1.17889773062e-306,0.5,0.125
1000.0,-50.0,-50000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5e+298,-2.5e+301,0.0,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,30.0,0.0,0.5,0.5,4,1.17889773062e-306,0.5,0.125
1000.0,-500.0,-50000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5e+298,-2.5e+301,0.0,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,30.0,0.0,0.5,0.5,3,1.17889773062e-306,0.5,0.125
1000.0,-50.0,-12300.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5e+298,-2.5e+301,0.0,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,30.0,0.0,0.5,0.5,8,1.17889773062e-306,0.5,0.125
1000.0,-50.0,-12300.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1000.0,2710572143.32,10507304.2484,2713540309.45,2732171373.33,2687041019.76,2692579922.91,2722714022.37,30.0,1.10403442568e+14,0.5,0.5,6,1.17889773062e-306,0.5,0.125
1000.0,-500.0,-12300.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5e+298,-2.5e+301,0.0,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,-2.5e+301,30.0,0.0,0.5,0.5,7,1.17889773062e-306,0.5,0.125
1000.0,-500.0,-12300.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1000.0,3053681413.07,8741859.24348,3054264571.74,3068687174.01,3035762221.1,3038552407.19,3065757915.36,30.0,7.64201030329e+13,0.5,0.5,5,1.17889773062e-306,0.5,0.125
