scaling,Year,filename
1,2018,NSP_HATFIHAT1_RT_hr_2018.csv
1,2019,NSP_HATFIHAT1_RT_hr_2019.csv
1,2020,NSP_HATFIHAT1_RT_hr_2020.csv
1,2021,NSP_HATFIHAT1_RT_hr_2021.csv
1,2022,NSP_HATFIHAT1_RT_hr_2018.csv
1,2023,NSP_HATFIHAT1_RT_hr_2019.csv
1,2024,NSP_HATFIHAT1_RT_hr_2020.csv
1,2025,NSP_HATFIHAT1_RT_hr_2021.csv
1,2026,NSP_HATFIHAT1_RT_hr_2018.csv
1,2027,NSP_HATFIHAT1_RT_hr_2019.csv
1,2028,NSP_HATFIHAT1_RT_hr_2020.csv
1,2029,NSP_HATFIHAT1_RT_hr_2021.csv
1,2030,NSP_HATFIHAT1_RT_hr_2018.csv
1,2031,NSP_HATFIHAT1_RT_hr_2019.csv
1,2032,NSP_HATFIHAT1_RT_hr_2020.csv
1,2033,NSP_HATFIHAT1_RT_hr_2021.csv
1,2034,NSP_HATFIHAT1_RT_hr_2018.csv
1,2035,NSP_HATFIHAT1_RT_hr_2019.csv
1,2036,NSP_HATFIHAT1_RT_hr_2020.csv
1,2037,NSP_HATFIHAT1_RT_hr_2021.csv
1,2038,NSP_HATFIHAT1_RT_hr_2018.csv
1,2039,NSP_HATFIHAT1_RT_hr_2019.csv
1,2040,NSP_HATFIHAT1_RT_hr_2020.csv
1,2041,NSP_HATFIHAT1_RT_hr_2021.csv
1,2042,NSP_HATFIHAT1_RT_hr_2018.csv
1,2043,NSP_HATFIHAT1_RT_hr_2019.csv
1,2044,NSP_HATFIHAT1_RT_hr_2020.csv
1,2045,NSP_HATFIHAT1_RT_hr_2021.csv
1,2046,NSP_HATFIHAT1_RT_hr_2018.csv
1,2047,NSP_HATFIHAT1_RT_hr_2019.csv
