hour,price
1,21.78
2,23.45
3,23.53
4,21.48
5,24.27
6,24.69
7,22.25
8,24.66
9,27.57
10,25.84
11,25.18
12,22.58
13,24.15
14,23.13
15,22.98
16,22.4
17,25.18
18,26.03
19,30.75
20,39.49
21,29.95
22,29.23
23,23.38
24,23.39
25,21.64
26,16.47
27,13.56
28,14.62
29,14.45
30,27.69
31,31.4
32,-4.09
33,22.62
34,24.98
35,24.22
36,24.19
37,24.73
38,24.21
39,22.66
40,19.94
41,20.61
42,32.33
43,35.93
44,22.09
45,21.19
46,22.46
47,20.06
48,19.34
49,19.2
50,17.25
51,17.74
52,17.66
53,17.56
54,18.66
55,20.33
56,20.93
57,22.04
58,41.9
59,22.7
60,50.28
61,21.87
62,20.92
63,20.83
64,20.08
65,-4.61
66,12.56
67,20.31
68,22.83
69,22.76
70,22.81
71,24.19
72,24.35
73,19.29
74,14.92
75,15.19
76,14.84
77,15.41
78,15.43
79,17.57
80,18.47
81,20.35
82,21.29
83,21.93
84,20.41
85,20.63
86,18.8
87,17.91
88,17.27
89,22.86
90,26.35
91,46.14
92,34.32
93,35.57
94,42.28
95,50.1
96,50.61
97,33
98,36.32
99,35.01
100,38.41
101,37.21
102,36.2
103,33.17
104,29.83
105,43.06
106,47.67
107,48.26
108,48.37
109,45.14
110,45.91
111,58.17
112,56.04
113,53.72
114,55.94
115,49.64
116,44.67
117,35.21
118,36.03
119,25.15
120,22.61
121,14.56
122,15.05
123,14.39
124,14.65
125,14.22
126,16.59
127,33.41
128,88.6
129,22.64
130,20.25
131,20.58
132,22.11
133,19.88
134,19.36
135,19.23
136,18.58
137,19.59
138,24.33
139,20.15
140,24.26
141,22.15
142,22.72
143,23.58
144,22.75
145,25.12
146,22.74
147,22.85
148,22.67
149,23.74
150,23.05
151,21.85
152,46.07
153,22.47
154,22.07
155,28.24
156,26.12
157,20.1
158,19.95
159,16.44
160,17.04
161,18.66
162,37.06
163,20.45
164,21.19
165,21.71
166,19.5
167,18.81
168,18.38
169,15.78
170,17.03
171,17.92
172,18.27
173,19.01
174,20.12
175,23.19
176,57.85
177,25.13
178,24.8
179,20.12
180,54.97
181,18.61
182,18.8
183,22.12
184,23.73
185,23.91
186,31.09
187,32.55
188,30.84
189,24.98
190,33.16
191,26.33
192,23.58
193,21.43
194,22.89
195,22.28
196,22.42
197,22.87
198,23.51
199,35.25
200,25.55
201,21.62
202,21.45
203,21.9
204,20.2
205,22.49
206,28.33
207,25.87
208,23.37
209,21.36
210,19.65
211,21.28
212,20.03
213,22.53
214,18.51
215,17.88
216,16.56
217,14.46
218,14.98
219,14.88
220,13.75
221,13.34
222,13.95
223,16.95
224,21.17
225,19.95
226,19.68
227,18.46
228,18.84
229,18.82
230,21.34
231,22.2
232,25.37
233,24.99
234,23.38
235,23.78
236,23.61
237,23.27
238,23.04
239,22.77
240,22.86
241,19.22
242,13.68
243,12.61
244,12.65
245,12.05
246,12.73
247,12.27
248,13.61
249,17.73
250,18.31
251,19.24
252,20.01
253,38.28
254,34.54
255,77.98
256,22.85
257,19.06
258,23.94
259,46.54
260,166.21
261,27.04
262,44.39
263,210.91
264,32.79
265,19.97
266,226.65
267,21.32
268,21.03
269,31.24
270,19.78
271,18.27
272,20.4
273,19.67
274,34.81
275,28.67
276,20.7
277,20.2
278,20.16
279,19.75
280,19.2
281,19.91
282,25.48
283,23.49
284,23.79
285,26.69
286,21.46
287,20.74
288,19.72
289,20.51
290,19.31
291,19.66
292,18.66
293,20.39
294,20.17
295,25.28
296,34.68
297,29.99
298,36.05
299,24.76
300,22.76
301,24.69
302,24.42
303,22.96
304,24.11
305,24.17
306,27.45
307,26.44
308,26.75
309,35.27
310,21.8
311,20.29
312,19.48
313,18.81
314,16.75
315,16.47
316,16.58
317,22.79
318,24.61
319,30.89
320,27.85
321,23.37
322,29.95
323,24.07
324,25.25
325,22.79
326,20.46
327,21.08
328,22.1
329,26.04
330,31.74
331,30.86
332,23.67
333,25.77
334,21.81
335,21.06
336,20.52
337,18.77
338,15.67
339,14.93
340,16.23
341,17.75
342,19
343,39.91
344,23.05
345,32.44
346,23.12
347,21.8
348,22.96
349,20.41
350,25.63
351,33.54
352,24.28
353,23.08
354,24.09
355,24.98
356,24.47
357,23.74
358,23.63
359,23.39
360,17.06
361,14.69
362,13.33
363,14
364,15
365,15.73
366,16.58
367,19.75
368,43.54
369,46.38
370,30.69
371,43.28
372,78.13
373,28.55
374,24.91
375,23.55
376,25.28
377,22.94
378,22.7
379,25.13
380,23.47
381,24.04
382,22.95
383,20.48
384,19.65
385,21.54
386,19.01
387,22.76
388,23.6
389,24.14
390,23.44
391,24.41
392,25.57
393,25.23
394,30.29
395,30.49
396,30.99
397,30.86
398,24.97
399,29.44
400,60.26
401,58.46
402,51.29
403,55.46
404,26.01
405,22.93
406,21.75
407,24.1
408,21.09
409,33.11
410,21.45
411,20.72
412,19.81
413,18.06
414,16.6
415,17.5
416,18.46
417,19.28
418,19.99
419,20.47
420,20.47
421,20.31
422,19.79
423,19.27
424,18.83
425,19.28
426,22.13
427,23.53
428,21.34
429,20.47
430,20.11
431,18.92
432,17.19
433,16.86
434,16.44
435,16.3
436,15.2
437,15.55
438,15.77
439,16.17
440,17.78
441,18.84
442,20.14
443,20.8
444,20.69
445,20.15
446,20.05
447,20.57
448,21.19
449,22.01
450,26.55
451,37.4
452,25.68
453,27.9
454,24.82
455,23.56
456,21.65
457,59.3
458,21.96
459,22.66
460,21.94
461,21.91
462,24.14
463,21.84
464,23.64
465,25.79
466,26.92
467,26.51
468,26.4
469,24
470,23.64
471,22.43
472,22.13
473,22.43
474,25.35
475,24.8
476,25.23
477,23.35
478,21.78
479,20.78
480,19.86
481,20.1
482,19.15
483,18.37
484,17.7
485,18.08
486,18.3
487,19.56
488,21.7
489,21.88
490,21.69
491,20.27
492,21.62
493,18.98
494,18.65
495,18.48
496,18.98
497,20.76
498,24.05
499,25.04
500,24.3
501,24.23
502,24.99
503,24.14
504,22.83
505,18.79
506,17.38
507,18.52
508,21.64
509,19.94
510,20.39
511,25.31
512,25.16
513,24.2
514,24.32
515,23.97
516,23.68
517,24.68
518,23.71
519,23.96
520,21.22
521,18.66
522,19.37
523,22.83
524,20.71
525,20.28
526,19.56
527,18.85
528,19.01
529,18.18
530,17.78
531,18.18
532,18.04
533,18.68
534,19.97
535,20.8
536,23.51
537,22.05
538,22.79
539,29.88
540,20.75
541,29
542,21.6
543,20.55
544,20.43
545,20.64
546,22.2
547,21.02
548,21.53
549,20.16
550,19.54
551,19.04
552,18.03
553,16.49
554,16.49
555,16.93
556,16.71
557,16.45
558,16.33
559,18.96
560,19.82
561,20.34
