SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight
203.0,-203.0,-195.0,-195.0,600.0,-203.0,-1e+200,304139839.28,12416584.4829,302651140.962,333592953.222,282402970.858,290986301.105,322683986.698,19.0,1.5417157022e+14,4.7619047619e-08,0.1,208,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,700.0,-203.0,-1e+200,307913658.954,11049606.8386,311153601.791,323393364.884,282524344.923,292847734.839,322910374.454,20.0,1.22093811288e+14,4.7619047619e-08,0.1,209,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,800.0,-203.0,-1e+200,304736581.421,12293401.8659,303870280.638,329011890.269,288919757.559,289392621.281,326307505.286,20.0,1.51127729436e+14,4.7619047619e-08,0.1,210,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,900.0,-203.0,-1e+200,301298165.268,11128872.1898,304368416.848,316300674.603,278445369.435,281886084.418,313285146.999,20.0,1.23851796216e+14,4.7619047619e-08,0.1,211,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,1000.0,-203.0,-1e+200,298480771.724,15557214.3303,297377300.13,323787791.502,272569885.122,272696127.263,320218230.125,20.0,2.42026917719e+14,4.7619047619e-08,0.1,212,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,1100.0,-203.0,-1e+200,300584203.422,15681778.3074,302865745.014,326475294.093,263259636.375,267988855.749,317905786.024,20.0,2.45918170881e+14,4.7619047619e-08,0.1,213,0.0178571428571,0.0333333333333,5.95238095238e-05
203.0,-203.0,-195.0,-195.0,1200.0,-203.0,-1e+200,294635173.904,9795335.67706,293877731.88,310319343.535,275560743.22,276723463.512,307609900.905,20.0,9.59486010262e+13,4.7619047619e-08,0.059,214,0.0178571428571,0.0333333333333,3.5119047619e-05
203.0,-203.0,-195.0,-195.0,1218.0,-203.0,-1e+200,299053732.127,15662341.4492,301735767.652,324010703.452,257677555.192,279660115.306,317881940.267,20.0,2.45308939672e+14,4.7619047619e-08,0.05,215,0.0178571428571,0.0333333333333,2.97619047619e-05
203.0,-203.0,-195.0,-195.0,1300.0,-203.0,-1e+200,292551366.638,10981156.993,295095424.137,311061155.046,271625571.741,278370724.691,303758161.162,20.0,1.20585808906e+14,4.7619047619e-08,0.041,216,0.0178571428571,0.0333333333333,2.44047619048e-05
203.0,-203.0,-190.0,-195.0,300.0,-203.0,-1e+200,300172055.212,13486029.6655,301491782.532,316504485.16,270198859.666,275372430.216,315576397.282,20.0,1.8187299614e+14,4.7619047619e-08,0.05,217,0.0267857142857,0.0333333333333,4.46428571429e-05
203.0,-203.0,-190.0,-195.0,400.0,-203.0,-1e+200,302585745.868,10114335.499,304025752.599,316539118.943,281751973.842,288612689.066,316479365.205,20.0,1.02299782586e+14,4.7619047619e-08,0.1,218,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,500.0,-203.0,-1e+200,299899860.248,16839197.3734,302964387.886,322988051.331,272551382.823,272685781.288,322615457.476,20.0,2.8355856818e+14,4.7619047619e-08,0.1,219,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,600.0,-203.0,-1e+200,302656214.831,11675084.3327,301891892.704,328889367.965,276240851.376,289843709.078,321646372.872,20.0,1.36307594175e+14,4.7619047619e-08,0.1,220,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,700.0,-203.0,-1e+200,300117184.647,10816723.0796,299119303.894,329715906.731,282978146.664,285032214.837,314659655.682,20.0,1.17001498181e+14,4.7619047619e-08,0.1,221,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,800.0,-203.0,-1e+200,292944253.56,13186319.3489,294820334.868,315552245.275,266869780.277,274744448.433,312960036.049,20.0,1.7387901797e+14,4.7619047619e-08,0.1,222,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,900.0,-203.0,-1e+200,294514099.108,10819230.1405,298496621.442,309384331.024,271898335.687,275808512.482,307415183.823,20.0,1.17055740832e+14,4.7619047619e-08,0.1,223,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,1000.0,-203.0,-1e+200,295342198.599,12352683.1988,296346076.292,314655377.983,274877081.018,277249732.098,313469385.581,20.0,1.52588782209e+14,4.7619047619e-08,0.1,224,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,1100.0,-203.0,-1e+200,291886669.803,11468566.7916,293318716.543,312560404.263,267841871.736,273282323.167,307069389.296,20.0,1.31528024254e+14,4.7619047619e-08,0.1,225,0.0267857142857,0.0333333333333,8.92857142857e-05
203.0,-203.0,-190.0,-195.0,1200.0,-203.0,-1e+200,292316173.848,10809128.8281,292306333.635,318388402.343,268634365.123,278297157.897,310115789.709,20.0,1.16837266023e+14,4.7619047619e-08,0.059,226,0.0267857142857,0.0333333333333,5.26785714286e-05
203.0,-203.0,-190.0,-195.0,1218.0,-203.0,-1e+200,286523875.868,15138412.6489,287989032.874,311619834.328,259465385.931,261824370.339,309415882.77,20.0,2.29171537528e+14,4.7619047619e-08,0.05,227,0.0267857142857,0.0333333333333,4.46428571429e-05
203.0,-203.0,-190.0,-195.0,1300.0,-203.0,-1e+200,282223732.654,14514613.822,285556675.584,303269074.824,251861802.169,258328600.642,299047032.23,20.0,2.10674014403e+14,4.7619047619e-08,0.041,228,0.0267857142857,0.0333333333333,3.66071428571e-05
203.0,-203.0,-180.0,-195.0,300.0,-203.0,-1e+200,293686867.177,13145792.0654,293560547.607,316673135.974,258386982.059,279350593.261,315274647.215,20.0,1.72811849026e+14,4.7619047619e-08,0.05,229,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-180.0,-195.0,400.0,-203.0,-1e+200,288922206.096,15043495.1224,288222062.48,314690901.547,250410977.303,270301269.858,307049836.207,20.0,2.26306745498e+14,4.7619047619e-08,0.1,230,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,500.0,-203.0,-1e+200,284835485.204,11283987.1128,285805597.233,307961676.065,264442488.149,266124770.591,297844333.04,20.0,1.27328365162e+14,4.7619047619e-08,0.1,231,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,600.0,-203.0,-1e+200,285759328.405,14681913.4472,284588175.227,307184763.53,256234004.087,264295153.63,305328017.47,20.0,2.1555858247e+14,4.7619047619e-08,0.1,232,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,700.0,-203.0,-1e+200,284294060.977,11097610.2387,284446601.543,304577409.518,264051454.249,269490418.536,299246306.344,20.0,1.2315695301e+14,4.7619047619e-08,0.1,233,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,800.0,-203.0,-1e+200,278885805.184,12496476.5266,279476385.663,303214478.695,259529457.397,262108312.436,297528829.124,20.0,1.56161925579e+14,4.7619047619e-08,0.1,234,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,900.0,-203.0,-1e+200,280933062.869,13297387.0676,283005536.623,301554451.118,251675004.413,259033589.989,295573040.406,20.0,1.76820502825e+14,4.7619047619e-08,0.1,235,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,1000.0,-203.0,-1e+200,273917616.137,10313581.4735,274868373.909,290122271.054,254263438.987,260048177.53,288997884.051,20.0,1.0636996281e+14,4.7619047619e-08,0.1,236,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,1100.0,-203.0,-1e+200,277682897.196,14022412.6256,278920198.757,299587472.838,258806783.73,259088762.787,296896599.508,20.0,1.96628055844e+14,4.7619047619e-08,0.1,237,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-180.0,-195.0,1200.0,-203.0,-1e+200,271745526.065,11234508.1755,270839285.417,295306914.57,248649525.987,255480957.494,294030232.373,20.0,1.26214173946e+14,4.7619047619e-08,0.059,238,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-180.0,-195.0,1218.0,-203.0,-1e+200,270788803.595,11375776.1984,268379601.364,292050904.02,253248775.902,255234080.697,288857361.682,20.0,1.29408284117e+14,4.7619047619e-08,0.05,239,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-180.0,-195.0,1300.0,-203.0,-1e+200,275041126.497,8517149.66588,276578406.33,289800780.16,259335128.535,259548570.224,287612157.155,20.0,7.25418384311e+13,4.7619047619e-08,0.041,240,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-170.0,-195.0,300.0,-203.0,-1e+200,275476886.756,11760962.4882,272972301.244,297194419.855,254418911.588,262150969.842,293572615.767,20.0,1.3832023865e+14,4.7619047619e-08,0.05,241,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-170.0,-195.0,400.0,-203.0,-1e+200,268455369.473,10401342.3746,268415253.44,289024092.34,248966894.701,252106132.068,283888314.643,20.0,1.08187923193e+14,4.7619047619e-08,0.1,242,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,500.0,-203.0,-1e+200,265242069.805,11464582.8232,266593617.926,281590472.974,243870452.01,247563520.71,280764177.247,20.0,1.3143665931e+14,4.7619047619e-08,0.1,243,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,600.0,-203.0,-1e+200,271637819.044,8139553.93655,273185585.559,288715797.541,254431900.663,255812483.235,282011924.307,20.0,6.62523382859e+13,4.7619047619e-08,0.1,244,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,700.0,-203.0,-1e+200,269241541.311,12038575.7318,271207574.88,290290869.992,247621384.462,249924196.295,286531791.91,20.0,1.4492730565e+14,4.7619047619e-08,0.1,245,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,800.0,-203.0,-1e+200,264093905.127,9565422.59609,264430417.858,277609537.803,242660543.851,249279505.926,276766501.739,20.0,9.14973094419e+13,4.7619047619e-08,0.1,246,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,900.0,-203.0,-1e+200,262861364.92,11187476.7411,264812298.08,281304255.428,236201682.648,245038057.492,276387937.212,20.0,1.25159635832e+14,4.7619047619e-08,0.1,247,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,1000.0,-203.0,-1e+200,258126255.597,13176811.6398,260877297.093,279825842.442,230626629.061,239272492.818,279147218.316,20.0,1.7362836499e+14,4.7619047619e-08,0.1,248,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,1100.0,-203.0,-1e+200,257311013.701,11480753.3279,258561425.855,276118413.005,227513389.369,242318566.226,273472122.258,20.0,1.31807696977e+14,4.7619047619e-08,0.1,249,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-170.0,-195.0,1200.0,-203.0,-1e+200,257860692.146,9463942.2934,258929798.693,272495439.801,239458245.241,245312154.086,268815323.311,20.0,8.95662037328e+13,4.7619047619e-08,0.059,250,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-170.0,-195.0,1218.0,-203.0,-1e+200,260970684.577,11008454.6156,259840659.836,279299502.086,241586953.907,246698837.411,274635961.798,20.0,1.21186073023e+14,4.7619047619e-08,0.05,251,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-170.0,-195.0,1300.0,-203.0,-1e+200,254606920.906,13768354.3699,256956082.302,274930162.477,223892499.457,230865079.221,272793854.434,20.0,1.89567582056e+14,4.7619047619e-08,0.041,252,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-160.0,-195.0,400.0,-203.0,-1e+200,254457597.12,8203106.06113,253124092.31,269178379.503,241355501.298,243138071.52,268401873.447,20.0,6.72909490502e+13,4.7619047619e-08,0.1,254,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,300.0,-203.0,-1e+200,259266610.354,12467988.4889,258447946.769,275627607.024,238561297.612,240177311.9,275381962.51,20.0,1.55450736958e+14,4.7619047619e-08,0.05,253,0.0535714285714,0.0333333333333,8.92857142857e-05
203.0,-203.0,-160.0,-195.0,500.0,-203.0,-1e+200,252879874.441,11458388.3777,254032451.325,272843431.223,230045475.011,233082782.639,272399284.308,20.0,1.31294664214e+14,4.7619047619e-08,0.1,255,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,600.0,-203.0,-1e+200,251842156.314,9612722.92021,253338292.216,269231106.314,236601213.666,237498129.017,264817793.392,20.0,9.24044419406e+13,4.7619047619e-08,0.1,256,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,800.0,-203.0,-1e+200,250247889.653,10293324.8978,252328759.223,270575986.973,227885873.639,233548584.78,263118456.223,20.0,1.05952537452e+14,4.7619047619e-08,0.1,258,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,700.0,-203.0,-1e+200,248587857.768,9312420.24399,251625471.961,262457707.921,229687686.347,230900119.138,258937029.266,20.0,8.67211708006e+13,4.7619047619e-08,0.1,257,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,900.0,-203.0,-1e+200,249717775.104,8454827.60655,252475100.754,261596061.752,229683668.007,237617911.382,258564833.888,20.0,7.14841098565e+13,4.7619047619e-08,0.1,259,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,1000.0,-203.0,-1e+200,244972340.97,10279843.2409,245177109.592,261113391.876,222139936.091,229542875.717,260816320.681,20.0,1.05675177057e+14,4.7619047619e-08,0.1,260,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,1100.0,-203.0,-1e+200,242129567.588,10134078.1413,241804299.396,259283280.057,218052073.441,229483900.209,253406225.211,20.0,1.02699539775e+14,4.7619047619e-08,0.1,261,0.0535714285714,0.0333333333333,0.000178571428571
203.0,-203.0,-160.0,-195.0,1200.0,-203.0,-1e+200,239654900.448,11659707.4344,242692538.2,258604034.548,215895211.95,220015588.415,255164982.853,20.0,1.35948777455e+14,4.7619047619e-08,0.059,262,0.0535714285714,0.0333333333333,0.000105357142857
203.0,-203.0,-160.0,-195.0,1218.0,-203.0,-1e+200,238380307.603,10119504.1012,238058949.045,259331111.63,220585326.36,222896140.479,256317632.879,20.0,1.02404363254e+14,4.7619047619e-08,0.05,263,0.0535714285714,0.0333333333333,8.92857142857e-05
203.0,-203.0,-160.0,-195.0,1300.0,-203.0,-1e+200,240021969.281,7839620.68129,239819566.559,253390455.945,226967496.114,227101052.669,252133064.084,20.0,6.14596524266e+13,4.7619047619e-08,0.041,264,0.0535714285714,0.0333333333333,7.32142857143e-05
203.0,-203.0,-140.0,-195.0,300.0,-203.0,-1e+200,224714831.88,10424949.1918,225441254.266,246259036.421,193880602.721,213223170.476,239992004.266,20.0,1.08679565651e+14,4.7619047619e-08,0.05,265,0.0714285714286,0.0333333333333,0.000119047619048
203.0,-203.0,-140.0,-195.0,400.0,-203.0,-1e+200,223928745.889,9077712.44434,223843599.789,238442484.149,209938913.676,210083016.327,236078776.967,20.0,8.24048632221e+13,4.7619047619e-08,0.1,266,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,500.0,-203.0,-1e+200,219688172.607,8113780.99386,218445942.089,232316318.746,205568707.833,206057211.757,231683322.212,20.0,6.58334420164e+13,4.7619047619e-08,0.1,267,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,600.0,-203.0,-1e+200,218816965.345,7111253.51797,218443067.272,229476699.047,199089872.088,208329019.177,227798644.66,20.0,5.05699265968e+13,4.7619047619e-08,0.1,268,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,800.0,-203.0,-1e+200,214495849.516,7285931.37066,214601145.081,229130296.931,201871838.585,203868578.274,225417291.694,20.0,5.3084795938e+13,4.7619047619e-08,0.1,270,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,700.0,-203.0,-1e+200,218760313.133,8930376.60368,218894544.084,231740658.789,195537985.296,201768365.468,230862316.308,20.0,7.97516262835e+13,4.7619047619e-08,0.1,269,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,900.0,-203.0,-1e+200,212175714.851,8145645.58995,213764402.2,224808794.945,192264518.854,196748018.474,221706007.529,20.0,6.63515420771e+13,4.7619047619e-08,0.1,271,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,1000.0,-203.0,-1e+200,215443927.489,9700139.70738,212617163.67,233390578.892,197057589.01,203843403.041,232695395.377,20.0,9.40927103426e+13,4.7619047619e-08,0.1,272,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,1100.0,-203.0,-1e+200,207658359.356,7720308.93406,206804533.07,221369001.234,193921258.73,196174978.726,218651283.461,20.0,5.96031700373e+13,4.7619047619e-08,0.1,273,0.0714285714286,0.0333333333333,0.000238095238095
203.0,-203.0,-140.0,-195.0,1200.0,-203.0,-1e+200,204484839.323,10221168.8095,204971387.139,218705073.46,188238252.274,190204419.767,217266475.29,20.0,1.04472291832e+14,4.7619047619e-08,0.059,274,0.0714285714286,0.0333333333333,0.000140476190476
203.0,-203.0,-140.0,-195.0,1218.0,-203.0,-1e+200,208619438.693,10106756.3582,209334649.974,222898005.68,181686594.445,193583728.725,220970681.181,20.0,1.02146524085e+14,4.7619047619e-08,0.05,275,0.0714285714286,0.0333333333333,0.000119047619048
203.0,-203.0,-140.0,-195.0,1300.0,-203.0,-1e+200,209072961.21,7716181.3999,209483133.79,223384693.628,193561270.11,197423624.7,219740364.415,20.0,5.95394553962e+13,4.7619047619e-08,0.041,276,0.0714285714286,0.0333333333333,9.7619047619e-05
203.0,-203.0,-120.0,-195.0,300.0,-203.0,-1e+200,189732291.259,9062871.82506,190857879.64,203993233.335,171615556.395,174343322.083,202975712.906,20.0,8.21356457176e+13,4.7619047619e-08,0.05,277,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-120.0,-195.0,400.0,-203.0,-1e+200,191807232.354,7940293.88774,192822788.009,204146912.268,174589036.385,180267122.17,202423850.944,20.0,6.30482670237e+13,4.7619047619e-08,0.1,278,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,500.0,-203.0,-1e+200,189746990.501,11568992.7224,192362173.897,207672544.562,166960700.123,169031792.508,206768458.56,20.0,1.33841592612e+14,4.7619047619e-08,0.1,279,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,600.0,-203.0,-1e+200,184813355.293,7766233.70453,184846588.248,200672234.212,167998882.5,175309655.486,194426871.714,20.0,6.03143859534e+13,4.7619047619e-08,0.1,280,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,700.0,-203.0,-1e+200,185309922.669,7789969.75703,187137307.948,199238589.33,172646002.937,173407216.686,195742253.499,20.0,6.06836288155e+13,4.7619047619e-08,0.1,281,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,800.0,-203.0,-1e+200,182155522.074,6691196.01858,182385810.383,191387966.798,171529092.466,171824982.457,189874277.53,20.0,4.47721041591e+13,4.7619047619e-08,0.1,282,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,900.0,-203.0,-1e+200,177838447.575,10558477.6912,177723480.411,193349257.608,154912122.724,155488822.171,191230234.174,20.0,1.11481451156e+14,4.7619047619e-08,0.1,283,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,1000.0,-203.0,-1e+200,179832724.57,7789008.13506,178482210.562,192246216.33,158530818.051,169761211.089,191143472.14,20.0,6.0668647728e+13,4.7619047619e-08,0.1,284,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,1100.0,-203.0,-1e+200,176560639.676,8444924.9517,177235063.863,197797226.353,162890725.43,164497198.63,184890002.136,20.0,7.13167574399e+13,4.7619047619e-08,0.1,285,0.0357142857143,0.0333333333333,0.000119047619048
203.0,-203.0,-120.0,-195.0,1200.0,-203.0,-1e+200,178099425.797,6293730.63676,178108833.615,187472374.809,159451727.421,169071226.366,186146215.269,19.0,3.96110453281e+13,4.7619047619e-08,0.059,286,0.0357142857143,0.0333333333333,7.02380952381e-05
203.0,-203.0,-120.0,-195.0,1218.0,-203.0,-1e+200,174122151.474,7999427.87549,172747303.732,188031654.551,158254672.779,163310559.369,185658127.939,20.0,6.39908463351e+13,4.7619047619e-08,0.05,287,0.0357142857143,0.0333333333333,5.95238095238e-05
203.0,-203.0,-120.0,-195.0,1300.0,-203.0,-1e+200,178241841.079,7241146.28262,178807571.506,188543257.578,163592568.205,164234472.682,188502689.068,20.0,5.24341994864e+13,4.7619047619e-08,0.041,288,0.0357142857143,0.0333333333333,4.88095238095e-05
203.0,-203.0,-400.0,-190.0,300.0,-203.0,-1e+200,434255979.214,10052495.1118,433339513.559,451246129.593,416162502.071,420063132.879,449710975.572,17.0,1.01052657972e+14,4.7619047619e-08,0.05,289,0.0357142857143,0.1,0.000178571428571
203.0,-203.0,-400.0,-190.0,400.0,-203.0,-1e+200,444346569.746,10633499.5462,443121443.709,463932807.942,425886507.52,428700207.258,463477369.576,18.0,1.13071312599e+14,4.7619047619e-08,0.1,290,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,500.0,-203.0,-1e+200,453608496.134,8124439.49498,453314981.679,465701436.546,440759054.338,443016028.378,465209128.132,16.0,6.60065171076e+13,4.7619047619e-08,0.1,291,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,600.0,-203.0,-1e+200,458019916.49,12825394.4389,459052336.769,479617517.334,431357393.679,438894196.905,473626509.434,19.0,1.64490742513e+14,4.7619047619e-08,0.1,292,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,700.0,-203.0,-1e+200,458965194.578,11583616.4882,459276203.161,477946488.745,431999678.829,441053739.032,476539324.141,20.0,1.34180170947e+14,4.7619047619e-08,0.1,293,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,800.0,-203.0,-1e+200,456679785.492,9723976.17249,456772549.729,476012586.719,440860493.832,441109447.958,472932800.615,20.0,9.45557126031e+13,4.7619047619e-08,0.1,294,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,900.0,-203.0,-1e+200,467429053.193,12547959.19,469690051.627,485916012.576,439391165.054,442646135.161,483884150.462,19.0,1.57451279835e+14,4.7619047619e-08,0.1,295,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,1000.0,-203.0,-1e+200,465807681.331,13889688.6757,466728951.668,488920102.421,438244297.438,444006751.726,487473698.817,20.0,1.92923451508e+14,4.7619047619e-08,0.1,296,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,1100.0,-203.0,-1e+200,462255090.897,17137085.7575,460805839.266,489180225.024,434210776.432,437809033.464,484727402.368,20.0,2.9367970826e+14,4.7619047619e-08,0.1,297,0.0357142857143,0.1,0.000357142857143
203.0,-203.0,-400.0,-190.0,1200.0,-203.0,-1e+200,465825549.003,12327718.3664,467003054.7,494572650.929,438363050.181,446805237.513,480709763.737,20.0,1.51972640121e+14,4.7619047619e-08,0.059,298,0.0357142857143,0.1,0.000210714285714
203.0,-203.0,-400.0,-190.0,1218.0,-203.0,-1e+200,464298673.166,16704086.0325,461992399.21,495024048.024,437402918.6,441508516.725,493968398.527,20.0,2.79026490181e+14,4.7619047619e-08,0.05,299,0.0357142857143,0.1,0.000178571428571
203.0,-203.0,-380.0,-190.0,300.0,-203.0,-1e+200,428042785.679,15736475.8417,433657992.277,449696374.002,389852787.632,405346451.999,444857106.207,16.0,2.47636671916e+14,4.7619047619e-08,0.05,301,0.0714285714286,0.1,0.000357142857143
203.0,-203.0,-380.0,-190.0,400.0,-203.0,-1e+200,443516674.676,13020627.8737,443138502.701,470352590.991,421556412.65,425435787.847,462173238.615,18.0,1.69536750227e+14,4.7619047619e-08,0.1,302,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-400.0,-190.0,1300.0,-203.0,-1e+200,464475400.597,11125191.3693,466567348.927,482886612.51,438977851.1,448828687.871,480013245.986,20.0,1.23769883004e+14,4.7619047619e-08,0.041,300,0.0357142857143,0.1,0.000146428571429
203.0,-203.0,-380.0,-190.0,500.0,-203.0,-1e+200,437916365.793,16298964.1982,436039302.923,474189412.19,414431656.037,416787223.08,466697648.996,20.0,2.65656233935e+14,4.7619047619e-08,0.1,303,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,600.0,-203.0,-1e+200,450627510.411,13138143.2795,452865292.329,471174591.445,429922529.623,432449921.272,470966136.089,20.0,1.72610808832e+14,4.7619047619e-08,0.1,304,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,700.0,-203.0,-1e+200,454442731.168,12436049.3922,455508738.637,473533800.976,431661060.264,438960373.871,471033143.115,19.0,1.54655324486e+14,4.7619047619e-08,0.1,305,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,800.0,-203.0,-1e+200,456284505.933,14674249.3904,454469830.703,477470442.528,426345883.831,437080009.229,477103853.971,20.0,2.15333595171e+14,4.7619047619e-08,0.1,306,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,900.0,-203.0,-1e+200,453734969.422,11507152.4566,453287734.793,472988206.016,435962179.346,436449372.313,471445132.68,20.0,1.32414557659e+14,4.7619047619e-08,0.1,307,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,1000.0,-203.0,-1e+200,455651699.694,12153253.4469,456623917.795,481358526.543,435585423.152,439290611.015,475431071.297,20.0,1.47701569343e+14,4.7619047619e-08,0.1,308,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,1100.0,-203.0,-1e+200,458685278.628,13287168.6984,458078821.899,488233797.455,436710425.085,437999599.756,483682363.266,20.0,1.76548852021e+14,4.7619047619e-08,0.1,309,0.0714285714286,0.1,0.000714285714286
203.0,-203.0,-380.0,-190.0,1200.0,-203.0,-1e+200,453889809.052,14603061.3095,453752940.746,488370696.339,423734470.996,428067417.773,475561913.326,20.0,2.13249399608e+14,4.7619047619e-08,0.059,310,0.0714285714286,0.1,0.000421428571429
203.0,-203.0,-380.0,-190.0,1218.0,-203.0,-1e+200,452307391.301,13453306.9837,451652646.93,476610471.605,422853107.499,435519044.28,475532153.811,20.0,1.80991468797e+14,4.7619047619e-08,0.05,311,0.0714285714286,0.1,0.000357142857143
203.0,-203.0,-360.0,-190.0,300.0,-203.0,-1e+200,428467995.352,13076746.367,430284484.352,445900120.985,391783856.319,408827731.216,441901030.833,18.0,1.71001295547e+14,4.7619047619e-08,0.05,313,0.0714285714286,0.1,0.000357142857143
