"Eastern Date Hour","Gen Name","Gen PTID","DAM Gen LBMP","DAM Gen Losses","DAM Gen Congestion","DAM Gen Price Version"
"2018/01/01 00:00:00","FITZPATRICK____","23598","50.83","-1.83","-4.58","1"
"2018/01/01 01:00:00","FITZPATRICK____","23598","54.17","-2.02","-4.34","1"
"2018/01/01 02:00:00","FITZPATRICK____","23598","43.73","-1.45","-4.86","1"
"2018/01/01 03:00:00","FITZPATRICK____","23598","43.52","-1.44","-5.01","1"
"2018/01/01 04:00:00","FITZPATRICK____","23598","45.63","-1.57","-4.68","1"
"2018/01/01 05:00:00","FITZPATRICK____","23598","59.73","-2.2","-3.94","1"
"2018/01/01 06:00:00","FITZPATRICK____","23598","70.3","-2.77","-2.16","1"
"2018/01/01 07:00:00","FITZPATRICK____","23598","54.1","-2.19","-4.2","1"
"2018/01/01 08:00:00","FITZPATRICK____","23598","58.91","-2.45","-4.45","1"
"2018/01/01 09:00:00","FITZPATRICK____","23598","64.56","-2.72","-5.39","1"
"2018/01/01 10:00:00","FITZPATRICK____","23598","60.43","-2.45","-5.97","1"
"2018/01/01 11:00:00","FITZPATRICK____","23598","44.77","-1.64","-6.41","1"
"2018/01/01 12:00:00","FITZPATRICK____","23598","42.17","-1.68","-5.65","1"
"2018/01/01 13:00:00","FITZPATRICK____","23598","32.71","-1.17","-5.99","1"
"2018/01/01 14:00:00","FITZPATRICK____","23598","32.69","-1.14","-5.97","1"
"2018/01/01 15:00:00","FITZPATRICK____","23598","44.07","-1.86","-5.44","1"
"2018/01/01 16:00:00","FITZPATRICK____","23598","88.73","-4.34","-2.71","1"
"2018/01/01 17:00:00","FITZPATRICK____","23598","160.77","-7.92","-0.11","1"
"2018/01/01 18:00:00","FITZPATRICK____","23598","166.46","-8.21","0","1"
"2018/01/01 19:00:00","FITZPATRICK____","23598","111.31","-5.46","-2.95","1"
"2018/01/01 20:00:00","FITZPATRICK____","23598","93.56","-4.43","-3.65","1"
"2018/01/01 21:00:00","FITZPATRICK____","23598","70.33","-3.18","-4.26","1"
"2018/01/01 22:00:00","FITZPATRICK____","23598","54.48","-2.33","-5.08","1"
"2018/01/01 23:00:00","FITZPATRICK____","23598","55.35","-2.29","-4.36","1"
"2018/01/02 00:00:00","FITZPATRICK____","23598","97.74","-4","-1.87","1"
"2018/01/02 01:00:00","FITZPATRICK____","23598","83.29","-3.29","-2.34","1"
"2018/01/02 02:00:00","FITZPATRICK____","23598","81.27","-3.28","-2.67","1"
"2018/01/02 03:00:00","FITZPATRICK____","23598","59.9","-2.08","-4.16","1"
"2018/01/02 04:00:00","FITZPATRICK____","23598","85.87","-3.39","-2.33","1"
"2018/01/02 05:00:00","FITZPATRICK____","23598","128.35","-5.21","0","1"
"2018/01/02 06:00:00","FITZPATRICK____","23598","169.02","-6.49","0","1"
"2018/01/02 07:00:00","FITZPATRICK____","23598","180.71","-7.34","0","1"
"2018/01/02 08:00:00","FITZPATRICK____","23598","183.9","-8.05","0","1"
"2018/01/02 09:00:00","FITZPATRICK____","23598","142.04","-6.12","-2.23","1"
"2018/01/02 10:00:00","FITZPATRICK____","23598","101.61","-4.23","-5.03","1"
"2018/01/02 11:00:00","FITZPATRICK____","23598","67.17","-2.8","-6.21","1"
"2018/01/02 12:00:00","FITZPATRICK____","23598","58.65","-2.48","-5.91","1"
"2018/01/02 13:00:00","FITZPATRICK____","23598","50.66","-2.11","-5.91","1"
"2018/01/02 14:00:00","FITZPATRICK____","23598","48","-2.03","-5.9","1"
"2018/01/02 15:00:00","FITZPATRICK____","23598","54.82","-2.37","-5.64","1"
"2018/01/02 16:00:00","FITZPATRICK____","23598","81.07","-3.73","-5.48","1"
