"Eastern Date Hour","Gen Name","Gen PTID","DAM Gen LBMP","DAM Gen Losses","DAM Gen Congestion","DAM Gen Price Version"
"2018/01/01 00:00:00","GINNA____","23603","53.34","-3.61","-8.87","1"
"2018/01/01 01:00:00","GINNA____","23603","56.22","-4.04","-8.41","1"
"2018/01/01 02:00:00","GINNA____","23603","46.82","-2.9","-9.4","1"
"2018/01/01 03:00:00","GINNA____","23603","46.65","-3","-9.7","1"
"2018/01/01 04:00:00","GINNA____","23603","48.27","-3.32","-9.07","1"
"2018/01/01 05:00:00","GINNA____","23603","61.21","-4.41","-7.63","1"
"2018/01/01 06:00:00","GINNA____","23603","69.56","-5.53","-4.19","1"
"2018/01/01 07:00:00","GINNA____","23603","55.59","-4.64","-8.14","1"
"2018/01/01 08:00:00","GINNA____","23603","60.07","-5.46","-8.63","1"
"2018/01/01 09:00:00","GINNA____","23603","66.39","-5.94","-10.44","1"
"2018/01/01 10:00:00","GINNA____","23603","63.05","-5.41","-11.56","1"
"2018/01/01 11:00:00","GINNA____","23603","48.74","-3.68","-12.41","1"
"2018/01/01 12:00:00","GINNA____","23603","45.32","-3.82","-10.95","1"
"2018/01/01 13:00:00","GINNA____","23603","36.81","-2.68","-11.6","1"
"2018/01/01 14:00:00","GINNA____","23603","36.74","-2.67","-11.55","1"
"2018/01/01 15:00:00","GINNA____","23603","46.78","-4.25","-10.54","1"
"2018/01/01 16:00:00","GINNA____","23603","85.94","-9.67","-5.26","1"
"2018/01/01 17:00:00","GINNA____","23603","151.6","-17.2","-0.21","1"
"2018/01/01 18:00:00","GINNA____","23603","157.2","-17.47","0","1"
"2018/01/01 19:00:00","GINNA____","23603","107.7","-11.84","-5.72","1"
"2018/01/01 20:00:00","GINNA____","23603","91.89","-9.53","-7.07","1"
"2018/01/01 21:00:00","GINNA____","23603","70.52","-6.99","-8.26","1"
"2018/01/01 22:00:00","GINNA____","23603","56.28","-5.28","-9.83","1"
"2018/01/01 23:00:00","GINNA____","23603","56.77","-4.95","-8.44","1"
"2018/01/02 00:00:00","GINNA____","23603","95.8","-7.69","-3.62","1"
"2018/01/02 01:00:00","GINNA____","23603","82.45","-6.32","-4.53","1"
"2018/01/02 02:00:00","GINNA____","23603","80.83","-6.23","-5.18","1"
"2018/01/02 03:00:00","GINNA____","23603","62.06","-3.82","-8.05","1"
"2018/01/02 04:00:00","GINNA____","23603","84.93","-6.52","-4.52","1"
"2018/01/02 05:00:00","GINNA____","23603","123.95","-9.62","0","1"
"2018/01/02 06:00:00","GINNA____","23603","164.98","-10.53","0","1"
"2018/01/02 07:00:00","GINNA____","23603","174.88","-13.17","0","1"
"2018/01/02 08:00:00","GINNA____","23603","176.59","-15.36","0","1"
"2018/01/02 09:00:00","GINNA____","23603","138.46","-11.82","-4.34","1"
"2018/01/02 10:00:00","GINNA____","23603","102.64","-7.97","-9.8","1"
"2018/01/02 11:00:00","GINNA____","23603","70.76","-5.1","-12.1","1"
"2018/01/02 12:00:00","GINNA____","23603","62.31","-4.42","-11.5","1"
"2018/01/02 13:00:00","GINNA____","23603","54.67","-3.7","-11.52","1"
"2018/01/02 14:00:00","GINNA____","23603","52.1","-3.53","-11.5","1"
"2018/01/02 15:00:00","GINNA____","23603","58.46","-4.07","-10.99","1"
"2018/01/02 16:00:00","GINNA____","23603","83.88","-6.11","-10.67","1"
"2018/01/02 17:00:00","GINNA____","23603","144.36","-11.24","-7.85","1"
"2018/01/02 18:00:00","GINNA____","23603","122.41","-8.96","-10.28","1"
"2018/01/02 19:00:00","GINNA____","23603","101.96","-7.28","-10.9","1"
"2018/01/02 20:00:00","GINNA____","23603","98.84","-7.95","-8.57","1"
"2018/01/02 21:00:00","GINNA____","23603","75.22","-5.33","-9.55","1"
"2018/01/02 22:00:00","GINNA____","23603","53.74","-3.37","-11.51","1"
"2018/01/02 23:00:00","GINNA____","23603","62.56","-4.23","-8.77","1"
"2018/01/03 00:00:00","GINNA____","23603","74.04","-4.79","-6.32","1"
"2018/01/03 01:00:00","GINNA____","23603","82.32","-6.39","-4.64","1"
"2018/01/03 02:00:00","GINNA____","23603","74.71","-5.45","-5.47","1"
"2018/01/03 03:00:00","GINNA____","23603","57.77","-3.54","-7.68","1"
"2018/01/03 04:00:00","GINNA____","23603","69.48","-4.35","-5.84","1"
"2018/01/03 05:00:00","GINNA____","23603","95.75","-7.1","-2.83","1"
"2018/01/03 06:00:00","GINNA____","23603","151.87","-12.67","0","1"
"2018/01/03 07:00:00","GINNA____","23603","173.24","-14.05","0","1"
"2018/01/03 08:00:00","GINNA____","23603","162.67","-13.81","-1.7","1"
"2018/01/03 09:00:00","GINNA____","23603","140.97","-12.57","-3.87","1"
"2018/01/03 10:00:00","GINNA____","23603","154.23","-14.7","0","1"
"2018/01/03 11:00:00","GINNA____","23603","83.1","-7.55","-7.66","1"
"2018/01/03 12:00:00","GINNA____","23603","79.22","-7.77","-6.02","1"
"2018/01/03 13:00:00","GINNA____","23603","75.76","-7.38","-5.44","1"
"2018/01/03 14:00:00","GINNA____","23603","70.31","-6.62","-5.7","1"
"2018/01/03 15:00:00","GINNA____","23603","80.26","-7.87","-4.4","1"
"2018/01/03 16:00:00","GINNA____","23603","140.57","-12.55","0","1"
"2018/01/03 17:00:00","GINNA____","23603","183.95","-15.56","0","1"
