HOUR,LP_D
1513,22.6641540418
1514,22.9182174352
1515,22.3712452448
1516,22.3897913614
1517,22.7871175695
1518,22.7595120187
1519,22.5508104292
1520,23.0380600046
1521,22.6455487448
1522,23.0405370232
1523,22.8682913556
1524,22.9230289271
1525,22.5464472825
1526,22.7690141037
1527,22.368285729
1528,22.6127014824
1529,22.7180592372
1530,23.2385970208
1531,22.6140268496
1532,22.6818782947
1533,22.4273521874
1534,22.3938740049
1535,22.354780716
1536,22.4506611194
1537,22.5596131976
1538,22.4544262031
1539,22.4208012892
1540,22.471913356
1541,22.5670489479
1542,22.4045976177
1543,22.4059458091
1544,22.3735646317
1545,22.4993437601
1546,25.2653836485
1547,22.8765278211
1548,22.949448559
1549,22.8504054351
1550,23.0492329403
1551,22.6552733491
1552,22.3570517029
1553,22.338715632
1554,22.5249148156
1555,22.3392562419
1556,22.6877941224
1557,39.065059948
1558,22.6192857083
1559,22.5858052047
1560,26.1387620754
1561,45.3204098513
1562,22.3862182438
1563,22.6234541184
1564,22.4068460431
1565,22.324319743
1566,22.5847989619
1567,22.3534256799
1568,22.7536664212
1569,46.1745251658
1570,22.8618572834
1571,23.038054352
1572,44.656102165
1573,46.4371089691
1574,44.384345018
1575,45.9558763874
1576,44.401407199
1577,22.9846460122
1578,22.6230205987
1579,22.4885301636
1580,22.6215305474
1581,23.852781723
1582,23.7628993141
1583,44.3190695251
1584,44.6792834241
1585,44.7741653016
1586,45.4536734958
1587,22.9744671964
1588,22.4367905444
1589,22.3485127648
1590,22.5805040004
1591,23.346207424
1592,22.668369362
1593,23.0229289377
1594,22.6026971053
1595,22.0984641028
1596,22.2786472492
1597,44.2109520215
1598,23.0511254944
1599,29.474342427
1600,23.952782745
1601,34.1935938856
1602,22.3333154711
1603,22.291890865
1604,22.4168335545
1605,22.300077448
1606,22.5019454164
1607,43.2041732653
1608,22.3052836593
1609,22.5319409924
1610,22.3496666746
1611,22.3099148287
1612,44.2006391331
1613,22.4369754989
1614,23.4412193233
1615,22.3429814406
1616,43.3649352099
1617,22.9901386571
1618,22.2853753456
1619,24.2471123421
1620,22.2350911814
1621,43.634978364
1622,23.0776766915
1623,44.435615501
1624,44.8827889346
1625,44.9514716396
1626,44.7907637233
1627,44.7043580353
1628,44.5606099557
1629,44.1544602496
1630,44.6087608008
1631,43.3910486471
1632,44.3785379968
1633,44.8005790632
1634,44.709725325
1635,33.6697325571
1636,44.6451791481
1637,44.2227399622
1638,44.3505690761
1639,43.7274183883
1640,44.4013940543
1641,22.3267995006
1642,27.1906662438
1643,23.5142839802
1644,44.3842983473
1645,44.6293084658
1646,44.6269970352
1647,44.6060180789
1648,44.5580292773
1649,44.3427532798
1650,44.0037386264
1651,44.2149014428
1652,23.1479375489
1653,43.9832950483
1654,44.5404842355
1655,43.8260469553
1656,44.4899994407
1657,44.4707912808
1658,44.393437211
1659,42.9901074829
1660,26.557519381
1661,43.8096584212
1662,44.3186087472
1663,43.1219833813
1664,23.2246381737
1665,28.5086903578
1666,23.3530330236
1667,23.0139488421
1668,43.2531889922
1669,43.885033805
1670,25.5582646596
1671,43.0739938399
1672,43.7875429655
1673,43.6838664747
1674,44.2870263512
1675,22.4547010667
1676,22.2759148406
1677,22.2193030384
1678,23.1316351381
1679,22.1418740556
1680,22.5053750978
1681,22.5218422734
1682,22.7846752251
1683,22.483594696
1684,22.4470333212
1685,23.8034628886
1686,38.5393111658
1687,40.0747520824
1688,22.5221639882
1689,38.6210623663
1690,40.3531174609
1691,22.5550183866
1692,22.5883129675
1693,39.184077671
1694,38.4760166404
1695,22.1798878126
1696,22.3894648643
1697,23.6906974146
1698,22.3148831004
1699,22.3018448503
1700,22.5527274092
1701,22.2780569841
1702,23.6988648966
1703,22.4253310705
1704,22.5095710455
1705,38.3556912744
1706,22.4410520539
1707,22.4934904709
1708,39.5266344309
1709,32.9851076627
1710,22.3704155717
1711,22.519251887
1712,22.2595490033
1713,22.3061393093
1714,22.4688646267
1715,23.374744914
1716,22.3964366432
1717,22.237490255
1718,22.3969136884
1719,22.2603662087
1720,39.2126378046
1721,38.4878713529
1722,38.4544821407
1723,23.2821376996
1724,39.712944977
1725,22.579819234
1726,22.3732913434
1727,22.3521287915
1728,22.0804200642
1729,22.1091453267
1730,22.0773117081
1731,22.0731893563
1732,22.2435445289
1733,22.2228586447
1734,22.2597581049
1735,23.6304933454
1736,39.5932587699
1737,22.5906102734
1738,22.1962954208
1739,22.3431787999
1740,22.3743812022
1741,23.2944233515
1742,39.6007125754
1743,22.2186394752
1744,22.4691577869
1745,37.7205323702
1746,22.1936914367
1747,22.2092702458
1748,22.2729116583
1749,22.063522115
1750,22.3578538906
1751,22.0908846857
1752,22.2239086484
1753,22.0785860937
1754,22.3137539268
1755,22.3253192142
1756,22.2423195434
1757,22.3319284582
1758,39.4759302915
1759,23.3971865816
1760,22.3240865284
1761,22.393673014
1762,22.7001778912
1763,22.8085372693
1764,22.2866509652
1765,22.3410206076
1766,22.5518421425
1767,30.9926690354
1768,22.3377436075
1769,22.219712555
1770,31.2599039584
1771,22.9197466647
1772,22.7126073377
1773,23.084137848
1774,22.4377835315
1775,22.4098508773
1776,21.9685126251
1777,22.0719359483
1778,22.1804661875
1779,21.9988022919
1780,22.4189385128
1781,22.2196822872
1782,22.4605847003
1783,23.1257084676
1784,22.1007147303
1785,22.1100896737
1786,22.0584210338
1787,22.1079415576
1788,22.1998345548
1789,21.9386491554
1790,22.3251398561
1791,22.2078614935
1792,22.1565107483
1793,37.8899880407
1794,37.9322732473
1795,38.9936306951
1796,22.9581983224
1797,22.3456552121
1798,22.3940552291
1799,22.2874374771
1800,42.3665379125
1801,42.9890947343
1802,42.9308579989
1803,40.3405049442
1804,42.9422888177
1805,42.937640915
1806,42.9246422832
1807,40.4822809111
1808,28.045101047
1809,42.9271628223
1810,23.0688749704
1811,23.9019248308
1812,39.7427342981
1813,22.1392616688
1814,22.5084643835
1815,22.0007453929
1816,21.8883787671
1817,21.8158060114
1818,21.9649385077
1819,21.9055192573
1820,21.9416021812
1821,42.417922609
1822,40.4746630959
1823,42.7329474589
1824,22.1635116312
1825,25.8469341649
1826,39.9444856383
1827,21.8668463104
1828,22.4589203341
1829,41.8079961375
1830,40.8188965267
1831,40.3586880451
1832,39.3973526588
1833,21.889801228
1834,22.138067135
1835,39.9762704114
1836,40.4185855769
1837,41.7058264824
1838,39.0518388541
1839,40.2304854321
1840,21.830388536
1841,21.5899543963
1842,22.5480841432
1843,21.7742045562
1844,21.5609227411
1845,21.744653179
1846,21.8978512242
1847,22.0485138156
1848,21.786818505
1849,21.8146004642
1850,21.7453342516
1851,21.8664949845
1852,21.8600121805
1853,21.705255105
1854,21.7337100595
1855,22.1621370896
1856,22.5024626636
1857,21.7907079042
1858,21.7410257543
1859,22.4360967965
1860,21.9084193353
1861,21.8365579428
1862,21.8002202841
1863,39.7133690893
1864,39.7280191691
1865,22.6969219266
1866,39.5196505146
1867,39.6929119903
1868,38.7820778285
1869,39.0167866393
1870,22.2291509365
1871,22.3341897262
1872,21.7579941906
1873,26.1176712481
1874,22.3373440977
1875,22.6401903748
1876,39.1812269224
1877,39.9328051634
1878,39.7374209033
1879,40.020581807
1880,40.0037851983
1881,39.591030545
1882,39.9753342359
1883,39.9561410472
1884,39.9355341575
1885,39.9167945895
1886,39.8998338487
1887,39.8289127526
1888,39.5391439255
1889,39.7885724952
1890,39.8203013693
1891,39.7974177561
1892,39.7836302685
1893,39.7757048676
1894,39.7629880016
1895,39.7495834599
1896,39.6110128838
1897,22.4647743578
1898,22.0616217311
1899,38.858722114
1900,28.0401837133
1901,39.6633430255
1902,39.6431633367
1903,39.6391661576
1904,39.6218226638
1905,39.552241058
1906,39.5932889918
1907,38.7521127274
1908,25.5509780611
1909,21.7207145046
1910,21.956502454
1911,25.6589428069
1912,39.3852208206
1913,39.4912189976
1914,39.414146185
1915,39.3627961185
1916,39.3700027827
1917,39.4254065578
1918,39.4222169312
1919,39.4079910223
1920,38.1246563589
1921,38.4054404931
1922,37.7901714649
1923,22.3321895561
1924,22.2129844963
1925,21.9328421402
1926,22.0964504443
1927,21.8671831144
1928,21.9331367692
1929,22.4869743203
1930,38.308008209
1931,38.3016388509
1932,21.9434642906
1933,21.891990027
1934,21.5787601933
1935,21.7552059066
1936,21.5714145305
1937,21.8460495607
1938,21.4669333771
1939,21.845617431
1940,21.5689073514
1941,21.4550769683
1942,21.459805425
1943,21.419840385
1944,21.4220965618
1945,22.0960781404
1946,21.5411244375
1947,21.4412000343
1948,21.483540377
1949,21.736046242
1950,35.3365630674
1951,22.08150486
1952,21.6868658417
1953,22.7695424175
1954,22.5512241729
1955,38.0993412139
1956,38.082990297
1957,38.0995882633
1958,37.1361681323
1959,22.6081006864
1960,22.5267403441
1961,21.4144825864
1962,21.8249481487
1963,22.07130957
1964,21.7695951792
1965,21.5651372693
1966,22.0057031361
1967,22.4276509571
1968,21.9101565249
1969,22.0279463004
1970,22.0765854211
1971,21.8909276067
1972,37.6953118675
1973,21.9668262575
1974,36.3161174266
1975,35.095054483
1976,25.8315018808
1977,31.3875333705
1978,21.9562929537
1979,21.9749196096
1980,21.9798042493
1981,21.4497487119
1982,21.5574238211
1983,21.7539132928
1984,21.345949281
1985,21.5648784951
1986,21.7197458192
1987,21.5777930872
1988,21.6627064189
1989,35.7204582464
1990,36.9547159091
1991,22.3751421389
1992,22.1518638977
1993,21.4820003812
1994,21.4852492651
1995,21.3545710688
1996,21.5852708005
1997,21.6569884497
1998,21.9821993854
1999,21.5682759175
2000,21.5272279723
2001,21.2297617773
2002,21.4647877673
2003,21.1487423553
2004,21.2556580745
2005,21.1579095334
2006,21.156186989
2007,21.3164063104
2008,21.5948644313
2009,21.7818173305
2010,21.5281260133
2011,21.8011998166
2012,21.5050316123
2013,21.9586407554
2014,23.1083253647
2015,22.3975951435
2016,32.9837658678
2017,21.5580179367
2018,21.670949254
2019,21.5827676859
2020,21.8460162288
2021,21.8993979299
2022,21.8633077453
2023,21.8813511388
2024,22.2748164914
2025,36.4071407227
2026,23.0232855808
2027,21.710597195
2028,21.8385251054
2029,21.9384738985
2030,21.6468552669
2031,21.4864637984
2032,21.554703918
2033,21.6036121446
2034,32.4238415208
2035,25.0459410936
2036,22.0687237248
2037,22.3112990086
2038,21.3207162277
2039,21.6776563504
2040,21.9993332709
2041,22.9510099915
2042,38.4965183441
2043,38.6059100602
2044,38.5832439283
2045,38.5895580704
2046,21.5577784047
2047,38.0564610172
2048,38.4256798757
2049,38.5849859398
2050,38.5815400671
2051,38.575918029
2052,38.5612634689
2053,38.5513567184
2054,38.5521143542
2055,38.5442067863
2056,38.4847496673
2057,25.3468928606
2058,38.252370232
2059,38.388536069
2060,38.5025917948
2061,38.4572792593
2062,38.4513541526
2063,35.6276060932
2064,21.8750059191
2065,20.8233762338
2066,37.9551095799
2067,38.1311709769
2068,37.3235863175
2069,38.0210195773
2070,37.3135477588
2071,20.8924478601
2072,18.2284112162
2073,20.4609446927
2074,38.0188632173
2075,22.7857763857
2076,38.3336317938
2077,22.8013279734
2078,20.8584715565
2079,38.2433699048
2080,38.2054392016
2081,38.0814073378
2082,22.0470694775
2083,22.1899725673
2084,36.1778587248
2085,22.2038069924
2086,21.6586244344
2087,21.9942285236
2088,21.3214958459
2089,23.5558518427
2090,37.1268248061
2091,38.1040148338
2092,21.1563860718
2093,20.9951889706
2094,20.6712740661
2095,20.7794622399
2096,20.8009588917
2097,21.3834440537
2098,22.2015974269
2099,20.9660417817
2100,19.6868441405
2101,19.2229339693
2102,16.6994002728
2103,20.1915584122
2104,18.7262328317
2105,15.5000927929
2106,16.9600709244
2107,20.1522368264
2108,19.6326336895
2109,21.8158480787
2110,20.911323634
2111,19.3712375926
2112,19.1864731491
2113,19.6961720888
2114,20.9723259497
2115,20.1883016042
2116,17.5167238538
2117,20.0263452076
2118,20.3632741167
2119,21.0809824087
2120,18.4502008481
2121,19.0261031917
2122,20.3556587044
2123,20.6852722341
2124,21.909768046
2125,21.0027236453
2126,23.3735686569
2127,15.887437111
2128,20.8097609695
2129,20.1143007869
2130,22.0805799557
2131,20.1768707704
2132,18.5280206984
2133,14.8283962612
2134,20.0612545634
2135,35.4469377817
2136,34.7093974054
2137,35.4584011625
2138,36.5804760427
2139,37.8117760941
2140,22.79366654
2141,35.8993200166
2142,33.8819841495
2143,19.5399064845
2144,23.678442632
2145,37.7021036315
2146,37.7779131292
2147,37.7618520481
2148,37.4763980956
2149,37.7359834755
2150,37.7227024276
2151,37.6974233058
2152,37.685076654
2153,37.6650083745
2154,37.6528889825
2155,21.0173433112
2156,22.3231059233
2157,21.6023764886
2158,23.0120590675
2159,37.561714332
2160,21.7257435026
2161,20.5946370995
2162,20.3410995878
2163,19.6939707925
2164,20.6008849816
2165,17.5626797541
2166,17.5758105605
2167,17.1494598617
2168,17.5368226812
2169,20.1983961743
2170,16.6444863331
2171,20.6063827795
2172,20.9767091585
2173,20.4513671736
2174,19.6462137234
2175,20.9119211705
2176,21.1904541967
2177,20.1336444854
2178,20.7974454628
2179,18.3181733016
2180,20.9485936774
2181,16.2775536741
2182,25.7047091584
2183,21.1698488793
2184,30.5535323634
2185,21.1798691083
2186,22.0286658206
2187,29.8674842925
2188,21.1546193799
2189,19.9570720764
2190,16.7949350666
2191,21.4252767614
2192,28.9972471326
2193,21.3314635311
2194,22.1311600872
2195,21.3333994364
2196,25.4222297194
2197,27.3341945036
2198,21.1335266273
2199,21.3553538045
2200,21.1541019367
2201,19.2854301175
2202,21.5643630871
2203,21.4010222889
2204,21.6856740509
2205,20.2838113952
2206,15.9824383283
2207,21.065744783
2208,20.9328346083
2209,19.1742177976
2210,21.4625657292
2211,19.2690907539
2212,21.3467399792
2213,26.0858614929
2214,21.6020223678
2215,21.0630869525
2216,28.100230906
2217,16.8827325021
2218,18.0999116278
2219,15.9247327372
2220,16.434701887
2221,15.3031328429
2222,18.3786843834
2223,19.4612155206
2224,18.3323702916
2225,19.3440981568
2226,16.6251033484
2227,15.6561041011
2228,15.6059443124
2229,19.1520865884
2230,21.878958777
2231,19.3564520382
2232,18.9201207555
2233,20.6082652432
2234,16.4173862112
2235,17.5071142566
2236,18.6364586904
2237,21.3289556821
2238,17.1376991092
2239,20.7341880299
2240,20.3243721168
2241,20.7014244883
2242,27.938377918
2243,21.9129739601
2244,20.2085746145
2245,20.7987447969
2246,21.1248181556
2247,17.5011306104
2248,19.385521132
2249,25.2893014253
2250,20.0942359666
2251,20.9016584352
2252,14.9757810141
2253,20.1579425538
2254,21.1177744635
2255,20.0131417028
2256,19.7831917345
2257,17.6322236251
2258,16.4923431147
2259,14.9777185044
2260,14.7413188069
2261,19.7403653256
2262,14.6923639148
2263,16.6917804598
2264,14.6598804195
2265,15.1698564567
2266,20.6325212647
2267,17.6096775672
2268,16.4145605418
2269,20.217081973
2270,20.4517388551
2271,19.5819014199
2272,20.8736782086
2273,20.2172273069
2274,20.3470302692
2275,17.0910968083
2276,21.8360772124
2277,21.3520129657
2278,21.0473865076
2279,20.5750872887
2280,14.5105974017
2281,14.492139376
2282,16.0216416914
2283,20.9738875998
2284,29.3237534148
2285,22.2311772588
2286,17.960051459
2287,22.7325700381
2288,21.600014048
2289,15.4072718847
2290,22.6987941342
2291,21.8531856798
2292,34.1018482537
2293,14.5232933198
2294,30.1654345056
2295,30.1479885031
2296,30.8009129297
2297,14.8474434309
2298,30.9985907128
2299,31.3204893491
2300,32.686223236
2301,34.3157760661
2302,31.735186954
2303,15.0484407158
2304,14.5408186105
2305,21.5152628935
2306,33.4239763995
2307,28.9253530777
2308,22.4737127849
2309,20.4859025001
2310,33.1322264041
2311,30.6541980978
2312,18.8856803736
2313,22.9252325854
2314,30.1022308873
2315,33.080170923
2316,32.8486536411
2317,33.8846363109
2318,32.5727856455
2319,33.8674609943
2320,33.8404460852
2321,33.7798637893
2322,33.7294816906
2323,33.5772185861
2324,32.6385588705
2325,33.7035438552
2326,33.5723851145
2327,33.6551848248
2328,33.6292421697
2329,33.603121615
2330,33.5771148687
2331,33.5507412096
2332,33.5252873555
2333,33.4991705906
2334,33.4657729087
2335,33.4484139682
2336,33.2361127751
2337,33.3774225856
2338,33.370741313
2339,33.3458696247
2340,33.3209595604
2341,33.2788777673
2342,33.2718211473
2343,33.2469629836
2344,33.2185359542
2345,31.5603359063
2346,32.9393521408
2347,32.9789801167
2348,33.1200363599
2349,33.0995104516
2350,32.9500774403
2351,31.9687572153
2352,32.9777563607
2353,32.9951055078
2354,32.9316290692
2355,32.785913298
2356,31.64468094
2357,31.8228803716
2358,32.8503041879
2359,32.7942984788
2360,32.8259208537
2361,32.8111032458
2362,31.1540583277
2363,31.5890463704
2364,32.3043315436
2365,32.3011420075
2366,29.1534971976
2367,32.2918345457
2368,22.6162937372
2369,32.1083486695
2370,31.4311694774
2371,32.3372203316
2372,28.6553301977
2373,31.5640889552
2374,32.3658220755
2375,32.4721698281
2376,32.4448689036
2377,32.4095111028
2378,32.3925577669
2379,32.2230954719
2380,32.3138299214
2381,31.9406091151
2382,32.029496483
2383,31.4992831498
2384,29.8514070576
2385,32.2170784856
2386,32.197423466
2387,32.1795063371
2388,32.1521871927
2389,32.123761009
2390,32.0935885305
2391,32.0533603682
2392,32.0516991828
2393,32.0367834379
2394,28.6606811507
2395,31.785640229
2396,29.6747061436
2397,31.4521870473
2398,21.3792312234
2399,22.5828557931
2400,14.750737669
2401,26.5928944273
2402,20.2099416926
2403,26.4614217581
2404,25.4386063011
2405,25.6467879617
2406,27.1101520398
2407,26.7264803942
2408,21.5600328107
2409,21.669917364
2410,23.8615024399
2411,27.0466929846
2412,18.6356980685
2413,18.3742787031
2414,15.2778843055
2415,26.5985475737
2416,14.7020652886
2417,14.635524853
2418,14.5570976297
2419,18.3736225436
2420,26.9728334463
2421,24.2196546238
2422,26.81215546
2423,21.5830327511
2424,21.1519596938
2425,21.5526334878
2426,15.4275292802
2427,25.9926709929
2428,16.0301307502
2429,15.1194615399
2430,22.6715830763
2431,25.8902416501
2432,16.0285305654
2433,25.9843321517
2434,26.7285030834
2435,26.7920547992
2436,22.7269195375
2437,22.7251901106
2438,21.4658555489
2439,23.7309323482
2440,20.2684553879
2441,14.8240636832
2442,14.417014661
2443,18.584153861
2444,14.1939162472
2445,14.5836150144
2446,21.4266533074
2447,14.7868716972
2448,14.0377725891
2449,14.5794209355
2450,15.6243222859
2451,16.5805052153
2452,16.8607226258
2453,19.1865070283
2454,14.7780202264
2455,15.0056017868
2456,14.4237559326
2457,13.9935752733
2458,14.1417627223
2459,14.0096349623
2460,14.7605189805
2461,14.0457114925
2462,19.9378716605
2463,21.4871187985
2464,15.1880511549
2465,21.5644205744
2466,15.4941791739
2467,20.4085206109
2468,16.0102862441
2469,19.3221274331
2470,14.1648537542
2471,15.5333304592
2472,14.4192373523
2473,17.9107570775
2474,16.1814518666
2475,26.0255125168
2476,26.4181448679
2477,20.857382161
2478,15.73218752
2479,25.4409155408
2480,26.0293517772
2481,25.6782429321
2482,24.8438901217
2483,19.7124831749
2484,20.7519932793
2485,16.3509596715
2486,20.3243640372
2487,15.5238457406
2488,14.1348366549
2489,14.0962456887
2490,13.9905674513
2491,13.9384282289
2492,13.9724879866
2493,13.9298303368
2494,14.2751336381
2495,13.9325751858
2496,13.960946289
2497,13.9209285415
2498,14.6340278853
2499,17.1994058922
2500,15.3538940525
2501,14.0462622292
2502,21.5850503713
2503,14.8771873154
2504,13.909534558
2505,14.2550206033
2506,14.2176322631
2507,13.9101303636
2508,14.1901461558
2509,14.7135293277
2510,16.0291653052
2511,16.2173644963
2512,21.3886931483
2513,19.2045167564
2514,21.1650833382
2515,16.8899648617
2516,20.1591758759
2517,15.8009394256
2518,14.6680436067
2519,14.4131838366
2520,13.2972811891
2521,13.2138954656
2522,13.2053691968
2523,13.2517161166
2524,13.2037525998
2525,13.1990619967
2526,13.28273415
2527,13.7896567038
2528,13.8080845286
2529,13.4002300363
2530,13.37294635
2531,13.224898826
2532,13.4204753736
2533,13.3650444892
2534,13.3764554046
2535,13.3771842698
2536,15.1778649065
2537,13.9654374722
2538,14.103037836
2539,13.4403537947
2540,13.1719427024
2541,13.7918535067
2542,13.9357941508
2543,13.3626917026
2544,13.4703727868
2545,13.9787332545
2546,13.3897820994
2547,13.5610671899
2548,14.1730460413
2549,20.6889734395
2550,13.5655362791
2551,14.2915746268
2552,14.1080643434
2553,21.1593990138
2554,16.1810099679
2555,14.2842700971
2556,19.5765260399
2557,29.4375409878
2558,14.4226474989
2559,15.4552026931
2560,20.5298423588
2561,21.9198355144
2562,16.1463485687
2563,13.9833321648
2564,13.7281320607
2565,14.0146871254
2566,14.6989740168
2567,13.9957005091
2568,13.1722483208
2569,13.8374270726
2570,13.8139727869
2571,13.1468696491
2572,13.7459415182
2573,13.7416483997
2574,13.4761239472
2575,13.1332379597
2576,13.1626807538
2577,13.1109836166
2578,13.7775442306
2579,14.1031067545
2580,14.14135957
2581,13.4380855475
2582,13.7116478315
2583,13.7995990478
2584,18.5692893508
2585,14.0010164404
2586,13.5232371949
2587,14.0118331182
2588,13.6431412125
2589,14.1157510117
2590,13.354462693
2591,14.5586690022
2592,13.99252485
2593,13.8432196628
2594,13.9101794915
2595,13.3416830799
2596,13.7610698282
2597,13.7019085353
2598,13.7219453221
2599,13.4541238419
2600,13.1851752728
2601,13.239630558
2602,13.332730159
2603,13.7076913532
2604,13.0749893564
2605,13.2332852694
2606,13.0672900597
2607,13.8259672541
2608,13.0434243582
2609,13.1569698356
2610,13.1206493536
2611,13.3460714913
2612,13.8549188182
2613,13.6824103129
2614,13.0946426284
2615,13.3228341611
2616,14.0121661441
2617,13.7907799105
2618,13.9748047456
2619,13.8092590941
2620,13.837658861
2621,13.432015213
2622,13.2441952829
2623,13.5759294185
2624,13.7441836669
2625,15.3577567145
2626,14.0901573363
2627,14.0353018102
2628,19.9380456083
2629,28.2014123148
2630,14.6617972595
2631,21.0402148251
2632,14.0897913268
2633,13.9402210466
2634,14.0336942423
2635,14.1826019596
2636,17.8033471096
2637,13.8693352487
2638,13.928779247
2639,13.8713218834
2640,13.1523497819
2641,13.1603172653
2642,13.6626348364
2643,13.8126383839
2644,13.7108912115
2645,13.5244840677
2646,12.9570664055
2647,13.1535592833
2648,13.0556097751
2649,13.534691619
2650,13.6458946346
2651,13.7234750339
2652,13.7282070629
2653,13.6195257603
2654,13.6897231513
2655,13.7989239968
2656,13.5634041241
2657,13.8093584797
2658,12.9720823786
2659,12.9229503869
2660,12.9159238167
2661,12.933710767
2662,12.9116113368
2663,12.9089869532
2664,12.9067080709
2665,12.905149372
2666,12.9021662592
2667,12.8998860596
2668,12.8976162367
2669,12.8953485037
2670,12.9284222759
2671,12.8971937946
2672,12.8972393062
2673,12.8886932239
2674,12.8867658537
2675,12.8922387956
2676,13.6196151971
2677,12.8792748193
2678,12.875001278
2679,12.8729714303
2680,12.8706396847
2681,12.8688575
2682,12.8759895736
2683,12.8647075491
2684,12.9733120441
2685,12.8893230172
2686,12.8569780411
2687,12.8547483525
2688,12.8524853791
2689,12.8502265967
2690,12.8484054911
2691,12.8457310228
2692,12.8435554491
2693,12.841229785
2694,12.838992694
2695,12.8416239816
2696,12.8350526468
2697,12.9298253992
2698,13.1013083531
2699,13.1604520792
2700,13.2359181466
2701,13.7851312212
2702,13.6827780624
2703,12.8929541566
2704,13.0998429704
2705,13.9018572916
2706,13.517396067
2707,13.7204410745
2708,12.824036616
2709,13.8068845387
2710,13.4948406277
2711,13.6127747183
2712,12.9305722947
2713,13.6534885391
2714,16.6930678891
2715,14.2022349013
2716,14.6921776351
2717,13.9286870851
2718,14.4424317642
2719,13.5423339222
2720,13.5976369804
2721,13.6829008871
2722,13.6920135986
2723,13.0688351123
2724,12.9637931853
2725,13.4597742272
2726,13.7989579304
2727,13.1291237471
2728,13.7440346742
2729,13.3010282682
2730,14.0796345911
2731,13.905906979
2732,14.9041986242
2733,22.2305696189
2734,20.0247852075
2735,13.7696622551
2736,13.926824722
2737,13.8124500813
2738,20.3065276056
2739,13.9863727477
2740,14.2419659454
2741,13.6022060719
2742,20.4510034324
2743,21.7223907514
2744,13.9081553766
2745,13.1586510089
2746,13.8257778031
2747,27.5129124392
2748,21.7634182234
2749,13.3742917961
2750,13.5183549718
2751,13.81861888
2752,13.413608656
2753,12.8104463093
2754,13.8029231349
2755,15.6945982951
2756,20.9878396584
2757,28.7979812304
2758,28.6150667479
2759,28.8713860401
2760,26.6264051653
2761,26.0358174862
2762,16.1565845325
2763,20.4189542664
2764,28.5524441145
2765,28.472921529
2766,28.3694374427
2767,28.5101004828
2768,28.5322573602
2769,26.0355655593
2770,17.1972786171
2771,19.7630556395
2772,13.9393548227
2773,13.7969012763
2774,13.7454193462
2775,13.9596339541
2776,14.6230151377
2777,28.0149927137
2778,22.5094269245
2779,27.9566270029
2780,20.5500172212
2781,22.4673729498
2782,27.6402051585
2783,13.7341196516
2784,13.5105311947
2785,19.2412747551
2786,27.0801151757
2787,26.4274592218
2788,25.7518512064
2789,20.8596424397
2790,13.6679821482
2791,12.7453687713
2792,13.5840031525
2793,14.2266001175
2794,13.6601913695
2795,13.8654635066
2796,13.4143138705
2797,13.4542947564
2798,13.1012031161
2799,12.6599146222
2800,12.64336337
2801,12.6432632176
2802,13.4270576269
2803,13.0932334861
2804,12.7108215303
2805,12.6374431563
2806,12.6333243989
2807,12.6296093879
2808,12.6277132878
2809,12.6258259062
2810,12.6277137057
2811,12.6222076134
2812,12.6209850593
2813,12.6209403911
2814,13.389728238
2815,12.6143107681
2816,12.614876816
2817,12.6104027379
2818,12.6101080683
2819,12.608063888
2820,12.6246256009
2821,12.6029577142
2822,12.6118651633
2823,12.671171663
2824,12.6800600836
2825,12.7865334724
2826,12.6544955001
2827,12.5970311835
2828,12.6943334314
2829,12.7558079332
2830,13.8993145187
2831,13.7956993932
2832,12.6142314899
2833,12.5808505762
2834,12.6380127494
2835,12.576459863
2836,12.5916133848
2837,12.6202121544
2838,12.5687669155
2839,13.0396976955
2840,13.2337332348
2841,12.6807223344
2842,13.3557926401
2843,12.5590191811
2844,12.5578299121
2845,12.5537802209
2846,12.5519979928
2847,12.5598807368
2848,12.5476216378
2849,12.6556022761
2850,12.9890620738
2851,12.5433903103
2852,12.5941381604
2853,12.5945785836
2854,12.5662794297
2855,12.534766725
2856,12.5303353241
2857,12.6259283514
2858,12.7778487949
2859,13.2063429666
2860,12.5350095454
2861,12.6285087081
2862,12.6342883536
2863,12.515243482
2864,12.6201164464
2865,12.5548917004
2866,12.5109131075
2867,12.5063060954
2868,12.5045033756
2869,13.5477400515
2870,12.4995184733
2871,12.497107521
2872,12.6009989383
2873,12.5015951018
2874,12.9383383371
2875,13.5503738679
2876,12.7629767835
2877,13.7184483416
2878,13.360249149
2879,13.7555862842
2880,13.6998041382
2881,13.7081802508
2882,28.086621129
2883,21.793540283
2884,13.7474887513
2885,17.6742627391
2886,15.6671361496
2887,19.7948475262
2888,20.4855046387
2889,13.1364071401
2890,22.1117715812
2891,13.5310125537
2892,15.3074354713
2893,15.3552599018
2894,13.5145273222
2895,15.5696013832
2896,14.1440018729
2897,14.1643395187
2898,12.6296591456
2899,13.3476592052
2900,13.8362714672
2901,12.7939248567
2902,12.6139553309
2903,13.7056664608
2904,13.3236292361
2905,14.7230726327
2906,13.3988706446
2907,13.2241525514
2908,14.1548270372
2909,13.6986661995
2910,22.0388821985
2911,13.8626313273
2912,13.1545416527
2913,15.7815816787
2914,13.6041697979
2915,14.0801049612
2916,13.2133850962
2917,13.3069394511
2918,13.1594347942
2919,13.6103583831
2920,13.6368756054
2921,13.9503036176
2922,12.7707765792
2923,12.3158388177
2924,12.3473769265
2925,12.4289696138
