HOUR,HP_D
1524,75.4797502414
1525,77.7249629711
1526,77.9566622018
1527,81.7022394243
1528,84.5081756001
1529,77.8561469643
1530,81.4210129989
1531,83.4105638099
1532,82.6657288975
1533,78.2087969759
1534,78.7690045536
1535,82.049651407
1536,83.2500159135
1537,84.4510362552
1538,79.5549588766
1539,83.1365713958
1540,85.3555497975
1541,83.8554995361
1542,87.1583435221
1543,83.4813394043
1544,82.3800551188
1545,83.7402519704
1546,85.2101744106
1547,84.7006051366
1548,83.2493508789
1549,82.7407637886
1550,85.4284931556
1551,86.0680723866
1552,84.6420043535
1553,81.6047027271
1554,82.694835415
1555,78.2568280628
1556,79.7503260348
1557,78.3204056697
1558,80.622719084
1559,82.6074603363
1560,81.3886945511
1561,85.78353577
1562,86.1243886911
1563,89.9319594819
1564,89.8370925474
1565,79.1493324341
1566,79.7106651041
1567,87.061973774
1568,84.0819612511
1569,88.1307082481
1570,92.5486505648
1571,86.1842435024
1572,78.7859407734
1573,87.2077638038
1574,82.2467841823
1575,81.2066626824
1576,81.4199256431
1577,80.5620473946
1578,81.8659699381
1579,79.5011995729
1580,77.5527549143
1581,76.2013958216
1582,77.4680993525
1583,75.8723701909
1584,76.3719327179
1585,76.357692807
1586,76.451814956
1587,78.5534006703
1588,78.1778872774
1589,83.0344188975
1590,84.3154303984
1591,87.3236559477
1592,77.4967201411
1593,75.7308770375
1594,79.3304957407
1595,80.7744169539
1596,81.4428656972
1597,82.5123024195
1598,75.9029275755
1599,77.2615230817
1600,86.7275574663
1601,80.170227362
1602,87.6393418684
1603,81.4656125292
1604,81.3967653651
1605,79.1646643137
1606,78.9757976533
1607,78.8830798012
1608,79.2727830557
1609,77.455315899
1610,77.8485727275
1611,79.3627894167
1612,76.1879573365
1613,77.9143501577
1614,75.7051985243
1615,77.0327570495
1616,78.3763398172
1617,82.5436524965
1618,76.8879918021
1619,76.5894622266
1620,76.3016576192
1621,79.3384895069
1622,78.070598979
1623,83.848042852
1624,81.7639894308
1625,79.197838817
1626,77.4806199757
1627,79.8832936136
1628,77.602331442
1629,77.2903818646
1630,79.3194661114
1631,85.971563699
1632,82.6741926483
1633,80.1236803976
1634,75.7840214457
1635,79.5640483057
1636,84.3940357101
1637,93.0063074043
1638,79.4915437939
1639,79.1937214024
1640,84.2137485753
1641,82.1299871766
1642,85.9483913418
1643,87.1827493366
1644,93.3537708087
1645,86.7187841686
1646,86.9979179476
1647,85.9487488825
1648,77.9350170086
1649,84.0835764554
1650,78.9716461078
1651,85.0032817166
1652,90.0932699906
1653,79.3941949258
1654,77.7202650247
1655,81.7376724205
1656,81.516680931
1657,79.2429897564
1658,78.2151826295
1659,75.6147767069
1660,76.6616693568
1661,79.2622690851
1662,84.8732187675
1663,78.6419686809
1664,79.7476699563
1665,76.6877426471
1666,90.3497220722
1667,83.0252597312
1668,78.2831590151
1669,83.6352946667
1670,80.3532427681
1671,84.2579493203
1672,75.7285877724
1673,78.4570041732
1674,77.9125478766
1675,79.4653087913
1676,77.4847491784
1677,80.1489025763
1678,78.6520819789
1679,79.5103339549
1680,81.5410310841
1681,59.8141042127
1682,84.7144371914
1683,80.6020357876
1684,57.5699740932
1685,77.9425567277
1686,83.8595766435
1687,81.1386498195
1688,84.1393327979
1689,82.4765228161
1690,85.0272103434
1691,83.5036355271
1692,83.4938467164
1693,85.6038499213
1694,84.918379399
1695,84.8281580319
1696,52.5423829783
1697,83.5192860172
1698,55.6510184651
1699,77.5656359754
1700,80.4737855498
1701,83.8022296122
1702,56.4235734709
1703,81.7055321151
1704,83.2112886847
1705,85.1505346465
1706,84.7568543237
1707,85.3533367198
1708,84.2221139161
1709,83.3431137224
1710,77.1307204968
1711,84.939520825
1712,77.3270974847
1713,81.0335356924
1714,83.5931390546
1715,77.3997941225
1716,85.1531273289
1717,85.9463736135
1718,80.4811909619
1719,85.3864155725
1720,78.2754795646
1721,78.0778726527
1722,83.5665634965
1723,60.4617590024
1724,80.5498794736
1725,80.0343011409
1726,78.0204685178
1727,60.1733785165
1728,77.4542543047
1729,56.6910343852
1730,81.9961457024
1731,77.1244307724
1732,77.9400479964
1733,83.3265053211
1734,77.1206910319
1735,58.4620170377
1736,51.3182663313
1737,56.8617756396
1738,77.9165016941
1739,83.6873626401
1740,82.5594648136
1741,77.3073048776
1742,71.7943880052
1743,78.4338397028
1744,77.6280076141
1745,78.9598656107
1746,59.1263490025
1747,57.9305458987
1748,51.5046485845
1749,82.782909274
1750,77.6125783051
1751,81.4618018568
1752,57.0282394301
1753,80.2061905338
1754,80.3800374606
1755,87.6355863586
1756,86.2671732395
1757,80.0645161671
1758,84.266566132
1759,86.2086277393
1760,87.1479145194
1761,85.1022419626
1762,82.5235651777
1763,85.0964148414
1764,87.7272417921
1765,80.0822076974
1766,80.0029826784
1767,83.6629065887
1768,81.9964888323
1769,85.8909506482
1770,87.0515115208
1771,87.5527057335
1772,87.7954518493
1773,87.7126945125
1774,87.6661558239
1775,86.1186622371
1776,87.3158629659
1777,86.1985554675
1778,87.7858939616
1779,87.5288387865
1780,86.8214791096
1781,87.053172806
1782,80.4325893874
1783,78.1983458291
1784,82.0119532814
1785,82.1728607544
1786,82.3164478487
1787,83.9619746123
1788,84.4962748047
1789,83.8481502138
1790,86.1289592566
1791,84.0251745404
1792,79.8978728199
1793,59.7694405002
1794,85.6824171686
1795,82.0200169311
1796,77.4515902603
1797,81.50911282
1798,86.4273104235
1799,87.303484803
1800,78.5373182081
1801,77.8497291249
1802,80.161769672
1803,84.5770193099
1804,58.931233109
1805,78.1602033653
1806,82.811729286
1807,78.2685913691
1808,78.87433058
1809,78.4139408964
1810,78.1918276544
1811,82.559831835
1812,85.1167615705
1813,87.5836043845
1814,86.218707112
1815,85.7793166537
1816,86.10665081
1817,80.2432923094
1818,85.3675155263
1819,88.0166615576
1820,85.1779370382
1821,85.7191159022
1822,86.3028552334
1823,85.8345062234
1824,88.0709382149
1825,83.068828403
1826,84.9215620595
1827,86.1874557506
1828,86.4410708533
1829,87.2966060972
1830,87.5498234977
1831,88.1438492637
1832,88.0065877166
1833,88.1111096842
1834,85.3233829819
1835,85.5770939642
1836,87.5420476124
1837,80.7290382282
1838,81.166437538
1839,85.7022511124
1840,85.930934
1841,82.8944054325
1842,86.6047594985
1843,86.5938767593
1844,78.1264856764
1845,54.2266041117
1846,85.5356340092
1847,76.3447341394
1848,81.6006346842
1849,84.7523529861
1850,86.4542853908
1851,85.2035178838
1852,84.1004732937
1853,83.8566943242
1854,86.7217121137
1855,82.9334335552
1856,87.8020256519
1857,88.2820559993
1858,88.3798207847
1859,88.3866951898
1860,84.9177881499
1861,87.4417100595
1862,87.6136635457
1863,88.1766213512
1864,87.3749362121
1865,85.5644552718
1866,86.3845691538
1867,88.3552024442
1868,84.2668504179
1869,82.7522052516
1870,81.1416078245
1871,77.8482414876
1872,86.277998753
1873,77.8513368407
1874,85.5067127795
1875,83.5313869234
1876,83.9291468468
1877,56.5888052802
1878,81.7598950529
1879,79.7635755425
1880,76.4333155526
1881,80.4066716963
1882,83.5271374835
1883,59.6912573136
1884,76.428757508
1885,58.4364179075
1886,77.4605747635
1887,78.9104587256
1888,78.4286266104
1889,81.1383883367
1890,82.421707804
1891,83.9594062035
1892,85.3702582899
1893,82.8356558503
1894,83.8905802204
1895,59.0299535197
1896,79.3756829789
1897,76.393387951
1898,78.5729960756
1899,85.8970645681
1900,78.9528365695
1901,79.074230945
1902,78.2998535181
1903,58.2286897389
1904,59.5054760448
1905,84.7122650793
1906,79.4763741602
1907,79.4728106729
1908,61.1717950493
1909,63.0463223901
1910,88.4159693652
1911,88.5406484762
1912,83.9118968967
1913,81.1442522498
1914,85.4382141681
1915,79.1543831061
1916,60.9570826795
1917,76.1410278721
1918,83.5445095347
1919,58.5403566397
1920,81.5449584833
1921,84.3105906776
1922,78.8478886112
1923,59.237109279
1924,78.4293222132
1925,59.3410742783
1926,60.7521003941
1927,78.0945750793
1928,82.8366825662
1929,76.0779579416
1930,60.6256218841
1931,76.4356352411
1932,79.5268810212
1933,85.1933500946
1934,60.0403726441
1935,79.2795362271
1936,56.7738129272
1937,56.4131372627
1938,55.701555967
1939,56.7176471604
1940,57.9710228464
1941,55.2847723543
1942,60.7188088556
1943,65.2468391671
1944,55.2554480614
1945,55.2507697819
1946,55.5528849798
1947,57.9661126492
1948,56.3215789518
1949,58.5672343569
1950,55.6213228516
1951,59.842617905
1952,55.6355943306
1953,55.7135402461
1954,55.7172959363
1955,55.7595254724
1956,55.7745674496
1957,55.8240039948
1958,59.4586589573
1959,55.9440056012
1960,56.5192146522
1961,56.2444921365
1962,56.057456631
1963,57.8910816723
1964,58.0203002541
1965,56.5232931393
1966,74.4136360782
1967,83.8381197774
1968,79.3744166896
1969,79.2160185381
1970,89.3305353282
1971,79.4709399451
1972,87.7957358593
1973,79.6387905077
1974,79.1589809063
1975,84.0213538601
1976,87.6885009475
1977,85.5380455378
1978,88.7296207994
1979,86.9908479672
1980,88.0759283929
1981,86.4109601146
1982,87.2652104371
1983,78.5069537745
1984,86.373299462
1985,87.6909811049
1986,78.8338107633
1987,85.5087388969
1988,82.4082141228
1989,62.7193028894
1990,58.2622365351
1991,59.7845166768
1992,78.8676876683
1993,78.5058034361
1994,58.7461973573
1995,78.549716352
1996,56.924480681
1997,57.1016018446
1998,80.1725766326
1999,57.3990595233
2000,78.2759256181
2001,78.4197368896
2002,79.6933573167
2003,60.2268752715
2004,58.6731692365
2005,58.1134321799
2006,57.3139194711
2007,61.7980931409
2008,79.0348354164
2009,83.9536345999
2010,85.8878137456
2011,75.40480897
2012,84.5440999856
2013,86.4342287857
2014,83.5161770545
2015,61.1779121427
2016,59.6837145139
2017,61.2099362511
2018,87.172264528
2019,80.0475340664
2020,76.9026332906
2021,75.7506015085
2022,76.6256034693
2023,79.0367621282
2024,87.0421809673
2025,86.383390241
2026,89.9778863395
2027,89.9887240351
2028,89.6658229785
2029,87.8327028406
2030,89.9602826478
2031,81.4415694674
2032,88.7512852929
2033,89.741206657
2034,88.5581569981
2035,86.9422636048
2036,87.3994967106
2037,86.1388343399
2038,90.0788412958
2039,84.5097742733
2040,82.5362722861
2041,89.2774759722
2042,96.0417978483
2043,90.7451894765
2044,90.4935049308
2045,91.7897250767
2046,84.0811553782
2047,77.8382268666
2048,84.7742567811
2049,81.1746963914
2050,85.8578742658
2051,81.5136861184
2052,86.5383181739
2053,85.9440792679
2054,92.1926397139
2055,84.7899049778
2056,86.7088314009
2057,87.9212095249
2058,81.0009980199
2059,80.4219940259
2060,80.1831088728
2061,84.1690522357
2062,82.480447445
2063,81.3507284077
2064,78.5616444431
2065,79.9724648613
2066,91.0878211361
2067,97.3029075513
2068,97.2415066227
2069,97.2042581945
2070,86.0611697666
2071,90.7807029594
2072,87.5829262218
2073,87.1442685874
2074,81.9223839053
2075,80.9350013067
2076,82.7963047132
2077,80.3140307172
2078,87.9635801633
2079,87.1727915359
2080,89.7961367413
2081,87.5637592898
2082,87.9548482583
2083,79.7321040546
2084,81.3874699935
2085,82.0616943036
2086,82.4242709058
2087,81.4659217379
2088,83.9179629153
2089,90.2598746885
2090,91.6577960267
2091,82.197647539
2092,80.0004178197
2093,90.16860283
2094,89.9044170389
2095,80.6119405334
2096,81.513987779
2097,79.5169937046
2098,80.6253801885
2099,79.6722773743
2100,77.8805559938
2101,80.0368314425
2102,82.9253101224
2103,81.4591225734
2104,82.3977185955
2105,81.528566584
2106,84.7864353526
2107,84.1196709805
2108,89.7630123053
2109,96.2326971262
2110,92.25499999
2111,97.7390532162
2112,97.7313822919
2113,97.7524619155
2114,97.5141338077
2115,89.8795054855
2116,92.8640411949
2117,82.2195500398
2118,97.0760184309
2119,97.2632412979
2120,88.7776746743
2121,82.0635828178
2122,77.8302473007
2123,89.8215927238
2124,83.3249230357
2125,90.4700955124
2126,81.5551000548
2127,82.3869692317
2128,83.5023654833
2129,80.9362440732
2130,80.8797788855
2131,80.126803432
2132,83.9603496373
2133,79.9553860598
2134,88.0684221335
2135,85.3427923406
2136,82.0697009092
2137,85.5260806578
2138,83.0276007951
2139,90.5597137984
2140,88.9711940532
2141,90.5569175511
2142,80.6487567635
2143,86.2592901345
2144,89.8392613582
2145,88.7574935629
2146,79.6654316254
2147,82.8237297593
2148,77.9047321667
2149,78.8295042308
2150,80.1253994329
2151,80.0231417192
2152,85.661243102
2153,78.0441090789
2154,83.0062712317
2155,84.254865915
2156,80.7451989362
2157,79.6886628846
2158,82.2107112688
2159,86.3546092506
2160,86.3349481206
2161,87.7076922809
2162,86.1680966491
2163,90.9610900559
2164,91.6616461007
2165,90.4006790021
2166,89.9832347943
2167,86.1426349102
2168,88.855227381
2169,80.81478087
2170,90.6001785065
2171,89.1790002033
2172,79.6079311987
2173,85.4340918027
2174,89.7920199394
2175,67.2817551761
2176,89.495394776
2177,88.121376723
2178,87.6017803712
2179,88.5545932717
2180,88.8291843358
2181,85.7824940381
2182,87.4764602558
2183,85.6639407156
2184,90.6205945808
2185,91.7923210236
2186,90.1511083663
2187,90.2900916953
2188,90.4930408208
2189,90.0796883943
2190,88.4213303081
2191,80.440952479
2192,85.8444826727
2193,90.4822661673
2194,64.4535396109
2195,90.6099690651
2196,91.615484992
2197,92.0060870297
2198,91.6254065748
2199,92.1215064306
2200,92.1656133696
2201,87.6999376955
2202,89.4742831085
2203,91.2012570264
2204,65.0107789455
2205,86.7636263582
2206,85.5360408352
2207,88.0717844867
2208,90.2206734768
2209,89.797341106
2210,90.1202795408
2211,82.0339122067
2212,89.1546455647
2213,85.4754306872
2214,80.6845803225
2215,79.7080841591
2216,85.4403617654
2217,90.6537405597
2218,88.77386635
2219,79.9814671667
2220,89.1067297982
2221,89.158808468
2222,80.6620308513
2223,88.4457079551
2224,87.3905488261
2225,86.7414321421
2226,88.798948264
2227,91.1513342562
2228,86.093682512
2229,84.5352977136
2230,87.6957063314
2231,80.2231675322
2232,87.3235604889
2233,88.0547635392
2234,62.2353795679
2235,84.8698170336
2236,88.8381679871
2237,88.6190580886
2238,86.2411567984
2239,82.7226763269
2240,80.4656610762
2241,84.8296396104
2242,65.8015422489
2243,78.4690779525
2244,80.5325795491
2245,88.149124766
2246,90.2967448378
2247,82.6005536195
2248,87.5285097555
2249,79.9423476722
2250,91.9085565692
2251,89.3100087367
2252,88.584546501
2253,84.2767504837
2254,78.8201295104
2255,78.3432021028
2256,86.3966058514
2257,69.2209952538
2258,81.2477574432
2259,63.7513007658
2260,70.8145804781
2261,63.6290900769
2262,62.6868639655
2263,87.1546534586
2264,62.9319554376
2265,70.3744686557
2266,81.0675307665
2267,79.6705851093
2268,62.5572411357
2269,68.6388632544
2270,66.1527978763
2271,64.631276228
2272,81.6189762703
2273,79.9649844481
2274,86.3366530476
2275,91.046201587
2276,68.3712704635
2277,86.0752384665
2278,69.749367051
2279,81.9720455271
2280,90.2828589386
2281,81.0706479314
2282,89.075844815
2283,82.6112670963
2284,81.5746650487
2285,92.5252736717
2286,85.7485560757
2287,89.0082865973
2288,89.8087211496
2289,86.8695762193
2290,82.1888681816
2291,88.5551572151
2292,86.3582347833
2293,81.4608547928
2294,89.0564295398
2295,89.705620485
2296,69.8499761948
2297,90.6796921255
2298,91.2926388594
2299,88.500353912
2300,92.0129526109
2301,86.1709538793
2302,91.3893119419
2303,91.9169011018
2304,84.8292606896
2305,90.3113895341
2306,86.4987787041
2307,89.9060488428
2308,91.8437477117
2309,81.1307159494
2310,86.3182638859
2311,65.5002485379
2312,66.7672267847
2313,64.2794837732
2314,80.2203583189
2315,80.9781218396
2316,83.0469863847
2317,85.4148736043
2318,71.5230776643
2319,81.8115549408
2320,83.7709890046
2321,81.319277959
2322,91.054352722
2323,86.8229562603
2324,82.9082807971
2325,85.5404465774
2326,89.3091930003
2327,85.4950886895
2328,90.802252542
2329,91.8423703198
2330,89.7545783317
2331,92.5550427118
2332,87.9659046555
2333,90.2458607836
2334,82.1785083466
2335,81.1737955132
2336,86.1605869539
2337,79.2788791779
2338,90.4172384465
2339,86.3878591093
2340,92.0644489206
2341,92.8482923232
2342,91.027624694
2343,90.8929254335
2344,92.7888899755
2345,92.1558885787
2346,88.4284071662
2347,92.4139518263
2348,89.0843915795
2349,91.1441169784
2350,93.2692653511
2351,92.6624919994
2352,90.8139734711
2353,81.2281370485
2354,73.0979927624
2355,68.5841970755
2356,81.928748981
2357,65.5898804989
2358,72.1341066055
2359,80.8853017775
2360,80.2054541282
2361,66.4702513846
2362,64.9165167988
2363,67.5665266205
2364,89.5163621136
2365,83.2931405844
2366,71.5120385442
2367,90.2535745799
2368,71.0686089776
2369,72.7822491556
2370,81.5644088965
2371,70.8963884872
2372,71.3233717984
2373,73.5997133846
2374,67.1501004252
2375,70.3284873033
2376,69.08355691
2377,70.3517202962
2378,81.688214743
2379,71.5506257078
2380,68.5267729455
2381,80.6241462734
2382,81.6211832622
2383,81.8393407774
2384,66.1849015731
2385,68.7679893881
2386,68.0027078636
2387,65.2698635896
2388,68.9680800846
2389,78.5537430094
2390,81.3271388558
2391,88.2708000969
2392,85.8169569883
2393,82.6055420509
2394,82.6856256213
2395,71.6420058532
2396,72.8450951491
2397,73.6288924397
2398,77.715311476
2399,70.1631881631
2400,82.3379696828
2401,82.4547201367
2402,91.8150604948
2403,83.042001526
2404,79.1518158062
2405,84.2426769554
2406,91.2454565426
2407,72.483614095
2408,71.6611464752
2409,88.9427775074
2410,81.9615708895
2411,82.0002250131
2412,90.5458827776
2413,81.5796844361
2414,89.8129010458
2415,83.4648056633
2416,91.1202693682
2417,65.9865140468
2418,80.9740292336
2419,75.5955113723
2420,74.1019050955
2421,71.7338305555
2422,66.2745123273
2423,87.6942592608
2424,72.6803191995
2425,91.89986148
2426,80.6448884664
2427,79.5020969422
2428,81.666614917
2429,71.8695424353
2430,92.6629392035
2431,92.5680225747
2432,93.0400317396
2433,91.4889481243
2434,84.9164335986
2435,92.7181885636
2436,92.9505716521
2437,91.1739524675
2438,92.1928469773
2439,90.3734321893
2440,93.0622608313
2441,95.0454562206
2442,95.0013100794
2443,91.2215315912
2444,94.901109983
2445,94.909812329
2446,94.8566800658
2447,94.9702259453
2448,91.8914041405
2449,93.6376689266
2450,94.0638876395
2451,90.2275221964
2452,93.209879461
2453,92.9533276173
2454,95.1483273297
2455,94.3607948511
2456,91.8853855936
2457,95.1274461702
2458,92.5207793763
2459,95.181369416
2460,94.3863819392
2461,94.073235753
2462,82.3500626272
2463,92.9763293182
2464,89.922773683
2465,93.0598925451
2466,79.5003743746
2467,93.8104818704
2468,91.4780638942
2469,93.0862404225
2470,89.689774437
2471,84.6364704495
2472,88.392090126
2473,86.7775855178
2474,90.0870367448
2475,79.6755903083
2476,82.8496499697
2477,86.7288645397
2478,91.0894581103
2479,92.8258324691
2480,92.3330432464
2481,88.7776695586
2482,83.3192256848
2483,91.4558861584
2484,90.1135941225
2485,77.9832730255
2486,92.286281246
2487,90.8314454253
2488,87.0327559294
2489,92.8429377887
2490,91.3534880107
2491,74.0754936976
2492,90.9124887841
2493,91.9548325465
2494,89.7964594024
2495,84.6633453762
2496,82.1563179329
2497,82.5359505604
2498,88.9425661308
2499,87.1897369176
2500,92.0223355003
2501,91.3903068133
2502,90.4447869203
2503,83.7357624354
2504,82.0159724914
2505,73.0110231597
2506,82.4826026016
2507,83.0773989465
2508,84.3156572638
2509,72.6945434865
2510,84.4121919094
2511,89.2573848226
2512,83.4005733363
2513,79.4766864908
2514,82.3408336848
2515,91.4719348506
2516,93.7567305521
2517,90.0211562075
2518,82.1354313059
2519,91.8562614449
2520,82.1229746417
2521,81.7592934807
2522,73.5682196302
2523,69.5723367199
2524,69.9744039337
2525,87.1222415531
2526,82.8234957313
2527,79.2954519764
2528,92.7606250971
2529,88.8158255936
2530,91.68747679
2531,87.8820081071
2532,74.6433601444
2533,79.4939549612
2534,81.0867309147
2535,81.6847664899
2536,91.3979092951
2537,83.4358731045
2538,85.1204455148
2539,82.7034021591
2540,90.9317591517
2541,91.7805732256
2542,92.7363797221
2543,87.4566739364
2544,90.6754621464
2545,84.202651424
2546,72.6437881657
2547,75.1172540114
2548,91.6557138458
2549,90.9835801785
2550,83.3163583882
2551,69.3823708456
2552,72.7621452178
2553,84.2162406891
2554,73.5107911345
2555,92.6621192691
2556,74.1455480431
2557,89.8218216944
2558,91.6723858792
2559,81.1986608688
2560,79.9433574512
2561,81.39227563
2562,82.0730896376
2563,88.1903067805
2564,90.9985442788
2565,92.394508205
2566,83.8575624734
2567,82.436082233
2568,72.0466419389
2569,81.4654259308
2570,83.1648576502
2571,71.735379767
2572,70.1123335492
2573,70.9681268043
2574,91.706998723
2575,82.9647208768
2576,87.2689384646
2577,75.3670035592
2578,82.5639104012
2579,82.7640916173
2580,71.0227791432
2581,70.3538957591
2582,73.0510137967
2583,90.761909005
2584,79.6291673628
2585,70.1067302707
2586,83.4902742818
2587,86.7683433438
2588,69.2425410698
2589,89.5663286975
2590,82.6330326735
2591,82.2892937609
2592,84.9430365117
2593,91.2672894704
2594,75.6665137325
2595,76.0624978169
2596,73.155020671
2597,79.498534837
2598,71.2099148529
2599,83.5158399123
2600,92.2569905732
2601,90.567806769
2602,73.8906312078
2603,93.7190476237
2604,89.0757386306
2605,90.6684093256
2606,92.3286870935
2607,75.0147123016
2608,82.3741062741
2609,85.1153029234
2610,83.5154293126
2611,91.8129479894
2612,84.0035186295
2613,73.6415474584
2614,84.5981215599
2615,93.739595722
2616,96.3060315456
2617,93.5444718042
2618,92.3399125938
2619,85.3755864953
2620,82.5146735598
2621,87.2105970555
2622,84.6819287719
2623,87.2982580833
2624,89.7128122871
2625,87.5991789048
2626,73.0227300225
2627,86.2555460314
2628,70.628697011
2629,74.4316710958
2630,78.859097402
2631,94.3183675043
2632,73.2752826479
2633,90.3067286327
2634,95.6034257844
2635,90.6561393251
2636,82.1228941152
2637,83.9728859873
2638,83.0752313751
2639,74.1832906182
2640,86.8292337043
2641,80.1008197871
2642,83.3287936915
2643,90.9460829731
2644,90.969311492
2645,95.4480579267
2646,90.6757859759
2647,85.4925598401
2648,95.1854567177
2649,95.4838293582
2650,94.2339485323
2651,88.7843200225
2652,91.9242007223
2653,83.5649698355
2654,87.2180645252
2655,92.4483449664
2656,91.7285819228
2657,92.2497474673
2658,88.2586372498
2659,83.7791921055
2660,91.1863139834
2661,90.5700830421
2662,75.0023859669
2663,87.8354496092
2664,92.3440761077
2665,90.8912984841
2666,95.1406461267
2667,84.017846531
2668,94.4456353487
2669,96.5270558376
2670,91.2816689776
2671,79.7132693543
2672,87.6269235485
2673,93.7659803975
2674,91.9828108387
2675,84.6348776171
2676,93.8845745976
2677,88.5660600596
2678,81.8355317305
2679,81.7091655422
2680,75.7868989588
2681,74.7402218595
2682,82.2160421695
2683,70.208608048
2684,93.3274274196
2685,80.3711134327
2686,88.9544490104
2687,95.1246328076
2688,92.4985771718
2689,94.9489991926
2690,96.7518638318
2691,96.5962737591
2692,90.9968207172
2693,94.8431628284
2694,96.5038034799
2695,95.0532712932
2696,94.6857896857
2697,94.9304646285
2698,96.2822600567
2699,96.3422416022
2700,88.9638642337
2701,96.6151790691
2702,92.304883586
2703,95.2668760241
2704,93.8019138409
2705,95.3316319604
2706,93.0383600887
2707,83.3797870174
2708,93.2680417108
2709,75.9280422211
2710,94.7064065413
2711,74.565870934
2712,90.6061566154
2713,86.15096981
2714,87.551068452
2715,91.2667810907
2716,88.0478175943
2717,89.5819970755
2718,92.5964511297
2719,94.2458245178
2720,92.6509256873
2721,90.9539794171
2722,91.4046803775
2723,90.7960571984
2724,85.0538949434
2725,92.280752616
2726,83.3706411203
2727,95.0618874356
2728,92.9144912465
2729,85.1714296177
2730,88.8961123554
2731,90.2738096748
2732,82.9030317495
2733,70.6715769145
2734,75.9679664593
2735,70.7265628364
2736,74.278528776
2737,71.0441514049
2738,71.1591563478
2739,75.9271845576
2740,72.6583307836
2741,75.2369553069
2742,83.9055053682
2743,89.676725515
2744,84.9329034268
2745,74.9437866188
2746,74.4368312097
2747,76.7617192274
2748,79.6877530883
2749,73.2187912036
2750,78.9512355622
2751,74.4762226781
2752,80.136721257
2753,83.9467687113
2754,72.066419211
2755,75.3210966145
2756,75.8889833541
2757,73.7451342028
2758,76.835376292
2759,85.4378970768
2760,92.437171645
2761,82.7872741403
2762,95.6458356828
2763,78.8923561428
2764,74.6902517235
2765,75.7037570791
2766,90.0647776899
2767,83.9043116534
2768,91.437734917
2769,91.814178915
2770,84.5621232179
2771,76.2113891622
2772,80.3604720327
2773,74.9228160777
2774,73.9112616997
2775,78.587127612
2776,83.7187045894
2777,85.6644588104
2778,74.9979773761
2779,74.9889828257
2780,71.7722011651
2781,76.7660566421
2782,71.1908421218
2783,96.9488447394
2784,91.6082699504
2785,93.0106064075
2786,89.619797795
2787,93.4720166938
2788,82.6172051169
2789,83.856208396
2790,74.9023809926
2791,84.7747269441
2792,88.5252864275
2793,83.6319892893
2794,93.6153671359
2795,75.6505926298
2796,75.2859217094
2797,85.0159979313
2798,72.4894280853
2799,92.5132778121
2800,84.8803761425
2801,71.3287466126
2802,80.8619671381
2803,76.2062105822
2804,82.8343751614
2805,84.4891848825
2806,93.0892648912
2807,85.2536808319
2808,85.9474200375
2809,93.3957629753
2810,90.8215903579
2811,91.6313289121
2812,88.9414562311
2813,71.8284338446
2814,74.5612577788
2815,84.7140453469
2816,73.8412041843
2817,82.9316267684
2818,95.8246916629
2819,86.3438664459
2820,75.5533944146
2821,90.4652963473
2822,88.0960878669
2823,91.2942949271
2824,84.8234938993
2825,71.6511545347
2826,85.2560504756
2827,80.7288185632
2828,90.9027375488
2829,84.5275745974
2830,91.9227772409
2831,90.7141053561
2832,92.4371824026
2833,83.1998054129
2834,91.1730573033
2835,94.5474837489
2836,94.2941443728
2837,93.4014848349
2838,94.0614282938
2839,91.7984532029
2840,83.8892568942
2841,85.8939785868
2842,95.3136242651
2843,88.700596655
2844,85.7842386496
2845,87.8801089324
2846,74.5365736534
2847,89.1792403361
2848,93.4980982134
2849,93.6405408735
2850,92.0536429998
2851,76.3176687693
2852,90.791199647
2853,81.0284950773
2854,84.1339260066
2855,82.7898243824
2856,79.0655316701
2857,72.2241049662
2858,73.4848388458
2859,76.3711471127
2860,76.2453683936
2861,75.5102970923
2862,84.8362569257
2863,92.0305318855
2864,92.8080120885
2865,96.9991086394
2866,93.0892081091
2867,94.1627597985
2868,95.3015347492
2869,83.2982353626
2870,88.4668105512
2871,84.4968040706
2872,94.698182491
2873,91.9735702229
2874,97.5200549377
2875,92.9600355183
2876,97.4766069544
2877,97.1003731399
2878,96.7430895227
2879,97.4590868777
2880,91.558359216
2881,89.9303035766
2882,94.2485725639
2883,88.9676350604
2884,85.7646073315
2885,97.5573806606
2886,85.968767369
2887,93.6539002618
2888,71.8926638013
2889,92.6050721259
2890,90.9026399231
2891,85.9862849128
2892,91.7752293802
2893,90.0397615438
2894,85.2765527907
2895,76.4185922759
2896,93.3171427861
2897,85.2173049648
2898,91.4782221731
2899,74.0185012654
2900,76.4428915706
2901,86.5560407951
2902,93.6505093753
2903,93.2393397297
2904,81.2770192514
2905,85.2780384314
2906,83.7979599761
2907,75.217288097
2908,84.1423947561
2909,85.9869335424
2910,92.5981115026
2911,85.1397236218
2912,85.7961830106
2913,88.5335783869
2914,96.2324235393
2915,92.752735076
2916,87.7327536704
2917,95.6432135456
2918,84.7919192275
2919,93.9485943758
2920,93.5363179122
2921,89.3084022594
2922,83.8385889285
2923,88.7836036139
2924,93.4141586257
2925,92.2477035932
2926,93.891956696
2927,97.0801763961
2928,92.4137033938
2929,83.4576971087
2930,91.7111815573
2931,83.4267250469
2932,81.5190389353
2933,75.7842497184
2934,84.7515523974
2935,89.3200546783
2936,91.835393656
