HOUR,E_D
225,191.467808419
226,191.211339036
227,192.15327135
228,190.814228623
229,191.698348545
230,195.077532702
231,192.762306886
232,198.243586069
233,198.264430142
234,199.538523462
235,198.746371247
236,195.105523826
237,199.693823742
238,193.796936625
239,198.263743156
240,194.522589334
241,194.311383791
242,194.624626558
243,200.227593295
244,195.144718419
245,198.482380899
246,199.498934096
247,192.034336847
248,195.301703681
249,199.543092063
250,194.384539969
251,194.023381142
252,198.034167237
253,198.678170494
254,196.009595791
255,194.261514455
256,195.371289471
257,195.089356544
258,194.988153064
259,194.806671977
260,193.533208986
261,195.396764759
262,194.685442818
263,196.184533715
264,194.802346029
265,194.262467179
266,199.930666632
267,196.725637808
268,193.910800639
269,194.242018175
270,199.589255625
271,201.599061465
272,200.60344961
273,201.629522472
274,196.985183547
275,201.298537348
276,200.20210481
277,194.569839179
278,196.549455745
279,196.689188845
280,194.711812138
281,193.963492216
282,194.157945847
283,195.279159766
284,195.206070496
285,193.817973528
286,193.392559458
287,193.945533793
288,192.682023157
289,193.314172217
290,200.432527538
291,196.562806661
292,193.044560946
293,195.490497632
294,197.225861357
295,196.336707373
296,194.383317899
297,195.011362752
298,192.805335975
299,193.460157103
300,194.910213548
301,192.923377721
302,196.538432164
303,192.959206346
304,193.626575741
305,194.671637918
306,193.545008434
307,193.099344256
308,194.209593651
309,193.609695106
310,193.048575552
311,194.903105674
312,193.788562209
313,193.891311383
314,193.18814498
315,193.771792465
316,194.039656331
317,194.797119499
318,193.588536017
319,197.525260984
320,202.339634156
321,201.69642928
322,201.679814578
323,197.70882411
324,196.373676632
325,195.542499074
326,196.850570886
327,201.625616725
328,198.600411133
329,197.875452738
330,195.51712549
331,197.451074868
332,195.678788818
333,194.279815652
334,193.696251233
335,201.739528322
336,202.796860761
337,194.065969629
338,194.807609493
339,197.819009118
340,198.510785556
341,199.045447487
342,196.711653122
343,197.523222423
344,199.32820971
345,201.697991377
346,203.00102471
347,202.100723004
348,202.983977499
349,203.016916954
350,199.430769816
351,202.321224103
352,202.699545711
353,202.992991916
354,202.831010538
355,202.752143579
356,202.251109209
357,203.205668845
358,202.569703574
359,196.900009211
360,202.345780735
361,203.19190241
362,202.380750805
363,202.764625845
364,203.224785156
365,202.403741767
366,202.8538134
367,202.735494031
368,203.2316843
369,203.330926235
370,202.582441848
371,200.018227407
372,203.406508601
373,200.172656496
374,202.620824198
375,203.405100502
376,203.328918709
377,200.71970009
378,200.892228951
379,202.592403218
380,200.181432084
381,200.308827622
382,198.407567519
383,197.105246055
384,195.573256008
385,195.955204315
386,197.939459408
387,196.204234866
388,194.678602895
389,195.091151501
390,194.823541456
391,195.856284395
392,194.879031765
393,198.295796362
394,195.075787945
395,195.006598969
396,194.898985774
397,195.478133501
398,198.25786577
399,197.580522183
400,195.058434946
401,195.569231547
402,198.430281372
403,198.142201045
404,195.674305794
405,197.957978551
406,195.740683735
407,195.096764043
408,195.435415378
409,195.079002
410,195.234154641
411,195.664039525
412,196.561559636
413,195.208773645
414,199.042703568
415,196.278417437
416,198.848848788
417,198.253936425
418,196.293593189
419,199.786604307
420,200.509685099
421,203.189198576
422,200.424408921
423,203.906187964
424,199.604146461
425,203.420186167
426,199.916505006
427,203.405962439
428,198.768797641
429,203.383434706
430,203.16125746
431,199.511061601
432,198.789108423
433,203.39897958
434,203.466144038
435,203.860821275
436,203.754864671
437,200.046489075
438,201.700585804
439,203.552949633
440,203.565414244
441,204.057500407
442,202.920165843
443,204.016489534
444,203.837264928
445,200.900527924
446,203.933139577
447,204.154363459
448,203.446320433
449,204.128910985
450,204.187194508
451,203.478023027
452,204.200403609
453,204.194235708
454,204.14315337
455,204.199943058
456,204.121825609
457,201.650451089
458,203.42806603
459,203.464786883
460,201.419126092
461,204.09344487
462,203.899669467
463,202.835522591
464,200.445254824
465,200.625141592
466,201.849358806
467,201.772788496
468,199.025330279
469,203.50178425
470,196.252504763
471,197.942356336
472,204.00372579
473,203.308086066
474,202.012027865
475,200.065412585
476,202.294565724
477,204.334082431
478,203.451632215
479,201.537398136
480,199.264427383
481,200.172780936
482,202.969863138
483,203.781861639
484,203.595838124
485,203.956021991
486,200.568700626
487,201.963629677
488,198.140141634
489,201.984292805
490,201.961220921
491,197.868977812
492,198.892601282
493,199.529451902
494,199.079085922
495,200.669421784
496,201.018118435
497,201.3636854
498,198.822146422
499,202.033636511
500,200.721393431
501,201.815047611
502,196.947521095
503,201.924294498
504,198.139157027
505,199.998117094
506,196.912048859
507,198.224906512
508,198.437657385
509,201.749676681
510,200.575098065
511,201.414449515
512,200.503504211
513,199.666046699
514,200.317117643
515,198.462981877
516,198.602071315
517,199.296649511
518,201.131625192
519,199.429712682
520,197.412381237
521,198.551438419
522,199.783860066
523,201.857180627
524,203.660474027
525,200.989995812
526,203.892859518
527,203.77767283
528,204.381836246
529,204.666608077
530,204.165109349
531,204.103545985
532,200.962776781
533,204.364224413
534,201.970917696
535,202.324147298
536,202.060266091
537,202.094552607
538,201.958434152
539,202.080141866
540,198.186822922
541,198.502449604
542,203.944762354
543,198.21794688
544,198.535235145
545,201.606126175
546,201.696136991
547,204.011718684
548,199.392120204
549,204.11016696
550,204.569304965
551,201.437390756
552,202.448966146
553,204.305678858
554,202.378572991
555,204.320548631
556,203.949175013
557,200.82663781
558,203.949665121
559,199.862813566
560,200.18842922
561,204.746710444
562,202.7340852
563,204.223761366
564,204.378208776
565,204.706833525
566,204.595695141
567,203.674855266
568,201.789715581
569,204.16986093
570,204.470175686
571,204.153148321
572,200.83033317
573,203.985942671
574,203.914196549
575,201.009632297
576,204.392952493
577,204.692590328
578,200.318000008
579,201.589653947
580,204.634573453
581,202.509878632
582,202.27985824
583,202.238014576
584,203.947274202
585,202.483312035
586,202.037192215
587,202.630538593
588,202.540256381
589,202.245487867
590,202.510508742
591,202.171239812
592,204.038387827
593,202.284643931
594,202.02041114
595,200.708179562
596,198.513473196
597,201.876602228
598,198.838283177
599,197.772238262
600,201.626069971
601,202.850068876
602,200.353937825
603,201.708098648
604,204.07642857
605,203.602561069
606,202.536473962
607,202.529505331
608,202.148342027
609,201.079282541
610,202.363880392
611,200.807820017
612,198.626487249
613,199.102028701
614,200.544434702
615,201.863386078
616,202.665225777
617,201.41954426
618,202.280664622
619,201.338086068
620,201.039786683
621,200.286191472
622,201.852022751
623,197.649713353
624,199.506675422
625,201.21408146
626,197.800018001
627,197.3887872
628,201.081171515
629,200.450576117
630,198.80356656
631,201.812998457
632,202.667649175
633,198.42822896
634,200.468798781
635,201.161707317
636,200.363760334
637,197.261023395
638,198.366118227
639,198.169466082
640,200.859474257
641,200.489418453
642,199.818014557
643,204.130417462
644,200.678776886
645,202.156599252
646,200.487940151
647,203.360360643
648,203.92242888
649,204.169040691
650,202.452037976
651,204.038421682
652,200.017714833
653,204.019849912
654,204.037016692
655,204.77112111
656,204.254309064
657,201.642428419
658,198.74887411
659,203.92123376
660,204.631322025
661,200.231196766
662,203.902469998
663,201.927364799
664,202.64716141
665,203.816648351
666,202.314848314
667,202.102531311
668,200.694303348
669,200.834042135
670,198.397650129
671,203.481022319
672,202.394026847
673,202.122497346
674,202.351941891
675,200.808866953
676,200.599388897
677,202.310344944
678,200.840511221
679,199.171513267
680,201.341686736
681,200.818335438
682,197.286053672
683,200.448463032
684,200.076491509
685,200.17212568
686,201.06075172
687,197.28280038
688,202.418836783
689,200.632765214
690,200.516900943
691,201.704033651
692,197.469226422
693,200.54286071
694,200.369915046
695,202.614801137
696,200.105692025
697,198.228481311
698,199.878316132
699,197.155581184
700,197.177903433
701,196.942661261
702,197.192228625
703,200.544728051
704,199.412114999
705,199.359066357
706,197.234858696
707,200.597441536
708,200.103808654
709,201.012359325
710,198.121041239
711,202.208310449
712,202.518289171
713,201.304834607
714,202.0926089
715,202.027348682
716,198.423304727
717,200.256142425
718,201.538862488
719,203.1575865
720,204.464106574
721,200.708670032
722,201.793810346
723,201.764871219
724,201.464630229
725,200.355670933
726,199.738207771
727,200.265511996
728,202.093419084
729,200.271007502
730,201.780263727
731,200.226023334
732,198.191894642
733,199.902194834
734,201.836102083
735,200.21902316
736,201.995534524
737,204.002933967
738,199.549480826
739,202.162547495
740,197.783178896
741,201.959147049
742,203.673423495
743,201.56063053
744,202.192259306
745,201.931115171
746,201.97961764
747,200.931894092
748,204.45187615
749,199.793058695
750,200.536985451
751,203.617121975
752,202.081155603
753,200.382256035
754,200.412512489
755,202.035635791
756,203.568393525
757,203.532429762
758,200.897600797
759,199.838211085
760,202.043468921
761,199.384786692
762,196.750369325
763,203.361047871
764,203.670281131
765,200.221409939
766,200.660735341
767,203.439052607
768,199.542908683
769,201.892876008
770,204.170172513
771,201.687894384
772,203.42078413
773,204.316348318
774,203.794268418
775,203.482698421
776,201.105549374
777,204.269967316
778,204.1021248
779,203.823763743
780,202.242619443
781,204.089923631
782,203.58300405
783,204.279887324
784,203.773876377
785,204.227398917
786,204.262456252
787,204.173634887
788,204.259448636
789,204.249909941
790,203.392450209
791,203.381723136
792,203.753630523
793,201.803390999
794,203.510032495
795,199.457387157
796,203.493447893
797,200.559414338
798,203.572424999
799,200.651470137
800,198.972160911
801,198.90355861
802,201.48079272
803,200.966302255
804,200.44754363
805,198.703935938
806,201.464285983
807,198.756452987
808,199.232067248
809,201.101248257
810,203.684710306
811,203.474906682
812,201.765510832
813,199.411627976
814,196.225664981
815,197.195874273
816,198.37436695
817,201.585695288
818,200.606369096
819,203.096701009
820,203.397172552
821,199.634271158
822,199.581289295
823,198.026340948
824,196.876161605
825,199.015327418
826,201.344344313
827,200.393650824
828,203.865517705
829,203.330558163
830,203.189168437
831,199.282006558
832,201.753935608
833,203.185412891
834,204.04496357
835,203.216436169
836,203.977940202
837,199.739381632
838,201.041478444
839,199.127360668
840,203.997393283
841,201.478576175
842,203.260367768
843,203.482493064
844,199.316590539
845,200.948778443
846,198.901302809
847,199.155858239
848,202.618308304
849,201.391244778
850,199.617384448
851,199.377134654
852,197.241345366
853,203.036731065
854,198.974513099
855,202.777499366
856,203.36790577
857,195.539117267
858,199.727927971
859,203.194185382
860,203.111251265
861,198.327643558
862,203.102956239
863,201.080838154
864,200.555913126
865,203.907047662
866,200.454795744
867,203.136455027
868,203.063127158
869,203.041822201
870,201.005310683
871,202.997055221
872,203.122933894
873,196.695081225
874,200.540287615
875,198.481490327
876,198.693097168
877,202.975815556
878,198.732017145
879,200.836045491
880,200.961005227
881,198.549702098
882,195.026966039
883,196.309170112
884,200.97743304
885,196.918322465
886,198.723832552
887,199.726796538
888,202.931449469
889,200.547577379
890,200.696919443
891,196.503907062
892,198.109082936
893,197.849068447
894,195.944088018
895,196.038257345
896,196.190688183
897,199.44467275
898,195.317098986
899,195.299430486
900,194.921741124
901,195.264728426
902,195.053540789
903,194.98053515
904,194.997779988
905,194.832733369
906,195.605097109
907,195.719355264
908,194.848396157
909,196.299071874
910,197.748269202
911,197.938101056
912,197.216197745
913,200.588700956
914,197.624097562
915,198.041096489
916,198.060088483
917,200.839090586
918,200.088692315
919,198.784584933
920,200.178087645
921,197.949302825
922,195.818756429
923,195.534624482
924,198.075272942
925,198.368794081
926,201.08154211
927,200.217777658
928,200.470161918
929,200.392443039
930,200.426437765
931,203.530929786
932,202.993664456
933,203.049957937
934,198.859502432
935,203.062325539
936,200.629386916
937,202.634969376
938,198.088470758
939,198.767217618
940,198.049761251
941,195.890482241
942,197.387286753
943,199.604580521
944,200.334784888
945,200.281745257
946,197.594812902
947,200.281551418
948,198.734471275
949,197.828013069
950,198.488179888
951,200.104020965
952,202.56481947
953,196.332768581
954,200.11493134
955,202.826442878
956,203.175537232
957,197.519372605
958,202.599218686
959,202.574446452
960,202.162597115
961,200.308096545
962,199.95188988
963,200.69410809
964,202.495958212
965,197.783562469
966,198.913849873
967,199.888690787
968,195.347652262
969,194.790153419
970,194.61101308
971,197.256999448
972,194.216217858
973,194.204623388
974,195.295463323
975,196.867964437
976,196.030312853
977,194.204371331
978,194.203548112
979,194.329615116
980,194.162173902
981,195.715987108
982,197.329501591
983,195.62140498
984,195.126843231
985,196.917358134
986,195.680773233
987,202.529564932
988,197.518372031
989,195.176827184
990,197.765675589
991,195.985647899
992,199.48108789
993,200.088909627
994,199.352885868
995,199.841797977
996,202.804672833
997,197.654578354
998,196.778557794
999,197.712915266
1000,199.876097026
1001,196.750243652
1002,194.265744083
1003,196.513395457
1004,198.665057254
1005,199.234711986
1006,199.929812136
1007,202.378993834
1008,202.780699612
1009,199.425211592
1010,202.465668348
1011,198.262108802
1012,202.31833234
1013,197.22662667
1014,197.089267494
1015,200.295429107
1016,202.194853153
1017,202.656551718
1018,202.015635878
1019,202.428005329
1020,199.784451222
1021,202.851443637
1022,202.285533955
1023,202.313785001
1024,199.693302921
1025,199.885180298
1026,202.464474727
1027,202.435683447
1028,197.100427378
1029,199.413800851
1030,198.121891596
1031,201.702778156
1032,203.069034149
1033,202.464875652
1034,202.137925945
1035,202.752323376
1036,202.294429292
1037,198.56052385
1038,202.787360388
1039,198.264033726
1040,202.740216236
1041,196.750719506
1042,202.559022052
1043,203.158069988
1044,202.324658258
1045,203.037081142
1046,203.112070823
1047,202.825464302
1048,202.985064482
1049,203.161917004
1050,203.151112453
1051,203.142241397
1052,203.138361586
1053,203.002200954
1054,197.674556945
1055,202.216596497
1056,199.585587037
1057,202.928937005
1058,203.133275417
1059,203.011141865
1060,203.058242985
1061,202.635778464
1062,202.318900255
1063,202.619879297
1064,202.22592102
1065,202.804381347
1066,203.109832924
1067,197.434168834
1068,203.037112429
1069,198.579287499
1070,199.003923894
1071,197.14041793
1072,196.930217339
1073,202.414589562
1074,201.596224616
1075,194.87602989
1076,194.750965695
1077,195.54137775
1078,196.86020242
1079,193.737236012
1080,197.71797774
1081,198.761029381
1082,194.751452217
1083,197.104207441
1084,194.930702202
1085,199.536247411
1086,199.019274432
1087,195.593493166
1088,195.779422436
1089,197.16913334
1090,202.749785325
1091,198.985923368
1092,201.584861677
1093,199.255543594
1094,198.541842231
1095,202.518422545
1096,196.878136355
1097,198.406695183
1098,198.700472319
1099,202.425581675
1100,196.108233106
1101,196.497750596
1102,196.793726341
1103,196.540083227
1104,199.244949712
1105,193.978842719
1106,196.98646913
1107,194.309959289
1108,194.057736622
1109,199.521964155
1110,193.793529568
1111,196.171674895
1112,199.48275171
1113,202.248851499
1114,198.179382536
1115,197.767663725
1116,196.790847543
1117,199.429391991
1118,194.385930244
1119,193.86520834
1120,194.121357696
1121,193.781807922
1122,193.730703827
1123,193.689296602
1124,194.144628646
1125,193.845156748
1126,193.68626504
1127,193.684147454
1128,194.414806197
1129,194.104839424
1130,194.673060772
1131,197.704585936
1132,194.11578736
1133,195.229113932
1134,197.06018182
1135,196.862835876
1136,194.836225956
1137,194.681566588
1138,197.915978947
1139,197.026137219
1140,194.578326893
1141,202.989750606
1142,198.25392848
1143,197.160639361
1144,196.470855219
1145,194.312374251
1146,196.472315668
1147,197.317932031
1148,202.020143163
1149,198.781086599
1150,193.886606088
1151,194.755099902
1152,196.749692566
1153,198.046626049
1154,194.172789414
1155,198.539467776
1156,194.373418653
1157,197.547047475
1158,194.721420874
1159,195.508599343
1160,202.130341006
1161,196.642407008
1162,198.898780955
1163,194.185205054
1164,200.095037042
1165,202.173900394
1166,194.248614751
1167,201.559782038
1168,199.37444484
1169,196.710887688
1170,196.719275908
1171,195.021465574
1172,198.959167049
1173,199.017716788
1174,194.959911734
1175,199.080188286
1176,202.135608992
1177,195.629994443
1178,202.350690095
1179,197.099098331
1180,202.359086429
1181,202.133067631
1182,202.025630332
1183,202.195789075
1184,197.57774326
1185,202.094213581
1186,195.776137215
1187,198.065138889
1188,198.057714383
1189,202.973668188
1190,196.287745722
1191,198.482961288
1192,200.097457791
1193,196.982845853
1194,202.046934538
1195,195.998915269
1196,202.352372179
1197,199.153425113
1198,197.413440499
1199,199.108050779
1200,197.05170423
1201,196.625464945
1202,196.118700647
1203,195.909354188
1204,195.404863287
1205,198.59870294
1206,196.957256656
1207,203.007021846
1208,199.647880794
1209,197.206657136
1210,197.012157566
1211,199.567621153
1212,198.367375269
1213,195.350312631
1214,199.521128249
1215,202.181597624
1216,197.071074466
1217,196.905077161
1218,202.136390299
1219,195.868571125
1220,199.372396606
1221,199.034350139
1222,202.217743335
1223,202.065472518
1224,197.159669183
1225,198.552053404
1226,199.230793257
1227,197.312396447
1228,202.100339597
1229,202.974205833
1230,202.555706848
1231,202.360884307
1232,199.611731577
1233,196.940675853
1234,203.057477727
1235,202.477585066
1236,199.777853953
1237,200.031823581
1238,198.045864763
1239,202.838571214
1240,202.804076566
1241,202.249900698
1242,199.367284523
1243,197.684576881
1244,197.084756337
1245,198.949965113
1246,194.810611689
1247,199.666750957
1248,197.688317897
1249,196.048917214
1250,196.905723167
1251,195.80481775
1252,195.355292885
1253,194.355631388
1254,195.182464448
1255,194.14617693
1256,193.89092884
1257,194.384167216
1258,193.931823721
1259,195.538921429
1260,193.954325733
1261,194.00846401
1262,193.921710426
1263,194.261322602
1264,194.22934679
1265,193.927726166
1266,194.17021852
1267,194.00620645
1268,197.19856596
1269,196.244165743
1270,193.964062257
1271,194.285130624
1272,194.227209619
1273,193.972338923
1274,196.777599684
1275,194.982881187
1276,197.864351832
1277,194.937677757
1278,194.032255466
1279,194.278798881
1280,195.289321979
1281,195.123181026
1282,194.421279716
1283,194.366206433
1284,194.057860069
1285,194.972930832
1286,194.326905309
1287,197.106704313
1288,197.097078779
1289,195.183232664
1290,194.22391304
1291,199.085832287
1292,194.187612807
1293,195.125845091
1294,194.176919613
1295,194.115789948
1296,196.111131078
1297,194.121001912
1298,196.206930345
1299,197.468783042
1300,202.005799068
1301,196.797784518
1302,196.170808111
1303,194.131069016
1304,195.46675333
1305,194.274899493
1306,194.129815815
1307,194.187834349
1308,194.313976267
1309,194.151018837
1310,194.645694236
1311,194.201684044
1312,194.260653944
1313,194.189226605
1314,194.320027176
1315,194.194401447
1316,196.965869008
1317,194.796029571
1318,194.215698441
1319,197.418672778
1320,197.444340404
1321,194.376203829
1322,194.236130628
1323,197.123160702
1324,197.044495538
1325,194.36509536
1326,194.345402337
1327,195.948578224
1328,196.200853979
1329,195.586763995
1330,194.672227197
1331,194.28339236
1332,194.284945758
1333,194.277732092
1334,196.54821874
1335,194.390278658
1336,200.284258356
1337,194.383898998
1338,194.40154866
1339,195.767590045
1340,197.497709336
1341,194.372860822
1342,200.148654273
1343,194.764459622
1344,194.445755187
1345,196.667462602
1346,197.918097189
1347,195.379747879
1348,196.151464238
1349,197.83240892
1350,194.397687951
1351,196.881073645
1352,197.142562775
1353,197.820074179
1354,200.161688853
1355,200.50339185
1356,200.247317245
1357,195.016049963
1358,198.082134875
1359,196.936833696
1360,199.504703757
1361,195.490630285
1362,197.328032327
1363,197.223305419
1364,196.854534069
1365,194.655672037
1366,194.559100827
1367,195.084164983
1368,200.290879774
1369,195.358102607
1370,195.710513533
1371,194.580868074
1372,194.527905895
1373,194.532173083
1374,194.599799479
1375,194.55305128
1376,195.259445109
1377,194.563953533
1378,197.341496591
1379,197.379766847
1380,195.755425187
1381,194.65337367
1382,197.673788618
1383,196.083689238
1384,197.509690858
1385,197.581413437
1386,198.093667426
1387,203.167104379
1388,198.274366031
1389,197.527115593
1390,195.297767513
1391,196.075140212
1392,194.71965501
1393,198.139768865
1394,198.257546261
1395,197.42666142
1396,195.154585301
1397,197.478573991
1398,202.676547181
1399,198.892543115
1400,203.322029492
1401,203.646571454
1402,203.51147776
1403,200.592675295
1404,202.856103164
1405,203.425458646
1406,202.73570736
1407,202.755282827
1408,202.795649116
1409,200.89225628
1410,203.043371456
1411,203.636306726
1412,202.746863853
1413,198.697160974
1414,202.695915077
1415,198.333908639
1416,199.13854147
1417,202.966848311
1418,198.00796401
1419,201.057933337
1420,203.342936257
1421,203.214060328
1422,198.711253495
1423,198.611671396
1424,200.73712589
1425,198.266996417
1426,198.715524299
1427,203.155806863
1428,200.441380596
1429,202.605196354
1430,200.877399275
1431,198.627892881
1432,197.469384563
1433,203.620941269
1434,201.141889232
1435,203.198579165
1436,202.912965182
1437,203.234305428
1438,200.371102074
1439,203.12132747
1440,200.055285071
1441,201.32095183
1442,202.891175706
1443,198.587781331
1444,197.987103361
1445,196.591441154
1446,201.130324198
1447,200.851636733
1448,200.460452068
1449,201.150413433
1450,198.437549682
1451,197.347544791
1452,196.31388667
1453,199.235630577
1454,200.468602969
1455,198.049710408
1456,195.28928782
1457,195.412913056
1458,195.453399331
1459,196.82732302
1460,196.670050098
1461,197.946142417
1462,196.324225921
1463,198.928392097
1464,198.456508802
1465,200.473057809
1466,199.101682937
1467,196.871567499
1468,197.612790947
1469,198.239352222
1470,198.742550477
1471,196.867622768
1472,198.308726708
1473,198.199572801
1474,199.188704658
1475,198.078013736
1476,197.690295338
1477,199.466283253
1478,198.350587347
1479,199.893326431
1480,199.872074249
1481,198.976248279
1482,199.157131661
1483,201.142064362
1484,196.708284269
1485,200.393801461
1486,201.146682876
1487,203.317577965
1488,198.750251044
1489,199.252796223
1490,203.074416105
1491,202.523125242
1492,201.136188282
1493,201.251512945
1494,203.287937696
1495,203.23277856
1496,199.94943119
1497,196.979287767
1498,200.702019367
1499,203.100992862
1500,196.037625938
1501,200.108487668
1502,201.438985108
1503,198.336550173
1504,203.644247515
1505,201.111188266
1506,203.592211509
1507,201.664078359
1508,198.929735331
1509,201.467744946
1510,203.076978074
1511,195.519775827
1512,195.548316598
1513,198.445029979
1514,199.067032975
1515,195.576966828
1516,195.419222428
1517,195.421439873
1518,195.522250082
1519,195.536379242
1520,195.433524404
1521,197.736336142
1522,195.518381545
1523,198.585352169
1524,196.081721168
1525,196.069709048
1526,197.657480699
1527,195.486385304
1528,197.400676911
1529,196.40445522
1530,196.048645794
1531,195.920034015
1532,197.916359066
1533,196.159700377
1534,199.312859024
1535,195.587928208
1536,196.386780079
1537,197.89467332
1538,196.009041934
1539,195.599988767
1540,201.094601988
1541,200.032463533
1542,202.697616333
1543,198.944731398
1544,198.830452753
1545,198.961522842
1546,201.277387604
1547,201.069879444
1548,201.50991821
1549,203.200857913
1550,200.3631658
1551,201.634200502
1552,199.454944634
1553,203.629469702
1554,197.03068921
1555,198.830899976
1556,199.32595253
1557,199.220108141
1558,196.955280246
1559,199.241390504
1560,199.100785123
1561,199.874179737
1562,201.525523907
1563,201.626893545
1564,200.182732131
1565,198.949151956
1566,201.503742364
1567,199.153810434
1568,199.333809247
1569,201.443905101
1570,199.368138926
1571,201.647677137
1572,201.426803127
1573,201.590496901
1574,199.420106357
1575,201.872416706
1576,203.845475139
1577,201.555380516
1578,199.854091221
1579,203.668459955
1580,200.216198969
1581,199.854857106
1582,203.317206919
1583,203.322381739
1584,203.319181266
1585,200.646879415
1586,201.629158638
1587,203.543998945
1588,198.911971043
1589,200.56127313
1590,196.895590933
1591,199.993302123
1592,196.560271069
1593,196.798168321
1594,197.068208057
1595,199.322746794
1596,200.363499237
1597,199.084631524
1598,201.46279859
1599,196.022581608
1600,199.270153677
1601,201.617857156
1602,197.875054216
1603,199.892565967
1604,203.383390644
1605,201.483773044
1606,203.044832045
1607,201.684861785
1608,201.200076916
1609,203.226845393
1610,199.496483375
1611,201.494514139
1612,196.740410588
1613,199.354174769
1614,198.109950424
1615,195.74076242
1616,203.155225759
1617,199.389015953
1618,198.993865071
1619,203.401404241
1620,201.865427775
1621,203.3678028
1622,199.167483535
1623,199.349287459
1624,196.816222944
1625,197.090212353
1626,201.539234802
1627,199.491916616
1628,200.631084473
1629,199.67966157
1630,201.651218108
1631,201.547394651
1632,203.197490264
1633,200.479612847
1634,203.489119674
1635,201.061794615
1636,199.717333185
1637,201.0897616
1638,198.441960713
1639,198.974621277
1640,198.590511062
1641,203.227427086
1642,204.016576306
1643,199.329037216
1644,199.279631749
1645,203.206997443
1646,200.546390509
1647,200.230922545
1648,201.286909491
1649,199.840814722
1650,199.435082705
1651,200.537417942
1652,198.559171523
1653,201.465017894
1654,195.867519163
1655,196.848812164
1656,199.614751016
1657,201.536873851
1658,199.173250895
1659,200.573195328
1660,196.756979921
1661,201.618496774
1662,198.891744356
1663,199.208114113
