HOUR,IP_D
1512,0.237189878514
1513,0.14599559478
1514,0.140646263349
1515,6.15383512037
1516,0.156928902027
1517,0.152419197765
1518,0.140559026488
1519,0.184128418344
1520,0.164824779323
1521,0.553831850681
1522,0.328822141983
1523,0.153727290872
1524,4.76180367489
1525,0.186743752303
1526,6.42407656855
1527,0.233418660765
1528,8.52177744601
1529,7.23732986323
1530,8.35307967746
1531,14.2911628409
1532,15.9515333048
1533,11.8839324366
1534,15.8909724347
1535,15.8360438641
1536,8.12333077547
1537,3.37261195258
1538,2.38602943084
1539,7.76377917976
1540,4.11324794158
1541,7.37584979408
1542,3.88928676762
1543,0.158047554831
1544,4.97061404033
1545,8.9357872403
1546,9.93992912968
1547,7.34057189337
1548,8.30795683771
1549,9.45464566171
1550,6.27435421236
1551,9.11710485078
1552,0.26298653887
1553,0.13801183252
1554,0.137189354726
1555,0.188570211167
1556,0.491076734009
1557,7.95318242764
1558,7.19103146213
1559,6.12174969095
1560,0.443843509864
1561,0.624457956053
1562,1.03379094018
1563,0.751425763461
1564,2.34669930556
1565,2.62623240782
1566,1.29258781419
1567,1.03148069279
1568,1.67243258602
1569,0.569933683943
1570,0.994870479752
1571,0.560245237455
1572,0.832213286422
1573,0.941548688637
1574,0.661969990736
1575,12.8062619967
1576,12.7289792724
1577,25.3834378137
1578,15.3090020537
1579,12.2165691784
1580,8.58390560034
1581,12.8459397269
1582,23.478894665
1583,0.835951904856
1584,12.8713812518
1585,0.952449621009
1586,21.2729402698
1587,13.4862279932
1588,26.8343392141
1589,25.9188751612
1590,20.6667577559
1591,14.1554989505
1592,12.0430202396
1593,14.3907661765
1594,12.8666409933
1595,15.9142170254
1596,24.2396209195
1597,14.030727839
1598,13.0005804108
1599,25.1298972559
1600,24.3854609706
1601,14.477868204
1602,14.3638885853
1603,14.3108940839
1604,14.5987934604
1605,27.3494267984
1606,13.9226622899
1607,2.29448468158
1608,19.4836921944
1609,25.9206129923
1610,14.0509563491
1611,14.3971705688
1612,2.69274427303
1613,2.29537418937
1614,12.8192434537
1615,14.2427439968
1616,24.4291987684
1617,20.6299557897
1618,17.4802077914
1619,16.2063849152
1620,27.6249354641
1621,23.1533024658
1622,25.2470031798
1623,26.3006405119
1624,26.8740804875
1625,27.9113192117
1626,25.4993374805
1627,27.9253622645
1628,27.9284779784
1629,27.9428505744
1630,27.3972554482
1631,27.6123984959
1632,27.5865007325
1633,27.8917437917
1634,27.9853831858
1635,27.9869259248
1636,27.9921162054
1637,28.0044382561
1638,22.348420338
1639,25.169551193
1640,23.1295414541
1641,4.55400750538
1642,2.92182365736
1643,16.5022150914
1644,9.52930032815
1645,1.65935519316
1646,2.84601615809
1647,0.964586262301
1648,1.12835789852
1649,13.5594593948
1650,13.9543272072
1651,13.4561743382
1652,13.7294900971
1653,14.0753065431
1654,17.4842284663
1655,20.7259259798
1656,20.6724726392
1657,1.01054639742
1658,3.35043998584
1659,14.6897856752
1660,3.23649541173
1661,13.9871289482
1662,3.3939940526
1663,2.10591999597
1664,1.16455095987
1665,0.52721691196
1666,0.747444465412
1667,1.07404856301
1668,0.522836210775
1669,9.02695147323
1670,14.6424739927
1671,2.39996110382
1672,0.537194592286
1673,13.5167122254
1674,6.85066992824
1675,19.8546461096
1676,24.0188943949
1677,24.6380056922
1678,14.5088570899
1679,28.1978461168
1680,12.2140530888
1681,5.96834020409
1682,13.9866303969
1683,13.5747810347
1684,13.9712493146
1685,19.2477853094
1686,28.466919721
1687,25.6891650234
1688,20.778514223
1689,15.0367271658
1690,15.0063086152
1691,9.20968899539
1692,13.8304995051
1693,13.755147899
1694,13.5141641553
1695,14.5498467198
1696,14.0225528386
1697,5.01162505188
1698,4.59797340012
1699,13.8153743285
1700,13.0555270156
1701,13.5470428709
1702,12.5347938301
1703,23.9852330224
1704,13.8070906182
1705,10.0705782862
1706,27.074526964
1707,2.37959459056
1708,12.3602121585
1709,3.8781493486
1710,2.40716284008
1711,0.585829754107
1712,1.13257488711
1713,1.20760693095
1714,0.606366944612
1715,2.75823460939
1716,2.9113659244
1717,2.35122691062
1718,0.712400042092
1719,2.35831829623
1720,2.3419944639
1721,3.00099435855
1722,0.70035868923
1723,3.47457942434
1724,3.90336374996
1725,3.15039619203
1726,1.57245294641
1727,24.5635041793
1728,12.8533948542
1729,13.6986786309
1730,25.4058928709
1731,19.944018585
1732,28.1595219855
1733,20.3639931698
1734,28.8804161296
1735,27.3967403172
1736,11.3577492034
1737,26.2379120065
1738,28.491869886
1739,24.6687619245
1740,20.6640529885
1741,18.5385815238
1742,18.7675104681
1743,27.3283799538
1744,14.7080300677
1745,2.05952472095
1746,13.5203936905
1747,1.06237550627
1748,0.929133718818
1749,1.90940300782
1750,3.96697446184
1751,3.68443820948
1752,24.5304836033
1753,22.6284979415
1754,14.6643648726
1755,1.50768643698
1756,14.4995252753
1757,13.752103499
1758,16.3362458228
1759,24.3031388031
1760,28.745765446
1761,15.9550751077
1762,13.4598025114
1763,9.71811716521
1764,15.2610165174
1765,4.04649509511
1766,3.66219229902
1767,1.87757853224
1768,2.76061753476
1769,9.53809171447
1770,2.95599302106
1771,2.23928037596
1772,14.6991720364
1773,27.9495864451
1774,15.2763278269
1775,28.7029169791
1776,14.2771378938
1777,16.0146965264
1778,3.04706581927
1779,13.4621829261
1780,14.5554222262
1781,2.98414997703
1782,19.4367395198
1783,15.7160103735
1784,17.8059863125
1785,14.7633530813
1786,15.5117656433
1787,14.730081645
1788,14.8851962438
1789,15.3603670259
1790,4.08414269725
1791,7.45644855951
1792,3.97179414515
1793,15.8032507047
1794,15.917393711
1795,30.8435797912
1796,30.9411723321
1797,29.549303298
1798,30.9831400905
1799,30.9621922771
1800,6.57667912976
1801,9.20457411252
1802,0.651180388559
1803,0.371014906089
1804,9.11951061629
1805,0.425563183675
1806,1.2979830191
1807,5.90375301346
1808,7.56170253103
1809,11.5970787578
1810,4.15530831233
1811,0.863688174563
1812,0.250804166611
1813,7.13098132584
1814,1.57382565622
1815,6.98644197093
1816,5.21295727391
1817,7.84677814671
1818,9.4117852707
1819,12.6336065656
1820,18.154416578
1821,1.14562093166
1822,0.893481010249
1823,0.252012651316
1824,3.64304840019
1825,0.377333331
1826,9.54888210394
1827,4.70931009086
1828,7.49242677641
1829,7.75070545569
1830,5.60854111266
1831,7.7192267424
1832,9.91132952776
1833,11.5891768424
1834,12.2161214395
1835,6.70648802651
1836,8.21262950463
1837,6.67241735318
1838,8.17061905383
1839,6.78840202577
1840,0.334859820582
1841,4.17707136111
1842,0.725185209343
1843,9.89456738792
1844,0.368810643787
1845,0.276225939215
1846,0.30781781144
1847,0.374897261034
1848,0.493112202858
1849,0.707641424656
1850,11.2858781934
1851,9.82696765437
1852,13.9366517407
1853,8.41150925816
1854,5.56003615351
1855,0.299756062078
1856,11.0992596591
1857,0.502260559017
1858,11.4602801405
1859,0.992477498494
1860,12.3778832639
1861,1.04071349686
1862,6.53145244065
1863,12.2401673092
1864,12.314045839
1865,16.278447996
1866,13.5594655507
1867,11.0429385395
1868,0.332569841716
1869,7.70330778131
1870,0.472409220214
1871,0.719737657849
1872,0.409497958926
1873,1.06052667391
1874,0.370996011976
1875,8.15079838561
1876,1.44024582231
1877,0.962868576825
1878,12.3644679016
1879,9.5070779176
1880,12.8650808725
1881,10.4300343087
1882,7.61218491642
1883,1.0435998216
1884,6.63946692725
1885,6.83425713161
1886,0.530601695174
1887,8.53847498825
1888,9.35739682469
1889,10.7872406064
1890,11.7424970017
1891,1.10777739227
1892,4.40752634255
1893,4.80921039817
1894,1.20041891359
1895,0.747071418596
1896,9.16529445066
1897,13.5211065533
1898,11.9689869733
1899,16.7468434328
1900,11.9298413147
1901,11.5383996479
1902,0.650619296927
1903,0.392411611976
1904,8.99865453296
1905,11.8491299836
1906,13.5010350191
1907,18.2292768334
1908,12.1311407498
1909,6.56244410409
1910,0.410073925919
1911,7.28704473198
1912,9.77968709482
1913,2.21009808913
1914,9.06216373999
1915,12.6013625288
1916,17.2520949151
1917,15.3464895895
1918,20.9342002833
1919,13.5523554214
1920,6.37266940998
1921,6.47982042581
1922,8.90951667663
1923,17.7583281986
1924,19.4924534318
1925,16.5538727483
1926,18.7873581277
1927,6.01227387313
1928,18.6744226316
1929,31.5367321914
1930,32.3760889263
1931,16.8398959473
1932,16.975381395
1933,5.85476650865
1934,7.74340859457
1935,6.0201491494
1936,6.19363148869
1937,17.4148679662
1938,21.4163684706
1939,23.6375970725
1940,16.7995201311
1941,17.8285792416
1942,16.8728778206
1943,17.8500160575
1944,17.1924440014
1945,18.9562155185
1946,19.9407610361
1947,16.94371381
1948,23.3535522412
1949,32.9280206905
1950,20.316980114
1951,31.2674485527
1952,32.8103430583
1953,27.8231797336
1954,32.8408413552
1955,31.2426863749
1956,17.9874776991
1957,28.5384089974
1958,32.5892629245
1959,26.9827297446
1960,32.9423585025
1961,32.8706547359
1962,33.1332947057
1963,33.1458424241
1964,33.1787374694
1965,33.1516132903
1966,33.1922413421
1967,28.7586295448
1968,22.952286555
1969,31.7350684306
1970,19.457317333
1971,18.7021818271
1972,32.4083060177
1973,14.5934371052
1974,7.27227864795
1975,7.05555042269
1976,20.0874969281
1977,6.20328170967
1978,5.72774577576
1979,12.7630617517
1980,6.225435992
1981,16.8893786565
1982,17.4627359351
1983,19.5936619382
1984,30.1981318029
1985,17.4109178289
1986,33.3707495914
1987,32.3736283177
1988,25.7083107303
1989,32.8247878146
1990,33.4059140759
1991,20.0228799878
1992,33.1602835611
1993,21.6863719146
1994,29.3493875036
1995,32.6113362832
1996,20.3909491566
1997,32.8658299812
1998,22.8621322086
1999,33.4996369911
2000,33.4116529941
2001,33.3894098421
2002,32.1662078276
2003,21.1607130299
2004,7.80389395201
2005,32.2008267336
2006,31.74930241
2007,24.3569438619
2008,20.3804025129
2009,33.0916360282
2010,19.8862817813
2011,22.4376609976
2012,30.605891352
2013,26.9980545002
2014,17.5874451553
2015,17.9328549457
2016,21.8965794799
2017,6.36596104485
2018,14.0117424712
2019,6.2677842402
2020,12.4252953754
2021,30.1157547472
2022,20.4815983073
2023,20.2184821672
2024,23.4433950243
2025,33.5899053517
2026,28.0806749349
2027,20.1292186696
2028,27.1747359623
2029,20.2968188184
2030,20.9867789958
2031,17.4231960384
2032,19.35494231
2033,18.4795125832
2034,17.6332993277
2035,21.5482736865
2036,21.1051128281
2037,22.080545428
2038,31.9467990958
2039,22.3138706144
2040,22.5511090137
2041,6.69957403391
2042,22.2690814934
2043,8.61483753501
2044,23.7599123859
2045,25.4758897346
2046,20.0710106408
2047,31.0981107542
2048,13.9599753428
2049,20.2380859988
2050,33.4787746755
2051,22.072998489
2052,19.0312805025
2053,14.8896629868
2054,23.5424958093
2055,12.6003337314
2056,30.0410851087
2057,32.5451156647
2058,29.7038490125
2059,19.8142730215
2060,18.4429386817
2061,22.0514159796
2062,33.560445793
2063,22.3913084548
2064,21.913290177
2065,32.8830442228
2066,15.0049838905
2067,17.2891418986
2068,15.1311273034
2069,21.3901030099
2070,7.05061172416
2071,7.51750751686
2072,21.2848413887
2073,29.8238026711
2074,22.4497406668
2075,33.3006438799
2076,29.5198812823
2077,33.7186109705
2078,33.2607620573
2079,33.2541931335
2080,8.0453610429
2081,30.2332806081
2082,21.4916398222
2083,26.7670549129
2084,33.5987851661
2085,21.0076892508
2086,21.5865683417
2087,15.0054903171
2088,26.7293173283
2089,6.7750872177
2090,22.2093547377
2091,6.81917476887
2092,22.9642774017
2093,29.3163901013
2094,26.7103257856
2095,33.4607495814
2096,20.7514155387
2097,6.85520467042
2098,6.95084058208
2099,8.74040678512
2100,6.22556311604
2101,8.9979459
2102,18.8946703596
2103,21.0563942865
2104,23.2581045812
2105,30.5922717204
2106,23.7574237947
2107,24.6453340681
2108,34.2215679655
2109,34.2104677422
2110,34.212936177
2111,27.9191531591
2112,32.7596425962
2113,33.1503755822
2114,33.4997153545
2115,23.3810275395
2116,31.7073631532
2117,33.5760915977
2118,29.3022431099
2119,27.3907091333
2120,24.0848569702
2121,32.1004699314
2122,23.4040942957
2123,22.9094947261
2124,21.4797129274
2125,23.4259305599
2126,20.7000705153
2127,29.9606898154
2128,34.1964191702
2129,33.5794758571
2130,28.4621190999
2131,30.6330022216
2132,8.83224352944
2133,19.45826633
2134,8.83177903952
2135,6.67865006037
2136,9.20507759837
2137,8.9260840947
2138,21.6380917619
2139,21.4133942977
2140,27.6762072925
2141,23.6132951998
2142,22.0047277384
2143,22.7722336772
2144,21.8720351294
2145,24.2725960504
2146,34.1485566848
2147,32.4324881365
2148,34.4416190151
2149,33.6011874656
2150,33.7581898383
2151,32.633811816
2152,23.1332750144
2153,34.2876546637
2154,28.4176872318
2155,24.8163353538
2156,33.545473066
2157,34.4889389915
2158,33.899178528
2159,34.1668912444
2160,28.0001185915
2161,26.887906914
2162,22.5289744646
2163,16.089979744
2164,16.6629323132
2165,13.1760959048
2166,12.5835392103
2167,6.29519866711
2168,11.1840142243
2169,2.65868178025
2170,5.34157286375
2171,14.0034296043
2172,14.8402820051
2173,16.6593489504
2174,20.6374100851
2175,19.098700314
2176,16.2767849682
2177,14.0453100836
2178,15.4244857645
2179,13.0877472621
2180,13.715054832
2181,13.8194891447
2182,16.8825488301
2183,14.7839539852
2184,11.078164191
2185,9.50724938363
2186,14.706853688
2187,16.7919495628
2188,14.9959175626
2189,22.7911604449
2190,27.8944602638
2191,28.2833358462
2192,27.8887443511
2193,19.7279678116
2194,16.6182934664
2195,16.1324229131
2196,16.2009996176
2197,27.418029536
2198,14.8501458797
2199,18.145289025
2200,16.9455954536
2201,23.6207690948
2202,18.8217745251
2203,23.8057372965
2204,16.7524639328
2205,14.2592039226
2206,14.4137297101
2207,14.4030039989
2208,10.7748971889
2209,12.6838088456
2210,11.1406691626
2211,17.0161126743
2212,22.4635818451
2213,20.7299063217
2214,22.8291227263
2215,19.5859698733
2216,14.5863577446
2217,14.2215015373
2218,14.1434588542
2219,13.9099748231
2220,12.3037056031
2221,3.04451755356
2222,3.93711174575
2223,2.9239466161
2224,3.10425867277
2225,5.67786534351
2226,2.93618430417
2227,10.5273701842
2228,11.8782762623
2229,12.6772486633
2230,16.443542624
2231,13.4920012232
2232,14.803536174
2233,15.7362836375
2234,11.3173574717
2235,14.4115257951
2236,15.478491209
2237,15.5750757082
2238,14.7662843737
2239,14.7180081953
2240,14.6034988132
2241,16.1623391851
2242,5.28024515119
2243,8.15276363592
2244,7.09558023458
2245,2.99540745239
2246,5.22567546117
2247,15.2522046725
2248,28.807485268
2249,27.3402928865
2250,28.832052012
2251,28.8465410789
2252,17.1803577971
2253,14.7171291566
2254,16.2855886881
2255,8.33077204653
2256,13.1184678016
2257,12.644784896
2258,13.6098938071
2259,13.9191255045
2260,11.9314549147
2261,13.8739174125
2262,4.87816343356
2263,6.15814115614
2264,3.20547168678
2265,3.17490944827
2266,4.86038349935
2267,5.68636550758
2268,6.72112713067
2269,5.66456870277
2270,6.59518817597
2271,14.6275724338
2272,13.2997770424
2273,6.1229518897
2274,14.6102374513
2275,14.6321286182
2276,12.6087025465
2277,14.4851952251
2278,18.2459698167
2279,19.6924774986
2280,34.8017536565
2281,16.7801274752
2282,31.2085536673
2283,34.7787471746
2284,22.8946937059
2285,25.7143015518
2286,21.5227016771
2287,13.7579296238
2288,23.9388195708
2289,7.50891254068
2290,20.8823338349
2291,25.1278432586
2292,9.39978041589
2293,34.5068881898
2294,21.8869443502
2295,34.7030859673
2296,34.0486211733
2297,24.4758658915
2298,33.1326396399
2299,18.0473634719
2300,31.543522902
2301,23.6185857316
2302,34.8542300853
2303,33.2527677301
2304,34.4485179703
2305,25.0013684971
2306,23.061446798
2307,34.0248085476
2308,28.3598386423
2309,34.1210704165
2310,34.5296780098
2311,24.8100942683
2312,34.1303572507
2313,33.1607409454
2314,34.8704656047
2315,34.9161507002
2316,34.8464450835
2317,24.0299510386
2318,34.4843625096
2319,34.9038151654
2320,24.8523982965
2321,34.2029726462
2322,34.8573597895
2323,34.5944557565
2324,33.7566301245
2325,10.8052237857
2326,34.4727986193
2327,33.4031954987
2328,34.8128246227
2329,34.8391887696
2330,34.8718476033
2331,34.045878171
2332,33.4862601315
2333,28.1745189725
2334,25.1487561723
2335,28.8252817835
2336,33.6689430805
2337,24.1383821512
2338,34.7732994269
2339,34.3368771001
2340,25.9623287335
2341,33.7138098821
2342,34.3934570394
2343,30.1315946362
2344,33.7794449922
2345,23.3056050629
2346,24.4221771903
2347,33.7172183902
2348,34.2608771271
2349,13.2249182055
2350,26.1202657945
2351,34.9263349962
2352,34.0266044556
2353,34.1927978264
2354,29.3356140892
2355,33.8476598641
2356,33.1357997974
2357,33.941185209
2358,28.4928800433
2359,34.2114783096
2360,25.5389424981
2361,29.693526037
2362,33.790156007
2363,8.97606104004
2364,10.8526875343
2365,9.0698510056
2366,24.3978542553
2367,21.1013161529
2368,14.0546959053
2369,9.46131393014
2370,24.2269128443
2371,19.6420637712
2372,7.5243744718
2373,9.62633095332
2374,24.574060207
2375,21.7511526987
2376,10.7047764676
2377,21.2965308688
2378,25.5564183151
2379,24.6888665046
2380,20.3758990071
2381,15.7900496173
2382,25.1668357067
2383,15.0943317988
2384,29.6303768658
2385,22.5886862463
2386,25.0656265188
2387,7.32828006647
2388,21.0235205759
2389,25.2049891229
2390,33.6420049589
2391,31.4382128985
2392,25.2991601865
2393,22.0851757978
2394,22.1448838435
2395,24.1430558929
2396,10.8061072107
2397,24.1122204834
2398,25.19058567
2399,20.9473889262
2400,10.4853122081
2401,31.9692031095
2402,29.6264826054
2403,24.7120171201
2404,9.58381018923
2405,30.8558174699
2406,22.2619953779
2407,10.3166813758
2408,10.6747693796
2409,13.6261390918
2410,9.5081169542
2411,24.2466469713
2412,33.2001533855
2413,23.1322785668
2414,31.7934696921
2415,12.8617427838
2416,25.0726361247
2417,8.2992155435
2418,8.42502643578
2419,17.8529944385
2420,16.3141191449
2421,23.8844557141
2422,30.2307500969
2423,25.6380077683
2424,24.3958860394
2425,29.7512501761
2426,33.8480008644
2427,33.9574427634
2428,33.5966900155
2429,23.4442731909
2430,23.3373772462
2431,34.3877639536
2432,30.3930992322
2433,33.4066565815
2434,22.9506485742
2435,31.396702208
2436,32.2950886726
2437,33.0428740676
2438,30.4531705495
2439,22.330523397
2440,24.3838798377
2441,33.6972565708
2442,34.1678296302
2443,20.2808949134
2444,25.2261959975
2445,34.7619547626
2446,20.3887501206
2447,34.464915703
2448,34.4186669308
2449,16.4672588427
2450,34.8657287598
2451,34.4293591913
2452,25.4557299973
2453,21.4817881935
2454,32.3905135118
2455,23.4559770599
2456,23.550445346
2457,21.2815767016
2458,22.7517438701
2459,34.8976756851
2460,31.8390131336
2461,11.0537582991
2462,25.8540938216
2463,23.5375638808
2464,33.7157770768
2465,22.5881155886
2466,33.4174177142
2467,21.582323867
2468,12.301854784
2469,27.8373281266
2470,33.9522499864
2471,8.20582205017
2472,28.24954489
2473,33.4102713761
2474,23.4350241114
2475,21.4273074189
2476,8.33988076104
2477,8.77696270797
2478,7.27431078491
2479,10.3526004488
2480,9.9120483422
2481,9.15123724613
2482,20.1808186565
2483,9.07994658078
2484,23.8668596992
2485,21.8263145515
2486,22.7825780402
2487,23.8674730233
2488,32.233448114
2489,29.3140224254
2490,24.7028087632
2491,12.6470387445
2492,25.2679389083
2493,15.2029613685
2494,22.550580163
2495,10.3967360748
2496,8.73928434263
2497,33.2386438056
2498,8.88133379007
2499,29.2559792361
2500,25.1265590261
2501,29.2229975382
2502,28.4410486601
2503,8.37585300216
2504,9.44535493355
2505,31.9697811153
2506,22.0618570362
2507,11.7854849739
2508,23.9152108242
2509,7.37380827998
2510,23.3266633974
2511,24.8715718951
2512,32.1414606777
2513,29.4088950306
2514,22.4111547067
2515,25.2570591887
2516,24.3473742194
2517,10.1052662958
2518,8.95804652838
2519,21.5229735056
2520,15.6409287408
2521,3.56449934384
2522,14.5571689308
2523,15.981669025
2524,18.8577882458
2525,17.6292288842
2526,13.0501490662
2527,12.0037775082
2528,11.9136861653
2529,16.1284225975
2530,14.5766750953
2531,10.1427835987
2532,6.02299055965
2533,13.4799014039
2534,17.5943765244
2535,19.0687914922
2536,16.8519112566
2537,29.2717059823
2538,29.212581996
2539,29.0394568837
2540,20.7051688157
2541,13.7401870671
2542,15.0235434967
2543,15.5038515556
2544,14.4910411034
2545,5.66219659162
2546,15.3234314765
2547,15.9433767051
2548,14.1175928084
2549,15.2513047495
2550,20.3215183823
2551,16.5986341895
2552,16.3012938648
2553,14.5654213261
2554,14.778379882
2555,12.8506067384
2556,4.86407872782
2557,9.07413023994
2558,4.40880711625
2559,5.11992371008
2560,16.0456618463
2561,27.9145542787
2562,20.8839584861
2563,19.2144841
2564,27.6680092395
2565,21.2284469444
2566,28.786260625
2567,24.8334124514
2568,28.6217194825
2569,28.8495586118
2570,29.2574519193
2571,29.366425915
2572,16.4804436796
2573,17.7707504021
2574,14.0941251129
2575,14.8399675626
2576,13.3672874076
2577,3.58991836792
2578,13.7525316625
2579,12.2036751284
2580,16.8519027148
2581,5.58188685716
2582,13.0243671141
2583,9.57462979036
2584,29.1609319652
2585,28.2549596635
2586,29.2849838191
2587,28.1556148618
2588,21.5526595371
2589,13.3252988439
2590,4.55533684924
2591,12.1179819495
2592,16.0253387969
2593,10.7529551196
2594,15.064701528
2595,13.8350393347
2596,27.8300914116
2597,16.5335650793
2598,15.7040228633
2599,13.0249555238
2600,6.76919060754
2601,16.0882721571
2602,14.1208728925
2603,16.8698468095
2604,17.7563505637
2605,14.2371704753
2606,15.8339822631
2607,15.4633093669
2608,16.0300468021
2609,9.39253323535
2610,15.1394851276
2611,11.0531784622
2612,14.015346356
2613,15.4638760948
2614,13.744371241
2615,17.735854296
2616,15.9720423175
2617,13.8955597193
2618,13.4122054057
2619,14.5651360567
2620,7.37012325151
2621,6.09582374583
2622,12.8404543372
2623,8.62033843866
2624,13.531311461
2625,14.7556506675
2626,20.0489179283
2627,10.65904861
2628,15.970851914
2629,15.4558299772
2630,4.92973868773
2631,3.92980113615
2632,12.6180112631
2633,12.2220731765
2634,17.5591892712
2635,11.9487914986
2636,13.1133007905
2637,13.3727699224
2638,13.6637628549
2639,14.9970082542
2640,7.60980306383
2641,16.3888362506
2642,11.0879292403
2643,20.0168263463
2644,33.7237371641
2645,32.7364971063
2646,23.815500033
2647,34.3644697053
2648,34.8337629679
2649,34.7615003881
2650,34.7852480498
2651,26.3131724511
2652,34.3778843883
2653,34.0557596997
2654,33.124790883
2655,24.7727627983
2656,22.3419272001
2657,35.0138123862
2658,24.0301920052
2659,24.2817808434
2660,23.9996575687
2661,26.0463567346
2662,29.8803413034
2663,10.89820907
2664,25.1056107428
2665,24.8180839257
2666,34.1611733224
2667,22.1815478472
2668,34.8186028444
2669,35.1602047974
2670,22.6723262858
2671,10.7384306826
2672,13.7531283355
2673,23.4509712846
2674,30.7436941323
2675,31.9672698391
2676,22.2625897272
2677,10.6743688074
2678,34.6605316053
2679,11.5483224561
2680,24.596064655
2681,11.0808194925
2682,11.60421496
2683,21.1573019931
2684,9.35058951835
2685,21.3472112877
2686,21.0531345696
2687,13.898914981
2688,34.2392462585
2689,24.2000054875
2690,29.2809618649
2691,30.1195863491
2692,28.416147551
2693,32.8408564072
2694,23.6835248078
2695,35.2292707316
2696,33.4910379235
2697,33.6806732116
2698,26.3157502853
2699,33.9019099791
2700,24.4354894855
2701,35.1657732718
2702,35.2278309681
2703,35.1650073531
2704,34.5956114268
2705,35.3864142432
2706,32.8222966772
2707,32.2735621184
2708,35.3883658734
2709,35.3836398611
2710,13.8520619464
2711,26.1194921913
2712,26.7525044184
2713,24.777167127
2714,8.12004911281
2715,12.2601897812
2716,16.5157175434
2717,7.68589156846
2718,9.62466283415
2719,21.4501411744
2720,10.957241387
2721,30.7594321368
2722,24.901055241
2723,34.2053856187
2724,34.3295769048
2725,24.7323526504
2726,34.0793261241
2727,32.5332372632
2728,35.0789680356
2729,34.7539905331
2730,34.9234969537
2731,35.5872151675
2732,35.5500069015
2733,33.3521888497
2734,11.536757745
2735,11.7997396057
2736,13.1994563801
2737,32.3056953075
2738,31.647974825
2739,29.846894241
2740,35.6185532857
2741,35.6370155412
2742,34.5444751873
2743,25.1331885837
2744,26.2565331206
2745,35.5869671496
2746,34.3778127289
2747,34.8129794996
2748,35.6804348378
2749,31.1663328265
2750,24.257085626
2751,27.8423036553
2752,34.4091397005
2753,20.488273695
2754,26.3205363435
2755,28.2600897961
2756,25.707504206
2757,27.9215834831
2758,25.0677177051
2759,25.6951456671
2760,9.58598445693
2761,8.33766898203
2762,10.0531821551
2763,24.2533532458
2764,10.5607889769
2765,9.04125381963
2766,20.8560938444
2767,26.644096904
2768,29.6955901503
2769,33.5720580053
2770,29.073390063
2771,34.0164421766
2772,35.8869138573
2773,34.5212749258
2774,35.6161625156
2775,25.7344210332
2776,34.2214176355
2777,35.2111926458
2778,33.3111287954
2779,33.756925525
2780,25.1438088028
2781,28.3372899715
2782,28.0055367283
2783,12.1442252108
2784,32.5119049538
2785,11.8771051475
2786,10.3635044958
2787,11.2110125915
2788,35.5569037842
2789,25.4758633549
2790,27.6001802824
2791,10.8430184357
2792,24.595298195
2793,24.7339787172
2794,11.6572842831
2795,12.0612380364
2796,10.4985822272
2797,15.1819767818
2798,9.29215253826
2799,11.8108669019
2800,34.501737464
2801,35.2971348736
2802,36.0582740579
2803,36.2175238519
2804,35.179152141
2805,29.3126131166
2806,34.0536778568
2807,34.0747875224
2808,28.2685132283
2809,32.7061547532
2810,36.219474029
2811,36.3090099014
2812,30.9049642907
2813,34.8377654352
2814,29.5354594951
2815,26.8934007727
2816,12.3029479097
2817,12.4615080137
2818,26.2185709582
2819,11.1803604911
2820,16.8544616677
2821,10.6735579197
2822,24.6864744633
2823,9.22739067752
2824,9.52672689849
2825,12.2951261043
2826,26.0317587649
2827,11.1773155884
2828,14.8033237326
2829,11.9518660559
2830,26.0110930131
2831,12.6015876929
2832,32.8748138476
2833,27.1972849231
2834,30.1850681546
2835,33.1884970802
2836,33.0956052035
2837,32.8326187686
2838,27.6671147791
2839,36.0911544804
2840,27.9553786612
2841,25.4056959856
2842,36.1741661104
2843,24.3035759697
2844,24.9664616902
2845,12.825511944
2846,12.6423318692
2847,16.0999703977
2848,18.9131197639
2849,11.9287593659
2850,11.6230220753
2851,28.885182367
2852,27.5621139337
2853,30.8216629473
2854,35.6706453182
2855,24.4862677165
2856,31.6227122752
2857,34.9211761731
2858,29.5567394037
2859,35.3941851711
2860,36.2260132557
2861,35.0839037828
2862,30.0030415298
2863,28.3146715733
2864,33.3835946566
2865,13.4314899466
2866,11.982560025
2867,12.1067928477
2868,11.6342945401
2869,11.677349446
2870,16.293234879
2871,17.2083735328
2872,30.4666317406
2873,14.8516352034
2874,13.150165022
2875,33.7584901862
2876,13.5950895826
2877,29.4437487323
2878,26.7676267186
2879,29.5496066462
2880,36.9674125194
2881,30.9602204391
2882,11.9475757767
2883,15.9508773465
2884,13.6074215885
2885,36.8872605778
2886,14.3377640616
2887,36.7697989921
2888,34.9571201639
2889,36.5225674378
2890,36.7309165849
2891,30.3641209744
2892,31.1023868229
2893,36.5083842484
2894,36.3212122092
2895,28.5489629554
2896,37.2245946962
2897,31.2271420517
2898,30.3450270372
2899,36.1107607375
2900,33.1316220412
2901,28.099595609
2902,34.0137017343
2903,29.2806914074
2904,13.3457496791
2905,30.4343153096
2906,26.5734583753
2907,37.2481663456
2908,35.0061314342
2909,37.0644852343
2910,37.4320998648
2911,37.5971330939
2912,37.6202948724
2913,37.6588766711
2914,37.5435471067
2915,37.6939087935
2916,37.5793619611
2917,36.7484457547
2918,35.9454202188
2919,31.1147562669
2920,36.6526719199
2921,31.1909561437
