price,hour
50.97,1
54.3,2
43.83,3
43.63,4
45.77,5
59.84,6
70.36,7
54.22,8
58.99,9
64.72,10
60.6,11
44.92,12
42.33,13
32.89,14
32.83,15
44.23,16
88.81,17
160.61,18
166.46,19
111.4,20
93.67,21
70.46,22
54.63,23
55.48,24
97.8,25
83.27,26
81.35,27
59.97,28
85.94,29
128.35,30
169.02,31
180.71,32
183.9,33
142.1,34
101.76,35
67.35,36
58.82,37
50.83,38
48.18,39
54.98,40
81.23,41
144.95,42
120.83,43
99.57,44
98.24,45
73.13,46
49.95,47
60.34,48
73.24,49
83.66,50
75.11,51
56.09,52
69.05,53
98.21,54
157.95,55
179.79,56
168.5,57
145.28,58
161.67,59
83.39,60
80.43,61
77.08,62
71.03,63
82.28,64
146.55,65
191.14,66
185.52,67
152.32,68
130.46,69
77.9,70
54.88,71
37.79,72
88.03,73
83.79,74
80.72,75
81.2,76
85.98,77
111.93,78
136.45,79
154.81,80
162.1,81
158.72,82
159.98,83
130.78,84
115.8,85
108.11,86
100.15,87
110.83,88
131.44,89
176.55,90
166.86,91
147.52,92
131.98,93
121.24,94
72.7,95
72.38,96
122.04,97
110.01,98
104.48,99
109.27,100
120.02,101
149.5,102
187.72,103
213.71,104
215.48,105
209.11,106
195.76,107
182.09,108
173.84,109
167.31,110
158.23,111
167.14,112
172.51,113
224.77,114
240.22,115
229.58,116
184.34,117
184.46,118
173.64,119
154.9,120
130.17,121
116.34,122
105.85,123
115.89,124
117.88,125
136.23,126
154.86,127
171.06,128
197.38,129
238.02,130
221.22,131
175.66,132
148.35,133
141.47,134
137.44,135
138.68,136
174.87,137
272.36,138
277.48,139
240.68,140
171.03,141
174.77,142
143.27,143
143.14,144
127.58,145
115.07,146
106.12,147
106.12,148
127.55,149
135.02,150
135.1,151
131.0,152
134.05,153
146.69,154
122.7,155
98.84,156
89.29,157
80.51,158
79.43,159
79.75,160
97.72,161
159.75,162
152.69,163
126.24,164
97.31,165
73.51,166
66.89,167
65.53,168
56.22,169
57.87,170
48.95,171
44.36,172
47.9,173
69.48,174
89.0,175
77.4,176
101.58,177
85.91,178
81.26,179
64.31,180
61.68,181
52.56,182
49.44,183
41.59,184
69.31,185
100.58,186
101.63,187
82.45,188
65.49,189
54.2,190
44.44,191
40.41,192
29.54,193
25.34,194
25.62,195
25.39,196
25.31,197
37.93,198
59.36,199
52.83,200
65.85,201
55.93,202
54.26,203
47.13,204
43.74,205
42.59,206
42.14,207
41.35,208
60.71,209
100.46,210
113.76,211
100.54,212
77.56,213
77.08,214
66.65,215
45.04,216
34.3,217
31.63,218
31.78,219
31.26,220
31.36,221
41.91,222
48.46,223
50.65,224
47.36,225
46.72,226
47.83,227
41.08,228
39.28,229
37.7,230
33.1,231
32.11,232
42.99,233
46.24,234
43.58,235
36.26,236
34.24,237
32.14,238
29.71,239
29.27,240
18.94,241
16.28,242
16.54,243
17.17,244
16.55,245
21.48,246
27.72,247
29.23,248
26.71,249
27.12,250
26.74,251
29.51,252
27.55,253
26.9,254
23.67,255
23.15,256
27.72,257
34.17,258
30.72,259
25.76,260
24.61,261
21.46,262
18.05,263
14.33,264
10.49,265
10.49,266
9.94,267
10.02,268
10.7,269
13.66,270
16.81,271
21.78,272
22.68,273
21.48,274
20.81,275
23.52,276
20.77,277
22.4,278
21.36,279
21.43,280
24.55,281
31.11,282
30.69,283
24.95,284
24.66,285
22.84,286
20.26,287
15.78,288
21.47,289
22.26,290
19.66,291
18.68,292
18.95,293
22.28,294
25.39,295
21.3,296
28.16,297
29.3,298
33.8,299
32.82,300
33.53,301
27.56,302
27.2,303
29.52,304
33.12,305
48.67,306
51.44,307
44.52,308
39.62,309
36.73,310
35.17,311
27.86,312
37.58,313
32.5,314
32.5,315
33.06,316
32.51,317
48.17,318
43.86,319
51.5,320
54.04,321
57.61,322
59.39,323
45.96,324
37.93,325
34.57,326
35.06,327
35.61,328
53.1,329
92.98,330
82.83,331
87.86,332
76.02,333
69.15,334
57.06,335
42.2,336
93.22,337
88.51,338
82.81,339
82.12,340
87.58,341
115.29,342
116.43,343
124.37,344
128.86,345
122.93,346
100.82,347
84.94,348
67.54,349
59.51,350
55.68,351
55.74,352
95.83,353
151.61,354
168.41,355
120.19,356
125.39,357
90.38,358
58.3,359
38.8,360
45.32,361
44.33,362
44.37,363
42.43,364
44.87,365
62.25,366
89.04,367
104.11,368
103.93,369
102.53,370
88.32,371
79.41,372
61.12,373
60.71,374
54.91,375
57.66,376
83.41,377
117.08,378
117.56,379
107.3,380
93.34,381
78.21,382
60.4,383
52.36,384
50.34,385
46.38,386
48.24,387
46.85,388
53.7,389
87.53,390
97.23,391
99.69,392
98.27,393
94.36,394
94.14,395
79.41,396
66.65,397
62.43,398
60.45,399
66.09,400
86.34,401
126.16,402
123.26,403
116.88,404
98.07,405
78.86,406
59.89,407
40.53,408
41.71,409
37.92,410
35.63,411
40.19,412
42.3,413
50.22,414
60.15,415
62.66,416
52.59,417
55.26,418
50.39,419
49.31,420
43.2,421
40.72,422
38.67,423
38.79,424
49.95,425
71.09,426
72.66,427
64.89,428
57.42,429
52.37,430
37.81,431
37.79,432
29.53,433
27.76,434
28.73,435
28.95,436
30.12,437
36.77,438
45.1,439
42.93,440
40.82,441
44.89,442
40.99,443
38.54,444
34.97,445
32.85,446
31.72,447
31.58,448
37.17,449
42.52,450
38.72,451
36.19,452
34.15,453
29.77,454
28.4,455
26.43,456
23.08,457
19.61,458
17.73,459
17.3,460
18.11,461
23.11,462
23.92,463
20.13,464
23.66,465
23.57,466
26.7,467
24.78,468
21.64,469
20.49,470
19.62,471
19.68,472
24.22,473
37.08,474
