iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,303637434.552,550576.265155,303806510.954
1.0,accepted,203.0,-203.0,-409.178108627,-202.908381781,851.814394695,-203.0,-1e+200,304630098.529,409406.754567,304657530.119
2.0,accepted,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304888392.017,514065.857886,304896790.277
3.0,rejected,203.0,-203.0,-397.322343737,-204.40247129,820.328888655,-203.0,-1e+200,303336231.44,384502.679572,303292786.779
4.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304844308.14,511615.205687,304826050.648
5.0,rejected,203.0,-203.0,-413.990178974,-204.149093779,900.0,-203.0,-1e+200,304357855.235,421549.789405,304376242.237
6.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304785736.636,460565.20433,304761552.819
7.0,rejected,203.0,-203.0,-405.738672932,-204.489814569,900.0,-203.0,-1e+200,304656364.554,445727.395413,304694220.781
8.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304824066.517,387279.819966,304852864.02
9.0,rejected,203.0,-203.0,-404.931381391,-204.145565693,888.899721471,-203.0,-1e+200,304388888.474,390322.853469,304307761.715
10.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304828093.176,338251.915001,304796033.26
11.0,rejected,203.0,-203.0,-404.573740904,-204.374162093,882.478149174,-203.0,-1e+200,304593434.699,409169.299936,304638332.152
12.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304775130.157,435896.709024,304855296.48
13.0,rejected,203.0,-203.0,-405.12222679,-204.920795579,886.614569526,-203.0,-1e+200,304673249.732,378997.670175,304707249.138
14.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304824420.293,581666.068889,304763492.993
15.0,rejected,203.0,-203.0,-406.691435404,-204.922709703,882.911658798,-203.0,-1e+200,304645962.905,461098.707557,304589605.657
16.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304803376.908,316462.380668,304794831.752
17.0,rejected,203.0,-203.0,-405.59872334,-204.706309495,878.071505431,-203.0,-1e+200,304665197.951,431700.790143,304635158.319
18.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304699876.684,518347.752311,304662952.433
19.0,rejected,203.0,-203.0,-406.443154982,-204.760123651,878.047108577,-203.0,-1e+200,304671269.472,285019.026853,304692985.726
20.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304816624.482,362048.320501,304799555.766
21.0,rejected,203.0,-203.0,-406.323592672,-204.782513441,879.334231164,-203.0,-1e+200,304646630.974,444192.912767,304673150.063
22.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304910073.639,521876.766352,305074406.442
23.0,rejected,203.0,-203.0,-406.347892676,-204.710923847,880.28890104,-203.0,-1e+200,304643993.574,338105.461557,304671366.505
24.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304743462.648,399905.730528,304743905.824
25.0,rejected,203.0,-203.0,-406.392759641,-204.736004278,881.262994119,-203.0,-1e+200,304715558.139,427460.065426,304680118.539
26.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304773286.571,461977.767864,304790984.35
27.0,rejected,203.0,-203.0,-406.334316442,-204.745163787,881.229806674,-203.0,-1e+200,304628211.185,405419.331114,304680768.475
28.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304828786.219,451587.692028,304700517.527
29.0,rejected,203.0,-203.0,-406.252013355,-204.743498448,881.19773917,-203.0,-1e+200,304747173.489,409065.836873,304811064.056
30.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304849616.235,498236.455248,304846234.625
31.0,rejected,203.0,-203.0,-406.237374709,-204.750028666,880.970445993,-203.0,-1e+200,304644035.397,402084.283356,304730272.083
32.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304716352.097,382213.71564,304669124.403
33.0,rejected,203.0,-203.0,-406.226579581,-204.747137701,880.743369159,-203.0,-1e+200,304720166.997,413400.651153,304652181.299
34.0,rerun,203.0,-203.0,-406.253069289,-204.744387309,880.808205534,-203.0,-1e+200,304675797.015,331515.872303,304698638.976
35.0,accepted,203.0,-203.0,-406.261986368,-204.746607103,880.731148096,-203.0,-1e+200,304835418.889,445732.165721,304877936.348
36.0,rejected,203.0,-203.0,-406.290271937,-204.746489039,880.739937735,-203.0,-1e+200,304762794.738,376589.631169,304768412.808
37.0,rerun,203.0,-203.0,-406.261986368,-204.746607103,880.731148096,-203.0,-1e+200,304680967.642,357320.64424,304554132.273
38.0,rejected,203.0,-203.0,-406.279132311,-204.745439759,880.722948114,-203.0,-1e+200,304718240.818,333510.865353,304660817.742
39.0,rerun,203.0,-203.0,-406.261986368,-204.746607103,880.731148096,-203.0,-1e+200,304703140.093,379455.66457,304689415.685
40.0,accepted,203.0,-203.0,-406.252802579,-204.746015619,880.769515069,-203.0,-1e+200,304808985.382,377199.980329,304792809.852
41.0,rejected,203.0,-203.0,-406.249322803,-204.745854199,880.723277195,-203.0,-1e+200,304712323.804,427941.354993,304819195.817
42.0,rerun,203.0,-203.0,-406.252802579,-204.746015619,880.769515069,-203.0,-1e+200,304752293.895,274066.044435,304708564.272
43.0,accepted,203.0,-203.0,-406.250953633,-204.746514434,880.796638467,-203.0,-1e+200,304883531.963,485681.562584,304828097.617
44.0,rejected,203.0,-203.0,-406.252296975,-204.746599844,880.77297922,-203.0,-1e+200,304646968.393,417219.318105,304508912.898
45.0,rerun,203.0,-203.0,-406.250953633,-204.746514434,880.796638467,-203.0,-1e+200,304672563.487,407009.588901,304735375.475
46.0,rejected,203.0,-203.0,-406.252238828,-204.746602301,880.811557037,-203.0,-1e+200,304772989.469,362414.814134,304682761.303
47.0,rerun,203.0,-203.0,-406.250953633,-204.746514434,880.796638467,-203.0,-1e+200,304708130.798,311360.629731,304786543.833
48.0,rejected,203.0,-203.0,-406.251667766,-204.746717337,880.804549756,-203.0,-1e+200,304703576.855,422842.154733,304817232.792
49.0,rerun,203.0,-203.0,-406.250953633,-204.746514434,880.796638467,-203.0,-1e+200,304675337.163,471703.079638,304623860.767
50.0,rejected,203.0,-203.0,-406.251102496,-204.746658192,880.791134146,-203.0,-1e+200,304710917.659,411696.839367,304704118.923
51.0,rerun,203.0,-203.0,-406.250953633,-204.746514434,880.796638467,-203.0,-1e+200,304646189.962,494786.79114,304545168.648
52.0,accepted,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304874836.61,465209.555353,304927673.805
53.0,rejected,203.0,-203.0,-406.249410629,-204.746448541,880.796286722,-203.0,-1e+200,304744448.273,399515.476413,304780398.522
54.0,rerun,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304815714.875,493732.246223,304696919.344
55.0,rejected,203.0,-203.0,-406.249980592,-204.746423561,880.800327143,-203.0,-1e+200,304723157.98,428078.034225,304756769.917
56.0,rerun,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304658697.9,400916.803122,304740788.914
57.0,rejected,203.0,-203.0,-406.249745916,-204.746465262,880.798673531,-203.0,-1e+200,304708351.151,361134.288675,304592175.604
58.0,rerun,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304854343.936,382706.888754,304918054.164
59.0,rejected,203.0,-203.0,-406.249972824,-204.746473984,880.799221001,-203.0,-1e+200,304585974.378,485518.895408,304507324.544
60.0,rerun,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304627601.888,353812.433253,304502125.658
61.0,rejected,203.0,-203.0,-406.250016271,-204.746479939,880.798783378,-203.0,-1e+200,304659897.792,458379.507989,304630022.081
62.0,rerun,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304736133.554,404460.384801,304805080.933
63.0,rejected,203.0,-203.0,-406.250185853,-204.746467118,880.798220598,-203.0,-1e+200,304750023.36,421085.105952,304782987.298
64.0,rerun,203.0,-203.0,-406.250082481,-204.746467482,880.798218193,-203.0,-1e+200,304632757.154,432096.115954,304635945.481
65.0,accepted,203.0,-203.0,-406.250044501,-204.746463578,880.797961686,-203.0,-1e+200,304892252.896,503404.782348,304930681.653
66.0,rejected,203.0,-203.0,-406.250079713,-204.746466879,880.798143982,-203.0,-1e+200,304661452.159,319150.016439,304654617.817
67.0,rerun,203.0,-203.0,-406.250044501,-204.746463578,880.797961686,-203.0,-1e+200,304888243.241,507530.942175,304801551.182
68.0,rejected,203.0,-203.0,-406.250070009,-204.746460368,880.797882843,-203.0,-1e+200,304671048.217,510955.287958,304731708.81
69.0,rerun,203.0,-203.0,-406.250044501,-204.746463578,880.797961686,-203.0,-1e+200,304768497.596,426059.929879,304773689.575
70.0,rejected,203.0,-203.0,-406.250061978,-204.746462771,880.797879706,-203.0,-1e+200,304564240.401,295230.983163,304560444.562
71.0,rerun,203.0,-203.0,-406.250044501,-204.746463578,880.797961686,-203.0,-1e+200,304735510.417,401151.589749,304704053.673
72.0,rejected,203.0,-203.0,-406.2500348,-204.746461631,880.797949976,-203.0,-1e+200,304745057.94,289186.058433,304751005.567
73.0,rerun,203.0,-203.0,-406.250044501,-204.746463578,880.797961686,-203.0,-1e+200,304584982.029,413942.728847,304581551.814
74.0,rejected,203.0,-203.0,-406.250050436,-204.746464834,880.797943121,-203.0,-1e+200,304691052.541,349380.876727,304660061.602
75.0,rerun,203.0,-203.0,-406.250044501,-204.746463578,880.797961686,-203.0,-1e+200,304626803.888,429542.609418,304750131.623
76.0,accepted,203.0,-203.0,-406.25005006,-204.746462962,880.797950278,-203.0,-1e+200,304809296.18,459096.648913,304844144.155
77.0,accepted,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304887703.442,387421.988336,304886596.169
78.0,rejected,203.0,-203.0,-406.250052803,-204.74646203,880.798016204,-203.0,-1e+200,304844681.816,359185.07204,304877282.115
79.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304746578.142,518449.571691,304792291.04
80.0,rejected,203.0,-203.0,-406.250050389,-204.746460916,880.79793998,-203.0,-1e+200,304679926.275,342585.309361,304670752.958
81.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304826157.592,313629.30081,304824103.914
82.0,rejected,203.0,-203.0,-406.250053438,-204.746461197,880.797960087,-203.0,-1e+200,304609387.559,317623.001362,304658160.129
83.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304638849.538,520247.58622,304541688.322
84.0,rejected,203.0,-203.0,-406.250048309,-204.746462148,880.797958735,-203.0,-1e+200,304655217.969,562807.939565,304927396.403
85.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304860835.659,349775.095825,304773639.829
86.0,rejected,203.0,-203.0,-406.250049411,-204.746461965,880.797953832,-203.0,-1e+200,304778244.565,356355.386491,304675570.934
87.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304638015.803,358027.77196,304602923.087
88.0,rejected,203.0,-203.0,-406.250051073,-204.746461754,880.79795415,-203.0,-1e+200,304664227.293,524554.922689,304649452.057
89.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304625392.729,464394.928549,304693757.458
90.0,rejected,203.0,-203.0,-406.250051757,-204.746461778,880.797958945,-203.0,-1e+200,304666012.555,294720.993371,304621041.644
91.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304745827.937,523381.840605,304629032.511
92.0,rejected,203.0,-203.0,-406.250050981,-204.74646176,880.797961895,-203.0,-1e+200,304649015.548,418470.563633,304632941.462
93.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304709724.807,444852.039626,304604049.084
94.0,rejected,203.0,-203.0,-406.250051301,-204.746461832,880.797959433,-203.0,-1e+200,304693879.981,300163.96293,304680526.766
95.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304860787.901,357141.815221,304754880.379
96.0,rejected,203.0,-203.0,-406.250050799,-204.746461878,880.797960015,-203.0,-1e+200,304717258.103,351441.949492,304695394.254
97.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304685680.075,469032.69312,304727208.395
98.0,rejected,203.0,-203.0,-406.250050986,-204.746461845,880.797961735,-203.0,-1e+200,304636203.806,452594.651773,304508903.726
99.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304939718.394,466070.136884,304964444.76
100.0,rejected,203.0,-203.0,-406.250051061,-204.746461853,880.797961323,-203.0,-1e+200,304545457.36,246220.561337,304541227.475
101.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304752361.025,370189.296549,304782073.173
102.0,rejected,203.0,-203.0,-406.250050937,-204.746461846,880.797960521,-203.0,-1e+200,304648758.997,309833.675804,304641009.349
103.0,rerun,203.0,-203.0,-406.250050985,-204.746461853,880.797960793,-203.0,-1e+200,304730711.724,504778.027899,304788121.287
104.0,rejected,203.0,-203.0,-406.250051036,-204.746461853,880.797960927,-203.0,-1e+200,304740533.836,390609.000176,304795128.453
