SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-TES_capacity,ProbabilityWeight-Charger_capacity,prefix,ProbabilityWeight-NewBOP_capacity
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,433834415.531,11205466.012,434611588.758,451876983.743,407535167.185,421094990.684,451366614.813,20.0,1.25562468546e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,103,0.166666666667
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,432031609.722,9419896.83122,431811801.23,451269757.604,413656265.344,417304299.424,445970611.362,18.0,8.87344563108e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,104,0.166666666667
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,435914972.729,8398148.65532,434045295.605,451040611.087,421689135.833,423552008.527,449966033.387,18.0,7.05289008368e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,105,0.166666666667
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,433960047.953,9106183.18131,435712752.208,445937121.348,419025109.169,419406707.545,444790078.716,20.0,8.29225721316e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,106,0.166666666667
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,430189288.724,11454451.9427,428478451.391,446447294.83,413743269.234,414114821.541,446059243.4,19.0,1.31204469308e+14,0.00526748089422,1.7855867438e-06,0.0821727019499,0.384615384615,107,0.166666666667
203.0,-203.0,-420.0,-190.0,500.0,-203.0,-1e+200,446272480.823,9741614.32618,447117005.979,458952784.915,427699929.973,430990388.67,457852564.713,17.0,9.489904968e+13,0.00223198342976,1.7855867438e-06,0.0696378830084,0.192307692308,109,0.166666666667
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,434425587.558,7852734.10863,435735695.494,450041411.241,421224661.963,421938652.145,444200345.441,20.0,6.16654329808e+13,0.000803514034712,1.7855867438e-06,0.0125348189415,0.384615384615,108,0.166666666667
203.0,-203.0,-420.0,-190.0,600.0,-203.0,-1e+200,449242915.474,10117858.9958,448358409.232,474791210.026,431914897.283,436107625.72,462618607.224,17.0,1.02371070659e+14,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,110,0.166666666667
203.0,-203.0,-420.0,-190.0,700.0,-203.0,-1e+200,452857330.56,9468067.4668,453058640.283,468292468.274,432848556.425,440348891.907,467362557.74,15.0,8.96443015559e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,111,0.166666666667
203.0,-203.0,-420.0,-190.0,800.0,-203.0,-1e+200,457133102.658,12408988.4341,456883482.065,478859586.349,433500390.103,439853786.872,473940878.387,12.0,1.53982993957e+14,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,112,0.166666666667
203.0,-203.0,-420.0,-190.0,900.0,-203.0,-1e+200,455515953.538,11237116.7653,456092153.608,478447673.012,437923959.371,439280236.274,470646998.647,15.0,1.26272793197e+14,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,113,0.166666666667
203.0,-203.0,-420.0,-190.0,1000.0,-203.0,-1e+200,453795260.974,8676074.23682,453491288.897,473346558.268,437360780.129,442196913.301,469502230.804,14.0,7.52742641628e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,114,0.166666666667
203.0,-203.0,-420.0,-190.0,1100.0,-203.0,-1e+200,452383739.563,8973037.13081,449649901.333,464881804.592,437763196.01,441623141.926,464320510.39,14.0,8.0515395351e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,115,0.166666666667
203.0,-203.0,-420.0,-190.0,1200.0,-203.0,-1e+200,450550071.77,10511292.6519,452488884.993,474118838.371,432648793.169,434478499.501,463937358.72,16.0,1.10487273214e+14,0.00263374044711,1.7855867438e-06,0.0821727019499,0.192307692308,116,0.166666666667
203.0,-203.0,-420.0,-190.0,1218.0,-203.0,-1e+200,455839928.254,8688607.30238,456572969.609,470341909.759,442823024.291,443697626.063,467733906.078,15.0,7.5491896855e+13,0.000401757017356,1.7855867438e-06,0.0125348189415,0.192307692308,117,0.166666666667
203.0,-203.0,-400.0,-190.0,500.0,-203.0,-1e+200,444796447.185,12097633.3421,445849142.058,466037234.197,423747457.404,430102496.604,462232107.118,20.0,1.4635273248e+14,0.00446396685951,1.7855867438e-06,0.0696378830084,0.192307692308,118,0.333333333333
203.0,-203.0,-400.0,-190.0,600.0,-203.0,-1e+200,448760337.319,9603378.13094,449718805.825,465400711.335,426255089.328,432805684.361,461337354.893,20.0,9.22248715258e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,119,0.333333333333
203.0,-203.0,-400.0,-190.0,700.0,-203.0,-1e+200,453072726.883,8402664.52145,455070555.412,470170537.524,439268252.903,439612131.292,465142032.662,19.0,7.060477106e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,120,0.333333333333
203.0,-203.0,-400.0,-190.0,800.0,-203.0,-1e+200,452794633.214,9199599.6287,453415762.08,467009241.378,436353180.958,439142512.164,466018373.195,20.0,8.46326333284e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,121,0.333333333333
203.0,-203.0,-400.0,-190.0,900.0,-203.0,-1e+200,459486626.308,9034552.54692,459753100.857,476267417.314,443155703.162,444850035.011,476141797.457,20.0,8.1623139723e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,122,0.333333333333
203.0,-203.0,-400.0,-190.0,1000.0,-203.0,-1e+200,453075598.716,10384109.6349,452876376.134,468298410.856,435152351.784,435745185.518,466560655.803,20.0,1.0782973291e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,123,0.333333333333
203.0,-203.0,-400.0,-190.0,1100.0,-203.0,-1e+200,455598692.386,10615216.8642,454506679.436,471868283.586,432966578.852,440660590.454,470471007.861,20.0,1.12682829074e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,124,0.333333333333
203.0,-203.0,-400.0,-190.0,1200.0,-203.0,-1e+200,452450059.053,9194627.85785,452667579.341,467457394.656,436860610.936,440555255.767,466517353.736,20.0,8.45411814444e+13,0.00526748089422,1.7855867438e-06,0.0821727019499,0.192307692308,125,0.333333333333
203.0,-203.0,-380.0,-190.0,500.0,-203.0,-1e+200,435599428.478,8665070.30805,433786954.367,451494450.359,422667768.923,424216842.033,450208865.348,20.0,7.50834434435e+13,0.00446396685951,1.7855867438e-06,0.0696378830084,0.192307692308,127,0.333333333333
203.0,-203.0,-400.0,-190.0,1218.0,-203.0,-1e+200,448030083.41,8718241.47291,448494864.013,462490351.16,433569327.027,435904649.96,461622952.499,20.0,7.60077343801e+13,0.000803514034712,1.7855867438e-06,0.0125348189415,0.192307692308,126,0.333333333333
203.0,-203.0,-380.0,-190.0,600.0,-203.0,-1e+200,438600254.892,10489285.5479,441146728.475,453165954.014,411939109.178,420623035.191,452051932.643,19.0,1.10025111305e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,128,0.333333333333
203.0,-203.0,-380.0,-190.0,700.0,-203.0,-1e+200,442109022.344,9982389.41132,444027403.681,455885959.048,423405698.14,428235337.743,455084452.335,20.0,9.96480983593e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,129,0.333333333333
203.0,-203.0,-380.0,-190.0,800.0,-203.0,-1e+200,443866261.987,9941705.75499,441223169.631,465983595.282,427000298.339,431075713.375,458390266.257,19.0,9.88375133188e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,130,0.333333333333
203.0,-203.0,-380.0,-190.0,900.0,-203.0,-1e+200,446033963.544,8344748.28159,446427340.927,460946142.702,429684448.662,432915885.59,457144881.35,20.0,6.96348238832e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,131,0.333333333333
203.0,-203.0,-380.0,-190.0,1000.0,-203.0,-1e+200,447599548.416,9231812.62371,450262611.566,465159223.572,427335739.664,434471330.082,460643076.852,20.0,8.52263643193e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,132,0.333333333333
203.0,-203.0,-380.0,-190.0,1100.0,-203.0,-1e+200,445827128.069,11103100.3323,447828953.433,466228269.033,419021858.55,428494686.847,461271592.821,20.0,1.23278836988e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.192307692308,133,0.333333333333
203.0,-203.0,-380.0,-190.0,1200.0,-203.0,-1e+200,446001409.234,5632979.12687,447295946.444,454262369.608,435411601.525,435797464.775,454121593.229,20.0,3.17304538438e+13,0.00526748089422,1.7855867438e-06,0.0821727019499,0.192307692308,134,0.333333333333
203.0,-203.0,-380.0,-190.0,1218.0,-203.0,-1e+200,441852866.779,9790613.80339,440142824.777,462557088.179,427173143.778,427494852.677,462309047.944,20.0,9.58561186472e+13,0.000803514034712,1.7855867438e-06,0.0125348189415,0.192307692308,135,0.333333333333
203.0,-203.0,-360.0,-190.0,500.0,-203.0,-1e+200,431211255.459,10793067.4219,430885064.445,452753201.847,407957081.552,411655327.582,448289704.321,20.0,1.16490304374e+14,0.00223198342976,1.7855867438e-06,0.0696378830084,0.192307692308,136,0.166666666667
203.0,-203.0,-360.0,-190.0,600.0,-203.0,-1e+200,435683362.524,10326575.4337,433686632.889,460531293.085,415833068.422,424036264.201,450545665.644,19.0,1.06638160188e+14,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,137,0.166666666667
203.0,-203.0,-360.0,-190.0,700.0,-203.0,-1e+200,434969059.99,8955196.42448,433736172.633,447816065.821,416915753.703,422469868.678,447184083.777,20.0,8.01955430011e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,138,0.166666666667
203.0,-203.0,-360.0,-190.0,800.0,-203.0,-1e+200,430698303.594,9665388.4095,429701905.651,448875260.283,409140814.323,417795173.814,443867384.93,20.0,9.34197331065e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,139,0.166666666667
203.0,-203.0,-360.0,-190.0,900.0,-203.0,-1e+200,433746317.131,10037118.777,434749006.006,447968048.076,408813858.59,417411042.075,446667635.028,19.0,1.00743753343e+14,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,140,0.166666666667
203.0,-203.0,-360.0,-190.0,1000.0,-203.0,-1e+200,433595821.426,7907618.17368,433161492.831,447861826.671,419789947.945,420485340.607,447509807.793,20.0,6.25304251808e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,141,0.166666666667
203.0,-203.0,-360.0,-190.0,1100.0,-203.0,-1e+200,432351038.479,9510176.52085,434738516.837,448237577.334,412743342.242,418199041.099,445117069.078,20.0,9.04434574578e+13,0.00446396685951,1.7855867438e-06,0.139275766017,0.192307692308,142,0.166666666667
203.0,-203.0,-360.0,-190.0,1200.0,-203.0,-1e+200,433787663.06,5639783.89423,432467976.996,445092740.535,422789093.224,427973748.053,444233470.398,20.0,3.18071623736e+13,0.00263374044711,1.7855867438e-06,0.0821727019499,0.192307692308,143,0.166666666667
203.0,-203.0,-360.0,-190.0,1218.0,-203.0,-1e+200,433853323.691,8507549.44657,434812792.434,453658391.947,420416855.467,421861081.923,446841429.771,20.0,7.23783975858e+13,0.000401757017356,1.7855867438e-06,0.0125348189415,0.192307692308,144,0.166666666667
