SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-TES_capacity,ProbabilityWeight-Charger_capacity,prefix,ProbabilityWeight-NewBOP_capacity
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,438170336.433,5173167.60621,437789314.855,446278819.504,433145536.321,433385191.384,444881895.573,5.0,2.67616630819e+13,0.00316048853653,1.7855867438e-06,0.0821727019499,0.115384615385,26,0.333333333333
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,428837004.474,10409175.5656,427873181.895,445007305.823,419087061.742,419386427.29,442332561.344,5.0,1.08350935955e+14,0.00133919005785,1.7855867438e-06,0.0696378830084,0.115384615385,28,0.166666666667
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,438056253.893,12801077.0315,439099851.002,451634460.364,422390853.203,424078004.683,450573467.15,4.0,1.63867573165e+14,0.00267838011571,1.7855867438e-06,0.139275766017,0.115384615385,30,0.166666666667
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,439321269.047,6393558.46739,438620094.265,450324474.053,430977902.315,432364954.319,447958090.302,6.0,4.0877589876e+13,0.000482108420827,1.7855867438e-06,0.0125348189415,0.115384615385,27,0.333333333333
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,427907574.311,10154963.6069,425577739.219,446948716.587,414316523.82,416606414.075,442251123.469,7.0,1.03123285858e+14,0.00267838011571,1.7855867438e-06,0.139275766017,0.115384615385,29,0.166666666667
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,429389257.511,7307262.84431,429639515.311,437777347.025,418330104.609,420206456.131,437111398.298,6.0,5.33960902759e+13,0.00267838011571,1.7855867438e-06,0.139275766017,0.115384615385,31,0.166666666667
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,429821641.022,6266325.08095,430430809.227,436728880.683,418145219.497,420411763.46,436026645.937,7.0,3.92668300202e+13,0.00267838011571,1.7855867438e-06,0.139275766017,0.115384615385,32,0.166666666667
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,437941950.125,10984495.425,439542404.415,448059364.369,419887472.346,423336132.378,447465438.893,5.0,1.20659139743e+14,0.00267838011571,1.7855867438e-06,0.139275766017,0.115384615385,33,0.166666666667
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,444193461.655,,444193461.655,444193461.655,444193461.655,444193461.655,444193461.655,1.0,,0.000241054210414,1.7855867438e-06,0.0125348189415,0.115384615385,36,0.166666666667
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,432873280.049,7465909.6376,430344012.572,442783840.588,424246174.521,425167308.222,441855178.378,5.0,5.57398067167e+13,0.00158024426827,1.7855867438e-06,0.0821727019499,0.115384615385,35,0.166666666667
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,431124057.496,7145521.84507,431204529.471,441685564.507,421006412.211,422313902.222,440250445.24,7.0,5.10584824384e+13,0.00267838011571,1.7855867438e-06,0.139275766017,0.115384615385,34,0.166666666667
203.0,-203.0,-420.0,-200.0,500.0,-203.0,-1e+200,447414346.386,6006500.9946,446441966.018,460701058.975,438907238.567,439604276.025,456008761.195,15.0,3.60780541981e+13,0.00357117348761,1.7855867438e-06,0.0696378830084,0.307692307692,37,0.166666666667
203.0,-203.0,-420.0,-200.0,600.0,-203.0,-1e+200,448013195.471,6378850.20685,447459008.972,459001412.771,435164753.418,438624246.884,457379517.915,15.0,4.06897299614e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,38,0.166666666667
203.0,-203.0,-420.0,-200.0,700.0,-203.0,-1e+200,452204384.573,7670376.82541,450922216.359,467355174.043,438844595.556,442911489.266,463727894.42,16.0,5.88346806437e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,39,0.166666666667
203.0,-203.0,-420.0,-200.0,800.0,-203.0,-1e+200,453085497.798,6855687.4955,452035939.314,465776477.332,444591153.494,445592492.582,463460905.505,15.0,4.7000451036e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,40,0.166666666667
203.0,-203.0,-420.0,-200.0,900.0,-203.0,-1e+200,457260241.207,9688823.24949,458408575.785,469732302.031,436844717.737,439717330.53,467937691.218,15.0,9.38732959599e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,41,0.166666666667
203.0,-203.0,-420.0,-200.0,1000.0,-203.0,-1e+200,454465537.386,10106536.6664,453443271.705,472909682.881,434916853.95,438385774.59,467880847.191,17.0,1.02142083389e+14,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,42,0.166666666667
203.0,-203.0,-420.0,-200.0,1100.0,-203.0,-1e+200,455240384.693,8782477.52773,457211259.241,466503717.85,441346338.812,443548548.305,466297253.502,16.0,7.71319115251e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,43,0.166666666667
203.0,-203.0,-420.0,-200.0,1200.0,-203.0,-1e+200,457712377.875,8409380.07621,458391398.366,472442151.632,439020373.928,443718964.883,470275205.034,15.0,7.07176732662e+13,0.00421398471538,1.7855867438e-06,0.0821727019499,0.307692307692,44,0.166666666667
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,446180706.395,8274622.89935,446967054.89,458717663.192,433813335.847,434811245.428,457494221.524,20.0,6.84693841264e+13,0.00714234697522,1.7855867438e-06,0.0696378830084,0.307692307692,46,0.333333333333
203.0,-203.0,-420.0,-200.0,1218.0,-203.0,-1e+200,454740232.849,8036535.57821,452930959.926,476242552.838,444432052.007,445599063.087,466276672.542,18.0,6.45859040999e+13,0.000642811227769,1.7855867438e-06,0.0125348189415,0.307692307692,45,0.166666666667
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,451895313.652,9072472.20932,453654126.037,465045389.413,431426042.749,439312088.653,463535794.628,20.0,8.23097519888e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,47,0.333333333333
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,454389259.28,8845691.37195,454086112.83,469683342.207,439130779.516,441683999.602,467207305.014,20.0,7.82462558478e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,48,0.333333333333
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,453237188.929,9955730.58449,453082519.783,468540912.138,432580696.316,438995011.121,468452422.426,20.0,9.91165714709e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,49,0.333333333333
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,455142964.993,9351967.67197,456828811.586,466695537.047,436472161.491,440723543.47,466258596.59,20.0,8.74592993377e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,50,0.333333333333
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,456551887.306,8560207.76162,456615961.929,470542051.558,433471208.195,445410660.49,469619052.895,19.0,7.32771569221e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,51,0.333333333333
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,456343860.201,8397187.38426,455991003.276,474242756.091,439171643.431,440434500.189,466609706.682,20.0,7.05127559663e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,52,0.333333333333
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,455137414.971,7980109.72309,456200508.933,467664483.736,436896835.909,441940708.57,464236292.064,20.0,6.36821511925e+13,0.00128562245554,1.7855867438e-06,0.0125348189415,0.307692307692,54,0.333333333333
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,458136551.369,8941198.40663,456496012.824,472537381.833,438179119.661,444793277.68,472293345.863,20.0,7.99450289467e+13,0.00842796943075,1.7855867438e-06,0.0821727019499,0.307692307692,53,0.333333333333
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,435428258.138,7633899.5055,435133065.669,451988069.373,419224354.634,420692059.568,447686216.063,20.0,5.82764216601e+13,0.00714234697522,1.7855867438e-06,0.0696378830084,0.307692307692,55,0.333333333333
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,438563233.348,7337957.46948,439351461.078,455115315.134,422263481.831,429077276.124,448319718.208,20.0,5.38456198239e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,56,0.333333333333
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,444707261.338,10056636.5494,447122058.798,461117115.278,428920558.511,429177448.608,459433786.692,20.0,1.01135938687e+14,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,57,0.333333333333
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,447841780.653,8432988.85027,448550307.884,466564428.803,429264414.039,436736400.15,459622364.336,20.0,7.11153009488e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,58,0.333333333333
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,443394938.023,9781588.81393,444201938.179,459042494.099,426354345.257,426808249.435,457249118.814,20.0,9.56794797247e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,59,0.333333333333
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,442776585.321,10246760.7707,440069882.655,466207251.141,427581396.683,432355258.361,458846597.998,20.0,1.04996106292e+14,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,60,0.333333333333
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,445650855.227,7815753.28222,446400335.879,465133241.04,431441256.968,433428690.74,456150021.207,19.0,6.10859993685e+13,0.0142846939504,1.7855867438e-06,0.139275766017,0.307692307692,61,0.333333333333
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,447499744.379,11735281.2819,446932257.949,470196394.837,426674586.648,429922788.815,466472440.228,20.0,1.37716826766e+14,0.00842796943075,1.7855867438e-06,0.0821727019499,0.307692307692,62,0.333333333333
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,446450295.394,6171144.70153,446678993.348,456005959.527,435500537.62,436527367.761,455183285.831,20.0,3.80830269272e+13,0.00128562245554,1.7855867438e-06,0.0125348189415,0.307692307692,63,0.333333333333
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,429482787.492,9537996.46882,430472634.367,440567662.892,406905487.361,409930501.044,440001566.522,20.0,9.09733766393e+13,0.00357117348761,1.7855867438e-06,0.0696378830084,0.307692307692,64,0.166666666667
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,434172681.183,8583936.89567,431877436.903,449837044.74,422504382.142,423393292.708,447099133.167,20.0,7.36839726289e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,65,0.166666666667
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,433049407.082,9054157.75838,433391222.044,449569745.753,413033989.567,421730392.314,448417412.325,19.0,8.19777727136e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,66,0.166666666667
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,435597951.015,9242290.27733,433837069.18,454643056.907,422210483.914,422500924.51,452433442.914,20.0,8.54199295705e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,67,0.166666666667
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,436334602.202,7966640.50497,437921054.285,447722665.91,423975601.24,424641825.646,447478294.879,20.0,6.34673609354e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,68,0.166666666667
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,439043297.105,11932121.4413,438243681.042,458390684.727,416931359.677,417132767.905,457256302.928,18.0,1.42375522089e+14,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,69,0.166666666667
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,435494589.659,9963728.25809,437148285.955,449268607.919,414007496.008,422160320.688,448925297.156,20.0,9.92758808011e+13,0.00714234697522,1.7855867438e-06,0.139275766017,0.307692307692,70,0.166666666667
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,430217884.222,9820864.24908,431049246.057,444335298.985,413041010.961,415001025.912,442864697.906,18.0,9.64493745989e+13,0.000642811227769,1.7855867438e-06,0.0125348189415,0.307692307692,72,0.166666666667
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,435618278.816,7182396.71772,434433782.744,449367203.498,421783344.214,426741123.932,446545718.851,19.0,5.15868226107e+13,0.00421398471538,1.7855867438e-06,0.0821727019499,0.307692307692,71,0.166666666667
203.0,-203.0,-420.0,-195.0,500.0,-203.0,-1e+200,449085643.044,7586070.62847,450992770.57,460685208.689,436988430.537,438926515.665,459156155.316,17.0,5.75484675801e+13,0.00446396685951,1.7855867438e-06,0.0696378830084,0.384615384615,73,0.166666666667
203.0,-203.0,-420.0,-195.0,600.0,-203.0,-1e+200,449093716.878,10682854.0813,452245759.373,467177629.124,428049418.197,432641181.675,462321671.775,17.0,1.14123371322e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,74,0.166666666667
203.0,-203.0,-420.0,-195.0,700.0,-203.0,-1e+200,454270453.832,8355608.59625,455774832.225,464300052.12,434500478.028,440597518.887,463892070.242,14.0,6.98161950137e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,75,0.166666666667
203.0,-203.0,-420.0,-195.0,800.0,-203.0,-1e+200,456962767.265,7755898.07481,458293085.225,465904755.989,442018283.347,444586159.53,465196593.966,12.0,6.01539549469e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,76,0.166666666667
203.0,-203.0,-420.0,-195.0,900.0,-203.0,-1e+200,458924131.804,11587603.8024,455903935.557,477520448.601,443725571.92,443785201.322,475285156.32,14.0,1.34272561881e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,77,0.166666666667
203.0,-203.0,-420.0,-195.0,1000.0,-203.0,-1e+200,456206073.195,9284486.03299,455524136.265,472091005.409,436405146.727,445312990.857,468431392.182,17.0,8.62016808968e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,78,0.166666666667
203.0,-203.0,-420.0,-195.0,1100.0,-203.0,-1e+200,462077592.707,6538260.18396,461162738.831,479572658.762,452889014.708,455071958.539,473039765.787,16.0,4.27488462331e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,79,0.166666666667
203.0,-203.0,-420.0,-195.0,1200.0,-203.0,-1e+200,457397884.034,7610554.00286,459250581.88,467500708.711,441105345.714,445164267.384,466558734.371,18.0,5.79205322305e+13,0.00526748089422,1.7855867438e-06,0.0821727019499,0.384615384615,80,0.166666666667
203.0,-203.0,-420.0,-195.0,1218.0,-203.0,-1e+200,456144438.75,6455589.11546,455204876.831,466501483.478,445583122.343,447205738.018,465203440.111,17.0,4.16746308277e+13,0.000803514034712,1.7855867438e-06,0.0125348189415,0.384615384615,81,0.166666666667
203.0,-203.0,-400.0,-195.0,500.0,-203.0,-1e+200,448750524.744,7383927.02349,448199918.071,461702244.776,434175312.0,436309919.52,459844461.898,20.0,5.45223782882e+13,0.00892793371902,1.7855867438e-06,0.0696378830084,0.384615384615,82,0.333333333333
203.0,-203.0,-400.0,-195.0,600.0,-203.0,-1e+200,449487541.466,8645350.39094,447942970.516,463694235.157,433437178.219,435244101.568,463095213.931,20.0,7.47420833821e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,83,0.333333333333
203.0,-203.0,-400.0,-195.0,700.0,-203.0,-1e+200,450843217.415,8154094.19881,451879838.547,472020388.175,433094765.492,436937459.77,459889964.199,20.0,6.6489252203e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,84,0.333333333333
203.0,-203.0,-400.0,-195.0,800.0,-203.0,-1e+200,454804536.622,10228564.5827,456098823.605,467118080.27,435449012.434,436958275.78,466351555.487,20.0,1.04623533423e+14,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,85,0.333333333333
203.0,-203.0,-400.0,-195.0,900.0,-203.0,-1e+200,455068842.392,10284742.9019,456904026.915,470628908.127,437835454.011,439744410.147,468517714.524,20.0,1.05775936558e+14,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,86,0.333333333333
203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,457003668.302,7449355.91405,458044992.808,467261842.312,437022392.731,445927272.949,467065650.679,19.0,5.54929035341e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,87,0.333333333333
203.0,-203.0,-400.0,-195.0,1100.0,-203.0,-1e+200,456103829.315,8824507.16662,456002052.129,470238942.998,440276942.986,442143160.699,466511054.337,20.0,7.78719267337e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,88,0.333333333333
203.0,-203.0,-400.0,-195.0,1200.0,-203.0,-1e+200,454689041.448,8263510.28552,454693451.821,470298164.147,442308390.14,442862507.905,467988933.86,20.0,6.82856022388e+13,0.0105349617884,1.7855867438e-06,0.0821727019499,0.384615384615,89,0.333333333333
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,440317139.721,11333101.0798,440353354.119,462616395.032,421557367.975,422307390.847,460546922.86,20.0,1.28439180085e+14,0.00892793371902,1.7855867438e-06,0.0696378830084,0.384615384615,91,0.333333333333
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,454477628.336,6339581.71366,453711567.418,467818093.009,446340290.471,446645266.584,467099293.177,20.0,4.01902963042e+13,0.00160702806942,1.7855867438e-06,0.0125348189415,0.384615384615,90,0.333333333333
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,445872861.456,7479234.19745,446778618.483,460274057.591,431201038.818,434085702.933,455160439.748,20.0,5.59389441803e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,92,0.333333333333
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,438427729.293,8426515.75621,438020498.63,456458021.883,422228708.889,426107938.878,451024402.066,19.0,7.10061677896e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,93,0.333333333333
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,446672463.144,9374822.46884,447978948.461,460934626.942,431038411.281,432072174.799,458378544.403,20.0,8.78872963224e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,94,0.333333333333
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,444697035.305,8973237.30714,444124935.939,468849043.511,431351943.714,432357181.973,456998977.988,19.0,8.05189877702e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,95,0.333333333333
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,445558913.05,7564284.33123,445054626.194,457853232.959,432260638.495,435837733.86,457534464.786,20.0,5.72183974436e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,96,0.333333333333
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,446236238.486,9078946.06162,444831021.534,461775497.077,433566207.48,434676742.529,459920085.676,20.0,8.24272615899e+13,0.017855867438,1.7855867438e-06,0.139275766017,0.384615384615,97,0.333333333333
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,444235328.787,11913800.3931,444704028.58,467559565.338,419871814.692,427133725.901,461495490.073,20.0,1.41938639805e+14,0.0105349617884,1.7855867438e-06,0.0821727019499,0.384615384615,98,0.333333333333
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,427923615.632,7079690.38179,426916628.395,439137673.307,418975434.16,420044980.403,438606749.38,18.0,5.0122015902e+13,0.00446396685951,1.7855867438e-06,0.0696378830084,0.384615384615,100,0.166666666667
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,446107684.107,11517679.2325,445323328.272,466882396.687,430594616.577,431486350.551,464689439.728,20.0,1.32656934902e+14,0.00160702806942,1.7855867438e-06,0.0125348189415,0.384615384615,99,0.333333333333
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,433772307.886,8949278.3583,432837972.276,449302534.978,418501576.902,418828324.98,445627839.261,20.0,8.00895831343e+13,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,101,0.166666666667
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,436024776.713,12215091.0769,437453869.225,452896705.059,415624372.236,418040633.233,450375266.995,20.0,1.49208450017e+14,0.00892793371902,1.7855867438e-06,0.139275766017,0.384615384615,102,0.166666666667
