price,hour
28.12,1
25.04,2
24.9,3
24.9,4
25.04,5
27.2,6
36.2,7
38.21,8
40.19,9
34.73,10
30.18,11
27.14,12
25.05,13
25.06,14
24.91,15
24.91,16
24.99,17
36.09,18
36.96,19
31.28,20
28.93,21
27.28,22
25.01,23
23.08,24
24.49,25
23.49,26
23.49,27
24.49,28
25.87,29
32.09,30
44.43,31
46.47,32
39.86,33
35.26,34
31.59,35
29.0,36
27.82,37
27.59,38
27.5,39
26.1,40
26.04,41
34.33,42
44.63,43
43.05,44
40.89,45
35.39,46
32.12,47
28.15,48
29.71,49
28.1,50
28.21,51
28.37,52
30.75,53
39.78,54
76.54,55
57.62,56
44.89,57
35.36,58
32.18,59
30.2,60
27.71,61
26.01,62
25.56,63
24.08,64
24.98,65
30.53,66
36.09,67
34.88,68
34.77,69
30.25,70
31.19,71
28.14,72
28.62,73
27.49,74
27.0,75
25.01,76
26.25,77
27.09,78
30.33,79
32.11,80
36.76,81
37.14,82
33.76,83
28.75,84
27.7,85
26.01,86
24.62,87
23.2,88
24.01,89
32.03,90
37.26,91
33.78,92
31.54,93
28.25,94
26.76,95
24.6,96
23.63,97
23.31,98
22.59,99
23.35,100
23.98,101
24.77,102
28.24,103
31.73,104
35.81,105
37.13,106
37.11,107
31.17,108
29.24,109
28.15,110
27.06,111
26.4,112
26.79,113
34.7,114
44.91,115
43.03,116
40.74,117
38.37,118
33.42,119
31.2,120
30.35,121
29.95,122
30.84,123
32.1,124
37.4,125
44.19,126
89.46,127
91.57,128
62.43,129
52.94,130
49.34,131
43.55,132
38.98,133
32.46,134
30.52,135
29.92,136
32.67,137
48.12,138
66.4,139
63.17,140
53.49,141
49.64,142
40.53,143
36.9,144
34.56,145
35.47,146
35.44,147
37.51,148
44.69,149
58.22,150
149.04,151
112.12,152
60.47,153
50.42,154
49.44,155
40.14,156
34.18,157
31.3,158
29.56,159
28.98,160
30.7,161
36.53,162
51.26,163
44.17,164
42.87,165
38.15,166
35.66,167
34.35,168
29.33,169
28.11,170
27.2,171
27.29,172
28.69,173
33.74,174
53.46,175
49.95,176
36.47,177
36.64,178
35.96,179
30.93,180
29.73,181
28.63,182
28.64,183
27.5,184
29.21,185
38.88,186
44.24,187
39.18,188
37.48,189
33.91,190
34.84,191
28.03,192
28.08,193
26.69,194
25.3,195
25.44,196
26.98,197
29.91,198
46.08,199
44.89,200
42.57,201
37.06,202
37.08,203
32.02,204
30.34,205
30.04,206
28.91,207
27.48,208
28.27,209
39.25,210
41.35,211
35.37,212
35.18,213
33.58,214
29.83,215
23.82,216
19.82,217
18.53,218
18.59,219
17.95,220
19.32,221
22.81,222
33.93,223
31.25,224
28.08,225
29.13,226
27.89,227
27.99,228
28.52,229
29.0,230
26.96,231
26.16,232
26.8,233
38.04,234
41.67,235
35.17,236
31.82,237
29.3,238
26.92,239
24.46,240
25.25,241
22.27,242
21.23,243
21.43,244
22.48,245
24.68,246
30.15,247
34.42,248
39.09,249
50.06,250
45.5,251
33.57,252
29.56,253
27.61,254
26.73,255
26.74,256
26.9,257
30.58,258
39.59,259
31.1,260
29.99,261
29.85,262
24.62,263
23.06,264
21.33,265
19.15,266
18.86,267
18.17,268
18.8,269
19.17,270
20.61,271
22.96,272
25.51,273
26.29,274
23.08,275
21.49,276
20.94,277
20.47,278
20.46,279
19.99,280
21.35,281
34.58,282
37.34,283
31.97,284
28.76,285
25.83,286
24.7,287
19.06,288
19.02,289
17.92,290
18.2,291
19.07,292
20.74,293
28.94,294
39.94,295
39.16,296
36.63,297
33.6,298
31.21,299
28.71,300
26.91,301
26.1,302
25.7,303
25.29,304
25.8,305
37.61,306
54.81,307
46.71,308
35.56,309
31.09,310
29.91,311
28.0,312
26.16,313
24.29,314
24.04,315
24.4,316
26.75,317
30.13,318
54.75,319
50.02,320
35.65,321
31.01,322
28.48,323
25.74,324
25.87,325
25.82,326
24.72,327
23.51,328
22.91,329
35.42,330
42.89,331
35.94,332
34.69,333
31.48,334
30.68,335
28.74,336
25.44,337
24.64,338
24.9,339
25.21,340
26.87,341
36.13,342
69.75,343
51.5,344
39.64,345
37.46,346
32.73,347
29.4,348
26.92,349
27.75,350
26.51,351
25.53,352
25.64,353
36.61,354
41.82,355
39.59,356
35.8,357
32.75,358
29.79,359
26.2,360
25.28,361
23.94,362
23.41,363
24.47,364
27.31,365
36.26,366
70.27,367
48.6,368
41.03,369
37.74,370
33.22,371
27.98,372
26.61,373
26.03,374
24.98,375
24.22,376
25.0,377
32.25,378
41.24,379
37.95,380
38.19,381
34.56,382
32.32,383
29.15,384
29.98,385
27.44,386
26.03,387
26.97,388
29.36,389
37.15,390
68.64,391
50.2,392
41.84,393
37.36,394
33.3,395
30.44,396
30.03,397
29.12,398
26.76,399
25.28,400
26.01,401
34.46,402
39.99,403
37.67,404
35.22,405
31.82,406
34.92,407
29.06,408
28.86,409
26.52,410
25.4,411
25.43,412
28.64,413
29.97,414
39.23,415
50.61,416
50.05,417
49.63,418
42.09,419
40.15,420
29.99,421
27.24,422
24.93,423
24.63,424
24.78,425
33.12,426
49.83,427
39.7,428
36.91,429
35.98,430
40.01,431
31.76,432
37.34,433
32.03,434
30.0,435
30.73,436
32.01,437
36.73,438
44.21,439
48.22,440
56.84,441
52.67,442
42.46,443
35.09,444
31.14,445
29.58,446
25.0,447
25.0,448
25.96,449
31.19,450
51.85,451
38.05,452
34.74,453
36.0,454
28.61,455
21.38,456
21.77,457
20.39,458
20.26,459
21.09,460
23.95,461
30.9,462
45.49,463
44.44,464
41.71,465
42.83,466
41.71,467
35.18,468
31.84,469
31.09,470
29.99,471
27.09,472
27.19,473
35.13,474
50.54,475
35.18,476
33.03,477
34.03,478
27.44,479
22.36,480
23.08,481
22.83,482
24.25,483
25.1,484
28.31,485
33.64,486
56.69,487
52.52,488
42.57,489
41.55,490
37.47,491
33.01,492
31.52,493
30.3,494
28.9,495
28.41,496
28.86,497
36.83,498
60.29,499
44.97,500
38.22,501
35.11,502
33.97,503
30.06,504
27.99,505
27.0,506
27.32,507
28.84,508
30.98,509
39.53,510
62.28,511
57.89,512
46.21,513
37.61,514
32.24,515
31.19,516
28.86,517
28.15,518
28.51,519
27.0,520
27.43,521
31.26,522
43.79,523
36.22,524
33.66,525
31.05,526
30.13,527
25.47,528
26.02,529
25.06,530
25.04,531
25.12,532
29.32,533
35.59,534
46.02,535
45.1,536
41.68,537
41.8,538
41.71,539
38.77,540
36.85,541
36.58,542
36.6,543
36.53,544
38.68,545
58.03,546
96.16,547
94.1,548
79.35,549
63.34,550
48.72,551
39.9,552
37.72,553
35.98,554
36.71,555
38.88,556
44.32,557
89.36,558
202.11,559
190.61,560
95.97,561
72.91,562
61.97,563
48.07,564
44.14,565
40.0,566
38.09,567
35.92,568
36.9,569
45.14,570
60.89,571
52.87,572
47.29,573
40.88,574
44.54,575
40.86,576
37.65,577
36.59,578
33.57,579
34.2,580
35.67,581
37.01,582
50.7,583
66.49,584
67.52,585
47.72,586
39.19,587
37.29,588
36.23,589
34.18,590
30.0,591
29.01,592
26.76,593
32.13,594
44.79,595
44.22,596
40.38,597
36.76,598
32.16,599
27.45,600
29.47,601
26.0,602
25.0,603
25.0,604
25.6,605
27.96,606
33.19,607
35.6,608
41.68,609
42.55,610
32.08,611
30.21,612
27.99,613
26.75,614
25.99,615
24.99,616
26.0,617
33.0,618
45.75,619
41.9,620
37.63,621
32.15,622
26.27,623
21.32,624
19.32,625
18.6,626
18.47,627
18.7,628
19.83,629
27.77,630
42.74,631
41.68,632
37.0,633
36.39,634
35.0,635
33.65,636
33.24,637
33.32,638
34.01,639
33.09,640
34.45,641
46.35,642
68.47,643
63.69,644
58.02,645
46.53,646
36.1,647
35.18,648
35.8,649
34.67,650
34.91,651
35.87,652
39.22,653
53.34,654
122.35,655
118.91,656
67.62,657
59.58,658
58.38,659
49.36,660
44.36,661
38.29,662
36.3,663
35.03,664
36.11,665
57.52,666
95.7,667
78.67,668
68.03,669
63.02,670
60.32,671
51.46,672
36.02,673
34.73,674
34.47,675
35.52,676
40.12,677
67.39,678
215.81,679
169.05,680
63.42,681
44.72,682
43.17,683
39.09,684
33.58,685
31.82,686
30.0,687
27.61,688
26.14,689
34.84,690
49.58,691
44.86,692
42.49,693
39.8,694
39.68,695
35.21,696
33.5,697
31.35,698
31.32,699
32.76,700
33.63,701
42.89,702
99.3,703
67.3,704
41.68,705
38.29,706
34.44,707
31.54,708
30.96,709
26.53,710
25.27,711
25.09,712
24.66,713
31.04,714
39.85,715
37.68,716
35.0,717
29.97,718
25.51,719
21.24,720
26.54,721
24.0,722
23.0,723
23.46,724
25.45,725
28.0,726
64.59,727
52.19,728
40.63,729
39.3,730
35.2,731
31.53,732
31.23,733
30.87,734
32.64,735
31.19,736
31.43,737
39.46,738
68.44,739
38.09,740
35.01,741
30.15,742
26.99,743
23.24,744
22.3,745
18.16,746
18.0,747
18.15,748
18.16,749
19.48,750
22.54,751
25.43,752
30.47,753
33.24,754
37.41,755
35.83,756
36.07,757
35.0,758
34.99,759
34.83,760
32.63,761
36.34,762
56.5,763
39.0,764
40.55,765
31.24,766
26.24,767
22.6,768
26.69,769
24.95,770
24.91,771
24.94,772
25.41,773
29.86,774
31.48,775
34.23,776
39.46,777
41.7,778
42.87,779
41.92,780
38.93,781
32.77,782
31.75,783
31.99,784
35.06,785
47.47,786
75.78,787
78.45,788
78.92,789
59.72,790
51.04,791
44.49,792
53.94,793
47.12,794
47.08,795
47.85,796
48.52,797
77.71,798
163.14,799
150.36,800
91.24,801
74.44,802
63.78,803
53.55,804
43.4,805
37.83,806
34.64,807
32.12,808
32.86,809
44.24,810
64.35,811
50.54,812
44.35,813
36.67,814
41.98,815
38.31,816
31.53,817
29.99,818
29.99,819
30.99,820
34.13,821
37.78,822
67.47,823
56.09,824
42.49,825
42.21,826
39.1,827
34.46,828
35.72,829
30.5,830
29.94,831
29.36,832
30.0,833
37.8,834
51.31,835
46.81,836
42.49,837
38.32,838
36.03,839
31.12,840
39.44,841
37.59,842
35.95,843
39.48,844
41.75,845
58.39,846
96.2,847
85.43,848
65.02,849
58.57,850
53.72,851
47.55,852
44.98,853
41.72,854
39.99,855
39.53,856
39.74,857
50.01,858
89.11,859
74.76,860
68.38,861
58.14,862
51.0,863
48.83,864
59.98,865
62.54,866
67.42,867
67.84,868
74.96,869
135.98,870
424.22,871
447.04,872
213.85,873
231.09,874
175.07,875
126.85,876
117.76,877
104.49,878
99.88,879
96.68,880
103.51,881
133.93,882
376.6,883
369.24,884
224.91,885
146.58,886
132.21,887
113.24,888
70.09,889
65.19,890
66.1,891
68.84,892
79.11,893
106.55,894
255.0,895
125.07,896
134.21,897
112.14,898
92.47,899
83.56,900
68.07,901
65.12,902
58.21,903
55.46,904
55.52,905
66.98,906
95.42,907
85.43,908
64.39,909
60.45,910
63.45,911
62.6,912
51.87,913
49.9,914
48.64,915
49.84,916
52.09,917
66.34,918
88.56,919
89.92,920
95.0,921
69.9,922
53.12,923
49.95,924
49.49,925
42.33,926
33.23,927
30.25,928
29.96,929
34.65,930
61.32,931
51.39,932
50.45,933
49.96,934
43.51,935
34.97,936
26.1,937
23.26,938
22.58,939
22.89,940
23.37,941
27.23,942
50.14,943
50.13,944
58.54,945
51.36,946
47.73,947
43.61,948
37.94,949
33.97,950
30.98,951
28.97,952
28.98,953
32.15,954
47.59,955
46.24,956
43.74,957
34.95,958
29.96,959
21.87,960
22.97,961
22.51,962
22.25,963
23.24,964
27.0,965
49.21,966
57.97,967
56.5,968
60.99,969
62.0,970
58.96,971
53.91,972
49.76,973
49.01,974
45.56,975
44.34,976
45.2,977
61.37,978
77.8,979
76.7,980
75.87,981
65.08,982
51.48,983
49.3,984
55.04,985
52.09,986
52.33,987
54.04,988
62.62,989
72.32,990
100.05,991
95.55,992
78.78,993
92.71,994
92.56,995
85.53,996
75.81,997
67.75,998
65.1,999
63.03,1000
68.34,1001
93.91,1002
169.71,1003
157.93,1004
119.78,1005
93.43,1006
100.23,1007
68.15,1008
59.04,1009
56.7,1010
56.76,1011
58.22,1012
76.62,1013
120.16,1014
319.66,1015
183.98,1016
112.21,1017
93.38,1018
83.04,1019
61.76,1020
55.98,1021
49.98,1022
46.66,1023
43.11,1024
45.14,1025
53.25,1026
81.05,1027
92.51,1028
79.5,1029
75.96,1030
64.75,1031
56.16,1032
37.8,1033
34.56,1034
34.33,1035
35.7,1036
39.9,1037
59.37,1038
151.84,1039
92.52,1040
72.92,1041
51.79,1042
49.27,1043
40.63,1044
39.06,1045
37.34,1046
35.67,1047
34.94,1048
35.05,1049
37.66,1050
52.24,1051
62.38,1052
55.46,1053
46.09,1054
40.49,1055
34.97,1056
30.07,1057
25.33,1058
23.9,1059
24.07,1060
28.26,1061
33.83,1062
58.2,1063
54.96,1064
45.22,1065
38.89,1066
32.59,1067
30.3,1068
30.11,1069
30.14,1070
30.31,1071
30.45,1072
31.34,1073
36.36,1074
47.68,1075
44.9,1076
38.07,1077
33.53,1078
34.48,1079
30.32,1080
29.09,1081
26.23,1082
26.2,1083
25.58,1084
26.2,1085
31.23,1086
37.82,1087
44.12,1088
54.95,1089
53.72,1090
45.33,1091
35.15,1092
33.39,1093
31.32,1094
30.75,1095
29.58,1096
31.05,1097
34.29,1098
48.8,1099
44.09,1100
37.23,1101
31.17,1102
27.33,1103
25.15,1104
27.0,1105
23.0,1106
22.93,1107
22.93,1108
22.93,1109
25.2,1110
27.5,1111
29.83,1112
36.84,1113
41.99,1114
39.13,1115
37.06,1116
35.35,1117
34.61,1118
32.99,1119
30.01,1120
31.87,1121
43.31,1122
61.83,1123
51.09,1124
38.14,1125
32.99,1126
26.12,1127
22.61,1128
18.95,1129
18.37,1130
17.99,1131
18.21,1132
19.18,1133
22.18,1134
36.66,1135
35.97,1136
33.24,1137
31.5,1138
31.84,1139
31.78,1140
29.17,1141
30.87,1142
35.55,1143
36.16,1144
37.83,1145
48.0,1146
72.44,1147
59.0,1148
61.3,1149
40.41,1150
38.03,1151
28.67,1152
23.02,1153
21.49,1154
21.42,1155
21.42,1156
22.93,1157
27.5,1158
44.7,1159
43.05,1160
39.07,1161
38.27,1162
39.24,1163
38.6,1164
34.94,1165
35.37,1166
35.06,1167
35.09,1168
37.78,1169
43.89,1170
68.3,1171
58.0,1172
43.91,1173
36.58,1174
32.53,1175
25.99,1176
25.26,1177
23.61,1178
21.99,1179
21.53,1180
23.75,1181
28.25,1182
46.74,1183
43.91,1184
44.14,1185
46.85,1186
48.89,1187
46.83,1188
44.09,1189
38.55,1190
37.05,1191
34.62,1192
33.73,1193
38.6,1194
55.22,1195
46.84,1196
40.42,1197
30.96,1198
26.43,1199
21.34,1200
17.24,1201
16.55,1202
15.94,1203
16.06,1204
17.06,1205
20.12,1206
30.75,1207
30.87,1208
31.32,1209
32.51,1210
34.85,1211
35.21,1212
36.72,1213
39.82,1214
